encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_YOUNGSTER_TRISTAN,TRISTAN,TRAINER_CLASS_YOUNGSTER,173,,,,TRAINER_PIC_YOUNGSTER,,diamondpearl_trainer_index=1; source=files/poketool/trainer/trdata.json; map_refs=R202; matched_map=R202,8,5,
TRAINER_FISHERMAN_ZACHARY,ZACHARY,TRAINER_CLASS_FISHERMAN,182,,,,TRAINER_PIC_FISHERMAN,,diamondpearl_trainer_index=24; source=files/poketool/trainer/trdata.json; map_refs=R205B; matched_map=R205B,8,5,
TRAINER_CYCLIST_M_AXEL,AXEL,TRAINER_CLASS_CYCLIST_M,187,,,,TRAINER_PIC_CYCLIST_MALE,,diamondpearl_trainer_index=25; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_M_JAMES,JAMES,TRAINER_CLASS_CYCLIST_M,187,,,,TRAINER_PIC_CYCLIST_MALE,,diamondpearl_trainer_index=26; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_M_JOHN,JOHN,TRAINER_CLASS_CYCLIST_M,187,,,,TRAINER_PIC_CYCLIST_MALE,,diamondpearl_trainer_index=27; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_M_RYAN,RYAN,TRAINER_CLASS_CYCLIST_M,187,,,,TRAINER_PIC_CYCLIST_MALE,,diamondpearl_trainer_index=28; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_F_MEGAN,MEGAN,TRAINER_CLASS_CYCLIST_F,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,diamondpearl_trainer_index=29; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_F_NICOLE,NICOLE,TRAINER_CLASS_CYCLIST_F,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,diamondpearl_trainer_index=30; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_F_KAYLA,KAYLA,TRAINER_CLASS_CYCLIST_F,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,diamondpearl_trainer_index=31; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_CYCLIST_F_RACHEL,RACHEL,TRAINER_CLASS_CYCLIST_F,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,diamondpearl_trainer_index=32; source=files/poketool/trainer/trdata.json; map_refs=R206; matched_map=R206,8,5,
TRAINER_YOUNGSTER_AUSTIN,AUSTIN,TRAINER_CLASS_YOUNGSTER,178,,,,TRAINER_PIC_YOUNGSTER,,diamondpearl_trainer_index=33; source=files/poketool/trainer/trdata.json; map_refs=R207; matched_map=R207,8,5,
TRAINER_CAMPER_ANTHONY,ANTHONY,TRAINER_CLASS_CAMPER,178,,,,TRAINER_PIC_CAMPER,,diamondpearl_trainer_index=34; source=files/poketool/trainer/trdata.json; map_refs=R207; matched_map=R207,8,5,
TRAINER_PICNICKER_LAUREN,LAUREN,TRAINER_CLASS_PICNICKER,178,,,,TRAINER_PIC_PICNICKER,,diamondpearl_trainer_index=35; source=files/poketool/trainer/trdata.json; map_refs=R207; matched_map=R207,8,5,
TRAINER_HIKER_KEVIN,KEVIN,TRAINER_CLASS_HIKER,178,,,,TRAINER_PIC_HIKER,,diamondpearl_trainer_index=36; source=files/poketool/trainer/trdata.json; map_refs=R207; matched_map=R207,8,5,
TRAINER_HIKER_JUSTIN,JUSTIN,TRAINER_CLASS_HIKER,178,,,,TRAINER_PIC_HIKER,,diamondpearl_trainer_index=37; source=files/poketool/trainer/trdata.json; map_refs=R207; matched_map=R207,8,5,
TRAINER_BATTLE_GIRL_HELEN,HELEN,TRAINER_CLASS_BATTLE_GIRL,178,,,,TRAINER_PIC_BATTLE_GIRL,,diamondpearl_trainer_index=38; source=files/poketool/trainer/trdata.json; map_refs=R207; matched_map=R207,8,5,
TRAINER_HIKER_ROBERT,ROBERT,TRAINER_CLASS_HIKER,190,,,,TRAINER_PIC_HIKER,,diamondpearl_trainer_index=39; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_HIKER_ALEXANDER,ALEXANDER,TRAINER_CLASS_HIKER,190,,,,TRAINER_PIC_HIKER,,diamondpearl_trainer_index=40; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_HIKER_JONATHAN,JONATHAN,TRAINER_CLASS_HIKER,190,,,,TRAINER_PIC_HIKER,,diamondpearl_trainer_index=41; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_BLACK_BELT_KYLE,KYLE,TRAINER_CLASS_BLACK_BELT,190,,,,TRAINER_PIC_BLACK_BELT,,diamondpearl_trainer_index=42; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_FISHERMAN_CODY,CODY,TRAINER_CLASS_FISHERMAN,190,,,,TRAINER_PIC_FISHERMAN,,diamondpearl_trainer_index=43; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_AROMA_LADY_HANNAH,HANNAH,TRAINER_CLASS_AROMA_LADY,190,,,,TRAINER_PIC_AROMA_LADY,,diamondpearl_trainer_index=44; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_ARTIST_WILLIAM,WILLIAM,TRAINER_CLASS_ARTIST,190,,,,TRAINER_PIC_ARTIST,,diamondpearl_trainer_index=45; source=files/poketool/trainer/trdata.json; map_refs=R208; matched_map=R208,8,5,
TRAINER_PKMN_BREEDER_M_ALBERT,ALBERT,TRAINER_CLASS_PKMN_BREEDER_M,192,,,,TRAINER_PIC_BREEDER_MALE,,diamondpearl_trainer_index=46; source=files/poketool/trainer/trdata.json; map_refs=R209; matched_map=R209,8,5,
TRAINER_PKMN_BREEDER_F_JENNIFER,JENNIFER,TRAINER_CLASS_PKMN_BREEDER_F,192,,,,TRAINER_PIC_BREEDER_FEMALE,,diamondpearl_trainer_index=47; source=files/poketool/trainer/trdata.json; map_refs=R209; matched_map=R209,8,5,
TRAINER_COWGIRL_SHELLEY,SHELLEY,TRAINER_CLASS_COWGIRL,192,,,,TRAINER_PIC_COWGIRL,,diamondpearl_trainer_index=48; source=files/poketool/trainer/trdata.json; map_refs=R209; matched_map=R209,8,5,
TRAINER_JOGGER_RICHARD,RICHARD,TRAINER_CLASS_JOGGER,192,,,,TRAINER_PIC_JOGGER,,diamondpearl_trainer_index=49; source=files/poketool/trainer/trdata.json; map_refs=R209; matched_map=R209,8,5,
TRAINER_POKE_KID_DANIELLE,DANIELLE,TRAINER_CLASS_POKE_KID,192,,,,TRAINER_PIC_POKE_KID,,diamondpearl_trainer_index=53; source=files/poketool/trainer/trdata.json; map_refs=R209; matched_map=R209,8,5,
TRAINER_YOUNG_COUPLE_TY_SUE,TY & SUE,TRAINER_CLASS_YOUNG_COUPLE,192,,,,TRAINER_PIC_YOUNG_COUPLE,True,diamondpearl_trainer_index=55; source=files/poketool/trainer/trdata.json; map_refs=R209; matched_map=R209,8,5,
TRAINER_PKMN_BREEDER_M_KAHLIL,KAHLIL,TRAINER_CLASS_PKMN_BREEDER_M,195,,,,TRAINER_PIC_BREEDER_MALE,,diamondpearl_trainer_index=56; source=files/poketool/trainer/trdata.json; map_refs=R210A; matched_map=R210A,8,5,
TRAINER_PKMN_BREEDER_F_AMBER,AMBER,TRAINER_CLASS_PKMN_BREEDER_F,195,,,,TRAINER_PIC_BREEDER_FEMALE,,diamondpearl_trainer_index=57; source=files/poketool/trainer/trdata.json; map_refs=R210A; matched_map=R210A,8,5,
TRAINER_TWINS_TERI_TIA,TERI & TIA,TRAINER_CLASS_TWINS,195,,,,TRAINER_PIC_TWINS,True,diamondpearl_trainer_index=65; source=files/poketool/trainer/trdata.json; map_refs=R210A; matched_map=R210A,8,5,
TRAINER_ACE_TRAINER_M_ERNEST,ERNEST,TRAINER_CLASS_ACE_TRAINER_M,195,,,,TRAINER_PIC_ACE_TRAINER_MALE,,diamondpearl_trainer_index=66; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_ACE_TRAINER_F_ALYSSA,ALYSSA,TRAINER_CLASS_ACE_TRAINER_F,195,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,diamondpearl_trainer_index=67; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_VETERAN_BRIAN,BRIAN,TRAINER_CLASS_VETERAN,195,,,,TRAINER_PIC_VETERAN,,diamondpearl_trainer_index=68; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_BLACK_BELT_ADAM,ADAM,TRAINER_CLASS_BLACK_BELT,195,,,,TRAINER_PIC_BLACK_BELT,,diamondpearl_trainer_index=69; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_NINJA_BOY_JOEL,JOEL,TRAINER_CLASS_NINJA_BOY,195,,,,TRAINER_PIC_NINJA_BOY,,diamondpearl_trainer_index=70; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_NINJA_BOY_NATHAN,NATHAN,TRAINER_CLASS_NINJA_BOY,195,,,,TRAINER_PIC_NINJA_BOY,,diamondpearl_trainer_index=71; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_NINJA_BOY_DAVIDO,DAVIDO,TRAINER_CLASS_NINJA_BOY,195,,,,TRAINER_PIC_NINJA_BOY,,diamondpearl_trainer_index=72; source=files/poketool/trainer/trdata.json; map_refs=R210B; matched_map=R210B,8,5,
TRAINER_DRAGON_TAMER_PATRICK,PATRICK,TRAINER_CLASS_DRAGON_TAMER,171,,,,TRAINER_PIC_DRAGON_TAMER,,diamondpearl_trainer_index=73; source=files/poketool/trainer/trdata.json; map_refs=C01|C01PC0102|C01PC0103|C01R0101|C01R0102|C01R0201|C01R0202|C01R0203|C01R0205|C01R0301|C01R0501|C01R0503|C01R0601|C01R0701|C01R0801|C01R0802|C02|C02PC0102|C02PC0103|C02R0103|C03|C03PC0102|C03PC0103|C03R0101|C03R0102|C03R0103|C03R0201|C03R0202|C03R0401|C03R0601|C04|C04GYM0102|C04PC0102|C04PC0103|C04R0101|C04R0201|C04R0202|C04R0204|C04R0301|C04R0401|C05|C05GYM0101|C05GYM0113|C05PC0102|C05PC0103|C05R0101|C05R0201|C05R0301|C05R0401|C05R0701|C05R0801|C05R0802|C05R1101|C05R1102|C05R1201|C06|C06PC0102|C06PC0103|C06R0201|C07|C07GYM0101|C07PC0102|C07PC0103|C07R0101|C07R0201|C07R0202|C07R0203|C07R0204|C08|C08GYM0101|C08GYM0102|C08PC0102|C08PC0103|C08R0101|C08R0301|C09GYM0101|C09PC0102|C09PC0103|C10PC0102|C10PC0103|C10R0103|C10R0105|C10R0107|C10R0109|C10R0114|C10R0115|C11|C11PC0102|C11PC0103|C11R0101|C11R0201|D01R0101|D01R0102|D02R0101|D03|D03R0101|D04|D05R0102|D05R0105|D05R0106|D05R0110|D05R0112|D05R0113|D05R0114|D09R0101|D09R0102|D09R0104|D09R0106|D11R0101|D12R0101|D13R0101|D14R0101|D14R0102|D15|D16R0101|D16R0102|D17R0101|D17R0102|D17R0103|D17R0104|D17R0105|D17R0106|D17R0107|D17R0108|D17R0109|D17R0110|D17R0111|D17R0112|D17R0113|D17R0114|D17R0115|D17R0116|D17R0117|D17R0118|D17R0119|D17R0120|D17R0121|D17R0122|D20R0102|D20R0103|D20R0106|D21R0101|D24R0104|D24R0105|D25R0106|D25R0107|D26R0102|D26R0103|D27R0103|D28R0101|D29R0102|D30|D31|D31R0101|D31R0201|D31R0207|DIRECT2|DIRECT4|L02R0101|MAP_CANALAVE_POKECENTER|MAP_CELESTIC_POKECENTER|MAP_ETERNA_POKECENTER|MAP_FIGHT_AREA_POKECENTER|MAP_FLOAROMA_POKECENTER|MAP_HEARTHOME_POKECENTER|MAP_JUBLIFE_POKECENTER|MAP_OREBURGH_POKECENTER|MAP_PASTORIA_POKECENTER|MAP_POKEMON_LEAGUE_POKECENTER|MAP_RESORT_AREA_POKECENTER|MAP_SANDGEM_POKECENTER|MAP_SNOWPOINT_POKECENTER|MAP_SOLACEON_POKECENTER|MAP_SUNYSHORE_POKECENTER|MAP_SURVIVAL_AREA_POKECENTER|MAP_VEILSTONE_POKECENTER|R201|R203|R204B|R205A|R205B|R206|R206R0101|R206R0201|R207|R208|R208R0101|R209|R209R0102|R209R0104|R210A|R210B|R211B|R212A|R212AR0102|R212B|R213|R214|R214R0101|R215|R216|R217|R217R0201|R218|R218R0101|R221|R221R0101|R222|R224|R225|R227|R228|R229|T01|T02|T02PC0102|T02PC0103|T02R0101|T02R0301|T03|T03PC0102|T03PC0103|T03R0101|T03R0301|T04|T04PC0102|T04PC0103|T04R0201|T05PC0102|T05PC0103|T06PC0102|T06PC0103|T07|T07PC0102|T07PC0103|T07R0102|UG|UNION|W223|W226|W230; matched_map=R201,8,5,
TRAINER_BIRD_KEEPER_BRIANNA,BRIANNA,TRAINER_CLASS_BIRD_KEEPER,197,,,,TRAINER_PIC_BIRD_KEEPER,,diamondpearl_trainer_index=74; source=files/poketool/trainer/trdata.json; map_refs=C04|C07|D05R0114|D21R0101|D26R0101|D26R0102|R205B|R210B|R211B|R212A; matched_map=C07,8,5,
TRAINER_DOUBLE_TEAM_ZAC_JEN,ZAC & JEN,TRAINER_CLASS_DOUBLE_TEAM,222,,,,TRAINER_PIC_DOUBLE_TEAM,True,diamondpearl_trainer_index=75; source=files/poketool/trainer/trdata.json; map_refs=C01R0201|C09|D11R0101|D26R0107|L02R0101|R210B; matched_map=C09,8,5,
TRAINER_BIRD_KEEPER_ALEXANDRA,ALEXANDRA,TRAINER_CLASS_BIRD_KEEPER,223,,,,TRAINER_PIC_BIRD_KEEPER,,diamondpearl_trainer_index=76; source=files/poketool/trainer/trdata.json; map_refs=C08|R211A|R222|R224; matched_map=R222,8,5,
TRAINER_NINJA_BOY_ZACH,ZACH,TRAINER_CLASS_NINJA_BOY,217,,,,TRAINER_PIC_NINJA_BOY,,diamondpearl_trainer_index=78; source=files/poketool/trainer/trdata.json; map_refs=R211A; matched_map=R211A,8,5,
TRAINER_BLACK_BELT_SEAN,SEAN,TRAINER_CLASS_BLACK_BELT,217,,,,TRAINER_PIC_BLACK_BELT,,diamondpearl_trainer_index=79; source=files/poketool/trainer/trdata.json; map_refs=R211B; matched_map=R211B,8,5,
TRAINER_NINJA_BOY_NICK,NICK,TRAINER_CLASS_NINJA_BOY,217,,,,TRAINER_PIC_NINJA_BOY,,diamondpearl_trainer_index=80; source=files/poketool/trainer/trdata.json; map_refs=R211B; matched_map=R211B,8,5,
TRAINER_BIRD_KEEPER_KATHERINE,KATHERINE,TRAINER_CLASS_BIRD_KEEPER,217,,,,TRAINER_PIC_BIRD_KEEPER,,diamondpearl_trainer_index=81; source=files/poketool/trainer/trdata.json; map_refs=R211B; matched_map=R211B,8,5,
TRAINER_RICH_BOY_JASON,JASON,TRAINER_CLASS_RICH_BOY,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_RICH_BOY,,diamondpearl_trainer_index=82; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_LADY_MELISSA,MELISSA,TRAINER_CLASS_LADY,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_LADY,,diamondpearl_trainer_index=83; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_GENTLEMAN_JEREMY,JEREMY,TRAINER_CLASS_GENTLEMAN,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_GENTLEMAN,,diamondpearl_trainer_index=84; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_SOCIALITE_REINA,REINA,TRAINER_CLASS_SOCIALITE,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_SOCIALITE,,diamondpearl_trainer_index=85; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_POLICEMAN_BOBBY,BOBBY,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,diamondpearl_trainer_index=88; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_POLICEMAN_ALEX,ALEX,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,diamondpearl_trainer_index=89; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_POLICEMAN_DYLAN,DYLAN,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,diamondpearl_trainer_index=90; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_FISHERMAN_JUAN,JUAN,TRAINER_CLASS_FISHERMAN,201,,,,TRAINER_PIC_FISHERMAN,,diamondpearl_trainer_index=91; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_FISHERMAN_CAMERON,CAMERON,TRAINER_CLASS_FISHERMAN,201,,,,TRAINER_PIC_FISHERMAN,,diamondpearl_trainer_index=92; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_FISHERMAN_TRAVIS,TRAVIS,TRAINER_CLASS_FISHERMAN,201,,,,TRAINER_PIC_FISHERMAN,,diamondpearl_trainer_index=93; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_PKMN_RANGER_M_TAYLOR,TAYLOR,TRAINER_CLASS_PKMN_RANGER_M,201,,,,TRAINER_PIC_RANGER_MALE,,diamondpearl_trainer_index=94; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_PKMN_RANGER_M_JEFFREY,JEFFREY,TRAINER_CLASS_PKMN_RANGER_M,201,,,,TRAINER_PIC_RANGER_MALE,,diamondpearl_trainer_index=95; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_PKMN_RANGER_F_ALLISON,ALLISON,TRAINER_CLASS_PKMN_RANGER_F,201,,,,TRAINER_PIC_RANGER_FEMALE,,diamondpearl_trainer_index=96; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_SCIENTIST_STEFANO,STEFANO,TRAINER_CLASS_SCIENTIST,201,,,,TRAINER_PIC_SCIENTIST,,diamondpearl_trainer_index=99; source=files/poketool/trainer/trdata.json; map_refs=R212B; matched_map=R212B,8,5,
TRAINER_POLICEMAN_CALEB,CALEB,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,diamondpearl_trainer_index=102; source=files/poketool/trainer/trdata.json; map_refs=R212A; matched_map=R212A,8,5,
TRAINER_SWIMMER_M_SHELTIN,SHELTIN,TRAINER_CLASS_SWIMMER_M,202,,,,TRAINER_PIC_SWIMMER_MALE,,diamondpearl_trainer_index=103; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_SWIMMER_M_EVAN,EVAN,TRAINER_CLASS_SWIMMER_M,202,,,,TRAINER_PIC_SWIMMER_MALE,,diamondpearl_trainer_index=104; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_SWIMMER_F_HALEY,HALEY,TRAINER_CLASS_SWIMMER_F,202,,,,TRAINER_PIC_SWIMMER_FEMALE,,diamondpearl_trainer_index=105; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_SWIMMER_F_MARY,MARY,TRAINER_CLASS_SWIMMER_F,202,,,,TRAINER_PIC_SWIMMER_FEMALE,,diamondpearl_trainer_index=106; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_TUBER_M_JARED,JARED,TRAINER_CLASS_TUBER_M,202,,,,TRAINER_PIC_TUBER_MALE,,diamondpearl_trainer_index=107; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_TUBER_F_CHELSEA,CHELSEA,TRAINER_CLASS_TUBER_F,202,,,,TRAINER_PIC_TUBER_FEMALE,,diamondpearl_trainer_index=108; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_SAILOR_PAUL,PAUL,TRAINER_CLASS_SAILOR,202,,,,TRAINER_PIC_SAILOR,,diamondpearl_trainer_index=110; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_FISHERMAN_KENNETH,KENNETH,TRAINER_CLASS_FISHERMAN,202,,,,TRAINER_PIC_FISHERMAN,,diamondpearl_trainer_index=111; source=files/poketool/trainer/trdata.json; map_refs=R213; matched_map=R213,8,5,
TRAINER_RUIN_MANIAC_BRYAN,BRYAN,TRAINER_CLASS_RUIN_MANIAC,205,,,,TRAINER_PIC_RUIN_MANIAC,,diamondpearl_trainer_index=113; source=files/poketool/trainer/trdata.json; map_refs=R214; matched_map=R214,8,5,
TRAINER_RUIN_MANIAC_HUNTER,HUNTER,TRAINER_CLASS_RUIN_MANIAC,205,,,,TRAINER_PIC_RUIN_MANIAC,,diamondpearl_trainer_index=114; source=files/poketool/trainer/trdata.json; map_refs=R214; matched_map=R214,8,5,
TRAINER_PSYCHIC_M_MITCHELL,MITCHELL,TRAINER_CLASS_PSYCHIC_M,205,,,,TRAINER_PIC_PSYCHIC_MALE,,diamondpearl_trainer_index=119; source=files/poketool/trainer/trdata.json; map_refs=R214; matched_map=R214,8,5,
TRAINER_PSYCHIC_F_ABIGAIL,ABIGAIL,TRAINER_CLASS_PSYCHIC_F,205,,,,TRAINER_PIC_PSYCHIC_FEMALE,,diamondpearl_trainer_index=120; source=files/poketool/trainer/trdata.json; map_refs=R214; matched_map=R214,8,5,
