encounter_name,map_name,matched_canonical_location_id,matched_canonical_location_name,matched_map
TRAINER_SAGE_CHOW,107_D15R0101,61,Sprout Tower,107_D15R0101
TRAINER_POKEFAN_M_DEREK,040_R39,79,Route 39,040_R39
TRAINER_POKEFAN_RUTH,040_R39,79,Route 39,040_R39
TRAINER_MEDIUM_MARTHA,077_T27GYM0101,75,Ecruteak City,077_T27GYM0101
TRAINER_YOUNGSTER_MIKEY,031_R30,57,Route 30,031_R30
TRAINER_BUG_CATCHER_ROB,007_R02,6,Route 2,007_R02
TRAINER_YOUNGSTER_ALBERT,033_R32,62,Route 32,033_R32
TRAINER_BIRD_KEEPER_GS_ABE,0859_T22GYM0101,60,Violet City,0859_T22GYM0101
TRAINER_BIRD_KEEPER_GS_ABE,131_T22GYM0101,60,Violet City,0859_T22GYM0101
TRAINER_SAGE_NICO,150_D15R0102,61,Sprout Tower,150_D15R0102
TRAINER_SAGE_EDMOND,150_D15R0102,61,Sprout Tower,150_D15R0102
TRAINER_SAGE_JIN,151_D15R0103,61,Sprout Tower,151_D15R0103
TRAINER_SAGE_TROY,151_D15R0103,61,Sprout Tower,151_D15R0103
TRAINER_SAGE_NEAL,151_D15R0103,61,Sprout Tower,151_D15R0103
TRAINER_YOUNGSTER_GORDON,033_R32,62,Route 32,033_R32
TRAINER_FISHERMAN_RALPH,033_R32,62,Route 32,033_R32
TRAINER_FISHERMAN_ARNOLD,090_W21,46,Route 21,090_W21
TRAINER_FISHERMAN_KYLE,017_R12,23,Route 12,017_R12
TRAINER_FISHERMAN_HENRY,033_R32,62,Route 32,033_R32
TRAINER_HIKER_ANTHONY,034_R33,65,Route 33,034_R33
TRAINER_YOUNGSTER_SAMUEL,035_R34,69,Route 34,035_R34
TRAINER_YOUNGSTER_IAN,035_R34,69,Route 34,035_R34
TRAINER_PICNICKER_GINA,035_R34,69,Route 34,035_R34
TRAINER_CAMPER_TODD,035_R34,69,Route 34,035_R34
TRAINER_BUG_CATCHER_BENNY,0869_T23GYM0102,66,Azalea Town,0869_T23GYM0102
TRAINER_BUG_CATCHER_BENNY,173_T23GYM0102,66,Azalea Town,0869_T23GYM0102
TRAINER_BUG_CATCHER_AL,0869_T23GYM0102,66,Azalea Town,0869_T23GYM0102
TRAINER_BUG_CATCHER_AL,173_T23GYM0102,66,Azalea Town,0869_T23GYM0102
TRAINER_BUG_CATCHER_JOSH,0869_T23GYM0102,66,Azalea Town,0869_T23GYM0102
TRAINER_BUG_CATCHER_JOSH,173_T23GYM0102,66,Azalea Town,0869_T23GYM0102
TRAINER_BEAUTY_SAMANTHA,0886_T25GYM0101,70,Goldenrod City,0886_T25GYM0101
TRAINER_BEAUTY_SAMANTHA,133_T25GYM0101,70,Goldenrod City,0886_T25GYM0101
TRAINER_LASS_CATHY,0886_T25GYM0101,70,Goldenrod City,0886_T25GYM0101
TRAINER_LASS_CATHY,133_T25GYM0101,70,Goldenrod City,0886_T25GYM0101
TRAINER_BIRD_KEEPER_GS_BRYAN,036_R35,71,Route 35,036_R35
TRAINER_BIRD_KEEPER_GS_THEO,208_D27R0104,,,
TRAINER_CAMPER_IVAN,036_R35,71,Route 35,036_R35
TRAINER_CAMPER_ELLIOT,036_R35,71,Route 35,036_R35
TRAINER_PICNICKER_BROOKE,036_R35,71,Route 35,036_R35
TRAINER_PICNICKER_KIM,036_R35,71,Route 35,036_R35
TRAINER_BUG_CATCHER_ARNIE,036_R35,71,Route 35,036_R35
TRAINER_BUG_CATCHER_KEN,282_P01R0305,,,
TRAINER_POLICEMAN_DIRK,036_R35,71,Route 35,036_R35
TRAINER_TWINS_TORI_AND_TIL,038_R37,74,Route 37,038_R37
TRAINER_BIRD_KEEPER_GS_TOBY,039_R38,78,Route 38,039_R38
TRAINER_PICNICKER_CINDY,0809_T08GYM0101,,,
TRAINER_CAMPER_BARRY,0809_T08GYM0101,,,
TRAINER_SWIMMER_F_PAULA,091_W40,81,Route 40,091_W40
TRAINER_SWIMMER_M_RANDALL,091_W40,81,Route 40,091_W40
TRAINER_MEDIUM_GRACE,077_T27GYM0101,75,Ecruteak City,077_T27GYM0101
TRAINER_SWIMMER_F_KAYLEE,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_F_SUSIE,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_F_DENISE,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_F_KARA,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_F_WENDY,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_M_CHARLIE,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_M_GEORGE,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_M_BERKE,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_M_RONALD,092_W41,82,Route 41,092_W41
TRAINER_SWIMMER_M_MATTHEW,092_W41,82,Route 41,092_W41
TRAINER_TEAM_ROCKET_GRUNT_2,170_D26R0102,67,Slowpoke Well,170_D26R0102
TRAINER_ACE_TRAINER_M_GAVEN,027_R26,98,Route 26,027_R26
TRAINER_ACE_TRAINER_M_BLAKE,028_R27,96,Route 27,028_R27
TRAINER_ACE_TRAINER_M_BRIAN,028_R27,96,Route 27,028_R27
TRAINER_ACE_TRAINER_M_RYAN,044_R45,94,Route 45,044_R45
TRAINER_ACE_TRAINER_M_ALTON,085_T29,88,Lake of Rage,085_T29
TRAINER_ACE_TRAINER_M_PAULO,0943_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_M_PAULO,137_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_M_MIKE,0943_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_M_MIKE,137_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_M_CODY,0943_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_M_CODY,137_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_F_JAMIE,027_R26,98,Route 26,027_R26
TRAINER_ACE_TRAINER_F_REENA,028_R27,96,Route 27,028_R27
TRAINER_ACE_TRAINER_F_MEGAN,028_R27,96,Route 27,028_R27
TRAINER_ACE_TRAINER_F_LOIS,085_T29,88,Lake of Rage,085_T29
TRAINER_ACE_TRAINER_F_LOLA,0943_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_F_LOLA,137_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_F_KATE,0237_R34,69,Route 34,0237_R34
TRAINER_ACE_TRAINER_F_FRAN,0943_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_F_FRAN,137_T30GYM0101,92,Blackthorn City,0943_T30GYM0101
TRAINER_ACE_TRAINER_F_IRENE,0237_R34,69,Route 34,0237_R34
TRAINER_ACE_TRAINER_F_KELLY,044_R45,94,Route 45,044_R45
TRAINER_FISHERMAN_MARVIN,042_R43,87,Route 43,042_R43
TRAINER_FISHERMAN_TULLY,041_R42,85,Route 42,041_R42
TRAINER_FISHERMAN_WILTON,043_R44,90,Route 44,043_R44
TRAINER_FISHERMAN_EDGAR,043_R44,90,Route 44,043_R44
TRAINER_FISHERMAN_ANDRE,085_T29,88,Lake of Rage,085_T29
TRAINER_FISHERMAN_RAYMOND,085_T29,88,Lake of Rage,085_T29
TRAINER_FISHERMAN_JONAH,300_P01R0307,,,
TRAINER_POKE_MANIAC_SHANE,041_R42,85,Route 42,041_R42
TRAINER_POKE_MANIAC_BECKETT,042_R43,87,Route 43,042_R43
TRAINER_POKE_MANIAC_BRENT,042_R43,87,Route 43,042_R43
TRAINER_POKE_MANIAC_RON,042_R43,87,Route 43,042_R43
TRAINER_POKE_MANIAC_MORGAN,281_P01R0304,,,
TRAINER_HIKER_BENJAMIN,041_R42,85,Route 42,041_R42
TRAINER_SCHOOL_KID_M_JOHNNY,020_R15,34,Route 15,020_R15
TRAINER_LASS_LINDA,0809_T08GYM0101,,,
TRAINER_BIRD_KEEPER_GS_VANCE,043_R44,90,Route 44,043_R44
TRAINER_PICNICKER_DEBRA,300_P01R0307,,,
TRAINER_BUG_CATCHER_DOUG,007_R02,6,Route 2,007_R02
TRAINER_HIKER_ERIK,044_R45,94,Route 45,044_R45
TRAINER_HIKER_MICHAEL,044_R45,94,Route 45,044_R45
TRAINER_HIKER_PARRY,044_R45,94,Route 45,044_R45
TRAINER_HIKER_TIMOTHY,044_R45,94,Route 45,044_R45
TRAINER_CAMPER_TED,045_R46,95,Route 46,045_R46
TRAINER_CAMPER_LLOYD,026_R25,13,Route 25,026_R25
TRAINER_CAMPER_DEAN,014_R09,19,Route 9,014_R09
TRAINER_CAMPER_SID,014_R09,19,Route 9,014_R09
TRAINER_PICNICKER_ERIN,045_R46,95,Route 46,045_R46
TRAINER_PICNICKER_HOPE,009_R04,9,Route 4,009_R04
TRAINER_PICNICKER_SHARON,009_R04,9,Route 4,009_R04
TRAINER_HIKER_BAILEY,045_R46,95,Route 46,045_R46
TRAINER_BLACK_BELT_YOSHI,0877_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_BLACK_BELT_YOSHI,135_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_BLACK_BELT_LAO,0877_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_BLACK_BELT_LAO,135_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_BLACK_BELT_KIYO,0098_D38R0104,,,
TRAINER_BLACK_BELT_LUNG,0877_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_BLACK_BELT_LUNG,135_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_KIMONO_GIRL_NAOKO,0928_T27R0501,75,Ecruteak City,0928_T27R0501
TRAINER_KIMONO_GIRL_SAYO,0928_T27R0501,75,Ecruteak City,0928_T27R0501
TRAINER_KIMONO_GIRL_ZUKI,0928_T27R0501,75,Ecruteak City,0928_T27R0501
TRAINER_KIMONO_GIRL_KUNI,0928_T27R0501,75,Ecruteak City,0928_T27R0501
TRAINER_KIMONO_GIRL_MIKI,0928_T27R0501,75,Ecruteak City,0928_T27R0501
TRAINER_SCHOOL_KID_M_JACK,093_D22R0101,72,National Park,093_D22R0101
TRAINER_SCHOOL_KID_M_KIPP,020_R15,34,Route 15,020_R15
TRAINER_POKEFAN_M_WILLIAM,093_D22R0101,72,National Park,093_D22R0101
TRAINER_POKEFAN_BEVERLY,093_D22R0101,72,National Park,093_D22R0101
TRAINER_LASS_ALICE,0809_T08GYM0101,,,
TRAINER_LASS_KRISE,093_D22R0101,72,National Park,093_D22R0101
TRAINER_TEAM_ROCKET_GRUNT_3,0029_D23R0101,,,
TRAINER_TEAM_ROCKET_GRUNT_4,179_D23R0102,,,
TRAINER_TEAM_ROCKET_GRUNT_5,179_D23R0102,,,
TRAINER_TEAM_ROCKET_GRUNT_6,179_D23R0102,,,
TRAINER_TEAM_ROCKET_GRUNT_7,180_D23R0103,,,
TRAINER_TEAM_ROCKET_GRUNT_8,180_D23R0103,,,
TRAINER_TEAM_ROCKET_GRUNT_9,180_D23R0103,,,
TRAINER_TEAM_ROCKET_GRUNT_10,181_D23R0104,,,
TRAINER_TEAM_ROCKET_GRUNT_11,194_D37R0104,,,
TRAINER_TEAM_ROCKET_GRUNT_12,194_D37R0104,,,
TRAINER_TEAM_ROCKET_GRUNT_13,195_D37R0105,,,
TRAINER_TEAM_ROCKET_GRUNT_14,195_D37R0105,,,
TRAINER_TEAM_ROCKET_F_GRUNT_2,179_D23R0102,,,
TRAINER_TEAM_ROCKET_F_GRUNT_3,194_D37R0104,,,
TRAINER_TEAM_ROCKET_F_GRUNT_4,0032_D23R0104,,,
TRAINER_POKE_MANIAC_ANDREW,148_D25R0102,64,Union Cave,148_D25R0102
TRAINER_POKE_MANIAC_CALVIN,148_D25R0102,64,Union Cave,148_D25R0102
TRAINER_HIKER_PHILLIP,148_D25R0102,64,Union Cave,148_D25R0102
TRAINER_HIKER_LEONARD,148_D25R0102,64,Union Cave,148_D25R0102
TRAINER_ACE_TRAINER_M_NICK,149_D25R0103,64,Union Cave,149_D25R0103
TRAINER_ACE_TRAINER_F_GWEN,149_D25R0103,64,Union Cave,149_D25R0103
TRAINER_BEAUTY_CASSIE,282_P01R0305,,,
TRAINER_SAILOR_HUEY,206_D27R0102,,,
TRAINER_SAILOR_TERRELL,210_D27R0106,,,
TRAINER_SAILOR_KENT,208_D27R0104,,,
TRAINER_SAILOR_ROBERTO,210_D27R0106,,,
TRAINER_LASS_CONNIE,209_D27R0105,,,
TRAINER_TEAM_ROCKET_GRUNT_15,233_D35R0102,,,
TRAINER_BIRD_KEEPER_GS_DENIS,208_D27R0104,,,
TRAINER_TEAM_ROCKET_GRUNT_16,234_D35R0103,,,
TRAINER_TEAM_ROCKET_GRUNT_17,234_D35R0103,,,
TRAINER_TEAM_ROCKET_GRUNT_18,234_D35R0103,,,
TRAINER_TEAM_ROCKET_GRUNT_19,0091_D35R0104,,,
TRAINER_TEAM_ROCKET_GRUNT_19,235_D35R0104,,,
TRAINER_TEAM_ROCKET_GRUNT_20,0089_D35R0102,,,
TRAINER_TEAM_ROCKET_GRUNT_21,0089_D35R0102,,,
TRAINER_TEAM_ROCKET_GRUNT_22,195_D37R0105,,,
TRAINER_TEAM_ROCKET_GRUNT_23,194_D37R0104,,,
TRAINER_PSYCHIC_M_FRANKLIN,0829_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_PSYCHIC_M_FRANKLIN,366_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_GENTLEMAN_EDWARD,280_P01R0303,,,
TRAINER_GUITARIST_VINCENT,0778_T06GYM0101,16,Vermilion City,0778_T06GYM0101
TRAINER_GUITARIST_VINCENT,322_T06GYM0101,16,Vermilion City,0778_T06GYM0101
TRAINER_SUPER_NERD_ERIC,192_D37R0102,,,
TRAINER_HIKER_EOIN,014_R09,19,Route 9,014_R09
TRAINER_HIKER_NOLAND,281_P01R0304,,,
TRAINER_ACE_TRAINER_M_SHAYE,281_P01R0304,,,
TRAINER_ACE_TRAINER_F_CAROL,281_P01R0304,,,
TRAINER_SAILOR_STANLY,0158_P01R0303,,,
TRAINER_SAILOR_JEFF,300_P01R0307,,,
TRAINER_SAILOR_GARRETT,300_P01R0307,,,
TRAINER_SAILOR_KENNETH,300_P01R0307,,,
TRAINER_JUGGLER_FRITZ,300_P01R0307,,,
TRAINER_CHAMPION_LANCE,0824_T10R0601,,,
TRAINER_ELITE_FOUR_WILL_WILL,0820_T10R0201,,,
TRAINER_ELITE_FOUR_KAREN_KAREN,0823_T10R0501,,,
TRAINER_ELITE_FOUR_KOGA_KOGA,0821_T10R0301,,,
TRAINER_BUG_CATCHER_ED,370_R02R0101,55,Route 29,370_R02R0101
TRAINER_BUG_CATCHER_DON,031_R30,57,Route 30,031_R30
TRAINER_BLACK_BELT_NOB,0877_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_BLACK_BELT_NOB,135_T24GYM0101,84,Cianwood City,0877_T24GYM0101
TRAINER_SWIMMER_M_HAROLD,088_W19,38,Route 19,088_W19
TRAINER_LEADER_BROCK_BROCK,0752_T03GYM0101,54,Pewter City,0752_T03GYM0101
TRAINER_LEADER_MISTY_MISTY,0760_T04GYM0101,11,Cerulean City,0760_T04GYM0101
TRAINER_LEADER_LT_SURGE_LT__SURGE,0778_T06GYM0101,16,Vermilion City,0778_T06GYM0101
TRAINER_LEADER_ERIKA_ERIKA,0786_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_LEADER_JANINE_JANINE,0809_T08GYM0101,,,
TRAINER_LEADER_SABRINA_SABRINA,0829_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_LEADER_BLAINE_BLAINE,0015_D11R0106,,,
TRAINER_PKMN_TRAINER_RED_RED,0107_D41R0108,,,
TRAINER_LEADER_BLUE_BLUE,0743_T02GYM0101,7,Viridian  Forest,0743_T02GYM0101
TRAINER_RIVAL_SILVER_4,0023_D18R0101,76,Burned Tower,0023_D18R0101
TRAINER_RIVAL_SILVER_5,0110_D43R0103,48,Victory Road,0110_D43R0103
TRAINER_RIVAL_SILVER_7,0866_T23,66,Azalea Town,0866_T23
TRAINER_RIVAL_SILVER_8,0023_D18R0101,76,Burned Tower,0023_D18R0101
TRAINER_RIVAL_SILVER_9,0110_D43R0103,48,Victory Road,0110_D43R0103
TRAINER_RIVAL_SILVER_10,0866_T23,66,Azalea Town,0866_T23
TRAINER_RIVAL_SILVER_11,0023_D18R0101,76,Burned Tower,0023_D18R0101
TRAINER_RIVAL_SILVER_12,0096_D37R0104,,,
TRAINER_RIVAL_SILVER_13,0110_D43R0103,48,Victory Road,0110_D43R0103
TRAINER_FIREBREATHER_RICHARD,005_D18R0101,76,Burned Tower,005_D18R0101
TRAINER_FIREBREATHER_NED,005_D18R0101,76,Burned Tower,005_D18R0101
TRAINER_BURGLAR_ORSON,194_D37R0104,,,
TRAINER_BURGLAR_COREY,280_P01R0303,,,
TRAINER_RIVAL_SILVER_14,0007_D02R0101,,,
TRAINER_RIVAL_SILVER_15,0007_D02R0101,,,
TRAINER_RIVAL_SILVER_16,0007_D02R0101,,,
TRAINER_RIVAL_SILVER_17,0096_D37R0104,,,
TRAINER_RIVAL_SILVER_18,0096_D37R0104,,,
TRAINER_ELDER_LI,0018_D15R0103,61,Sprout Tower,0018_D15R0103
TRAINER_SWIMMER_F_DEBBIE,088_W19,38,Route 19,088_W19
TRAINER_SWIMMER_F_NICOLE,089_W20,39,Route 20,089_W20
TRAINER_SWIMMER_F_LORI,089_W20,39,Route 20,089_W20
TRAINER_SWIMMER_F_NIKKI,090_W21,46,Route 21,090_W21
TRAINER_SWIMMER_F_DIANA,0760_T04GYM0101,11,Cerulean City,0760_T04GYM0101
TRAINER_SWIMMER_F_DIANA,382_T04GYM0101,11,Cerulean City,0760_T04GYM0101
TRAINER_SWIMMER_F_BRIANA,0760_T04GYM0101,11,Cerulean City,0760_T04GYM0101
TRAINER_SWIMMER_F_BRIANA,382_T04GYM0101,11,Cerulean City,0760_T04GYM0101
TRAINER_BIRD_KEEPER_GS_HANK,009_R04,9,Route 4,009_R04
TRAINER_BIRD_KEEPER_GS_ROY,019_R14,35,Route 14,019_R14
TRAINER_BIRD_KEEPER_GS_BORIS,023_R18,31,Route 18,023_R18
TRAINER_BIRD_KEEPER_GS_BOB,023_R18,31,Route 18,023_R18
TRAINER_CAMPER_JERRY,0752_T03GYM0101,54,Pewter City,0752_T03GYM0101
TRAINER_CAMPER_JERRY,426_T03GYM0101,54,Pewter City,0752_T03GYM0101
TRAINER_BIKER_DWAYNE,013_R08,24,Route 8,013_R08
TRAINER_BIKER_HARRIS,013_R08,24,Route 8,013_R08
TRAINER_BIKER_ZEKE,013_R08,24,Route 8,013_R08
TRAINER_BIKER_CHARLES,023_R18,31,Route 18,023_R18
TRAINER_BIKER_REESE,022_R17,30,Route 17,022_R17
TRAINER_BIKER_JOEL,022_R17,30,Route 17,022_R17
TRAINER_BIKER_GLENN,022_R17,30,Route 17,022_R17
TRAINER_PSYCHIC_M_HERMAN,016_R11,17,Route 11,016_R11
TRAINER_PSYCHIC_M_FIDEL,016_R11,17,Route 11,016_R11
TRAINER_FIREBREATHER_BURT,008_R03,8,Route 3,008_R03
TRAINER_FIREBREATHER_BILL,096_D25R0101,64,Union Cave,096_D25R0101
TRAINER_FISHERMAN_MARTIN,017_R12,23,Route 12,017_R12
TRAINER_FISHERMAN_STEPHEN,017_R12,23,Route 12,017_R12
TRAINER_FISHERMAN_BARNEY,017_R12,23,Route 12,017_R12
TRAINER_TWINS_JO_AND_ZOE,0786_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_TWINS_JO_AND_ZOE,352_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_SCHOOL_KID_M_DANNY,006_R01,3,Route 1,006_R01
TRAINER_SCHOOL_KID_M_TOMMY,020_R15,34,Route 15,020_R15
TRAINER_SCHOOL_KID_M_DUDLEY,026_R25,13,Route 25,026_R25
TRAINER_SCHOOL_KID_M_JOE,026_R25,13,Route 25,026_R25
TRAINER_SCHOOL_KID_M_BILLY,020_R15,34,Route 15,020_R15
TRAINER_PICNICKER_HEIDI,014_R09,19,Route 9,014_R09
TRAINER_PICNICKER_EDNA,014_R09,19,Route 9,014_R09
TRAINER_PICNICKER_TANYA,0786_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_PICNICKER_TANYA,352_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_GENTLEMAN_GREGORY,0778_T06GYM0101,16,Vermilion City,0778_T06GYM0101
TRAINER_GENTLEMAN_GREGORY,322_T06GYM0101,16,Vermilion City,0778_T06GYM0101
TRAINER_BLACK_BELT_WAI,300_P01R0307,,,
TRAINER_BEAUTY_JULIA,0786_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_BEAUTY_JULIA,352_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_POKEFAN_M_ROBERT,345_R10R0101,20,Route 10,345_R10R0101
TRAINER_POKEFAN_M_JOSHUA,018_R13,36,Route 13,018_R13
TRAINER_POKEFAN_M_CARTER,019_R14,35,Route 14,019_R14
TRAINER_POKEFAN_M_TREVOR,019_R14,35,Route 14,019_R14
TRAINER_POKEFAN_GEORGIA,299_P01R0306,,,
TRAINER_TEAM_ROCKET_GRUNT_24,0215_R24,12,Route 24,0215_R24
TRAINER_LASS_LAURA,026_R25,13,Route 25,026_R25
TRAINER_LASS_SHANNON,026_R25,13,Route 25,026_R25
TRAINER_LASS_MICHELLE,0786_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_LASS_MICHELLE,352_T07GYM0101,26,Celadon City,0786_T07GYM0101
TRAINER_HIKER_CLARKE,014_R09,19,Route 9,014_R09
TRAINER_HIKER_KENNY,018_R13,36,Route 13,018_R13
TRAINER_HIKER_JIM,345_R10R0101,20,Route 10,345_R10R0101
TRAINER_ACE_TRAINER_M_KEVIN,0216_R25,13,Route 25,0216_R25
TRAINER_ACE_TRAINER_F_QUINN,006_R01,3,Route 1,006_R01
TRAINER_ACE_TRAINER_F_EMMA,149_D25R0103,64,Union Cave,149_D25R0103
TRAINER_SUPER_NERD_SAM,013_R08,24,Route 8,013_R08
TRAINER_SUPER_NERD_TYRONE,013_R08,24,Route 8,013_R08
TRAINER_SUPER_NERD_PAT,026_R25,13,Route 25,026_R25
TRAINER_SUPER_NERD_SHAWN,299_P01R0306,,,
TRAINER_MEDIUM_REBECCA,0829_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_MEDIUM_REBECCA,366_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_MEDIUM_DARCY,0829_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_MEDIUM_DARCY,366_T11GYM0101,27,Saffron City,0829_T11GYM0101
TRAINER_SWIMMER_M_JEROME,088_W19,38,Route 19,088_W19
TRAINER_SWIMMER_M_TUCKER,088_W19,38,Route 19,088_W19
TRAINER_SWIMMER_M_FRANKIE,089_W20,39,Route 20,089_W20
TRAINER_SWIMMER_M_TYSON,090_W21,46,Route 21,090_W21
TRAINER_YOUNGSTER_WARREN,008_R03,8,Route 3,008_R03
TRAINER_YOUNGSTER_JIMMY,008_R03,8,Route 3,008_R03
TRAINER_YOUNGSTER_OWEN,016_R11,17,Route 11,016_R11
TRAINER_YOUNGSTER_JASON,016_R11,17,Route 11,016_R11
TRAINER_TEACHER_HILLARY,020_R15,34,Route 15,020_R15
TRAINER_BIRD_KEEPER_GS_PETER,033_R32,62,Route 32,033_R32
TRAINER_HIKER_DANIEL,096_D25R0101,64,Union Cave,096_D25R0101
TRAINER_PSYCHIC_M_GREG,038_R37,74,Route 37,038_R37
TRAINER_FIREBREATHER_WALT,036_R35,71,Route 35,036_R35
TRAINER_PSYCHIC_M_NELSON,040_R39,79,Route 39,040_R39
