encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_RIVAL_SILVER,SILVER,TRAINER_CLASS_RIVAL,66,,,,TRAINER_PIC_SILVER,,heartgoldsoulsilver_trainer_index=1; source=files/poketool/trainer/trainers.json; map_refs=0866_T23; matched_map=0866_T23,10,5,
TRAINER_SWIMMER_M_SIMON,SIMON,TRAINER_CLASS_SWIMMER_M,81,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=16; source=files/poketool/trainer/trainers.json; map_refs=091_W40; matched_map=091_W40,10,5,
TRAINER_BLACK_BELT_KENJI,KENJI,TRAINER_CLASS_BLACK_BELT,94,,,,TRAINER_PIC_BLACK_BELT,,heartgoldsoulsilver_trainer_index=17; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_FISHERMAN_JUSTIN,JUSTIN,TRAINER_CLASS_FISHERMAN,62,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=18; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_LEADER_FALKNER_FALKNER,FALKNER,TRAINER_CLASS_LEADER_FALKNER,60,,,,TRAINER_PIC_FALKNER,,heartgoldsoulsilver_trainer_index=20; source=files/poketool/trainer/trainers.json; map_refs=0859_T22GYM0101; matched_map=0859_T22GYM0101,10,5,
TRAINER_LEADER_BUGSY_BUGSY,BUGSY,TRAINER_CLASS_LEADER_BUGSY,66,,,ITEM_SUPER_POTION,TRAINER_PIC_BUGSY,,heartgoldsoulsilver_trainer_index=21; source=files/poketool/trainer/trainers.json; map_refs=0869_T23GYM0102; matched_map=0869_T23GYM0102,10,5,
TRAINER_LASS_CARRIE,CARRIE,TRAINER_CLASS_LASS,70,,,,TRAINER_PIC_LASS,,heartgoldsoulsilver_trainer_index=22; source=files/poketool/trainer/trainers.json; map_refs=0886_T25GYM0101|133_T25GYM0101; matched_map=0886_T25GYM0101,10,5,
TRAINER_POKE_MANIAC_LARRY,LARRY,TRAINER_CLASS_POKE_MANIAC,64,,,,TRAINER_PIC_POKE_MANIAC,,heartgoldsoulsilver_trainer_index=23; source=files/poketool/trainer/trainers.json; map_refs=096_D25R0101; matched_map=096_D25R0101,10,5,
TRAINER_SCHOOL_KID_M_ALAN,ALAN,TRAINER_CLASS_SCHOOL_KID_M,73,,,,TRAINER_PIC_SCHOOL_KID_MALE,,heartgoldsoulsilver_trainer_index=24; source=files/poketool/trainer/trainers.json; map_refs=037_R36; matched_map=037_R36,10,5,
TRAINER_HIKER_RUSSEL,RUSSEL,TRAINER_CLASS_HIKER,64,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=25; source=files/poketool/trainer/trainers.json; map_refs=096_D25R0101; matched_map=096_D25R0101,10,5,
TRAINER_CAMPER_ROLAND,ROLAND,TRAINER_CLASS_CAMPER,62,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=26; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_PICNICKER_LIZ,LIZ,TRAINER_CLASS_PICNICKER,62,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=27; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_ACE_TRAINER_M_JAKE,JAKE,TRAINER_CLASS_ACE_TRAINER_M,98,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=28; source=files/poketool/trainer/trainers.json; map_refs=027_R26; matched_map=027_R26,10,5,
TRAINER_BIRD_KEEPER_GS_ROD,ROD,TRAINER_CLASS_BIRD_KEEPER_GS,60,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=29; source=files/poketool/trainer/trainers.json; map_refs=0859_T22GYM0101|131_T22GYM0101; matched_map=0859_T22GYM0101,10,5,
TRAINER_LEADER_WHITNEY,WHITNEY,TRAINER_CLASS_LEADER_WHITNEY,70,,,"ITEM_SUPER_POTION,ITEM_SUPER_POTION",TRAINER_PIC_WHITNEY,,heartgoldsoulsilver_trainer_index=30; source=files/poketool/trainer/trainers.json; map_refs=0886_T25GYM0101; matched_map=0886_T25GYM0101,10,5,
TRAINER_LEADER_MORTY_MORTY,MORTY,TRAINER_CLASS_LEADER_MORTY,75,,,"ITEM_HYPER_POTION,ITEM_HYPER_POTION",TRAINER_PIC_MORTY,,heartgoldsoulsilver_trainer_index=31; source=files/poketool/trainer/trainers.json; map_refs=0922_T27GYM0101; matched_map=0922_T27GYM0101,10,5,
TRAINER_LEADER_JASMINE_JASMINE,JASMINE,TRAINER_CLASS_LEADER_JASMINE,80,,,"ITEM_HYPER_POTION,ITEM_HYPER_POTION",TRAINER_PIC_JASMINE,,heartgoldsoulsilver_trainer_index=33; source=files/poketool/trainer/trainers.json; map_refs=0913_T26GYM0101; matched_map=0913_T26GYM0101,10,5,
TRAINER_LEADER_CHUCK_CHUCK,CHUCK,TRAINER_CLASS_LEADER_CHUCK,84,,,"ITEM_HYPER_POTION,ITEM_HYPER_POTION",TRAINER_PIC_CHUCK,,heartgoldsoulsilver_trainer_index=34; source=files/poketool/trainer/trainers.json; map_refs=0877_T24GYM0101; matched_map=0877_T24GYM0101,10,5,
TRAINER_LEADER_CLAIR_CLAIR,CLAIR,TRAINER_CLASS_LEADER_CLAIR,92,,,"ITEM_HYPER_POTION,ITEM_FULL_RESTORE",TRAINER_PIC_CLAIR,,heartgoldsoulsilver_trainer_index=35; source=files/poketool/trainer/trainers.json; map_refs=0943_T30GYM0101; matched_map=0943_T30GYM0101,10,5,
TRAINER_ACE_TRAINER_F_JOYCE,JOYCE,TRAINER_CLASS_ACE_TRAINER_F,98,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=36; source=files/poketool/trainer/trainers.json; map_refs=027_R26; matched_map=027_R26,10,5,
TRAINER_TEACHER_COLETTE,COLETTE,TRAINER_CLASS_TEACHER,34,,,,TRAINER_PIC_TEACHER,,heartgoldsoulsilver_trainer_index=38; source=files/poketool/trainer/trainers.json; map_refs=020_R15; matched_map=020_R15,10,5,
TRAINER_SAILOR_EUGENE,EUGENE,TRAINER_CLASS_SAILOR,79,,,,TRAINER_PIC_SAILOR,,heartgoldsoulsilver_trainer_index=39; source=files/poketool/trainer/trainers.json; map_refs=040_R39; matched_map=040_R39,10,5,
TRAINER_PSYCHIC_M_NATHAN,NATHAN,TRAINER_CLASS_PSYCHIC_M,63,,,,TRAINER_PIC_PSYCHIC_MALE,,heartgoldsoulsilver_trainer_index=42; source=files/poketool/trainer/trainers.json; map_refs=110_D24R0101; matched_map=110_D24R0101,10,5,
TRAINER_SAGE_CHOW,CHOW,TRAINER_CLASS_SAGE,61,,,,TRAINER_PIC_SAGE,,heartgoldsoulsilver_trainer_index=43; source=files/poketool/trainer/trainers.json; map_refs=107_D15R0101; matched_map=107_D15R0101,10,5,
TRAINER_POKEFAN_M_DEREK,DEREK,TRAINER_CLASS_POKEFAN_M,79,,,,TRAINER_PIC_POKEFAN_MALE,,heartgoldsoulsilver_trainer_index=44; source=files/poketool/trainer/trainers.json; map_refs=040_R39; matched_map=040_R39,10,5,
TRAINER_POKEFAN_RUTH,RUTH,TRAINER_CLASS_POKEFAN,79,,,,TRAINER_PIC_POKEFAN_FEMALE,,heartgoldsoulsilver_trainer_index=45; source=files/poketool/trainer/trainers.json; map_refs=040_R39; matched_map=040_R39,10,5,
TRAINER_MEDIUM_MARTHA,MARTHA,TRAINER_CLASS_MEDIUM,75,,,,TRAINER_PIC_MEDIUM,,heartgoldsoulsilver_trainer_index=46; source=files/poketool/trainer/trainers.json; map_refs=077_T27GYM0101; matched_map=077_T27GYM0101,10,5,
TRAINER_YOUNGSTER_MIKEY,MIKEY,TRAINER_CLASS_YOUNGSTER,57,,,,TRAINER_PIC_YOUNGSTER,,heartgoldsoulsilver_trainer_index=47; source=files/poketool/trainer/trainers.json; map_refs=031_R30; matched_map=031_R30,10,5,
TRAINER_BUG_CATCHER_ROB,ROB,TRAINER_CLASS_BUG_CATCHER,6,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=48; source=files/poketool/trainer/trainers.json; map_refs=007_R02; matched_map=007_R02,10,5,
TRAINER_YOUNGSTER_ALBERT,ALBERT,TRAINER_CLASS_YOUNGSTER,62,,,,TRAINER_PIC_YOUNGSTER,,heartgoldsoulsilver_trainer_index=49; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_BIRD_KEEPER_GS_ABE,ABE,TRAINER_CLASS_BIRD_KEEPER_GS,60,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=50; source=files/poketool/trainer/trainers.json; map_refs=0859_T22GYM0101|131_T22GYM0101; matched_map=0859_T22GYM0101,10,5,
TRAINER_SAGE_NICO,NICO,TRAINER_CLASS_SAGE,61,,,,TRAINER_PIC_SAGE,,heartgoldsoulsilver_trainer_index=51; source=files/poketool/trainer/trainers.json; map_refs=150_D15R0102; matched_map=150_D15R0102,10,5,
TRAINER_SAGE_EDMOND,EDMOND,TRAINER_CLASS_SAGE,61,,,,TRAINER_PIC_SAGE,,heartgoldsoulsilver_trainer_index=52; source=files/poketool/trainer/trainers.json; map_refs=150_D15R0102; matched_map=150_D15R0102,10,5,
TRAINER_SAGE_JIN,JIN,TRAINER_CLASS_SAGE,61,,,,TRAINER_PIC_SAGE,,heartgoldsoulsilver_trainer_index=53; source=files/poketool/trainer/trainers.json; map_refs=151_D15R0103; matched_map=151_D15R0103,10,5,
TRAINER_SAGE_TROY,TROY,TRAINER_CLASS_SAGE,61,,,,TRAINER_PIC_SAGE,,heartgoldsoulsilver_trainer_index=54; source=files/poketool/trainer/trainers.json; map_refs=151_D15R0103; matched_map=151_D15R0103,10,5,
TRAINER_SAGE_NEAL,NEAL,TRAINER_CLASS_SAGE,61,,,,TRAINER_PIC_SAGE,,heartgoldsoulsilver_trainer_index=55; source=files/poketool/trainer/trainers.json; map_refs=151_D15R0103; matched_map=151_D15R0103,10,5,
TRAINER_YOUNGSTER_GORDON,GORDON,TRAINER_CLASS_YOUNGSTER,62,,,,TRAINER_PIC_YOUNGSTER,,heartgoldsoulsilver_trainer_index=56; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_FISHERMAN_RALPH,RALPH,TRAINER_CLASS_FISHERMAN,62,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=57; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_FISHERMAN_ARNOLD,ARNOLD,TRAINER_CLASS_FISHERMAN,46,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=58; source=files/poketool/trainer/trainers.json; map_refs=090_W21; matched_map=090_W21,10,5,
TRAINER_FISHERMAN_KYLE,KYLE,TRAINER_CLASS_FISHERMAN,23,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=59; source=files/poketool/trainer/trainers.json; map_refs=017_R12; matched_map=017_R12,10,5,
TRAINER_FISHERMAN_HENRY,HENRY,TRAINER_CLASS_FISHERMAN,62,,,,TRAINER_PIC_FISHERMAN,,heartgoldsoulsilver_trainer_index=60; source=files/poketool/trainer/trainers.json; map_refs=033_R32; matched_map=033_R32,10,5,
TRAINER_HIKER_ANTHONY,ANTHONY,TRAINER_CLASS_HIKER,65,,,,TRAINER_PIC_HIKER,,heartgoldsoulsilver_trainer_index=61; source=files/poketool/trainer/trainers.json; map_refs=034_R33; matched_map=034_R33,10,5,
TRAINER_YOUNGSTER_SAMUEL,SAMUEL,TRAINER_CLASS_YOUNGSTER,69,,,,TRAINER_PIC_YOUNGSTER,,heartgoldsoulsilver_trainer_index=62; source=files/poketool/trainer/trainers.json; map_refs=035_R34; matched_map=035_R34,10,5,
TRAINER_YOUNGSTER_IAN,IAN,TRAINER_CLASS_YOUNGSTER,69,,,,TRAINER_PIC_YOUNGSTER,,heartgoldsoulsilver_trainer_index=64; source=files/poketool/trainer/trainers.json; map_refs=035_R34; matched_map=035_R34,10,5,
TRAINER_PICNICKER_GINA,GINA,TRAINER_CLASS_PICNICKER,69,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=65; source=files/poketool/trainer/trainers.json; map_refs=035_R34; matched_map=035_R34,10,5,
TRAINER_CAMPER_TODD,TODD,TRAINER_CLASS_CAMPER,69,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=66; source=files/poketool/trainer/trainers.json; map_refs=035_R34; matched_map=035_R34,10,5,
TRAINER_BUG_CATCHER_BENNY,BENNY,TRAINER_CLASS_BUG_CATCHER,66,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=67; source=files/poketool/trainer/trainers.json; map_refs=0869_T23GYM0102|173_T23GYM0102; matched_map=0869_T23GYM0102,10,5,
TRAINER_BUG_CATCHER_AL,AL,TRAINER_CLASS_BUG_CATCHER,66,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=68; source=files/poketool/trainer/trainers.json; map_refs=0869_T23GYM0102|173_T23GYM0102; matched_map=0869_T23GYM0102,10,5,
TRAINER_BUG_CATCHER_JOSH,JOSH,TRAINER_CLASS_BUG_CATCHER,66,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=69; source=files/poketool/trainer/trainers.json; map_refs=0869_T23GYM0102|173_T23GYM0102; matched_map=0869_T23GYM0102,10,5,
TRAINER_BEAUTY_SAMANTHA,SAMANTHA,TRAINER_CLASS_BEAUTY,70,,,,TRAINER_PIC_BEAUTY,,heartgoldsoulsilver_trainer_index=70; source=files/poketool/trainer/trainers.json; map_refs=0886_T25GYM0101|133_T25GYM0101; matched_map=0886_T25GYM0101,10,5,
TRAINER_LASS_CATHY,CATHY,TRAINER_CLASS_LASS,70,,,,TRAINER_PIC_LASS,,heartgoldsoulsilver_trainer_index=71; source=files/poketool/trainer/trainers.json; map_refs=0886_T25GYM0101|133_T25GYM0101; matched_map=0886_T25GYM0101,10,5,
TRAINER_BIRD_KEEPER_GS_BRYAN,BRYAN,TRAINER_CLASS_BIRD_KEEPER_GS,71,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=72; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_CAMPER_IVAN,IVAN,TRAINER_CLASS_CAMPER,71,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=74; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_CAMPER_ELLIOT,ELLIOT,TRAINER_CLASS_CAMPER,71,,,,TRAINER_PIC_CAMPER,,heartgoldsoulsilver_trainer_index=75; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_PICNICKER_BROOKE,BROOKE,TRAINER_CLASS_PICNICKER,71,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=76; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_PICNICKER_KIM,KIM,TRAINER_CLASS_PICNICKER,71,,,,TRAINER_PIC_PICNICKER,,heartgoldsoulsilver_trainer_index=77; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_BUG_CATCHER_ARNIE,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,,,,TRAINER_PIC_BUG_CATCHER,,heartgoldsoulsilver_trainer_index=78; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_POLICEMAN_DIRK,DIRK,TRAINER_CLASS_POLICEMAN,71,,,,TRAINER_PIC_POLICEMAN,,heartgoldsoulsilver_trainer_index=80; source=files/poketool/trainer/trainers.json; map_refs=036_R35; matched_map=036_R35,10,5,
TRAINER_TWINS_TORI_AND_TIL,TORI & TIL,TRAINER_CLASS_TWINS,74,,,,TRAINER_PIC_TWINS,True,heartgoldsoulsilver_trainer_index=81; source=files/poketool/trainer/trainers.json; map_refs=038_R37; matched_map=038_R37,10,5,
TRAINER_BIRD_KEEPER_GS_TOBY,TOBY,TRAINER_CLASS_BIRD_KEEPER_GS,78,,,,TRAINER_PIC_BIRD_KEEPER_GS,,heartgoldsoulsilver_trainer_index=82; source=files/poketool/trainer/trainers.json; map_refs=039_R38; matched_map=039_R38,10,5,
TRAINER_SWIMMER_F_PAULA,PAULA,TRAINER_CLASS_SWIMMER_F,81,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=85; source=files/poketool/trainer/trainers.json; map_refs=091_W40; matched_map=091_W40,10,5,
TRAINER_SWIMMER_M_RANDALL,RANDALL,TRAINER_CLASS_SWIMMER_M,81,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=86; source=files/poketool/trainer/trainers.json; map_refs=091_W40; matched_map=091_W40,10,5,
TRAINER_MEDIUM_GRACE,GRACE,TRAINER_CLASS_MEDIUM,75,,,,TRAINER_PIC_MEDIUM,,heartgoldsoulsilver_trainer_index=89; source=files/poketool/trainer/trainers.json; map_refs=077_T27GYM0101; matched_map=077_T27GYM0101,10,5,
TRAINER_SWIMMER_F_KAYLEE,KAYLEE,TRAINER_CLASS_SWIMMER_F,82,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=90; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_F_SUSIE,SUSIE,TRAINER_CLASS_SWIMMER_F,82,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=91; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_F_DENISE,DENISE,TRAINER_CLASS_SWIMMER_F,82,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=92; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_F_KARA,KARA,TRAINER_CLASS_SWIMMER_F,82,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=93; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_F_WENDY,WENDY,TRAINER_CLASS_SWIMMER_F,82,,,,TRAINER_PIC_SWIMMER_FEMALE,,heartgoldsoulsilver_trainer_index=94; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_M_CHARLIE,CHARLIE,TRAINER_CLASS_SWIMMER_M,82,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=95; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_M_GEORGE,GEORGE,TRAINER_CLASS_SWIMMER_M,82,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=96; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_M_BERKE,BERKE,TRAINER_CLASS_SWIMMER_M,82,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=97; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_M_RONALD,RONALD,TRAINER_CLASS_SWIMMER_M,82,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=98; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_SWIMMER_M_MATTHEW,MATTHEW,TRAINER_CLASS_SWIMMER_M,82,,,,TRAINER_PIC_SWIMMER_MALE,,heartgoldsoulsilver_trainer_index=99; source=files/poketool/trainer/trainers.json; map_refs=092_W41; matched_map=092_W41,10,5,
TRAINER_ACE_TRAINER_M_GAVEN,GAVEN,TRAINER_CLASS_ACE_TRAINER_M,98,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=102; source=files/poketool/trainer/trainers.json; map_refs=027_R26; matched_map=027_R26,10,5,
TRAINER_ACE_TRAINER_M_BLAKE,BLAKE,TRAINER_CLASS_ACE_TRAINER_M,96,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=103; source=files/poketool/trainer/trainers.json; map_refs=028_R27; matched_map=028_R27,10,5,
TRAINER_ACE_TRAINER_M_BRIAN,BRIAN,TRAINER_CLASS_ACE_TRAINER_M,96,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=104; source=files/poketool/trainer/trainers.json; map_refs=028_R27; matched_map=028_R27,10,5,
TRAINER_ACE_TRAINER_M_RYAN,RYAN,TRAINER_CLASS_ACE_TRAINER_M,94,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=108; source=files/poketool/trainer/trainers.json; map_refs=044_R45; matched_map=044_R45,10,5,
TRAINER_ACE_TRAINER_M_ALTON,ALTON,TRAINER_CLASS_ACE_TRAINER_M,88,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=109; source=files/poketool/trainer/trainers.json; map_refs=085_T29; matched_map=085_T29,10,5,
TRAINER_ACE_TRAINER_M_PAULO,PAULO,TRAINER_CLASS_ACE_TRAINER_M,92,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=110; source=files/poketool/trainer/trainers.json; map_refs=0943_T30GYM0101|137_T30GYM0101; matched_map=0943_T30GYM0101,10,5,
TRAINER_ACE_TRAINER_M_MIKE,MIKE,TRAINER_CLASS_ACE_TRAINER_M,92,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=111; source=files/poketool/trainer/trainers.json; map_refs=0943_T30GYM0101|137_T30GYM0101; matched_map=0943_T30GYM0101,10,5,
TRAINER_ACE_TRAINER_M_CODY,CODY,TRAINER_CLASS_ACE_TRAINER_M,92,,,,TRAINER_PIC_ACE_TRAINER_MALE,,heartgoldsoulsilver_trainer_index=112; source=files/poketool/trainer/trainers.json; map_refs=0943_T30GYM0101|137_T30GYM0101; matched_map=0943_T30GYM0101,10,5,
TRAINER_ACE_TRAINER_F_JAMIE,JAMIE,TRAINER_CLASS_ACE_TRAINER_F,98,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=113; source=files/poketool/trainer/trainers.json; map_refs=027_R26; matched_map=027_R26,10,5,
TRAINER_ACE_TRAINER_F_REENA,REENA,TRAINER_CLASS_ACE_TRAINER_F,96,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=114; source=files/poketool/trainer/trainers.json; map_refs=028_R27; matched_map=028_R27,10,5,
TRAINER_ACE_TRAINER_F_MEGAN,MEGAN,TRAINER_CLASS_ACE_TRAINER_F,96,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=115; source=files/poketool/trainer/trainers.json; map_refs=028_R27; matched_map=028_R27,10,5,
TRAINER_ACE_TRAINER_F_LOIS,LOIS,TRAINER_CLASS_ACE_TRAINER_F,88,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=116; source=files/poketool/trainer/trainers.json; map_refs=085_T29; matched_map=085_T29,10,5,
TRAINER_ACE_TRAINER_F_LOLA,LOLA,TRAINER_CLASS_ACE_TRAINER_F,92,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=117; source=files/poketool/trainer/trainers.json; map_refs=0943_T30GYM0101|137_T30GYM0101; matched_map=0943_T30GYM0101,10,5,
TRAINER_ACE_TRAINER_F_KATE,KATE,TRAINER_CLASS_ACE_TRAINER_F,69,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,heartgoldsoulsilver_trainer_index=118; source=files/poketool/trainer/trainers.json; map_refs=0237_R34; matched_map=0237_R34,10,5,
