source_title,source_url,stored_file,lockley_alias
Spr B2W2 Black Belt.png,https://archives.bulbagarden.net/media/upload/1/1c/Spr_B2W2_Black_Belt.png,Spr_B2W2_Black_Belt.png,TRAINER_PIC_B2W2_BLACK_BELT.png
Spr B2W2 Blaine.png,https://archives.bulbagarden.net/media/upload/1/11/Spr_B2W2_Blaine.png,Spr_B2W2_Blaine.png,TRAINER_PIC_B2W2_BLAINE.png
Spr B2W2 Blue.png,https://archives.bulbagarden.net/media/upload/f/f4/Spr_B2W2_Blue.png,Spr_B2W2_Blue.png,TRAINER_PIC_B2W2_BLUE.png
Spr B2W2 Brawly.png,https://archives.bulbagarden.net/media/upload/e/e6/Spr_B2W2_Brawly.png,Spr_B2W2_Brawly.png,TRAINER_PIC_B2W2_BRAWLY.png
Spr B2W2 Brock.png,https://archives.bulbagarden.net/media/upload/1/1c/Spr_B2W2_Brock.png,Spr_B2W2_Brock.png,TRAINER_PIC_B2W2_BROCK.png
Spr B2W2 Brycen-Man.png,https://archives.bulbagarden.net/media/upload/1/11/Spr_B2W2_Brycen-Man.png,Spr_B2W2_Brycen-Man.png,TRAINER_PIC_B2W2_BRYCEN_MAN.png
Spr B2W2 Brycen.png,https://archives.bulbagarden.net/media/upload/2/28/Spr_B2W2_Brycen.png,Spr_B2W2_Brycen.png,TRAINER_PIC_B2W2_BRYCEN.png
Spr B2W2 Bugsy.png,https://archives.bulbagarden.net/media/upload/d/da/Spr_B2W2_Bugsy.png,Spr_B2W2_Bugsy.png,TRAINER_PIC_B2W2_BUGSY.png
Spr B2W2 Burgh.png,https://archives.bulbagarden.net/media/upload/3/35/Spr_B2W2_Burgh.png,Spr_B2W2_Burgh.png,TRAINER_PIC_B2W2_BURGH.png
Spr B2W2 Byron.png,https://archives.bulbagarden.net/media/upload/a/a7/Spr_B2W2_Byron.png,Spr_B2W2_Byron.png,TRAINER_PIC_B2W2_BYRON.png
Spr B2W2 Caitlin.png,https://archives.bulbagarden.net/media/upload/1/18/Spr_B2W2_Caitlin.png,Spr_B2W2_Caitlin.png,TRAINER_PIC_B2W2_CAITLIN.png
Spr B2W2 Candice.png,https://archives.bulbagarden.net/media/upload/9/95/Spr_B2W2_Candice.png,Spr_B2W2_Candice.png,TRAINER_PIC_B2W2_CANDICE.png
Spr B2W2 Cheren.png,https://archives.bulbagarden.net/media/upload/1/1d/Spr_B2W2_Cheren.png,Spr_B2W2_Cheren.png,TRAINER_PIC_B2W2_CHEREN.png
Spr B2W2 Chili.png,https://archives.bulbagarden.net/media/upload/f/f0/Spr_B2W2_Chili.png,Spr_B2W2_Chili.png,TRAINER_PIC_B2W2_CHILI.png
Spr B2W2 Chuck.png,https://archives.bulbagarden.net/media/upload/d/d6/Spr_B2W2_Chuck.png,Spr_B2W2_Chuck.png,TRAINER_PIC_B2W2_CHUCK.png
Spr B2W2 Cilan.png,https://archives.bulbagarden.net/media/upload/4/4b/Spr_B2W2_Cilan.png,Spr_B2W2_Cilan.png,TRAINER_PIC_B2W2_CILAN.png
Spr B2W2 Clair.png,https://archives.bulbagarden.net/media/upload/5/57/Spr_B2W2_Clair.png,Spr_B2W2_Clair.png,TRAINER_PIC_B2W2_CLAIR.png
Spr B2W2 Clay.png,https://archives.bulbagarden.net/media/upload/b/bb/Spr_B2W2_Clay.png,Spr_B2W2_Clay.png,TRAINER_PIC_B2W2_CLAY.png
Spr B2W2 Clerk F.png,https://archives.bulbagarden.net/media/upload/0/09/Spr_B2W2_Clerk_F.png,Spr_B2W2_Clerk_F.png,TRAINER_PIC_B2W2_CLERK_F.png
Spr B2W2 Clerk M B.png,https://archives.bulbagarden.net/media/upload/0/0d/Spr_B2W2_Clerk_M_B.png,Spr_B2W2_Clerk_M_B.png,TRAINER_PIC_B2W2_CLERK_M_B.png
Spr B2W2 Clerk M.png,https://archives.bulbagarden.net/media/upload/c/ca/Spr_B2W2_Clerk_M.png,Spr_B2W2_Clerk_M.png,TRAINER_PIC_B2W2_CLERK_M.png
Spr B2W2 Colress.png,https://archives.bulbagarden.net/media/upload/e/e6/Spr_B2W2_Colress.png,Spr_B2W2_Colress.png,TRAINER_PIC_B2W2_COLRESS.png
Spr B2W2 Crasher Wake.png,https://archives.bulbagarden.net/media/upload/1/1d/Spr_B2W2_Crasher_Wake.png,Spr_B2W2_Crasher_Wake.png,TRAINER_PIC_B2W2_CRASHER_WAKE.png
Spr B2W2 Cress.png,https://archives.bulbagarden.net/media/upload/c/cc/Spr_B2W2_Cress.png,Spr_B2W2_Cress.png,TRAINER_PIC_B2W2_CRESS.png
Spr B2W2 Cyclist F.png,https://archives.bulbagarden.net/media/upload/9/95/Spr_B2W2_Cyclist_F.png,Spr_B2W2_Cyclist_F.png,TRAINER_PIC_B2W2_CYCLIST_F.png
Spr B2W2 Cyclist M.png,https://archives.bulbagarden.net/media/upload/b/b1/Spr_B2W2_Cyclist_M.png,Spr_B2W2_Cyclist_M.png,TRAINER_PIC_B2W2_CYCLIST_M.png
Spr B2W2 Cynthia.png,https://archives.bulbagarden.net/media/upload/8/83/Spr_B2W2_Cynthia.png,Spr_B2W2_Cynthia.png,TRAINER_PIC_B2W2_CYNTHIA.png
Spr B2W2 Dancer.png,https://archives.bulbagarden.net/media/upload/b/b1/Spr_B2W2_Dancer.png,Spr_B2W2_Dancer.png,TRAINER_PIC_B2W2_DANCER.png
Spr B2W2 Depot Agent.png,https://archives.bulbagarden.net/media/upload/b/b7/Spr_B2W2_Depot_Agent.png,Spr_B2W2_Depot_Agent.png,TRAINER_PIC_B2W2_DEPOT_AGENT.png
Spr B2W2 Doctor.png,https://archives.bulbagarden.net/media/upload/7/73/Spr_B2W2_Doctor.png,Spr_B2W2_Doctor.png,TRAINER_PIC_B2W2_DOCTOR.png
Spr B2W2 Drayden.png,https://archives.bulbagarden.net/media/upload/b/b6/Spr_B2W2_Drayden.png,Spr_B2W2_Drayden.png,TRAINER_PIC_B2W2_DRAYDEN.png
Spr B2W2 Elesa.png,https://archives.bulbagarden.net/media/upload/9/97/Spr_B2W2_Elesa.png,Spr_B2W2_Elesa.png,TRAINER_PIC_B2W2_ELESA.png
Spr B2W2 Emmet.png,https://archives.bulbagarden.net/media/upload/7/73/Spr_B2W2_Emmet.png,Spr_B2W2_Emmet.png,TRAINER_PIC_B2W2_EMMET.png
Spr B2W2 Erika.png,https://archives.bulbagarden.net/media/upload/0/0c/Spr_B2W2_Erika.png,Spr_B2W2_Erika.png,TRAINER_PIC_B2W2_ERIKA.png
Spr B2W2 Falkner.png,https://archives.bulbagarden.net/media/upload/c/c1/Spr_B2W2_Falkner.png,Spr_B2W2_Falkner.png,TRAINER_PIC_B2W2_FALKNER.png
Spr B2W2 Fantina.png,https://archives.bulbagarden.net/media/upload/5/5d/Spr_B2W2_Fantina.png,Spr_B2W2_Fantina.png,TRAINER_PIC_B2W2_FANTINA.png
Spr B2W2 Fisherman.png,https://archives.bulbagarden.net/media/upload/c/c2/Spr_B2W2_Fisherman.png,Spr_B2W2_Fisherman.png,TRAINER_PIC_B2W2_FISHERMAN.png
Spr B2W2 Flannery.png,https://archives.bulbagarden.net/media/upload/3/30/Spr_B2W2_Flannery.png,Spr_B2W2_Flannery.png,TRAINER_PIC_B2W2_FLANNERY.png
Spr B2W2 Gardenia.png,https://archives.bulbagarden.net/media/upload/9/9c/Spr_B2W2_Gardenia.png,Spr_B2W2_Gardenia.png,TRAINER_PIC_B2W2_GARDENIA.png
Spr B2W2 Gentleman.png,https://archives.bulbagarden.net/media/upload/2/25/Spr_B2W2_Gentleman.png,Spr_B2W2_Gentleman.png,TRAINER_PIC_B2W2_GENTLEMAN.png
Spr B2W2 Ghetsis.png,https://archives.bulbagarden.net/media/upload/a/a2/Spr_B2W2_Ghetsis.png,Spr_B2W2_Ghetsis.png,TRAINER_PIC_B2W2_GHETSIS.png
Spr B2W2 Giovanni.png,https://archives.bulbagarden.net/media/upload/1/17/Spr_B2W2_Giovanni.png,Spr_B2W2_Giovanni.png,TRAINER_PIC_B2W2_GIOVANNI.png
Spr B2W2 Grimsley.png,https://archives.bulbagarden.net/media/upload/7/72/Spr_B2W2_Grimsley.png,Spr_B2W2_Grimsley.png,TRAINER_PIC_B2W2_GRIMSLEY.png
Spr B2W2 Guitarist.png,https://archives.bulbagarden.net/media/upload/7/74/Spr_B2W2_Guitarist.png,Spr_B2W2_Guitarist.png,TRAINER_PIC_B2W2_GUITARIST.png
Spr B2W2 Harlequin.png,https://archives.bulbagarden.net/media/upload/c/c4/Spr_B2W2_Harlequin.png,Spr_B2W2_Harlequin.png,TRAINER_PIC_B2W2_HARLEQUIN.png
Spr B2W2 Hiker.png,https://archives.bulbagarden.net/media/upload/8/84/Spr_B2W2_Hiker.png,Spr_B2W2_Hiker.png,TRAINER_PIC_B2W2_HIKER.png
Spr B2W2 Hilbert 2.png,https://archives.bulbagarden.net/media/upload/4/4e/Spr_B2W2_Hilbert_2.png,Spr_B2W2_Hilbert_2.png,TRAINER_PIC_B2W2_HILBERT_2.png
Spr B2W2 Hilbert.png,https://archives.bulbagarden.net/media/upload/a/a0/Spr_B2W2_Hilbert.png,Spr_B2W2_Hilbert.png,TRAINER_PIC_B2W2_HILBERT.png
Spr B2W2 Hilda 2.png,https://archives.bulbagarden.net/media/upload/b/b7/Spr_B2W2_Hilda_2.png,Spr_B2W2_Hilda_2.png,TRAINER_PIC_B2W2_HILDA_2.png
Spr B2W2 Hilda.png,https://archives.bulbagarden.net/media/upload/7/78/Spr_B2W2_Hilda.png,Spr_B2W2_Hilda.png,TRAINER_PIC_B2W2_HILDA.png
Spr B2W2 Hooligans.png,https://archives.bulbagarden.net/media/upload/a/ad/Spr_B2W2_Hooligans.png,Spr_B2W2_Hooligans.png,TRAINER_PIC_B2W2_HOOLIGANS.png
Spr B2W2 Hoopster.png,https://archives.bulbagarden.net/media/upload/a/a6/Spr_B2W2_Hoopster.png,Spr_B2W2_Hoopster.png,TRAINER_PIC_B2W2_HOOPSTER.png
Spr B2W2 Hugh.png,https://archives.bulbagarden.net/media/upload/7/70/Spr_B2W2_Hugh.png,Spr_B2W2_Hugh.png,TRAINER_PIC_B2W2_HUGH.png
Spr B2W2 Infielder.png,https://archives.bulbagarden.net/media/upload/6/66/Spr_B2W2_Infielder.png,Spr_B2W2_Infielder.png,TRAINER_PIC_B2W2_INFIELDER.png
Spr B2W2 Ingo.png,https://archives.bulbagarden.net/media/upload/8/87/Spr_B2W2_Ingo.png,Spr_B2W2_Ingo.png,TRAINER_PIC_B2W2_INGO.png
Spr B2W2 Iris.png,https://archives.bulbagarden.net/media/upload/6/6c/Spr_B2W2_Iris.png,Spr_B2W2_Iris.png,TRAINER_PIC_B2W2_IRIS.png
Spr B2W2 Janine.png,https://archives.bulbagarden.net/media/upload/6/6f/Spr_B2W2_Janine.png,Spr_B2W2_Janine.png,TRAINER_PIC_B2W2_JANINE.png
Spr B2W2 Janitor.png,https://archives.bulbagarden.net/media/upload/0/0f/Spr_B2W2_Janitor.png,Spr_B2W2_Janitor.png,TRAINER_PIC_B2W2_JANITOR.png
Spr B2W2 Jasmine.png,https://archives.bulbagarden.net/media/upload/6/62/Spr_B2W2_Jasmine.png,Spr_B2W2_Jasmine.png,TRAINER_PIC_B2W2_JASMINE.png
Spr B2W2 Juan.png,https://archives.bulbagarden.net/media/upload/7/71/Spr_B2W2_Juan.png,Spr_B2W2_Juan.png,TRAINER_PIC_B2W2_JUAN.png
Spr B2W2 Lady.png,https://archives.bulbagarden.net/media/upload/e/e0/Spr_B2W2_Lady.png,Spr_B2W2_Lady.png,TRAINER_PIC_B2W2_LADY.png
Spr B2W2 Lance.png,https://archives.bulbagarden.net/media/upload/a/ae/Spr_B2W2_Lance.png,Spr_B2W2_Lance.png,TRAINER_PIC_B2W2_LANCE.png
Spr B2W2 Lass.png,https://archives.bulbagarden.net/media/upload/f/f9/Spr_B2W2_Lass.png,Spr_B2W2_Lass.png,TRAINER_PIC_B2W2_LASS.png
Spr B2W2 Lenora.png,https://archives.bulbagarden.net/media/upload/e/e3/Spr_B2W2_Lenora.png,Spr_B2W2_Lenora.png,TRAINER_PIC_B2W2_LENORA.png
Spr B2W2 Linebacker.png,https://archives.bulbagarden.net/media/upload/1/13/Spr_B2W2_Linebacker.png,Spr_B2W2_Linebacker.png,TRAINER_PIC_B2W2_LINEBACKER.png
Spr B2W2 Liza.png,https://archives.bulbagarden.net/media/upload/e/e9/Spr_B2W2_Liza.png,Spr_B2W2_Liza.png,TRAINER_PIC_B2W2_LIZA.png
Spr B2W2 Lt Surge.png,https://archives.bulbagarden.net/media/upload/d/df/Spr_B2W2_Lt_Surge.png,Spr_B2W2_Lt_Surge.png,TRAINER_PIC_B2W2_LT_SURGE.png
Spr B2W2 Maid.png,https://archives.bulbagarden.net/media/upload/e/ec/Spr_B2W2_Maid.png,Spr_B2W2_Maid.png,TRAINER_PIC_B2W2_MAID.png
Spr B2W2 Marlon.png,https://archives.bulbagarden.net/media/upload/5/57/Spr_B2W2_Marlon.png,Spr_B2W2_Marlon.png,TRAINER_PIC_B2W2_MARLON.png
Spr B2W2 Marshal.png,https://archives.bulbagarden.net/media/upload/d/de/Spr_B2W2_Marshal.png,Spr_B2W2_Marshal.png,TRAINER_PIC_B2W2_MARSHAL.png
Spr B2W2 Maylene.png,https://archives.bulbagarden.net/media/upload/e/ec/Spr_B2W2_Maylene.png,Spr_B2W2_Maylene.png,TRAINER_PIC_B2W2_MAYLENE.png
Spr B2W2 Mecha Cop.png,https://archives.bulbagarden.net/media/upload/3/3e/Spr_B2W2_Mecha_Cop.png,Spr_B2W2_Mecha_Cop.png,TRAINER_PIC_B2W2_MECHA_COP.png
Spr B2W2 Misty.png,https://archives.bulbagarden.net/media/upload/e/ed/Spr_B2W2_Misty.png,Spr_B2W2_Misty.png,TRAINER_PIC_B2W2_MISTY.png
Spr B2W2 Morty.png,https://archives.bulbagarden.net/media/upload/2/2c/Spr_B2W2_Morty.png,Spr_B2W2_Morty.png,TRAINER_PIC_B2W2_MORTY.png
Spr B2W2 Musician.png,https://archives.bulbagarden.net/media/upload/d/da/Spr_B2W2_Musician.png,Spr_B2W2_Musician.png,TRAINER_PIC_B2W2_MUSICIAN.png
Spr B2W2 N.png,https://archives.bulbagarden.net/media/upload/2/2c/Spr_B2W2_N.png,Spr_B2W2_N.png,TRAINER_PIC_B2W2_N.png
Spr B2W2 Nate 2.png,https://archives.bulbagarden.net/media/upload/6/6e/Spr_B2W2_Nate_2.png,Spr_B2W2_Nate_2.png,TRAINER_PIC_B2W2_NATE_2.png
Spr B2W2 Nate.png,https://archives.bulbagarden.net/media/upload/c/cd/Spr_B2W2_Nate.png,Spr_B2W2_Nate.png,TRAINER_PIC_B2W2_NATE.png
Spr B2W2 Norman.png,https://archives.bulbagarden.net/media/upload/8/82/Spr_B2W2_Norman.png,Spr_B2W2_Norman.png,TRAINER_PIC_B2W2_NORMAN.png
Spr B2W2 Nurse.png,https://archives.bulbagarden.net/media/upload/5/54/Spr_B2W2_Nurse.png,Spr_B2W2_Nurse.png,TRAINER_PIC_B2W2_NURSE.png
Spr B2W2 Nursery Aide.png,https://archives.bulbagarden.net/media/upload/0/01/Spr_B2W2_Nursery_Aide.png,Spr_B2W2_Nursery_Aide.png,TRAINER_PIC_B2W2_NURSERY_AIDE.png
Spr B2W2 Parasol Lady.png,https://archives.bulbagarden.net/media/upload/f/fa/Spr_B2W2_Parasol_Lady.png,Spr_B2W2_Parasol_Lady.png,TRAINER_PIC_B2W2_PARASOL_LADY.png
Spr B2W2 Pilot.png,https://archives.bulbagarden.net/media/upload/e/ed/Spr_B2W2_Pilot.png,Spr_B2W2_Pilot.png,TRAINER_PIC_B2W2_PILOT.png
Spr B2W2 Plasma Grunt F.png,https://archives.bulbagarden.net/media/upload/0/08/Spr_B2W2_Plasma_Grunt_F.png,Spr_B2W2_Plasma_Grunt_F.png,TRAINER_PIC_B2W2_PLASMA_GRUNT_F.png
Spr B2W2 Plasma Grunt M.png,https://archives.bulbagarden.net/media/upload/b/b6/Spr_B2W2_Plasma_Grunt_M.png,Spr_B2W2_Plasma_Grunt_M.png,TRAINER_PIC_B2W2_PLASMA_GRUNT_M.png
Spr B2W2 Pokéfan F.png,https://archives.bulbagarden.net/media/upload/5/5d/Spr_B2W2_Pok%C3%A9fan_F.png,Spr_B2W2_Pokéfan_F.png,TRAINER_PIC_B2W2_POKEFAN_F.png
Spr B2W2 Pokéfan M.png,https://archives.bulbagarden.net/media/upload/8/83/Spr_B2W2_Pok%C3%A9fan_M.png,Spr_B2W2_Pokéfan_M.png,TRAINER_PIC_B2W2_POKEFAN_M.png
Spr B2W2 Pokémon Breeder F.png,https://archives.bulbagarden.net/media/upload/e/e9/Spr_B2W2_Pok%C3%A9mon_Breeder_F.png,Spr_B2W2_Pokémon_Breeder_F.png,TRAINER_PIC_B2W2_POKEMON_BREEDER_F.png
Spr B2W2 Pokémon Breeder M.png,https://archives.bulbagarden.net/media/upload/8/8d/Spr_B2W2_Pok%C3%A9mon_Breeder_M.png,Spr_B2W2_Pokémon_Breeder_M.png,TRAINER_PIC_B2W2_POKEMON_BREEDER_M.png
Spr B2W2 Pokémon Ranger F.png,https://archives.bulbagarden.net/media/upload/5/5f/Spr_B2W2_Pok%C3%A9mon_Ranger_F.png,Spr_B2W2_Pokémon_Ranger_F.png,TRAINER_PIC_B2W2_POKEMON_RANGER_F.png
Spr B2W2 Pokémon Ranger M.png,https://archives.bulbagarden.net/media/upload/b/ba/Spr_B2W2_Pok%C3%A9mon_Ranger_M.png,Spr_B2W2_Pokémon_Ranger_M.png,TRAINER_PIC_B2W2_POKEMON_RANGER_M.png
Spr B2W2 Policeman.png,https://archives.bulbagarden.net/media/upload/a/a5/Spr_B2W2_Policeman.png,Spr_B2W2_Policeman.png,TRAINER_PIC_B2W2_POLICEMAN.png
Spr B2W2 Preschooler F.png,https://archives.bulbagarden.net/media/upload/8/8b/Spr_B2W2_Preschooler_F.png,Spr_B2W2_Preschooler_F.png,TRAINER_PIC_B2W2_PRESCHOOLER_F.png
Spr B2W2 Preschooler M.png,https://archives.bulbagarden.net/media/upload/7/72/Spr_B2W2_Preschooler_M.png,Spr_B2W2_Preschooler_M.png,TRAINER_PIC_B2W2_PRESCHOOLER_M.png
Spr B2W2 Pryce.png,https://archives.bulbagarden.net/media/upload/e/e5/Spr_B2W2_Pryce.png,Spr_B2W2_Pryce.png,TRAINER_PIC_B2W2_PRYCE.png
Spr B2W2 Psychic F.png,https://archives.bulbagarden.net/media/upload/7/7c/Spr_B2W2_Psychic_F.png,Spr_B2W2_Psychic_F.png,TRAINER_PIC_B2W2_PSYCHIC_F.png
Spr B2W2 Psychic M.png,https://archives.bulbagarden.net/media/upload/3/35/Spr_B2W2_Psychic_M.png,Spr_B2W2_Psychic_M.png,TRAINER_PIC_B2W2_PSYCHIC_M.png
Spr B2W2 Red.png,https://archives.bulbagarden.net/media/upload/9/9a/Spr_B2W2_Red.png,Spr_B2W2_Red.png,TRAINER_PIC_B2W2_RED.png
Spr B2W2 Rich Boy.png,https://archives.bulbagarden.net/media/upload/4/48/Spr_B2W2_Rich_Boy.png,Spr_B2W2_Rich_Boy.png,TRAINER_PIC_B2W2_RICH_BOY.png
Spr B2W2 Roark.png,https://archives.bulbagarden.net/media/upload/9/9f/Spr_B2W2_Roark.png,Spr_B2W2_Roark.png,TRAINER_PIC_B2W2_ROARK.png
Spr B2W2 Rood.png,https://archives.bulbagarden.net/media/upload/f/f8/Spr_B2W2_Rood.png,Spr_B2W2_Rood.png,TRAINER_PIC_B2W2_ROOD.png
Spr B2W2 Rosa 2.png,https://archives.bulbagarden.net/media/upload/e/e3/Spr_B2W2_Rosa_2.png,Spr_B2W2_Rosa_2.png,TRAINER_PIC_B2W2_ROSA_2.png
Spr B2W2 Rosa.png,https://archives.bulbagarden.net/media/upload/b/b5/Spr_B2W2_Rosa.png,Spr_B2W2_Rosa.png,TRAINER_PIC_B2W2_ROSA.png
Spr B2W2 Roughneck.png,https://archives.bulbagarden.net/media/upload/d/dc/Spr_B2W2_Roughneck.png,Spr_B2W2_Roughneck.png,TRAINER_PIC_B2W2_ROUGHNECK.png
Spr B2W2 Roxanne.png,https://archives.bulbagarden.net/media/upload/b/bb/Spr_B2W2_Roxanne.png,Spr_B2W2_Roxanne.png,TRAINER_PIC_B2W2_ROXANNE.png
Spr B2W2 Roxie.png,https://archives.bulbagarden.net/media/upload/2/22/Spr_B2W2_Roxie.png,Spr_B2W2_Roxie.png,TRAINER_PIC_B2W2_ROXIE.png
Spr B2W2 Sabrina.png,https://archives.bulbagarden.net/media/upload/2/26/Spr_B2W2_Sabrina.png,Spr_B2W2_Sabrina.png,TRAINER_PIC_B2W2_SABRINA.png
Spr B2W2 School Kid F.png,https://archives.bulbagarden.net/media/upload/9/9b/Spr_B2W2_School_Kid_F.png,Spr_B2W2_School_Kid_F.png,TRAINER_PIC_B2W2_SCHOOL_KID_F.png
Spr B2W2 School Kid M.png,https://archives.bulbagarden.net/media/upload/5/5b/Spr_B2W2_School_Kid_M.png,Spr_B2W2_School_Kid_M.png,TRAINER_PIC_B2W2_SCHOOL_KID_M.png
Spr B2W2 Scientist F.png,https://archives.bulbagarden.net/media/upload/7/78/Spr_B2W2_Scientist_F.png,Spr_B2W2_Scientist_F.png,TRAINER_PIC_B2W2_SCIENTIST_F.png
Spr B2W2 Scientist M.png,https://archives.bulbagarden.net/media/upload/f/fb/Spr_B2W2_Scientist_M.png,Spr_B2W2_Scientist_M.png,TRAINER_PIC_B2W2_SCIENTIST_M.png
Spr B2W2 Shadow Triad.png,https://archives.bulbagarden.net/media/upload/9/96/Spr_B2W2_Shadow_Triad.png,Spr_B2W2_Shadow_Triad.png,TRAINER_PIC_B2W2_SHADOW_TRIAD.png
Spr B2W2 Shauntal.png,https://archives.bulbagarden.net/media/upload/b/b6/Spr_B2W2_Shauntal.png,Spr_B2W2_Shauntal.png,TRAINER_PIC_B2W2_SHAUNTAL.png
Spr B2W2 Skyla.png,https://archives.bulbagarden.net/media/upload/5/5a/Spr_B2W2_Skyla.png,Spr_B2W2_Skyla.png,TRAINER_PIC_B2W2_SKYLA.png
Spr B2W2 Smasher.png,https://archives.bulbagarden.net/media/upload/3/3b/Spr_B2W2_Smasher.png,Spr_B2W2_Smasher.png,TRAINER_PIC_B2W2_SMASHER.png
Spr B2W2 Socialite.png,https://archives.bulbagarden.net/media/upload/5/5c/Spr_B2W2_Socialite.png,Spr_B2W2_Socialite.png,TRAINER_PIC_B2W2_SOCIALITE.png
Spr B2W2 Steven.png,https://archives.bulbagarden.net/media/upload/4/42/Spr_B2W2_Steven.png,Spr_B2W2_Steven.png,TRAINER_PIC_B2W2_STEVEN.png
Spr B2W2 Striker.png,https://archives.bulbagarden.net/media/upload/e/ee/Spr_B2W2_Striker.png,Spr_B2W2_Striker.png,TRAINER_PIC_B2W2_STRIKER.png
Spr B2W2 Swimmer F.png,https://archives.bulbagarden.net/media/upload/8/82/Spr_B2W2_Swimmer_F.png,Spr_B2W2_Swimmer_F.png,TRAINER_PIC_B2W2_SWIMMER_F.png
Spr B2W2 Swimmer M.png,https://archives.bulbagarden.net/media/upload/e/e2/Spr_B2W2_Swimmer_M.png,Spr_B2W2_Swimmer_M.png,TRAINER_PIC_B2W2_SWIMMER_M.png
