encounter_name,trainer_name,trainer_class,canonical_location_id,canonical_location_name,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id,gen1_class,gen1_index,map,source,map_line,x,y,location_method
TRAINER_YOUNGSTER_11,,TRAINER_CLASS_YOUNGSTER,17,Route 11,,,,TRAINER_PIC_YOUNGSTER,,"redblue_map=Route11; source=object_event; map_line=34; object_xy=43,5; script_label=TEXT_ROUTE11_YOUNGSTER3",1,4,,YOUNGSTER,11,Route11,object_event,34,43,5,route
TRAINER_YOUNGSTER_12,,TRAINER_CLASS_YOUNGSTER,17,Route 11,,,,TRAINER_PIC_YOUNGSTER,,"redblue_map=Route11; source=object_event; map_line=36; object_xy=22,12; script_label=TEXT_ROUTE11_YOUNGSTER4",1,4,,YOUNGSTER,12,Route11,object_event,36,22,12,route
TRAINER_YOUNGSTER_13,,TRAINER_CLASS_YOUNGSTER,,,,,,TRAINER_PIC_YOUNGSTER,,party exists in decomp but no map object/script trainer reference was found,1,4,,YOUNGSTER,13,,,,,,unreferenced
TRAINER_BUG_CATCHER_1,,TRAINER_CLASS_BUG_CATCHER,7,Viridian  Forest,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=ViridianForest; source=object_event; map_line=32; object_xy=30,33; script_label=TEXT_VIRIDIANFOREST_YOUNGSTER2",1,4,,BUG_CATCHER,1,ViridianForest,object_event,32,30,33,manual
TRAINER_BUG_CATCHER_2,,TRAINER_CLASS_BUG_CATCHER,7,Viridian  Forest,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=ViridianForest; source=object_event; map_line=33; object_xy=30,19; script_label=TEXT_VIRIDIANFOREST_YOUNGSTER3",1,4,,BUG_CATCHER,2,ViridianForest,object_event,33,30,19,manual
TRAINER_BUG_CATCHER_3,,TRAINER_CLASS_BUG_CATCHER,7,Viridian  Forest,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=ViridianForest; source=object_event; map_line=34; object_xy=2,18; script_label=TEXT_VIRIDIANFOREST_YOUNGSTER4",1,4,,BUG_CATCHER,3,ViridianForest,object_event,34,2,18,manual
TRAINER_BUG_CATCHER_4,,TRAINER_CLASS_BUG_CATCHER,8,Route 3,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route3; source=object_event; map_line=22; object_xy=10,6; script_label=TEXT_ROUTE3_YOUNGSTER1",1,4,,BUG_CATCHER,4,Route3,object_event,22,10,6,route
TRAINER_BUG_CATCHER_5,,TRAINER_CLASS_BUG_CATCHER,8,Route 3,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route3; source=object_event; map_line=25; object_xy=19,5; script_label=TEXT_ROUTE3_YOUNGSTER3",1,4,,BUG_CATCHER,5,Route3,object_event,25,19,5,route
TRAINER_BUG_CATCHER_6,,TRAINER_CLASS_BUG_CATCHER,8,Route 3,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route3; source=object_event; map_line=28; object_xy=24,6; script_label=TEXT_ROUTE3_YOUNGSTER5",1,4,,BUG_CATCHER,6,Route3,object_event,28,24,6,route
TRAINER_BUG_CATCHER_7,,TRAINER_CLASS_BUG_CATCHER,10,Mt. Moon,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=MtMoon1F; source=object_event; map_line=35; object_xy=7,22; script_label=TEXT_MTMOON1F_YOUNGSTER2",1,4,,BUG_CATCHER,7,MtMoon1F,object_event,35,7,22,manual
TRAINER_BUG_CATCHER_8,,TRAINER_CLASS_BUG_CATCHER,10,Mt. Moon,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=MtMoon1F; source=object_event; map_line=36; object_xy=30,27; script_label=TEXT_MTMOON1F_YOUNGSTER3",1,4,,BUG_CATCHER,8,MtMoon1F,object_event,36,30,27,manual
TRAINER_BUG_CATCHER_9,,TRAINER_CLASS_BUG_CATCHER,12,Route 24,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route24; source=object_event; map_line=25; object_xy=11,31; script_label=TEXT_ROUTE24_YOUNGSTER2",1,4,,BUG_CATCHER,9,Route24,object_event,25,11,31,route
TRAINER_BUG_CATCHER_10,,TRAINER_CLASS_BUG_CATCHER,15,Route 6,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route6; source=object_event; map_line=24; object_xy=0,15; script_label=TEXT_ROUTE6_YOUNGSTER1",1,4,,BUG_CATCHER,10,Route6,object_event,24,0,15,route
TRAINER_BUG_CATCHER_11,,TRAINER_CLASS_BUG_CATCHER,15,Route 6,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route6; source=object_event; map_line=27; object_xy=19,26; script_label=TEXT_ROUTE6_YOUNGSTER2",1,4,,BUG_CATCHER,11,Route6,object_event,27,19,26,route
TRAINER_BUG_CATCHER_12,,TRAINER_CLASS_BUG_CATCHER,,,,,,TRAINER_PIC_BUG_CATCHER,,party exists in decomp but no map object/script trainer reference was found,1,4,,BUG_CATCHER,12,,,,,,unreferenced
TRAINER_BUG_CATCHER_13,,TRAINER_CLASS_BUG_CATCHER,19,Route 9,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route9; source=object_event; map_line=28; object_xy=22,2; script_label=TEXT_ROUTE9_YOUNGSTER1",1,4,,BUG_CATCHER,13,Route9,object_event,28,22,2,route
TRAINER_BUG_CATCHER_14,,TRAINER_CLASS_BUG_CATCHER,19,Route 9,,,,TRAINER_PIC_BUG_CATCHER,,"redblue_map=Route9; source=object_event; map_line=30; object_xy=40,8; script_label=TEXT_ROUTE9_YOUNGSTER2",1,4,,BUG_CATCHER,14,Route9,object_event,30,40,8,route
TRAINER_LASS_1,,TRAINER_CLASS_LASS,8,Route 3,,,,TRAINER_PIC_LASS,,"redblue_map=Route3; source=object_event; map_line=24; object_xy=16,9; script_label=TEXT_ROUTE3_COOLTRAINER_F1",1,4,,LASS,1,Route3,object_event,24,16,9,route
TRAINER_LASS_2,,TRAINER_CLASS_LASS,8,Route 3,,,,TRAINER_PIC_LASS,,"redblue_map=Route3; source=object_event; map_line=26; object_xy=23,4; script_label=TEXT_ROUTE3_COOLTRAINER_F2",1,4,,LASS,2,Route3,object_event,26,23,4,route
TRAINER_LASS_3,,TRAINER_CLASS_LASS,8,Route 3,,,,TRAINER_PIC_LASS,,"redblue_map=Route3; source=object_event; map_line=29; object_xy=33,10; script_label=TEXT_ROUTE3_COOLTRAINER_F3",1,4,,LASS,3,Route3,object_event,29,33,10,route
TRAINER_LASS_4,,TRAINER_CLASS_LASS,9,Route 4,,,,TRAINER_PIC_LASS,,"redblue_map=Route4; source=object_event; map_line=21; object_xy=63,3; script_label=TEXT_ROUTE4_COOLTRAINER_F2",1,4,,LASS,4,Route4,object_event,21,63,3,route
TRAINER_LASS_5,,TRAINER_CLASS_LASS,10,Mt. Moon,,,,TRAINER_PIC_LASS,,"redblue_map=MtMoon1F; source=object_event; map_line=32; object_xy=30,4; script_label=TEXT_MTMOON1F_COOLTRAINER_F1",1,4,,LASS,5,MtMoon1F,object_event,32,30,4,manual
TRAINER_LASS_6,,TRAINER_CLASS_LASS,10,Mt. Moon,,,,TRAINER_PIC_LASS,,"redblue_map=MtMoon1F; source=object_event; map_line=34; object_xy=16,23; script_label=TEXT_MTMOON1F_COOLTRAINER_F2",1,4,,LASS,6,MtMoon1F,object_event,34,16,23,manual
TRAINER_LASS_7,,TRAINER_CLASS_LASS,12,Route 24,,,,TRAINER_PIC_LASS,,"redblue_map=Route24; source=object_event; map_line=22; object_xy=10,22; script_label=TEXT_ROUTE24_COOLTRAINER_F1",1,4,,LASS,7,Route24,object_event,22,10,22,route
TRAINER_LASS_8,,TRAINER_CLASS_LASS,12,Route 24,,,,TRAINER_PIC_LASS,,"redblue_map=Route24; source=object_event; map_line=24; object_xy=10,28; script_label=TEXT_ROUTE24_COOLTRAINER_F2",1,4,,LASS,8,Route24,object_event,24,10,28,route
TRAINER_LASS_9,,TRAINER_CLASS_LASS,13,Route 25,,,,TRAINER_PIC_LASS,,"redblue_map=Route25; source=object_event; map_line=26; object_xy=18,8; script_label=TEXT_ROUTE25_COOLTRAINER_F1",1,4,,LASS,9,Route25,object_event,26,18,8,route
TRAINER_LASS_10,,TRAINER_CLASS_LASS,13,Route 25,,,,TRAINER_PIC_LASS,,"redblue_map=Route25; source=object_event; map_line=28; object_xy=37,4; script_label=TEXT_ROUTE25_COOLTRAINER_F2",1,4,,LASS,10,Route25,object_event,28,37,4,route
TRAINER_LASS_11,,TRAINER_CLASS_LASS,16,Vermilion City,,,,TRAINER_PIC_LASS,,"redblue_map=SSAnne1FRooms; source=object_event; map_line=31; object_xy=13,11; script_label=TEXT_SSANNE1FROOMS_COOLTRAINER_F",1,4,,LASS,11,SSAnne1FRooms,object_event,31,13,11,manual
TRAINER_LASS_12,,TRAINER_CLASS_LASS,16,Vermilion City,,,,TRAINER_PIC_LASS,,"redblue_map=SSAnne2FRooms; source=object_event; map_line=39; object_xy=2,11; script_label=TEXT_SSANNE2FROOMS_COOLTRAINER_F",1,4,,LASS,12,SSAnne2FRooms,object_event,39,2,11,manual
TRAINER_LASS_13,,TRAINER_CLASS_LASS,24,Route 8,,,,TRAINER_PIC_LASS,,"redblue_map=Route8; source=object_event; map_line=29; object_xy=26,3; script_label=TEXT_ROUTE8_COOLTRAINER_F1",1,4,,LASS,13,Route8,object_event,29,26,3,route
TRAINER_LASS_14,,TRAINER_CLASS_LASS,24,Route 8,,,,TRAINER_PIC_LASS,,"redblue_map=Route8; source=object_event; map_line=31; object_xy=26,5; script_label=TEXT_ROUTE8_COOLTRAINER_F2",1,4,,LASS,14,Route8,object_event,31,26,5,route
TRAINER_LASS_15,,TRAINER_CLASS_LASS,24,Route 8,,,,TRAINER_PIC_LASS,,"redblue_map=Route8; source=object_event; map_line=32; object_xy=26,6; script_label=TEXT_ROUTE8_COOLTRAINER_F3",1,4,,LASS,15,Route8,object_event,32,26,6,route
TRAINER_LASS_16,,TRAINER_CLASS_LASS,24,Route 8,,,,TRAINER_PIC_LASS,,"redblue_map=Route8; source=object_event; map_line=34; object_xy=51,12; script_label=TEXT_ROUTE8_COOLTRAINER_F4",1,4,,LASS,16,Route8,object_event,34,51,12,route
TRAINER_LASS_17,,TRAINER_CLASS_LASS,26,Celadon City,,,,TRAINER_PIC_LASS,,"redblue_map=CeladonGym; source=object_event; map_line=22; object_xy=2,11; script_label=TEXT_CELADONGYM_COOLTRAINER_F1",1,4,,LASS,17,CeladonGym,object_event,22,2,11,manual
TRAINER_LASS_18,,TRAINER_CLASS_LASS,26,Celadon City,,,,TRAINER_PIC_LASS,,"redblue_map=CeladonGym; source=object_event; map_line=26; object_xy=6,3; script_label=TEXT_CELADONGYM_COOLTRAINER_F3",1,4,,LASS,18,CeladonGym,object_event,26,6,3,manual
TRAINER_SAILOR_1,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneBow; source=object_event; map_line=21; object_xy=4,4; script_label=TEXT_SSANNEBOW_SAILOR2",1,4,,SAILOR,1,SSAnneBow,object_event,21,4,4,manual
TRAINER_SAILOR_2,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneBow; source=object_event; map_line=22; object_xy=10,8; script_label=TEXT_SSANNEBOW_SAILOR3",1,4,,SAILOR,2,SSAnneBow,object_event,22,10,8,manual
TRAINER_SAILOR_3,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneB1FRooms; source=object_event; map_line=32; object_xy=0,13; script_label=TEXT_SSANNEB1FROOMS_SAILOR1",1,4,,SAILOR,3,SSAnneB1FRooms,object_event,32,0,13,manual
TRAINER_SAILOR_4,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneB1FRooms; source=object_event; map_line=33; object_xy=2,11; script_label=TEXT_SSANNEB1FROOMS_SAILOR2",1,4,,SAILOR,4,SSAnneB1FRooms,object_event,33,2,11,manual
TRAINER_SAILOR_5,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneB1FRooms; source=object_event; map_line=34; object_xy=12,3; script_label=TEXT_SSANNEB1FROOMS_SAILOR3",1,4,,SAILOR,5,SSAnneB1FRooms,object_event,34,12,3,manual
TRAINER_SAILOR_6,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneB1FRooms; source=object_event; map_line=35; object_xy=22,2; script_label=TEXT_SSANNEB1FROOMS_SAILOR4",1,4,,SAILOR,6,SSAnneB1FRooms,object_event,35,22,2,manual
TRAINER_SAILOR_7,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=SSAnneB1FRooms; source=object_event; map_line=36; object_xy=0,2; script_label=TEXT_SSANNEB1FROOMS_SAILOR5",1,4,,SAILOR,7,SSAnneB1FRooms,object_event,36,0,2,manual
TRAINER_SAILOR_8,,TRAINER_CLASS_SAILOR,16,Vermilion City,,,,TRAINER_PIC_SAILOR,,"redblue_map=VermilionGym; source=object_event; map_line=21; object_xy=0,10; script_label=TEXT_VERMILIONGYM_SAILOR",1,4,,SAILOR,8,VermilionGym,object_event,21,0,10,manual
TRAINER_JR_TRAINER_M_1,,TRAINER_CLASS_JR_TRAINER_M,,,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=PewterGym; source=object_event; map_line=17; object_xy=3,6; script_label=TEXT_PEWTERGYM_COOLTRAINER_M; canonical candidate 54 Pewter City is not in Gen I event_locations",1,4,,JR_TRAINER_M,1,PewterGym,object_event,17,3,6,canon_not_in_event
TRAINER_JR_TRAINER_M_2,,TRAINER_CLASS_JR_TRAINER_M,12,Route 24,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route24; source=object_event; map_line=20; object_xy=5,20; script_label=TEXT_ROUTE24_COOLTRAINER_M2",1,4,,JR_TRAINER_M,2,Route24,object_event,20,5,20,route
TRAINER_JR_TRAINER_M_3,,TRAINER_CLASS_JR_TRAINER_M,12,Route 24,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route24; source=object_event; map_line=21; object_xy=11,19; script_label=TEXT_ROUTE24_COOLTRAINER_M3",1,4,,JR_TRAINER_M,3,Route24,object_event,21,11,19,route
TRAINER_JR_TRAINER_M_4,,TRAINER_CLASS_JR_TRAINER_M,15,Route 6,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route6; source=object_event; map_line=22; object_xy=10,21; script_label=TEXT_ROUTE6_COOLTRAINER_M1",1,4,,JR_TRAINER_M,4,Route6,object_event,22,10,21,route
TRAINER_JR_TRAINER_M_5,,TRAINER_CLASS_JR_TRAINER_M,15,Route 6,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route6; source=object_event; map_line=25; object_xy=11,31; script_label=TEXT_ROUTE6_COOLTRAINER_M2",1,4,,JR_TRAINER_M,5,Route6,object_event,25,11,31,route
TRAINER_JR_TRAINER_M_6,,TRAINER_CLASS_JR_TRAINER_M,,,,,,TRAINER_PIC_JR_TRAINER_M,,party exists in decomp but no map object/script trainer reference was found,1,4,,JR_TRAINER_M,6,,,,,,unreferenced
TRAINER_JR_TRAINER_M_7,,TRAINER_CLASS_JR_TRAINER_M,19,Route 9,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route9; source=object_event; map_line=23; object_xy=24,7; script_label=TEXT_ROUTE9_COOLTRAINER_M1",1,4,,JR_TRAINER_M,7,Route9,object_event,23,24,7,route
TRAINER_JR_TRAINER_M_8,,TRAINER_CLASS_JR_TRAINER_M,19,Route 9,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route9; source=object_event; map_line=24; object_xy=31,7; script_label=TEXT_ROUTE9_COOLTRAINER_M2",1,4,,JR_TRAINER_M,8,Route9,object_event,24,31,7,route
TRAINER_JR_TRAINER_M_9,,TRAINER_CLASS_JR_TRAINER_M,23,Route 12,,,,TRAINER_PIC_JR_TRAINER_M,,"redblue_map=Route12; source=object_event; map_line=30; object_xy=11,92; script_label=TEXT_ROUTE12_COOLTRAINER_M",1,4,,JR_TRAINER_M,9,Route12,object_event,30,11,92,route
TRAINER_JR_TRAINER_F_1,,TRAINER_CLASS_JR_TRAINER_F,11,Cerulean City,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=CeruleanGym; source=object_event; map_line=18; object_xy=2,3; script_label=TEXT_CERULEANGYM_COOLTRAINER_F",1,4,,JR_TRAINER_F,1,CeruleanGym,object_event,18,2,3,manual
TRAINER_JR_TRAINER_F_2,,TRAINER_CLASS_JR_TRAINER_F,15,Route 6,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route6; source=object_event; map_line=23; object_xy=11,21; script_label=TEXT_ROUTE6_COOLTRAINER_F1",1,4,,JR_TRAINER_F,2,Route6,object_event,23,11,21,route
TRAINER_JR_TRAINER_F_3,,TRAINER_CLASS_JR_TRAINER_F,15,Route 6,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route6; source=object_event; map_line=26; object_xy=11,30; script_label=TEXT_ROUTE6_COOLTRAINER_F2",1,4,,JR_TRAINER_F,3,Route6,object_event,26,11,30,route
TRAINER_JR_TRAINER_F_4,,TRAINER_CLASS_JR_TRAINER_F,,,,,,TRAINER_PIC_JR_TRAINER_F,,party exists in decomp but no map object/script trainer reference was found,1,4,,JR_TRAINER_F,4,,,,,,unreferenced
TRAINER_JR_TRAINER_F_5,,TRAINER_CLASS_JR_TRAINER_F,19,Route 9,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route9; source=object_event; map_line=22; object_xy=13,10; script_label=TEXT_ROUTE9_COOLTRAINER_F1",1,4,,JR_TRAINER_F,5,Route9,object_event,22,13,10,route
TRAINER_JR_TRAINER_F_6,,TRAINER_CLASS_JR_TRAINER_F,19,Route 9,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route9; source=object_event; map_line=25; object_xy=48,8; script_label=TEXT_ROUTE9_COOLTRAINER_F2",1,4,,JR_TRAINER_F,6,Route9,object_event,25,48,8,route
TRAINER_JR_TRAINER_F_7,,TRAINER_CLASS_JR_TRAINER_F,20,Route 10,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route10; source=object_event; map_line=28; object_xy=7,25; script_label=TEXT_ROUTE10_COOLTRAINER_F1",1,4,,JR_TRAINER_F,7,Route10,object_event,28,7,25,route
TRAINER_JR_TRAINER_F_8,,TRAINER_CLASS_JR_TRAINER_F,20,Route 10,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route10; source=object_event; map_line=30; object_xy=7,54; script_label=TEXT_ROUTE10_COOLTRAINER_F2",1,4,,JR_TRAINER_F,8,Route10,object_event,30,7,54,route
TRAINER_JR_TRAINER_F_9,,TRAINER_CLASS_JR_TRAINER_F,21,Rock Tunnel,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=RockTunnelB1F; source=object_event; map_line=23; object_xy=11,13; script_label=TEXT_ROCKTUNNELB1F_COOLTRAINER_F1",1,4,,JR_TRAINER_F,9,RockTunnelB1F,object_event,23,11,13,manual
TRAINER_JR_TRAINER_F_10,,TRAINER_CLASS_JR_TRAINER_F,21,Rock Tunnel,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=RockTunnelB1F; source=object_event; map_line=28; object_xy=14,28; script_label=TEXT_ROCKTUNNELB1F_COOLTRAINER_F2",1,4,,JR_TRAINER_F,10,RockTunnelB1F,object_event,28,14,28,manual
TRAINER_JR_TRAINER_F_11,,TRAINER_CLASS_JR_TRAINER_F,26,Celadon City,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=CeladonGym; source=object_event; map_line=24; object_xy=9,5; script_label=TEXT_CELADONGYM_COOLTRAINER_F2",1,4,,JR_TRAINER_F,11,CeladonGym,object_event,24,9,5,manual
TRAINER_JR_TRAINER_F_12,,TRAINER_CLASS_JR_TRAINER_F,36,Route 13,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route13; source=object_event; map_line=25; object_xy=48,10; script_label=TEXT_ROUTE13_COOLTRAINER_F1",1,4,,JR_TRAINER_F,12,Route13,object_event,25,48,10,route
TRAINER_JR_TRAINER_F_13,,TRAINER_CLASS_JR_TRAINER_F,36,Route 13,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route13; source=object_event; map_line=26; object_xy=27,9; script_label=TEXT_ROUTE13_COOLTRAINER_F2",1,4,,JR_TRAINER_F,13,Route13,object_event,26,27,9,route
TRAINER_JR_TRAINER_F_14,,TRAINER_CLASS_JR_TRAINER_F,36,Route 13,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route13; source=object_event; map_line=27; object_xy=23,10; script_label=TEXT_ROUTE13_COOLTRAINER_F3",1,4,,JR_TRAINER_F,14,Route13,object_event,27,23,10,route
TRAINER_JR_TRAINER_F_15,,TRAINER_CLASS_JR_TRAINER_F,36,Route 13,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route13; source=object_event; map_line=28; object_xy=50,5; script_label=TEXT_ROUTE13_COOLTRAINER_F4",1,4,,JR_TRAINER_F,15,Route13,object_event,28,50,5,route
TRAINER_JR_TRAINER_F_16,,TRAINER_CLASS_JR_TRAINER_F,39,Route 20,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route20; source=object_event; map_line=33; object_xy=24,12; script_label=TEXT_ROUTE20_SWIMMER8",1,4,,JR_TRAINER_F,16,Route20,object_event,33,24,12,route
TRAINER_JR_TRAINER_F_17,,TRAINER_CLASS_JR_TRAINER_F,21,Rock Tunnel,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=RockTunnel1F; source=object_event; map_line=31; object_xy=37,21; script_label=TEXT_ROCKTUNNEL1F_COOLTRAINER_F1",1,4,,JR_TRAINER_F,17,RockTunnel1F,object_event,31,37,21,manual
TRAINER_JR_TRAINER_F_18,,TRAINER_CLASS_JR_TRAINER_F,21,Rock Tunnel,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=RockTunnel1F; source=object_event; map_line=32; object_xy=22,24; script_label=TEXT_ROCKTUNNEL1F_COOLTRAINER_F2",1,4,,JR_TRAINER_F,18,RockTunnel1F,object_event,32,22,24,manual
TRAINER_JR_TRAINER_F_19,,TRAINER_CLASS_JR_TRAINER_F,21,Rock Tunnel,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=RockTunnel1F; source=object_event; map_line=33; object_xy=32,24; script_label=TEXT_ROCKTUNNEL1F_COOLTRAINER_F3",1,4,,JR_TRAINER_F,19,RockTunnel1F,object_event,33,32,24,manual
TRAINER_JR_TRAINER_F_20,,TRAINER_CLASS_JR_TRAINER_F,34,Route 15,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route15; source=object_event; map_line=27; object_xy=41,11; script_label=TEXT_ROUTE15_COOLTRAINER_F1",1,4,,JR_TRAINER_F,20,Route15,object_event,27,41,11,route
TRAINER_JR_TRAINER_F_21,,TRAINER_CLASS_JR_TRAINER_F,34,Route 15,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route15; source=object_event; map_line=28; object_xy=53,10; script_label=TEXT_ROUTE15_COOLTRAINER_F2",1,4,,JR_TRAINER_F,21,Route15,object_event,28,53,10,route
TRAINER_JR_TRAINER_F_22,,TRAINER_CLASS_JR_TRAINER_F,34,Route 15,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route15; source=object_event; map_line=35; object_xy=37,5; script_label=TEXT_ROUTE15_COOLTRAINER_F3",1,4,,JR_TRAINER_F,22,Route15,object_event,35,37,5,route
TRAINER_JR_TRAINER_F_23,,TRAINER_CLASS_JR_TRAINER_F,34,Route 15,,,,TRAINER_PIC_JR_TRAINER_F,,"redblue_map=Route15; source=object_event; map_line=36; object_xy=18,13; script_label=TEXT_ROUTE15_COOLTRAINER_F4",1,4,,JR_TRAINER_F,23,Route15,object_event,36,18,13,route
