encounter_name,species_name,lvl,moves,held_item,iv,version_group_id,load_build,slot
TRAINER_RIVAL1_RIVAL1_2_CHIKORITA,GASTLY,12,,,0,3,4,1
TRAINER_RIVAL1_RIVAL1_2_CHIKORITA,ZUBAT,14,,,0,3,4,2
TRAINER_RIVAL1_RIVAL1_2_CHIKORITA,BAYLEEF,16,,,0,3,4,3
TRAINER_RIVAL1_RIVAL1_2_CYNDAQUIL,GASTLY,12,,,0,3,4,1
TRAINER_RIVAL1_RIVAL1_2_CYNDAQUIL,ZUBAT,14,,,0,3,4,2
TRAINER_RIVAL1_RIVAL1_2_CYNDAQUIL,QUILAVA,16,,,0,3,4,3
TRAINER_RIVAL1_RIVAL1_2_TOTODILE,GASTLY,12,,,0,3,4,1
TRAINER_RIVAL1_RIVAL1_2_TOTODILE,ZUBAT,14,,,0,3,4,2
TRAINER_RIVAL1_RIVAL1_2_TOTODILE,CROCONAW,16,,,0,3,4,3
TRAINER_RIVAL1_RIVAL1_3_CHIKORITA,HAUNTER,20,"LICK,SPITE,MEAN_LOOK,CURSE",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_3_CHIKORITA,MAGNEMITE,18,"TACKLE,THUNDERSHOCK,SUPERSONIC,SONICBOOM",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_3_CHIKORITA,ZUBAT,20,"LEECH_LIFE,SUPERSONIC,BITE,CONFUSE_RAY",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_3_CHIKORITA,BAYLEEF,22,"GROWL,REFLECT,RAZOR_LEAF,POISONPOWDER",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_3_CYNDAQUIL,HAUNTER,20,"LICK,SPITE,MEAN_LOOK,CURSE",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_3_CYNDAQUIL,MAGNEMITE,18,"TACKLE,THUNDERSHOCK,SUPERSONIC,SONICBOOM",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_3_CYNDAQUIL,ZUBAT,20,"LEECH_LIFE,SUPERSONIC,BITE,CONFUSE_RAY",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_3_CYNDAQUIL,QUILAVA,22,"LEER,SMOKESCREEN,EMBER,QUICK_ATTACK",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_3_TOTODILE,HAUNTER,20,"LICK,SPITE,MEAN_LOOK,CURSE",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_3_TOTODILE,MAGNEMITE,18,"TACKLE,THUNDERSHOCK,SUPERSONIC,SONICBOOM",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_3_TOTODILE,ZUBAT,20,"LEECH_LIFE,SUPERSONIC,BITE,CONFUSE_RAY",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_3_TOTODILE,CROCONAW,22,"LEER,RAGE,WATER_GUN,BITE",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_4_CHIKORITA,GOLBAT,30,"LEECH_LIFE,BITE,CONFUSE_RAY,WING_ATTACK",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_4_CHIKORITA,MAGNEMITE,28,"TACKLE,THUNDERSHOCK,SONICBOOM,THUNDER_WAVE",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_4_CHIKORITA,HAUNTER,30,"LICK,MEAN_LOOK,CURSE,SHADOW_BALL",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_4_CHIKORITA,SNEASEL,32,"LEER,QUICK_ATTACK,SCREECH,FAINT_ATTACK",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_4_CHIKORITA,MEGANIUM,32,"REFLECT,RAZOR_LEAF,POISONPOWDER,BODY_SLAM",,0,3,4,5
TRAINER_RIVAL1_RIVAL1_4_CYNDAQUIL,GOLBAT,30,"LEECH_LIFE,BITE,CONFUSE_RAY,WING_ATTACK",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_4_CYNDAQUIL,MAGNEMITE,28,"TACKLE,THUNDERSHOCK,SONICBOOM,THUNDER_WAVE",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_4_CYNDAQUIL,HAUNTER,30,"LICK,MEAN_LOOK,CURSE,SHADOW_BALL",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_4_CYNDAQUIL,SNEASEL,32,"LEER,QUICK_ATTACK,SCREECH,FAINT_ATTACK",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_4_CYNDAQUIL,QUILAVA,32,"SMOKESCREEN,EMBER,QUICK_ATTACK,FLAME_WHEEL",,0,3,4,5
TRAINER_RIVAL1_RIVAL1_4_TOTODILE,GOLBAT,30,"LEECH_LIFE,BITE,CONFUSE_RAY,WING_ATTACK",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_4_TOTODILE,MAGNEMITE,28,"TACKLE,THUNDERSHOCK,SONICBOOM,THUNDER_WAVE",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_4_TOTODILE,HAUNTER,30,"LICK,MEAN_LOOK,CURSE,SHADOW_BALL",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_4_TOTODILE,SNEASEL,32,"LEER,QUICK_ATTACK,SCREECH,FAINT_ATTACK",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_4_TOTODILE,FERALIGATR,32,"RAGE,WATER_GUN,BITE,SCARY_FACE",,0,3,4,5
TRAINER_RIVAL1_RIVAL1_5_CHIKORITA,SNEASEL,34,"QUICK_ATTACK,SCREECH,FAINT_ATTACK,FURY_CUTTER",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_5_CHIKORITA,GOLBAT,36,"LEECH_LIFE,BITE,CONFUSE_RAY,WING_ATTACK",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_5_CHIKORITA,MAGNETON,35,"THUNDERSHOCK,SONICBOOM,THUNDER_WAVE,SWIFT",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_5_CHIKORITA,HAUNTER,35,"MEAN_LOOK,CURSE,SHADOW_BALL,CONFUSE_RAY",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_5_CHIKORITA,KADABRA,35,"DISABLE,PSYBEAM,RECOVER,FUTURE_SIGHT",,0,3,4,5
TRAINER_RIVAL1_RIVAL1_5_CHIKORITA,MEGANIUM,38,"REFLECT,RAZOR_LEAF,POISONPOWDER,BODY_SLAM",,0,3,4,6
TRAINER_RIVAL1_RIVAL1_5_CYNDAQUIL,SNEASEL,34,"QUICK_ATTACK,SCREECH,FAINT_ATTACK,FURY_CUTTER",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_5_CYNDAQUIL,GOLBAT,36,"LEECH_LIFE,BITE,CONFUSE_RAY,WING_ATTACK",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_5_CYNDAQUIL,MAGNETON,35,"THUNDERSHOCK,SONICBOOM,THUNDER_WAVE,SWIFT",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_5_CYNDAQUIL,HAUNTER,35,"MEAN_LOOK,CURSE,SHADOW_BALL,CONFUSE_RAY",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_5_CYNDAQUIL,KADABRA,35,"DISABLE,PSYBEAM,RECOVER,FUTURE_SIGHT",,0,3,4,5
TRAINER_RIVAL1_RIVAL1_5_CYNDAQUIL,TYPHLOSION,38,"SMOKESCREEN,EMBER,QUICK_ATTACK,FLAME_WHEEL",,0,3,4,6
TRAINER_RIVAL1_RIVAL1_5_TOTODILE,SNEASEL,34,"QUICK_ATTACK,SCREECH,FAINT_ATTACK,FURY_CUTTER",,0,3,4,1
TRAINER_RIVAL1_RIVAL1_5_TOTODILE,GOLBAT,36,"LEECH_LIFE,BITE,CONFUSE_RAY,WING_ATTACK",,0,3,4,2
TRAINER_RIVAL1_RIVAL1_5_TOTODILE,MAGNETON,34,"THUNDERSHOCK,SONICBOOM,THUNDER_WAVE,SWIFT",,0,3,4,3
TRAINER_RIVAL1_RIVAL1_5_TOTODILE,HAUNTER,35,"MEAN_LOOK,CURSE,SHADOW_BALL,CONFUSE_RAY",,0,3,4,4
TRAINER_RIVAL1_RIVAL1_5_TOTODILE,KADABRA,35,"DISABLE,PSYBEAM,RECOVER,FUTURE_SIGHT",,0,3,4,5
TRAINER_RIVAL1_RIVAL1_5_TOTODILE,FERALIGATR,38,"RAGE,WATER_GUN,SCARY_FACE,SLASH",,0,3,4,6
TRAINER_WILL_WILL1,XATU,40,"QUICK_ATTACK,FUTURE_SIGHT,CONFUSE_RAY,PSYCHIC_M",,0,3,4,1
TRAINER_WILL_WILL1,JYNX,41,"DOUBLESLAP,LOVELY_KISS,ICE_PUNCH,PSYCHIC_M",,0,3,4,2
TRAINER_WILL_WILL1,EXEGGUTOR,41,"REFLECT,LEECH_SEED,EGG_BOMB,PSYCHIC_M",,0,3,4,3
TRAINER_WILL_WILL1,SLOWBRO,41,"CURSE,AMNESIA,BODY_SLAM,PSYCHIC_M",,0,3,4,4
TRAINER_WILL_WILL1,XATU,42,"QUICK_ATTACK,FUTURE_SIGHT,CONFUSE_RAY,PSYCHIC_M",,0,3,4,5
TRAINER_CAL_CAL1,CHIKORITA,10,,,0,3,4,1
TRAINER_CAL_CAL1,CYNDAQUIL,10,,,0,3,4,2
TRAINER_CAL_CAL1,TOTODILE,10,,,0,3,4,3
TRAINER_CAL_CAL2,BAYLEEF,30,,,0,3,4,1
TRAINER_CAL_CAL2,QUILAVA,30,,,0,3,4,2
TRAINER_CAL_CAL2,CROCONAW,30,,,0,3,4,3
TRAINER_CAL_CAL3,MEGANIUM,50,,,0,3,4,1
TRAINER_CAL_CAL3,TYPHLOSION,50,,,0,3,4,2
TRAINER_CAL_CAL3,FERALIGATR,50,,,0,3,4,3
TRAINER_BRUNO_BRUNO1,HITMONTOP,42,"PURSUIT,QUICK_ATTACK,DIG,DETECT",,0,3,4,1
TRAINER_BRUNO_BRUNO1,HITMONLEE,42,"SWAGGER,DOUBLE_KICK,HI_JUMP_KICK,FORESIGHT",,0,3,4,2
TRAINER_BRUNO_BRUNO1,HITMONCHAN,42,"THUNDERPUNCH,ICE_PUNCH,FIRE_PUNCH,MACH_PUNCH",,0,3,4,3
TRAINER_BRUNO_BRUNO1,ONIX,43,"BIND,EARTHQUAKE,SANDSTORM,ROCK_SLIDE",,0,3,4,4
TRAINER_BRUNO_BRUNO1,MACHAMP,46,"ROCK_SLIDE,FORESIGHT,VITAL_THROW,CROSS_CHOP",,0,3,4,5
TRAINER_KAREN_KAREN1,UMBREON,42,"SAND_ATTACK,CONFUSE_RAY,FAINT_ATTACK,MEAN_LOOK",,0,3,4,1
TRAINER_KAREN_KAREN1,VILEPLUME,42,"STUN_SPORE,ACID,MOONLIGHT,PETAL_DANCE",,0,3,4,2
TRAINER_KAREN_KAREN1,GENGAR,45,"LICK,SPITE,CURSE,DESTINY_BOND",,0,3,4,3
TRAINER_KAREN_KAREN1,MURKROW,44,"QUICK_ATTACK,WHIRLWIND,PURSUIT,FAINT_ATTACK",,0,3,4,4
TRAINER_KAREN_KAREN1,HOUNDOOM,47,"ROAR,PURSUIT,FLAMETHROWER,CRUNCH",,0,3,4,5
TRAINER_KOGA_KOGA1,ARIADOS,40,"DOUBLE_TEAM,SPIDER_WEB,BATON_PASS,GIGA_DRAIN",,0,3,4,1
TRAINER_KOGA_KOGA1,VENOMOTH,41,"SUPERSONIC,GUST,PSYCHIC_M,TOXIC",,0,3,4,2
TRAINER_KOGA_KOGA1,FORRETRESS,43,"PROTECT,SWIFT,EXPLOSION,SPIKES",,0,3,4,3
TRAINER_KOGA_KOGA1,MUK,42,"MINIMIZE,ACID_ARMOR,SLUDGE_BOMB,TOXIC",,0,3,4,4
TRAINER_KOGA_KOGA1,CROBAT,44,"DOUBLE_TEAM,QUICK_ATTACK,WING_ATTACK,TOXIC",,0,3,4,5
TRAINER_CHAMPION_LANCE,GYARADOS,44,"FLAIL,RAIN_DANCE,SURF,HYPER_BEAM",,0,3,4,1
TRAINER_CHAMPION_LANCE,DRAGONITE,47,"THUNDER_WAVE,TWISTER,THUNDER,HYPER_BEAM",,0,3,4,2
TRAINER_CHAMPION_LANCE,DRAGONITE,47,"THUNDER_WAVE,TWISTER,BLIZZARD,HYPER_BEAM",,0,3,4,3
TRAINER_CHAMPION_LANCE,AERODACTYL,46,"WING_ATTACK,ANCIENTPOWER,ROCK_SLIDE,HYPER_BEAM",,0,3,4,4
TRAINER_CHAMPION_LANCE,CHARIZARD,46,"FLAMETHROWER,WING_ATTACK,SLASH,HYPER_BEAM",,0,3,4,5
TRAINER_CHAMPION_LANCE,DRAGONITE,50,"FIRE_BLAST,SAFEGUARD,OUTRAGE,HYPER_BEAM",,0,3,4,6
TRAINER_BROCK_BROCK1,GRAVELER,41,"DEFENSE_CURL,ROCK_SLIDE,ROLLOUT,EARTHQUAKE",,0,3,4,1
TRAINER_BROCK_BROCK1,RHYHORN,41,"FURY_ATTACK,SCARY_FACE,EARTHQUAKE,HORN_DRILL",,0,3,4,2
TRAINER_BROCK_BROCK1,OMASTAR,42,"BITE,SURF,PROTECT,SPIKE_CANNON",,0,3,4,3
TRAINER_BROCK_BROCK1,ONIX,44,"BIND,ROCK_SLIDE,BIDE,SANDSTORM",,0,3,4,4
TRAINER_BROCK_BROCK1,KABUTOPS,42,"SLASH,SURF,ENDURE,GIGA_DRAIN",,0,3,4,5
TRAINER_MISTY_MISTY1,GOLDUCK,42,"SURF,DISABLE,PSYCH_UP,PSYCHIC_M",,0,3,4,1
TRAINER_MISTY_MISTY1,QUAGSIRE,42,"SURF,AMNESIA,EARTHQUAKE,RAIN_DANCE",,0,3,4,2
TRAINER_MISTY_MISTY1,LAPRAS,44,"SURF,PERISH_SONG,BLIZZARD,RAIN_DANCE",,0,3,4,3
TRAINER_MISTY_MISTY1,STARMIE,47,"SURF,CONFUSE_RAY,RECOVER,ICE_BEAM",,0,3,4,4
TRAINER_LT_SURGE_LT_SURGE1,RAICHU,44,"THUNDER_WAVE,QUICK_ATTACK,THUNDERBOLT,THUNDER",,0,3,4,1
TRAINER_LT_SURGE_LT_SURGE1,ELECTRODE,40,"SCREECH,DOUBLE_TEAM,SWIFT,EXPLOSION",,0,3,4,2
TRAINER_LT_SURGE_LT_SURGE1,MAGNETON,40,"LOCK_ON,DOUBLE_TEAM,SWIFT,ZAP_CANNON",,0,3,4,3
TRAINER_LT_SURGE_LT_SURGE1,ELECTRODE,40,"SCREECH,DOUBLE_TEAM,SWIFT,EXPLOSION",,0,3,4,4
TRAINER_LT_SURGE_LT_SURGE1,ELECTABUZZ,46,"QUICK_ATTACK,THUNDERPUNCH,LIGHT_SCREEN,THUNDER",,0,3,4,5
TRAINER_SCIENTIST_ROSS,KOFFING,22,,,0,3,4,1
TRAINER_SCIENTIST_ROSS,KOFFING,22,,,0,3,4,2
TRAINER_SCIENTIST_MITCH,DITTO,24,,,0,3,4,1
TRAINER_SCIENTIST_JED,MAGNEMITE,20,,,0,3,4,1
TRAINER_SCIENTIST_JED,MAGNEMITE,20,,,0,3,4,2
TRAINER_SCIENTIST_JED,MAGNEMITE,20,,,0,3,4,3
TRAINER_SCIENTIST_MARC,MAGNEMITE,27,,,0,3,4,1
TRAINER_SCIENTIST_MARC,MAGNEMITE,27,,,0,3,4,2
TRAINER_SCIENTIST_MARC,MAGNEMITE,27,,,0,3,4,3
TRAINER_SCIENTIST_RICH,PORYGON,30,"CONVERSION,CONVERSION2,RECOVER,TRI_ATTACK",,0,3,4,1
TRAINER_ERIKA_ERIKA1,TANGELA,42,"VINE_WHIP,BIND,GIGA_DRAIN,SLEEP_POWDER",,0,3,4,1
TRAINER_ERIKA_ERIKA1,JUMPLUFF,41,"MEGA_DRAIN,LEECH_SEED,COTTON_SPORE,GIGA_DRAIN",,0,3,4,2
TRAINER_ERIKA_ERIKA1,VICTREEBEL,46,"SUNNY_DAY,SYNTHESIS,ACID,RAZOR_LEAF",,0,3,4,3
TRAINER_ERIKA_ERIKA1,BELLOSSOM,46,"SUNNY_DAY,SYNTHESIS,PETAL_DANCE,SOLARBEAM",,0,3,4,4
TRAINER_YOUNGSTER_JOEY1,RATTATA,4,,,0,3,4,1
TRAINER_YOUNGSTER_MIKEY,PIDGEY,2,,,0,3,4,1
TRAINER_YOUNGSTER_MIKEY,RATTATA,4,,,0,3,4,2
TRAINER_YOUNGSTER_ALBERT,RATTATA,6,,,0,3,4,1
TRAINER_YOUNGSTER_ALBERT,ZUBAT,8,,,0,3,4,2
TRAINER_YOUNGSTER_GORDON,WOOPER,10,,,0,3,4,1
TRAINER_YOUNGSTER_SAMUEL,RATTATA,7,,,0,3,4,1
TRAINER_YOUNGSTER_SAMUEL,SANDSHREW,10,,,0,3,4,2
TRAINER_YOUNGSTER_SAMUEL,SPEAROW,8,,,0,3,4,3
TRAINER_YOUNGSTER_SAMUEL,SPEAROW,8,,,0,3,4,4
TRAINER_YOUNGSTER_IAN,MANKEY,10,,,0,3,4,1
TRAINER_YOUNGSTER_IAN,DIGLETT,12,,,0,3,4,2
TRAINER_YOUNGSTER_JOEY2,RATTATA,15,,,0,3,4,1
TRAINER_YOUNGSTER_JOEY3,RATICATE,21,"TAIL_WHIP,QUICK_ATTACK,HYPER_FANG,SCARY_FACE",,0,3,4,1
TRAINER_YOUNGSTER_WARREN,FEAROW,35,,,0,3,4,1
TRAINER_YOUNGSTER_JIMMY,RATICATE,33,,,0,3,4,1
TRAINER_YOUNGSTER_JIMMY,ARBOK,33,,,0,3,4,2
TRAINER_YOUNGSTER_OWEN,GROWLITHE,35,,,0,3,4,1
TRAINER_YOUNGSTER_JASON,SANDSLASH,33,,,0,3,4,1
TRAINER_YOUNGSTER_JASON,CROBAT,33,,,0,3,4,2
TRAINER_SCHOOLBOY_JACK1,ODDISH,12,,,0,3,4,1
TRAINER_SCHOOLBOY_JACK1,VOLTORB,15,,,0,3,4,2
TRAINER_SCHOOLBOY_KIPP,VOLTORB,27,,,0,3,4,1
TRAINER_SCHOOLBOY_KIPP,MAGNEMITE,27,,,0,3,4,2
TRAINER_SCHOOLBOY_KIPP,VOLTORB,31,,,0,3,4,3
TRAINER_SCHOOLBOY_KIPP,MAGNETON,31,,,0,3,4,4
TRAINER_SCHOOLBOY_ALAN1,TANGELA,16,,,0,3,4,1
TRAINER_SCHOOLBOY_JOHNNY,BELLSPROUT,29,,,0,3,4,1
TRAINER_SCHOOLBOY_JOHNNY,WEEPINBELL,31,,,0,3,4,2
TRAINER_SCHOOLBOY_JOHNNY,VICTREEBEL,33,,,0,3,4,3
TRAINER_SCHOOLBOY_DANNY,JYNX,31,,,0,3,4,1
TRAINER_SCHOOLBOY_DANNY,ELECTABUZZ,31,,,0,3,4,2
TRAINER_SCHOOLBOY_DANNY,MAGMAR,31,,,0,3,4,3
TRAINER_SCHOOLBOY_TOMMY,XATU,32,,,0,3,4,1
TRAINER_SCHOOLBOY_TOMMY,ALAKAZAM,34,,,0,3,4,2
TRAINER_SCHOOLBOY_DUDLEY,ODDISH,35,,,0,3,4,1
TRAINER_SCHOOLBOY_JOE,TANGELA,33,,,0,3,4,1
TRAINER_SCHOOLBOY_JOE,VAPOREON,33,,,0,3,4,2
TRAINER_SCHOOLBOY_BILLY,PARAS,27,,,0,3,4,1
TRAINER_SCHOOLBOY_BILLY,PARAS,27,,,0,3,4,2
TRAINER_SCHOOLBOY_BILLY,POLIWHIRL,27,,,0,3,4,3
TRAINER_SCHOOLBOY_BILLY,DITTO,35,,,0,3,4,4
TRAINER_SCHOOLBOY_CHAD1,MR__MIME,19,,,0,3,4,1
TRAINER_SCHOOLBOY_NATE,LEDIAN,32,,,0,3,4,1
TRAINER_SCHOOLBOY_NATE,EXEGGUTOR,32,,,0,3,4,2
TRAINER_SCHOOLBOY_RICKY,AIPOM,32,,,0,3,4,1
TRAINER_SCHOOLBOY_RICKY,DITTO,32,,,0,3,4,2
TRAINER_SCHOOLBOY_JACK2,ODDISH,14,,,0,3,4,1
TRAINER_SCHOOLBOY_JACK2,VOLTORB,17,,,0,3,4,2
TRAINER_SCHOOLBOY_JACK3,GLOOM,28,,,0,3,4,1
TRAINER_SCHOOLBOY_JACK3,ELECTRODE,31,,,0,3,4,2
TRAINER_SCHOOLBOY_ALAN2,TANGELA,17,,,0,3,4,1
TRAINER_SCHOOLBOY_ALAN2,YANMA,17,,,0,3,4,2
TRAINER_SCHOOLBOY_ALAN3,NATU,20,,,0,3,4,1
TRAINER_SCHOOLBOY_ALAN3,TANGELA,22,,,0,3,4,2
TRAINER_SCHOOLBOY_ALAN3,QUAGSIRE,20,,,0,3,4,3
TRAINER_SCHOOLBOY_ALAN3,YANMA,25,,,0,3,4,4
TRAINER_SCHOOLBOY_CHAD2,MR__MIME,19,,,0,3,4,1
TRAINER_SCHOOLBOY_CHAD2,MAGNEMITE,19,,,0,3,4,2
TRAINER_SCHOOLBOY_CHAD3,MR__MIME,27,,,0,3,4,1
TRAINER_SCHOOLBOY_CHAD3,MAGNETON,31,,,0,3,4,2
TRAINER_BIRD_KEEPER_ROD,PIDGEY,7,,,0,3,4,1
TRAINER_BIRD_KEEPER_ROD,PIDGEY,7,,,0,3,4,2
TRAINER_BIRD_KEEPER_ABE,SPEAROW,9,,,0,3,4,1
TRAINER_BIRD_KEEPER_BRYAN,PIDGEY,12,,,0,3,4,1
TRAINER_BIRD_KEEPER_BRYAN,PIDGEOTTO,14,,,0,3,4,2
TRAINER_BIRD_KEEPER_THEO,PIDGEY,17,,,0,3,4,1
TRAINER_BIRD_KEEPER_THEO,PIDGEY,15,,,0,3,4,2
TRAINER_BIRD_KEEPER_THEO,PIDGEY,19,,,0,3,4,3
TRAINER_BIRD_KEEPER_THEO,PIDGEY,15,,,0,3,4,4
TRAINER_BIRD_KEEPER_THEO,PIDGEY,15,,,0,3,4,5
TRAINER_BIRD_KEEPER_TOBY,DODUO,15,,,0,3,4,1
TRAINER_BIRD_KEEPER_TOBY,DODUO,16,,,0,3,4,2
TRAINER_BIRD_KEEPER_TOBY,DODUO,17,,,0,3,4,3
TRAINER_BIRD_KEEPER_DENIS,SPEAROW,18,,,0,3,4,1
TRAINER_BIRD_KEEPER_DENIS,FEAROW,20,,,0,3,4,2
TRAINER_BIRD_KEEPER_DENIS,SPEAROW,18,,,0,3,4,3
TRAINER_BIRD_KEEPER_VANCE1,PIDGEOTTO,25,,,0,3,4,1
TRAINER_BIRD_KEEPER_VANCE1,PIDGEOTTO,25,,,0,3,4,2
TRAINER_BIRD_KEEPER_HANK,PIDGEY,12,,,0,3,4,1
TRAINER_BIRD_KEEPER_HANK,PIDGEOT,34,,,0,3,4,2
TRAINER_BIRD_KEEPER_ROY,FEAROW,29,,,0,3,4,1
TRAINER_BIRD_KEEPER_ROY,FEAROW,35,,,0,3,4,2
TRAINER_BIRD_KEEPER_BORIS,DODUO,30,,,0,3,4,1
TRAINER_BIRD_KEEPER_BORIS,DODUO,28,,,0,3,4,2
TRAINER_BIRD_KEEPER_BORIS,DODRIO,32,,,0,3,4,3
TRAINER_BIRD_KEEPER_BOB,NOCTOWL,34,,,0,3,4,1
TRAINER_BIRD_KEEPER_JOSE1,FARFETCH_D,37,,,0,3,4,1
TRAINER_BIRD_KEEPER_PETER,PIDGEY,6,,,0,3,4,1
TRAINER_BIRD_KEEPER_PETER,PIDGEY,6,,,0,3,4,2
TRAINER_BIRD_KEEPER_PETER,SPEAROW,8,,,0,3,4,3
TRAINER_BIRD_KEEPER_JOSE2,FARFETCH_D,35,,,0,3,4,1
TRAINER_BIRD_KEEPER_PERRY,FARFETCH_D,34,,,0,3,4,1
TRAINER_BIRD_KEEPER_BRET,PIDGEOTTO,32,,,0,3,4,1
TRAINER_BIRD_KEEPER_BRET,FEAROW,32,,,0,3,4,2
TRAINER_BIRD_KEEPER_JOSE3,FARFETCH_D,41,,,0,3,4,1
TRAINER_BIRD_KEEPER_VANCE2,PIDGEOTTO,31,,,0,3,4,1
TRAINER_BIRD_KEEPER_VANCE2,PIDGEOTTO,33,,,0,3,4,2
TRAINER_BIRD_KEEPER_VANCE3,PIDGEOTTO,35,,,0,3,4,1
TRAINER_BIRD_KEEPER_VANCE3,PIDGEOT,37,,,0,3,4,2
TRAINER_LASS_CARRIE,SNUBBULL,18,"SCARY_FACE,CHARM,BITE,LICK",,0,3,4,1
