encounter_name,trainer_name,trainer_class,canonical_location_id,canonical_location_name,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id,crystal_class,crystal_id,map,source,map_line,x,y,location_method
TRAINER_SCHOOLBOY_CHAD3,CHAD,TRAINER_CLASS_SCHOOLBOY,78,Route 38,True,True,,TRAINER_PIC_SCHOOLBOY,,goldsilver_map=Route38; source=loadtrainer; script_label=TrainerSchoolboyChad1; map_line=168; rematch variant; base fight should drive current app display,3,4,,SCHOOLBOY,CHAD3,Route38,loadtrainer,168,,,route
TRAINER_BIRD_KEEPER_JOSE2,JOSE,TRAINER_CLASS_BIRD_KEEPER,96,Route 27,True,,,TRAINER_PIC_BIRD_KEEPER,,"goldsilver_map=Route27; source=trainer; script_label=TrainerBirdKeeperJose2; map_line=61; object_xy=58,13; rematch variant; base fight should drive current app display",3,4,,BIRD_KEEPER,JOSE2,Route27,trainer,61,58,13,route
TRAINER_BIRD_KEEPER_JOSE3,JOSE,TRAINER_CLASS_BIRD_KEEPER,96,Route 27,True,True,,TRAINER_PIC_BIRD_KEEPER,,goldsilver_map=Route27; source=loadtrainer; script_label=TrainerBirdKeeperJose2; map_line=109; rematch variant; base fight should drive current app display,3,4,,BIRD_KEEPER,JOSE3,Route27,loadtrainer,109,,,route
TRAINER_BIRD_KEEPER_VANCE2,VANCE,TRAINER_CLASS_BIRD_KEEPER,90,Route 44,True,True,,TRAINER_PIC_BIRD_KEEPER,,goldsilver_map=Route44; source=loadtrainer; script_label=TrainerBirdKeeperVance1; map_line=60; rematch variant; base fight should drive current app display,3,4,,BIRD_KEEPER,VANCE2,Route44,loadtrainer,60,,,route
TRAINER_BIRD_KEEPER_VANCE3,VANCE,TRAINER_CLASS_BIRD_KEEPER,90,Route 44,True,True,,TRAINER_PIC_BIRD_KEEPER,,goldsilver_map=Route44; source=loadtrainer; script_label=TrainerBirdKeeperVance1; map_line=67; rematch variant; base fight should drive current app display,3,4,,BIRD_KEEPER,VANCE3,Route44,loadtrainer,67,,,route
TRAINER_LASS_MICHELLE,MICHELLE,TRAINER_CLASS_LASS,,,,,,TRAINER_PIC_LASS,,"goldsilver_map=CeladonGym; source=trainer; script_label=TrainerLassMichelle; map_line=51; object_xy=7,8; canonical candidate 26 Celadon City is not in Crystal event_locations",3,4,,LASS,MICHELLE,CeladonGym,trainer,51,7,8,canon_not_in_event
TRAINER_LASS_CONNIE2,CONNIE,TRAINER_CLASS_LASS,,,True,,,TRAINER_PIC_LASS,,party exists in decomp but no map trainer/loadtrainer reference was found; rematch variant; base fight should drive current app display,3,4,,LASS,CONNIE2,,,,,,unreferenced
TRAINER_LASS_CONNIE3,CONNIE,TRAINER_CLASS_LASS,,,True,,,TRAINER_PIC_LASS,,party exists in decomp but no map trainer/loadtrainer reference was found; rematch variant; base fight should drive current app display,3,4,,LASS,CONNIE3,,,,,,unreferenced
TRAINER_LASS_DANA2,DANA,TRAINER_CLASS_LASS,78,Route 38,True,True,,TRAINER_PIC_LASS,,goldsilver_map=Route38; source=loadtrainer; script_label=TrainerLassDana1; map_line=78; rematch variant; base fight should drive current app display,3,4,,LASS,DANA2,Route38,loadtrainer,78,,,route
TRAINER_LASS_DANA3,DANA,TRAINER_CLASS_LASS,78,Route 38,True,True,,TRAINER_PIC_LASS,,goldsilver_map=Route38; source=loadtrainer; script_label=TrainerLassDana1; map_line=85; rematch variant; base fight should drive current app display,3,4,,LASS,DANA3,Route38,loadtrainer,85,,,route
TRAINER_COOLTRAINERM_GAVEN2,GAVEN,TRAINER_CLASS_COOLTRAINERM,98,Route 26,True,True,,TRAINER_PIC_COOLTRAINERM,,goldsilver_map=Route26; source=loadtrainer; script_label=TrainerCooltrainermGaven3; map_line=76; rematch variant; base fight should drive current app display,3,4,,COOLTRAINERM,GAVEN2,Route26,loadtrainer,76,,,route
TRAINER_COOLTRAINERM_GAVEN3,GAVEN,TRAINER_CLASS_COOLTRAINERM,98,Route 26,True,,,TRAINER_PIC_COOLTRAINERM,,"goldsilver_map=Route26; source=trainer; script_label=TrainerCooltrainermGaven3; map_line=28; object_xy=9,38; rematch variant; base fight should drive current app display",3,4,,COOLTRAINERM,GAVEN3,Route26,trainer,28,9,38,route
TRAINER_COOLTRAINERM_ERICK,ERICK,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,COOLTRAINERM,ERICK,,,,,,unreferenced
TRAINER_COOLTRAINERM_ANDY,ANDY,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,COOLTRAINERM,ANDY,,,,,,unreferenced
TRAINER_COOLTRAINERM_TYLER,TYLER,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,COOLTRAINERM,TYLER,,,,,,unreferenced
TRAINER_COOLTRAINERM_STEVE,STEVE,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,COOLTRAINERM,STEVE,,,,,,unreferenced
TRAINER_COOLTRAINERF_BETH2,BETH,TRAINER_CLASS_COOLTRAINERF,98,Route 26,True,True,,TRAINER_PIC_COOLTRAINERF,,goldsilver_map=Route26; source=loadtrainer; script_label=TrainerCooltrainerfBeth1; map_line=163; rematch variant; base fight should drive current app display,3,4,,COOLTRAINERF,BETH2,Route26,loadtrainer,163,,,route
TRAINER_COOLTRAINERF_BETH3,BETH,TRAINER_CLASS_COOLTRAINERF,98,Route 26,True,True,,TRAINER_PIC_COOLTRAINERF,,goldsilver_map=Route26; source=loadtrainer; script_label=TrainerCooltrainerfBeth1; map_line=170; rematch variant; base fight should drive current app display,3,4,,COOLTRAINERF,BETH3,Route26,loadtrainer,170,,,route
TRAINER_COOLTRAINERF_REENA2,REENA,TRAINER_CLASS_COOLTRAINERF,96,Route 27,True,True,,TRAINER_PIC_COOLTRAINERF,,goldsilver_map=Route27; source=loadtrainer; script_label=TrainerCooltrainerfReena; map_line=207; rematch variant; base fight should drive current app display,3,4,,COOLTRAINERF,REENA2,Route27,loadtrainer,207,,,route
TRAINER_COOLTRAINERF_REENA3,REENA,TRAINER_CLASS_COOLTRAINERF,96,Route 27,True,True,,TRAINER_PIC_COOLTRAINERF,,goldsilver_map=Route27; source=loadtrainer; script_label=TrainerCooltrainerfReena; map_line=214; rematch variant; base fight should drive current app display,3,4,,COOLTRAINERF,REENA3,Route27,loadtrainer,214,,,route
TRAINER_BEAUTY_JULIE,JULIE,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,JULIE,,,,,,unreferenced
TRAINER_BEAUTY_JACLYN,JACLYN,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,JACLYN,,,,,,unreferenced
TRAINER_BEAUTY_BRENDA,BRENDA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,BRENDA,,,,,,unreferenced
TRAINER_BEAUTY_CAROLINE,CAROLINE,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,CAROLINE,,,,,,unreferenced
TRAINER_BEAUTY_CARLENE,CARLENE,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,CARLENE,,,,,,unreferenced
TRAINER_BEAUTY_JESSICA,JESSICA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,JESSICA,,,,,,unreferenced
TRAINER_BEAUTY_RACHAEL,RACHAEL,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,RACHAEL,,,,,,unreferenced
TRAINER_BEAUTY_ANGELICA,ANGELICA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,ANGELICA,,,,,,unreferenced
TRAINER_BEAUTY_KENDRA,KENDRA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,KENDRA,,,,,,unreferenced
TRAINER_BEAUTY_VERONICA,VERONICA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,VERONICA,,,,,,unreferenced
TRAINER_BEAUTY_JULIA,JULIA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,"goldsilver_map=CeladonGym; source=trainer; script_label=TrainerBeautyJulia; map_line=73; object_xy=3,5; canonical candidate 26 Celadon City is not in Crystal event_locations",3,4,,BEAUTY,JULIA,CeladonGym,trainer,73,3,5,canon_not_in_event
TRAINER_BEAUTY_THERESA,THERESA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BEAUTY,THERESA,,,,,,unreferenced
TRAINER_POKEMANIAC_BRENT2,BRENT,TRAINER_CLASS_POKEMANIAC,87,Route 43,True,True,,TRAINER_PIC_POKEMANIAC,,goldsilver_map=Route43; source=loadtrainer; script_label=TrainerPokemaniacBrent; map_line=91; rematch variant; base fight should drive current app display,3,4,,POKEMANIAC,BRENT2,Route43,loadtrainer,91,,,route
TRAINER_POKEMANIAC_BRENT3,BRENT,TRAINER_CLASS_POKEMANIAC,87,Route 43,True,True,,TRAINER_PIC_POKEMANIAC,,goldsilver_map=Route43; source=loadtrainer; script_label=TrainerPokemaniacBrent; map_line=98; rematch variant; base fight should drive current app display,3,4,,POKEMANIAC,BRENT3,Route43,loadtrainer,98,,,route
TRAINER_GRUNTM_GRUNTM_12,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GRUNTM,GRUNTM_12,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_22,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GRUNTM,GRUNTM_22,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_23,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GRUNTM,GRUNTM_23,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_26,GRUNT,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GRUNTM,GRUNTM_26,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_27,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GRUNTM,GRUNTM_27,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_30,GRUNT,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GRUNTM,GRUNTM_30,,,,,,unreferenced
TRAINER_GENTLEMAN_VIRGIL,VIRGIL,TRAINER_CLASS_GENTLEMAN,,,,,,TRAINER_PIC_GENTLEMAN,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,GENTLEMAN,VIRGIL,,,,,,unreferenced
TRAINER_SKIER_ROXANNE,ROXANNE,TRAINER_CLASS_SKIER,,,,,,TRAINER_PIC_SKIER,,"goldsilver_map=MahoganyGym; source=trainer; script_label=TrainerSkierRoxanne; map_line=72; object_xy=4,6; no canonical event_location match in current Crystal script",3,4,,SKIER,ROXANNE,MahoganyGym,trainer,72,4,6,manual_missing
TRAINER_SKIER_CLARISSA,CLARISSA,TRAINER_CLASS_SKIER,,,,,,TRAINER_PIC_SKIER,,"goldsilver_map=MahoganyGym; source=trainer; script_label=TrainerSkierClarissa; map_line=83; object_xy=9,17; no canonical event_location match in current Crystal script",3,4,,SKIER,CLARISSA,MahoganyGym,trainer,83,9,17,manual_missing
TRAINER_SABRINA_SABRINA1,SABRINA,TRAINER_CLASS_SABRINA,,,,True,,TRAINER_PIC_SABRINA,,goldsilver_map=SaffronGym; source=loadtrainer; script_label=SaffronGymSabrinaScript; map_line=23; canonical candidate 27 Saffron City is not in Crystal event_locations,3,4,,SABRINA,SABRINA1,SaffronGym,loadtrainer,23,,,canon_not_in_event
TRAINER_BUG_CATCHER_WADE2,WADE,TRAINER_CLASS_BUG_CATCHER,58,Route 31,True,True,,TRAINER_PIC_BUG_CATCHER,,goldsilver_map=Route31; source=loadtrainer; script_label=TrainerBugCatcherWade1; map_line=67; rematch variant; base fight should drive current app display,3,4,,BUG_CATCHER,WADE2,Route31,loadtrainer,67,,,route
TRAINER_BUG_CATCHER_WADE3,WADE,TRAINER_CLASS_BUG_CATCHER,58,Route 31,True,True,,TRAINER_PIC_BUG_CATCHER,,goldsilver_map=Route31; source=loadtrainer; script_label=TrainerBugCatcherWade1; map_line=74; rematch variant; base fight should drive current app display,3,4,,BUG_CATCHER,WADE3,Route31,loadtrainer,74,,,route
TRAINER_BUG_CATCHER_ARNIE2,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,Route 35,True,True,,TRAINER_PIC_BUG_CATCHER,,goldsilver_map=Route35; source=loadtrainer; script_label=TrainerBugCatcherArnie; map_line=199; rematch variant; base fight should drive current app display,3,4,,BUG_CATCHER,ARNIE2,Route35,loadtrainer,199,,,route
TRAINER_BUG_CATCHER_ARNIE3,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,Route 35,True,True,,TRAINER_PIC_BUG_CATCHER,,goldsilver_map=Route35; source=loadtrainer; script_label=TrainerBugCatcherArnie; map_line=206; rematch variant; base fight should drive current app display,3,4,,BUG_CATCHER,ARNIE3,Route35,loadtrainer,206,,,route
TRAINER_FISHER_RALPH2,RALPH,TRAINER_CLASS_FISHER,62,Route 32,True,True,,TRAINER_PIC_FISHER,,goldsilver_map=Route32; source=loadtrainer; script_label=TrainerFisherRalph1; map_line=208; rematch variant; base fight should drive current app display,3,4,,FISHER,RALPH2,Route32,loadtrainer,208,,,route
TRAINER_FISHER_RALPH3,RALPH,TRAINER_CLASS_FISHER,62,Route 32,True,True,,TRAINER_PIC_FISHER,,goldsilver_map=Route32; source=loadtrainer; script_label=TrainerFisherRalph1; map_line=215; rematch variant; base fight should drive current app display,3,4,,FISHER,RALPH3,Route32,loadtrainer,215,,,route
TRAINER_FISHER_CHRIS2,CHRIS,TRAINER_CLASS_FISHER,85,Route 42,True,True,,TRAINER_PIC_FISHER,,goldsilver_map=Route42; source=loadtrainer; script_label=TrainerFisherChris; map_line=58; rematch variant; base fight should drive current app display,3,4,,FISHER,CHRIS2,Route42,loadtrainer,58,,,route
TRAINER_FISHER_CHRIS3,CHRIS,TRAINER_CLASS_FISHER,85,Route 42,True,True,,TRAINER_PIC_FISHER,,goldsilver_map=Route42; source=loadtrainer; script_label=TrainerFisherChris; map_line=65; rematch variant; base fight should drive current app display,3,4,,FISHER,CHRIS3,Route42,loadtrainer,65,,,route
TRAINER_FISHER_WILTON2,WILTON,TRAINER_CLASS_FISHER,90,Route 44,True,True,,TRAINER_PIC_FISHER,,goldsilver_map=Route44; source=loadtrainer; script_label=TrainerFisherWilton1; map_line=154; rematch variant; base fight should drive current app display,3,4,,FISHER,WILTON2,Route44,loadtrainer,154,,,route
TRAINER_FISHER_WILTON3,WILTON,TRAINER_CLASS_FISHER,90,Route 44,True,True,,TRAINER_PIC_FISHER,,goldsilver_map=Route44; source=loadtrainer; script_label=TrainerFisherWilton1; map_line=161; rematch variant; base fight should drive current app display,3,4,,FISHER,WILTON3,Route44,loadtrainer,161,,,route
TRAINER_SWIMMERM_HAL,HAL,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,HAL,,,,,,unreferenced
TRAINER_SWIMMERM_PATON,PATON,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,PATON,,,,,,unreferenced
TRAINER_SWIMMERM_DARYL,DARYL,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,DARYL,,,,,,unreferenced
TRAINER_SWIMMERM_WALTER,WALTER,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,WALTER,,,,,,unreferenced
TRAINER_SWIMMERM_TONY,TONY,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,TONY,,,,,,unreferenced
TRAINER_SWIMMERM_RICK,RICK,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,RICK,,,,,,unreferenced
TRAINER_SWIMMERM_JAMES,JAMES,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,JAMES,,,,,,unreferenced
TRAINER_SWIMMERM_LEWIS,LEWIS,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERM,LEWIS,,,,,,unreferenced
TRAINER_SWIMMERF_LISA,LISA,TRAINER_CLASS_SWIMMERF,,,,,,TRAINER_PIC_SWIMMERF,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERF,LISA,,,,,,unreferenced
TRAINER_SWIMMERF_JILL,JILL,TRAINER_CLASS_SWIMMERF,,,,,,TRAINER_PIC_SWIMMERF,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERF,JILL,,,,,,unreferenced
TRAINER_SWIMMERF_MARY,MARY,TRAINER_CLASS_SWIMMERF,,,,,,TRAINER_PIC_SWIMMERF,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERF,MARY,,,,,,unreferenced
TRAINER_SWIMMERF_KATIE,KATIE,TRAINER_CLASS_SWIMMERF,,,,,,TRAINER_PIC_SWIMMERF,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERF,KATIE,,,,,,unreferenced
TRAINER_SWIMMERF_TARA,TARA,TRAINER_CLASS_SWIMMERF,,,,,,TRAINER_PIC_SWIMMERF,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERF,TARA,,,,,,unreferenced
TRAINER_SWIMMERF_JODY,JODY,TRAINER_CLASS_SWIMMERF,,,,,,TRAINER_PIC_SWIMMERF,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SWIMMERF,JODY,,,,,,unreferenced
TRAINER_SAILOR_HUEY2,HUEY,TRAINER_CLASS_SAILOR,80,Olivine City,True,True,,TRAINER_PIC_SAILOR,,goldsilver_map=OlivineLighthouse2F; source=loadtrainer; script_label=TrainerSailorHuey; map_line=63; rematch variant; base fight should drive current app display,3,4,,SAILOR,HUEY2,OlivineLighthouse2F,loadtrainer,63,,,manual
TRAINER_SAILOR_HUEY3,HUEY,TRAINER_CLASS_SAILOR,80,Olivine City,True,True,,TRAINER_PIC_SAILOR,,goldsilver_map=OlivineLighthouse2F; source=loadtrainer; script_label=TrainerSailorHuey; map_line=70; rematch variant; base fight should drive current app display,3,4,,SAILOR,HUEY3,OlivineLighthouse2F,loadtrainer,70,,,manual
TRAINER_SUPER_NERD_GREGG,GREGG,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SUPER_NERD,GREGG,,,,,,unreferenced
TRAINER_SUPER_NERD_JAY,JAY,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SUPER_NERD,JAY,,,,,,unreferenced
TRAINER_SUPER_NERD_DAVE,DAVE,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SUPER_NERD,DAVE,,,,,,unreferenced
TRAINER_SUPER_NERD_RUSS,RUSS,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SUPER_NERD,RUSS,,,,,,unreferenced
TRAINER_SUPER_NERD_NORTON,NORTON,TRAINER_CLASS_SUPER_NERD,,,,,,TRAINER_PIC_SUPER_NERD,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,SUPER_NERD,NORTON,,,,,,unreferenced
TRAINER_HIKER_ANTHONY2,ANTHONY,TRAINER_CLASS_HIKER,65,Route 33,True,,,TRAINER_PIC_HIKER,,"goldsilver_map=Route33; source=trainer; script_label=TrainerHikerAnthony; map_line=11; object_xy=6,13; rematch variant; base fight should drive current app display",3,4,,HIKER,ANTHONY2,Route33,trainer,11,6,13,route
TRAINER_HIKER_ANTHONY3,ANTHONY,TRAINER_CLASS_HIKER,65,Route 33,True,True,,TRAINER_PIC_HIKER,,goldsilver_map=Route33; source=loadtrainer; script_label=TrainerHikerAnthony; map_line=59; rematch variant; base fight should drive current app display,3,4,,HIKER,ANTHONY3,Route33,loadtrainer,59,,,route
TRAINER_HIKER_PARRY2,PARRY,TRAINER_CLASS_HIKER,94,Route 45,True,True,,TRAINER_PIC_HIKER,,goldsilver_map=Route45; source=loadtrainer; script_label=TrainerHikerParry; map_line=174; rematch variant; base fight should drive current app display,3,4,,HIKER,PARRY2,Route45,loadtrainer,174,,,route
TRAINER_HIKER_PARRY3,PARRY,TRAINER_CLASS_HIKER,94,Route 45,True,,,TRAINER_PIC_HIKER,,"goldsilver_map=Route45; source=trainer; script_label=TrainerHikerParry; map_line=126; object_xy=5,28; rematch variant; base fight should drive current app display",3,4,,HIKER,PARRY3,Route45,trainer,126,5,28,route
TRAINER_BIKER_KAZU1,KAZU,TRAINER_CLASS_BIKER,,,,,,TRAINER_PIC_BIKER,,party exists in decomp but no map trainer/loadtrainer reference was found,3,4,,BIKER,KAZU1,,,,,,unreferenced
TRAINER_BIKER_KAZU2,KAZU,TRAINER_CLASS_BIKER,,,True,,,TRAINER_PIC_BIKER,,party exists in decomp but no map trainer/loadtrainer reference was found; rematch variant; base fight should drive current app display,3,4,,BIKER,KAZU2,,,,,,unreferenced
TRAINER_BLAINE_BLAINE1,BLAINE,TRAINER_CLASS_BLAINE,,,,True,,TRAINER_PIC_BLAINE,,goldsilver_map=SeafoamGym; source=loadtrainer; script_label=SeafoamGymBlaineScript; map_line=23; canonical candidate 40 Seafoam Islands is not in Crystal event_locations,3,4,,BLAINE,BLAINE1,SeafoamGym,loadtrainer,23,,,canon_not_in_event
