encounter_name,trainer_name,trainer_class,canonical_location_id,canonical_location_name,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id,crystal_class,crystal_id,map,source,map_line,x,y,location_method
TRAINER_BIRD_KEEPER_JOSE2,JOSE,TRAINER_CLASS_BIRD_KEEPER,96,Route 27,True,,,TRAINER_PIC_BIRD_KEEPER,,"crystal_map=Route27; source=trainer; script_label=TrainerBirdKeeperJose2; map_line=61; object_xy=58,13; rematch variant; base fight should drive current app display",4,4,,BIRD_KEEPER,JOSE2,Route27,trainer,61,58,13,route
TRAINER_BIRD_KEEPER_JOSE3,JOSE,TRAINER_CLASS_BIRD_KEEPER,96,Route 27,True,True,,TRAINER_PIC_BIRD_KEEPER,,crystal_map=Route27; source=loadtrainer; script_label=TrainerBirdKeeperJose2; map_line=121; rematch variant; base fight should drive current app display,4,4,,BIRD_KEEPER,JOSE3,Route27,loadtrainer,121,,,route
TRAINER_BIRD_KEEPER_VANCE2,VANCE,TRAINER_CLASS_BIRD_KEEPER,90,Route 44,True,True,,TRAINER_PIC_BIRD_KEEPER,,crystal_map=Route44; source=loadtrainer; script_label=TrainerBirdKeeperVance1; map_line=70; rematch variant; base fight should drive current app display,4,4,,BIRD_KEEPER,VANCE2,Route44,loadtrainer,70,,,route
TRAINER_BIRD_KEEPER_VANCE3,VANCE,TRAINER_CLASS_BIRD_KEEPER,90,Route 44,True,True,,TRAINER_PIC_BIRD_KEEPER,,crystal_map=Route44; source=loadtrainer; script_label=TrainerBirdKeeperVance1; map_line=78; rematch variant; base fight should drive current app display,4,4,,BIRD_KEEPER,VANCE3,Route44,loadtrainer,78,,,route
TRAINER_LASS_MICHELLE,MICHELLE,TRAINER_CLASS_LASS,,,,,,TRAINER_PIC_LASS,,"crystal_map=CeladonGym; source=trainer; script_label=TrainerLassMichelle; map_line=51; object_xy=7,8; canonical candidate 26 Celadon City is not in Crystal event_locations",4,4,,LASS,MICHELLE,CeladonGym,trainer,51,7,8,canon_not_in_event
TRAINER_LASS_CONNIE2,CONNIE,TRAINER_CLASS_LASS,,,True,,,TRAINER_PIC_LASS,,party exists in decomp but no map trainer/loadtrainer reference was found; rematch variant; base fight should drive current app display,4,4,,LASS,CONNIE2,,,,,,unreferenced
TRAINER_LASS_CONNIE3,CONNIE,TRAINER_CLASS_LASS,,,True,,,TRAINER_PIC_LASS,,party exists in decomp but no map trainer/loadtrainer reference was found; rematch variant; base fight should drive current app display,4,4,,LASS,CONNIE3,,,,,,unreferenced
TRAINER_LASS_DANA2,DANA,TRAINER_CLASS_LASS,78,Route 38,True,True,,TRAINER_PIC_LASS,,crystal_map=Route38; source=loadtrainer; script_label=TrainerLassDana1; map_line=98; rematch variant; base fight should drive current app display,4,4,,LASS,DANA2,Route38,loadtrainer,98,,,route
TRAINER_LASS_DANA3,DANA,TRAINER_CLASS_LASS,78,Route 38,True,True,,TRAINER_PIC_LASS,,crystal_map=Route38; source=loadtrainer; script_label=TrainerLassDana1; map_line=106; rematch variant; base fight should drive current app display,4,4,,LASS,DANA3,Route38,loadtrainer,106,,,route
TRAINER_LASS_DANA4,DANA,TRAINER_CLASS_LASS,78,Route 38,True,True,,TRAINER_PIC_LASS,,crystal_map=Route38; source=loadtrainer; script_label=TrainerLassDana1; map_line=114; rematch variant; base fight should drive current app display,4,4,,LASS,DANA4,Route38,loadtrainer,114,,,route
TRAINER_LASS_DANA5,DANA,TRAINER_CLASS_LASS,78,Route 38,True,True,,TRAINER_PIC_LASS,,crystal_map=Route38; source=loadtrainer; script_label=TrainerLassDana1; map_line=122; rematch variant; base fight should drive current app display,4,4,,LASS,DANA5,Route38,loadtrainer,122,,,route
TRAINER_COOLTRAINERM_GAVEN2,GAVEN,TRAINER_CLASS_COOLTRAINERM,98,Route 26,True,True,,TRAINER_PIC_COOLTRAINERM,,crystal_map=Route26; source=loadtrainer; script_label=TrainerCooltrainermGaven3; map_line=86; rematch variant; base fight should drive current app display,4,4,,COOLTRAINERM,GAVEN2,Route26,loadtrainer,86,,,route
TRAINER_COOLTRAINERM_GAVEN3,GAVEN,TRAINER_CLASS_COOLTRAINERM,98,Route 26,True,,,TRAINER_PIC_COOLTRAINERM,,"crystal_map=Route26; source=trainer; script_label=TrainerCooltrainermGaven3; map_line=28; object_xy=9,38; rematch variant; base fight should drive current app display",4,4,,COOLTRAINERM,GAVEN3,Route26,trainer,28,9,38,route
TRAINER_COOLTRAINERM_ERICK,ERICK,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,COOLTRAINERM,ERICK,,,,,,unreferenced
TRAINER_COOLTRAINERM_ANDY,ANDY,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,COOLTRAINERM,ANDY,,,,,,unreferenced
TRAINER_COOLTRAINERM_TYLER,TYLER,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,COOLTRAINERM,TYLER,,,,,,unreferenced
TRAINER_COOLTRAINERM_STEVE,STEVE,TRAINER_CLASS_COOLTRAINERM,,,,,,TRAINER_PIC_COOLTRAINERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,COOLTRAINERM,STEVE,,,,,,unreferenced
TRAINER_COOLTRAINERF_BETH2,BETH,TRAINER_CLASS_COOLTRAINERF,98,Route 26,True,True,,TRAINER_PIC_COOLTRAINERF,,crystal_map=Route26; source=loadtrainer; script_label=TrainerCooltrainerfBeth1; map_line=182; rematch variant; base fight should drive current app display,4,4,,COOLTRAINERF,BETH2,Route26,loadtrainer,182,,,route
TRAINER_COOLTRAINERF_BETH3,BETH,TRAINER_CLASS_COOLTRAINERF,98,Route 26,True,True,,TRAINER_PIC_COOLTRAINERF,,crystal_map=Route26; source=loadtrainer; script_label=TrainerCooltrainerfBeth1; map_line=190; rematch variant; base fight should drive current app display,4,4,,COOLTRAINERF,BETH3,Route26,loadtrainer,190,,,route
TRAINER_COOLTRAINERF_REENA2,REENA,TRAINER_CLASS_COOLTRAINERF,96,Route 27,True,True,,TRAINER_PIC_COOLTRAINERF,,crystal_map=Route27; source=loadtrainer; script_label=TrainerCooltrainerfReena; map_line=246; rematch variant; base fight should drive current app display,4,4,,COOLTRAINERF,REENA2,Route27,loadtrainer,246,,,route
TRAINER_COOLTRAINERF_REENA3,REENA,TRAINER_CLASS_COOLTRAINERF,96,Route 27,True,True,,TRAINER_PIC_COOLTRAINERF,,crystal_map=Route27; source=loadtrainer; script_label=TrainerCooltrainerfReena; map_line=254; rematch variant; base fight should drive current app display,4,4,,COOLTRAINERF,REENA3,Route27,loadtrainer,254,,,route
TRAINER_BEAUTY_JULIE,JULIE,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,JULIE,,,,,,unreferenced
TRAINER_BEAUTY_JACLYN,JACLYN,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,JACLYN,,,,,,unreferenced
TRAINER_BEAUTY_BRENDA,BRENDA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,BRENDA,,,,,,unreferenced
TRAINER_BEAUTY_CAROLINE,CAROLINE,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,CAROLINE,,,,,,unreferenced
TRAINER_BEAUTY_CARLENE,CARLENE,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,CARLENE,,,,,,unreferenced
TRAINER_BEAUTY_JESSICA,JESSICA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,JESSICA,,,,,,unreferenced
TRAINER_BEAUTY_RACHAEL,RACHAEL,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,RACHAEL,,,,,,unreferenced
TRAINER_BEAUTY_ANGELICA,ANGELICA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,ANGELICA,,,,,,unreferenced
TRAINER_BEAUTY_KENDRA,KENDRA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,KENDRA,,,,,,unreferenced
TRAINER_BEAUTY_VERONICA,VERONICA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,VERONICA,,,,,,unreferenced
TRAINER_BEAUTY_JULIA,JULIA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,"crystal_map=CeladonGym; source=trainer; script_label=TrainerBeautyJulia; map_line=73; object_xy=3,5; canonical candidate 26 Celadon City is not in Crystal event_locations",4,4,,BEAUTY,JULIA,CeladonGym,trainer,73,3,5,canon_not_in_event
TRAINER_BEAUTY_THERESA,THERESA,TRAINER_CLASS_BEAUTY,,,,,,TRAINER_PIC_BEAUTY,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,BEAUTY,THERESA,,,,,,unreferenced
TRAINER_POKEMANIAC_BRENT2,BRENT,TRAINER_CLASS_POKEMANIAC,87,Route 43,True,True,,TRAINER_PIC_POKEMANIAC,,crystal_map=Route43; source=loadtrainer; script_label=TrainerPokemaniacBrent; map_line=104; rematch variant; base fight should drive current app display,4,4,,POKEMANIAC,BRENT2,Route43,loadtrainer,104,,,route
TRAINER_POKEMANIAC_BRENT3,BRENT,TRAINER_CLASS_POKEMANIAC,87,Route 43,True,True,,TRAINER_PIC_POKEMANIAC,,crystal_map=Route43; source=loadtrainer; script_label=TrainerPokemaniacBrent; map_line=112; rematch variant; base fight should drive current app display,4,4,,POKEMANIAC,BRENT3,Route43,loadtrainer,112,,,route
TRAINER_POKEMANIAC_BRENT4,BRENT,TRAINER_CLASS_POKEMANIAC,87,Route 43,True,True,,TRAINER_PIC_POKEMANIAC,,crystal_map=Route43; source=loadtrainer; script_label=TrainerPokemaniacBrent; map_line=120; rematch variant; base fight should drive current app display,4,4,,POKEMANIAC,BRENT4,Route43,loadtrainer,120,,,route
TRAINER_GRUNTM_GRUNTM_12,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GRUNTM,GRUNTM_12,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_22,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GRUNTM,GRUNTM_22,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_23,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GRUNTM,GRUNTM_23,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_26,GRUNT,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GRUNTM,GRUNTM_26,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_27,EXECUTIVE,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GRUNTM,GRUNTM_27,,,,,,unreferenced
TRAINER_GRUNTM_GRUNTM_30,GRUNT,TRAINER_CLASS_GRUNTM,,,,,,TRAINER_PIC_GRUNTM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GRUNTM,GRUNTM_30,,,,,,unreferenced
TRAINER_GENTLEMAN_VIRGIL,VIRGIL,TRAINER_CLASS_GENTLEMAN,,,,,,TRAINER_PIC_GENTLEMAN,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,GENTLEMAN,VIRGIL,,,,,,unreferenced
TRAINER_SKIER_ROXANNE,ROXANNE,TRAINER_CLASS_SKIER,,,,,,TRAINER_PIC_SKIER,,"crystal_map=MahoganyGym; source=trainer; script_label=TrainerSkierRoxanne; map_line=72; object_xy=4,6; no canonical event_location match in current Crystal script",4,4,,SKIER,ROXANNE,MahoganyGym,trainer,72,4,6,manual_missing
TRAINER_SKIER_CLARISSA,CLARISSA,TRAINER_CLASS_SKIER,,,,,,TRAINER_PIC_SKIER,,"crystal_map=MahoganyGym; source=trainer; script_label=TrainerSkierClarissa; map_line=83; object_xy=9,17; no canonical event_location match in current Crystal script",4,4,,SKIER,CLARISSA,MahoganyGym,trainer,83,9,17,manual_missing
TRAINER_SABRINA_SABRINA1,SABRINA,TRAINER_CLASS_SABRINA,,,,True,,TRAINER_PIC_SABRINA,,crystal_map=SaffronGym; source=loadtrainer; script_label=SaffronGymSabrinaScript; map_line=23; canonical candidate 27 Saffron City is not in Crystal event_locations,4,4,,SABRINA,SABRINA1,SaffronGym,loadtrainer,23,,,canon_not_in_event
TRAINER_BUG_CATCHER_WADE2,WADE,TRAINER_CLASS_BUG_CATCHER,58,Route 31,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route31; source=loadtrainer; script_label=TrainerBugCatcherWade1; map_line=86; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,WADE2,Route31,loadtrainer,86,,,route
TRAINER_BUG_CATCHER_WADE3,WADE,TRAINER_CLASS_BUG_CATCHER,58,Route 31,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route31; source=loadtrainer; script_label=TrainerBugCatcherWade1; map_line=94; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,WADE3,Route31,loadtrainer,94,,,route
TRAINER_BUG_CATCHER_ARNIE2,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,Route 35,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route35; source=loadtrainer; script_label=TrainerBugCatcherArnie; map_line=190; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,ARNIE2,Route35,loadtrainer,190,,,route
TRAINER_BUG_CATCHER_ARNIE3,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,Route 35,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route35; source=loadtrainer; script_label=TrainerBugCatcherArnie; map_line=198; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,ARNIE3,Route35,loadtrainer,198,,,route
TRAINER_BUG_CATCHER_WADE4,WADE,TRAINER_CLASS_BUG_CATCHER,58,Route 31,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route31; source=loadtrainer; script_label=TrainerBugCatcherWade1; map_line=102; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,WADE4,Route31,loadtrainer,102,,,route
TRAINER_BUG_CATCHER_WADE5,WADE,TRAINER_CLASS_BUG_CATCHER,58,Route 31,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route31; source=loadtrainer; script_label=TrainerBugCatcherWade1; map_line=110; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,WADE5,Route31,loadtrainer,110,,,route
TRAINER_BUG_CATCHER_ARNIE4,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,Route 35,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route35; source=loadtrainer; script_label=TrainerBugCatcherArnie; map_line=206; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,ARNIE4,Route35,loadtrainer,206,,,route
TRAINER_BUG_CATCHER_ARNIE5,ARNIE,TRAINER_CLASS_BUG_CATCHER,71,Route 35,True,True,,TRAINER_PIC_BUG_CATCHER,,crystal_map=Route35; source=loadtrainer; script_label=TrainerBugCatcherArnie; map_line=214; rematch variant; base fight should drive current app display,4,4,,BUG_CATCHER,ARNIE5,Route35,loadtrainer,214,,,route
TRAINER_FISHER_RALPH2,RALPH,TRAINER_CLASS_FISHER,62,Route 32,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route32; source=loadtrainer; script_label=TrainerFisherRalph1; map_line=227; rematch variant; base fight should drive current app display,4,4,,FISHER,RALPH2,Route32,loadtrainer,227,,,route
TRAINER_FISHER_RALPH3,RALPH,TRAINER_CLASS_FISHER,62,Route 32,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route32; source=loadtrainer; script_label=TrainerFisherRalph1; map_line=235; rematch variant; base fight should drive current app display,4,4,,FISHER,RALPH3,Route32,loadtrainer,235,,,route
TRAINER_FISHER_TULLY2,TULLY,TRAINER_CLASS_FISHER,85,Route 42,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route42; source=loadtrainer; script_label=TrainerFisherTully; map_line=94; rematch variant; base fight should drive current app display,4,4,,FISHER,TULLY2,Route42,loadtrainer,94,,,route
TRAINER_FISHER_TULLY3,TULLY,TRAINER_CLASS_FISHER,85,Route 42,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route42; source=loadtrainer; script_label=TrainerFisherTully; map_line=102; rematch variant; base fight should drive current app display,4,4,,FISHER,TULLY3,Route42,loadtrainer,102,,,route
TRAINER_FISHER_WILTON2,WILTON,TRAINER_CLASS_FISHER,90,Route 44,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route44; source=loadtrainer; script_label=TrainerFisherWilton1; map_line=214; rematch variant; base fight should drive current app display,4,4,,FISHER,WILTON2,Route44,loadtrainer,214,,,route
TRAINER_FISHER_WILTON3,WILTON,TRAINER_CLASS_FISHER,90,Route 44,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route44; source=loadtrainer; script_label=TrainerFisherWilton1; map_line=222; rematch variant; base fight should drive current app display,4,4,,FISHER,WILTON3,Route44,loadtrainer,222,,,route
TRAINER_FISHER_RALPH4,RALPH,TRAINER_CLASS_FISHER,62,Route 32,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route32; source=loadtrainer; script_label=TrainerFisherRalph1; map_line=243; rematch variant; base fight should drive current app display,4,4,,FISHER,RALPH4,Route32,loadtrainer,243,,,route
TRAINER_FISHER_RALPH5,RALPH,TRAINER_CLASS_FISHER,62,Route 32,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route32; source=loadtrainer; script_label=TrainerFisherRalph1; map_line=251; rematch variant; base fight should drive current app display,4,4,,FISHER,RALPH5,Route32,loadtrainer,251,,,route
TRAINER_FISHER_TULLY4,TULLY,TRAINER_CLASS_FISHER,85,Route 42,True,True,,TRAINER_PIC_FISHER,,crystal_map=Route42; source=loadtrainer; script_label=TrainerFisherTully; map_line=110; rematch variant; base fight should drive current app display,4,4,,FISHER,TULLY4,Route42,loadtrainer,110,,,route
TRAINER_SWIMMERM_HAL,HAL,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,HAL,,,,,,unreferenced
TRAINER_SWIMMERM_PATON,PATON,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,PATON,,,,,,unreferenced
TRAINER_SWIMMERM_DARYL,DARYL,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,DARYL,,,,,,unreferenced
TRAINER_SWIMMERM_WALTER,WALTER,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,WALTER,,,,,,unreferenced
TRAINER_SWIMMERM_TONY,TONY,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,TONY,,,,,,unreferenced
TRAINER_SWIMMERM_RICK,RICK,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,RICK,,,,,,unreferenced
TRAINER_SWIMMERM_JAMES,JAMES,TRAINER_CLASS_SWIMMERM,,,,,,TRAINER_PIC_SWIMMERM,,party exists in decomp but no map trainer/loadtrainer reference was found,4,4,,SWIMMERM,JAMES,,,,,,unreferenced
