source_title,source_url,stored_file,platinum_alias
Spr DP Galactic Grunt M.png,https://archives.bulbagarden.net/media/upload/1/14/Spr_DP_Galactic_Grunt_M.png,Spr_DP_Galactic_Grunt_M.png,TRAINER_PIC_GALACTIC_GRUNT_MALE.png
Spr DP Gardenia.png,https://archives.bulbagarden.net/media/upload/0/04/Spr_DP_Gardenia.png,Spr_DP_Gardenia.png,TRAINER_PIC_LEADER_GARDENIA.png
Spr DP Gentleman.png,https://archives.bulbagarden.net/media/upload/c/c7/Spr_DP_Gentleman.png,Spr_DP_Gentleman.png,TRAINER_PIC_GENTLEMAN.png
Spr DP Guitarist.png,https://archives.bulbagarden.net/media/upload/8/8c/Spr_DP_Guitarist.png,Spr_DP_Guitarist.png,TRAINER_PIC_GUITARIST.png
Spr DP Hiker.png,https://archives.bulbagarden.net/media/upload/7/76/Spr_DP_Hiker.png,Spr_DP_Hiker.png,TRAINER_PIC_HIKER.png
Spr DP Idol.png,https://archives.bulbagarden.net/media/upload/c/cc/Spr_DP_Idol.png,Spr_DP_Idol.png,TRAINER_PIC_IDOL.png
Spr DP Interviewers.png,https://archives.bulbagarden.net/media/upload/1/12/Spr_DP_Interviewers.png,Spr_DP_Interviewers.png,TRAINER_PIC_INTERVIEWERS.png
Spr DP Jogger.png,https://archives.bulbagarden.net/media/upload/3/32/Spr_DP_Jogger.png,Spr_DP_Jogger.png,TRAINER_PIC_JOGGER.png
Spr DP Jupiter.png,https://archives.bulbagarden.net/media/upload/6/69/Spr_DP_Jupiter.png,Spr_DP_Jupiter.png,TRAINER_PIC_COMMANDER_JUPITER.png
Spr DP Lady.png,https://archives.bulbagarden.net/media/upload/7/7d/Spr_DP_Lady.png,Spr_DP_Lady.png,TRAINER_PIC_LADY.png
Spr DP Lass.png,https://archives.bulbagarden.net/media/upload/7/74/Spr_DP_Lass.png,Spr_DP_Lass.png,TRAINER_PIC_LASS.png
Spr DP Lucas.png,https://archives.bulbagarden.net/media/upload/9/9d/Spr_DP_Lucas.png,Spr_DP_Lucas.png,TRAINER_PIC_DP_PLAYER_MALE.png
Spr DP Lucian.png,https://archives.bulbagarden.net/media/upload/7/74/Spr_DP_Lucian.png,Spr_DP_Lucian.png,TRAINER_PIC_ELITE_FOUR_LUCIAN.png
Spr DP Mars.png,https://archives.bulbagarden.net/media/upload/b/ba/Spr_DP_Mars.png,Spr_DP_Mars.png,TRAINER_PIC_COMMANDER_MARS.png
Spr DP Maylene.png,https://archives.bulbagarden.net/media/upload/a/a6/Spr_DP_Maylene.png,Spr_DP_Maylene.png,TRAINER_PIC_LEADER_MAYLENE.png
Spr DP Ninja Boy.png,https://archives.bulbagarden.net/media/upload/9/91/Spr_DP_Ninja_Boy.png,Spr_DP_Ninja_Boy.png,TRAINER_PIC_NINJA_BOY.png
Spr DP Officer.png,https://archives.bulbagarden.net/media/upload/0/0d/Spr_DP_Officer.png,Spr_DP_Officer.png,TRAINER_PIC_POLICEMAN.png
Spr DP PI.png,https://archives.bulbagarden.net/media/upload/6/63/Spr_DP_PI.png,Spr_DP_PI.png,TRAINER_PIC_PI.png
Spr DP Palmer.png,https://archives.bulbagarden.net/media/upload/f/f4/Spr_DP_Palmer.png,Spr_DP_Palmer.png,TRAINER_PIC_TOWER_TYCOON.png
Spr DP Parasol Lady.png,https://archives.bulbagarden.net/media/upload/a/a5/Spr_DP_Parasol_Lady.png,Spr_DP_Parasol_Lady.png,TRAINER_PIC_PARASOL_LADY.png
Spr DP Picnicker Beta.png,https://archives.bulbagarden.net/media/upload/0/0d/Spr_DP_Picnicker_Beta.png,Spr_DP_Picnicker_Beta.png,TRAINER_PIC_PICNICKER_BETA.png
Spr DP Picnicker.png,https://archives.bulbagarden.net/media/upload/d/dd/Spr_DP_Picnicker.png,Spr_DP_Picnicker.png,TRAINER_PIC_PICNICKER.png
Spr DP Poké Kid Beta.png,https://archives.bulbagarden.net/media/upload/e/e0/Spr_DP_Pok%C3%A9_Kid_Beta.png,Spr_DP_Poké_Kid_Beta.png,TRAINER_PIC_POKÉ_KID_BETA.png
Spr DP Poké Kid.png,https://archives.bulbagarden.net/media/upload/1/1c/Spr_DP_Pok%C3%A9_Kid.png,Spr_DP_Poké_Kid.png,TRAINER_PIC_POKE_KID.png
Spr DP Pokéfan F.png,https://archives.bulbagarden.net/media/upload/c/c2/Spr_DP_Pok%C3%A9fan_F.png,Spr_DP_Pokéfan_F.png,TRAINER_PIC_POKEFAN_FEMALE.png
Spr DP Pokéfan M.png,https://archives.bulbagarden.net/media/upload/8/87/Spr_DP_Pok%C3%A9fan_M.png,Spr_DP_Pokéfan_M.png,TRAINER_PIC_POKEFAN_MALE.png
Spr DP Pokémon Breeder F.png,https://archives.bulbagarden.net/media/upload/6/62/Spr_DP_Pok%C3%A9mon_Breeder_F.png,Spr_DP_Pokémon_Breeder_F.png,TRAINER_PIC_BREEDER_FEMALE.png
Spr DP Pokémon Breeder M.png,https://archives.bulbagarden.net/media/upload/f/fd/Spr_DP_Pok%C3%A9mon_Breeder_M.png,Spr_DP_Pokémon_Breeder_M.png,TRAINER_PIC_BREEDER_MALE.png
Spr DP Pokémon Ranger F.png,https://archives.bulbagarden.net/media/upload/2/25/Spr_DP_Pok%C3%A9mon_Ranger_F.png,Spr_DP_Pokémon_Ranger_F.png,TRAINER_PIC_RANGER_FEMALE.png
Spr DP Pokémon Ranger M.png,https://archives.bulbagarden.net/media/upload/4/42/Spr_DP_Pok%C3%A9mon_Ranger_M.png,Spr_DP_Pokémon_Ranger_M.png,TRAINER_PIC_RANGER_MALE.png
Spr DP Psychic F.png,https://archives.bulbagarden.net/media/upload/5/5d/Spr_DP_Psychic_F.png,Spr_DP_Psychic_F.png,TRAINER_PIC_PSYCHIC_FEMALE.png
Spr DP Psychic M.png,https://archives.bulbagarden.net/media/upload/1/1f/Spr_DP_Psychic_M.png,Spr_DP_Psychic_M.png,TRAINER_PIC_PSYCHIC_MALE.png
Spr DP Rancher.png,https://archives.bulbagarden.net/media/upload/6/61/Spr_DP_Rancher.png,Spr_DP_Rancher.png,TRAINER_PIC_RANCHER.png
Spr DP Reporter.png,https://archives.bulbagarden.net/media/upload/c/c2/Spr_DP_Reporter.png,Spr_DP_Reporter.png,TRAINER_PIC_REPORTER.png
Spr DP Rich Boy.png,https://archives.bulbagarden.net/media/upload/b/b1/Spr_DP_Rich_Boy.png,Spr_DP_Rich_Boy.png,TRAINER_PIC_RICH_BOY.png
Spr DP Roark.png,https://archives.bulbagarden.net/media/upload/0/0d/Spr_DP_Roark.png,Spr_DP_Roark.png,TRAINER_PIC_LEADER_ROARK.png
Spr DP Roughneck.png,https://archives.bulbagarden.net/media/upload/f/f5/Spr_DP_Roughneck.png,Spr_DP_Roughneck.png,TRAINER_PIC_ROUGHNECK.png
Spr DP Rowan.png,https://archives.bulbagarden.net/media/upload/d/d8/Spr_DP_Rowan.png,Spr_DP_Rowan.png,TRAINER_PIC_ROWAN.png
Spr DP Ruin Maniac.png,https://archives.bulbagarden.net/media/upload/4/43/Spr_DP_Ruin_Maniac.png,Spr_DP_Ruin_Maniac.png,TRAINER_PIC_RUIN_MANIAC.png
Spr DP Sailor.png,https://archives.bulbagarden.net/media/upload/4/4e/Spr_DP_Sailor.png,Spr_DP_Sailor.png,TRAINER_PIC_SAILOR.png
Spr DP Saturn.png,https://archives.bulbagarden.net/media/upload/e/e5/Spr_DP_Saturn.png,Spr_DP_Saturn.png,TRAINER_PIC_COMMANDER_SATURN.png
Spr DP School Kid F.png,https://archives.bulbagarden.net/media/upload/e/e8/Spr_DP_School_Kid_F.png,Spr_DP_School_Kid_F.png,TRAINER_PIC_SCHOOL_KID_FEMALE.png
Spr DP School Kid M.png,https://archives.bulbagarden.net/media/upload/a/a9/Spr_DP_School_Kid_M.png,Spr_DP_School_Kid_M.png,TRAINER_PIC_SCHOOL_KID_MALE.png
Spr DP Scientist.png,https://archives.bulbagarden.net/media/upload/f/f3/Spr_DP_Scientist.png,Spr_DP_Scientist.png,TRAINER_PIC_SCIENTIST.png
Spr DP Sis and Bro Beta.png,https://archives.bulbagarden.net/media/upload/a/ad/Spr_DP_Sis_and_Bro_Beta.png,Spr_DP_Sis_and_Bro_Beta.png,TRAINER_PIC_SIS_AND_BRO.png
Spr DP Skier F.png,https://archives.bulbagarden.net/media/upload/8/86/Spr_DP_Skier_F.png,Spr_DP_Skier_F.png,TRAINER_PIC_SKIER_FEMALE.png
Spr DP Skier M.png,https://archives.bulbagarden.net/media/upload/7/75/Spr_DP_Skier_M.png,Spr_DP_Skier_M.png,TRAINER_PIC_SKIER_MALE.png
Spr DP Socialite.png,https://archives.bulbagarden.net/media/upload/8/89/Spr_DP_Socialite.png,Spr_DP_Socialite.png,TRAINER_PIC_SOCIALITE.png
Spr DP Swimmer F.png,https://archives.bulbagarden.net/media/upload/c/c5/Spr_DP_Swimmer_F.png,Spr_DP_Swimmer_F.png,TRAINER_PIC_SWIMMER_FEMALE.png
Spr DP Swimmer M JP.png,https://archives.bulbagarden.net/media/upload/2/27/Spr_DP_Swimmer_M_JP.png,Spr_DP_Swimmer_M_JP.png,TRAINER_PIC_SWIMMER_M_JP.png
Spr DP Swimmer M.png,https://archives.bulbagarden.net/media/upload/7/76/Spr_DP_Swimmer_M.png,Spr_DP_Swimmer_M.png,TRAINER_PIC_SWIMMER_MALE.png
Spr DP Tuber F.png,https://archives.bulbagarden.net/media/upload/6/6e/Spr_DP_Tuber_F.png,Spr_DP_Tuber_F.png,TRAINER_PIC_TUBER_FEMALE.png
Spr DP Tuber M.png,https://archives.bulbagarden.net/media/upload/7/75/Spr_DP_Tuber_M.png,Spr_DP_Tuber_M.png,TRAINER_PIC_TUBER_MALE.png
Spr DP Twins.png,https://archives.bulbagarden.net/media/upload/7/7e/Spr_DP_Twins.png,Spr_DP_Twins.png,TRAINER_PIC_TWINS.png
Spr DP Veteran.png,https://archives.bulbagarden.net/media/upload/a/af/Spr_DP_Veteran.png,Spr_DP_Veteran.png,TRAINER_PIC_VETERAN.png
Spr DP Volkner.png,https://archives.bulbagarden.net/media/upload/b/b8/Spr_DP_Volkner.png,Spr_DP_Volkner.png,TRAINER_PIC_LEADER_VOLKNER.png
Spr DP Waiter.png,https://archives.bulbagarden.net/media/upload/a/af/Spr_DP_Waiter.png,Spr_DP_Waiter.png,TRAINER_PIC_WAITER.png
Spr DP Waitress.png,https://archives.bulbagarden.net/media/upload/9/93/Spr_DP_Waitress.png,Spr_DP_Waitress.png,TRAINER_PIC_WAITRESS.png
Spr DP Worker.png,https://archives.bulbagarden.net/media/upload/e/eb/Spr_DP_Worker.png,Spr_DP_Worker.png,TRAINER_PIC_WORKER.png
Spr DP Young Couple.png,https://archives.bulbagarden.net/media/upload/7/77/Spr_DP_Young_Couple.png,Spr_DP_Young_Couple.png,TRAINER_PIC_YOUNG_COUPLE.png
Spr DP Youngster.png,https://archives.bulbagarden.net/media/upload/4/48/Spr_DP_Youngster.png,Spr_DP_Youngster.png,TRAINER_PIC_YOUNGSTER.png
Spr HGSS Ace Trainer F.png,https://archives.bulbagarden.net/media/upload/8/86/Spr_HGSS_Ace_Trainer_F.png,Spr_HGSS_Ace_Trainer_F.png,
Spr HGSS Ace Trainer M.png,https://archives.bulbagarden.net/media/upload/3/3b/Spr_HGSS_Ace_Trainer_M.png,Spr_HGSS_Ace_Trainer_M.png,
Spr HGSS Archer.png,https://archives.bulbagarden.net/media/upload/3/3b/Spr_HGSS_Archer.png,Spr_HGSS_Archer.png,
Spr HGSS Ariana.png,https://archives.bulbagarden.net/media/upload/2/20/Spr_HGSS_Ariana.png,Spr_HGSS_Ariana.png,
Spr HGSS Beauty.png,https://archives.bulbagarden.net/media/upload/6/63/Spr_HGSS_Beauty.png,Spr_HGSS_Beauty.png,
Spr HGSS Biker.png,https://archives.bulbagarden.net/media/upload/4/4c/Spr_HGSS_Biker.png,Spr_HGSS_Biker.png,
Spr HGSS Bird Keeper.png,https://archives.bulbagarden.net/media/upload/f/f2/Spr_HGSS_Bird_Keeper.png,Spr_HGSS_Bird_Keeper.png,
Spr HGSS Black Belt.png,https://archives.bulbagarden.net/media/upload/3/37/Spr_HGSS_Black_Belt.png,Spr_HGSS_Black_Belt.png,
Spr HGSS Blaine.png,https://archives.bulbagarden.net/media/upload/7/78/Spr_HGSS_Blaine.png,Spr_HGSS_Blaine.png,
Spr HGSS Blue.png,https://archives.bulbagarden.net/media/upload/f/fd/Spr_HGSS_Blue.png,Spr_HGSS_Blue.png,
Spr HGSS Boarder.png,https://archives.bulbagarden.net/media/upload/4/42/Spr_HGSS_Boarder.png,Spr_HGSS_Boarder.png,
Spr HGSS Brock.png,https://archives.bulbagarden.net/media/upload/3/30/Spr_HGSS_Brock.png,Spr_HGSS_Brock.png,
Spr HGSS Bruno.png,https://archives.bulbagarden.net/media/upload/e/ee/Spr_HGSS_Bruno.png,Spr_HGSS_Bruno.png,
Spr HGSS Bug Catcher.png,https://archives.bulbagarden.net/media/upload/4/45/Spr_HGSS_Bug_Catcher.png,Spr_HGSS_Bug_Catcher.png,
Spr HGSS Bugsy.png,https://archives.bulbagarden.net/media/upload/b/b6/Spr_HGSS_Bugsy.png,Spr_HGSS_Bugsy.png,
Spr HGSS Burglar.png,https://archives.bulbagarden.net/media/upload/5/5b/Spr_HGSS_Burglar.png,Spr_HGSS_Burglar.png,
Spr HGSS Chuck.png,https://archives.bulbagarden.net/media/upload/f/fd/Spr_HGSS_Chuck.png,Spr_HGSS_Chuck.png,
Spr HGSS Clair.png,https://archives.bulbagarden.net/media/upload/d/d7/Spr_HGSS_Clair.png,Spr_HGSS_Clair.png,
Spr HGSS Double Team.png,https://archives.bulbagarden.net/media/upload/2/28/Spr_HGSS_Double_Team.png,Spr_HGSS_Double_Team.png,
Spr HGSS Erika.png,https://archives.bulbagarden.net/media/upload/c/c7/Spr_HGSS_Erika.png,Spr_HGSS_Erika.png,
Spr HGSS Ethan 2.png,https://archives.bulbagarden.net/media/upload/7/71/Spr_HGSS_Ethan_2.png,Spr_HGSS_Ethan_2.png,
Spr HGSS Ethan.png,https://archives.bulbagarden.net/media/upload/a/a5/Spr_HGSS_Ethan.png,Spr_HGSS_Ethan.png,
Spr HGSS Eusine.png,https://archives.bulbagarden.net/media/upload/4/4a/Spr_HGSS_Eusine.png,Spr_HGSS_Eusine.png,
Spr HGSS Falkner.png,https://archives.bulbagarden.net/media/upload/2/2b/Spr_HGSS_Falkner.png,Spr_HGSS_Falkner.png,
Spr HGSS Firebreather.png,https://archives.bulbagarden.net/media/upload/a/a7/Spr_HGSS_Firebreather.png,Spr_HGSS_Firebreather.png,
Spr HGSS Gentleman.png,https://archives.bulbagarden.net/media/upload/0/08/Spr_HGSS_Gentleman.png,Spr_HGSS_Gentleman.png,
Spr HGSS Giovanni.png,https://archives.bulbagarden.net/media/upload/3/3c/Spr_HGSS_Giovanni.png,Spr_HGSS_Giovanni.png,
Spr HGSS Janine.png,https://archives.bulbagarden.net/media/upload/2/21/Spr_HGSS_Janine.png,Spr_HGSS_Janine.png,
Spr HGSS Jasmine.png,https://archives.bulbagarden.net/media/upload/4/44/Spr_HGSS_Jasmine.png,Spr_HGSS_Jasmine.png,
Spr HGSS Juggler.png,https://archives.bulbagarden.net/media/upload/e/e6/Spr_HGSS_Juggler.png,Spr_HGSS_Juggler.png,
Spr HGSS Karen.png,https://archives.bulbagarden.net/media/upload/a/a2/Spr_HGSS_Karen.png,Spr_HGSS_Karen.png,
Spr HGSS Kimono Girl.png,https://archives.bulbagarden.net/media/upload/0/01/Spr_HGSS_Kimono_Girl.png,Spr_HGSS_Kimono_Girl.png,
Spr HGSS Koga.png,https://archives.bulbagarden.net/media/upload/1/18/Spr_HGSS_Koga.png,Spr_HGSS_Koga.png,
Spr HGSS Lance.png,https://archives.bulbagarden.net/media/upload/1/1f/Spr_HGSS_Lance.png,Spr_HGSS_Lance.png,
Spr HGSS Lass.png,https://archives.bulbagarden.net/media/upload/2/2c/Spr_HGSS_Lass.png,Spr_HGSS_Lass.png,
Spr HGSS Li.png,https://archives.bulbagarden.net/media/upload/f/f3/Spr_HGSS_Li.png,Spr_HGSS_Li.png,
Spr HGSS Lt Surge.png,https://archives.bulbagarden.net/media/upload/1/1d/Spr_HGSS_Lt_Surge.png,Spr_HGSS_Lt_Surge.png,
Spr HGSS Lyra 2.png,https://archives.bulbagarden.net/media/upload/9/9d/Spr_HGSS_Lyra_2.png,Spr_HGSS_Lyra_2.png,
Spr HGSS Lyra.png,https://archives.bulbagarden.net/media/upload/2/2f/Spr_HGSS_Lyra.png,Spr_HGSS_Lyra.png,
Spr HGSS Medium.png,https://archives.bulbagarden.net/media/upload/5/56/Spr_HGSS_Medium.png,Spr_HGSS_Medium.png,
Spr HGSS Misty.png,https://archives.bulbagarden.net/media/upload/d/d1/Spr_HGSS_Misty.png,Spr_HGSS_Misty.png,
Spr HGSS Morty.png,https://archives.bulbagarden.net/media/upload/c/ca/Spr_HGSS_Morty.png,Spr_HGSS_Morty.png,
Spr HGSS Oak.png,https://archives.bulbagarden.net/media/upload/f/fe/Spr_HGSS_Oak.png,Spr_HGSS_Oak.png,
Spr HGSS Petrel.png,https://archives.bulbagarden.net/media/upload/9/96/Spr_HGSS_Petrel.png,Spr_HGSS_Petrel.png,
Spr HGSS Poké Maniac.png,https://archives.bulbagarden.net/media/upload/4/48/Spr_HGSS_Pok%C3%A9_Maniac.png,Spr_HGSS_Poké_Maniac.png,
Spr HGSS Proton.png,https://archives.bulbagarden.net/media/upload/8/8f/Spr_HGSS_Proton.png,Spr_HGSS_Proton.png,
Spr HGSS Pryce.png,https://archives.bulbagarden.net/media/upload/4/43/Spr_HGSS_Pryce.png,Spr_HGSS_Pryce.png,
Spr HGSS Red.png,https://archives.bulbagarden.net/media/upload/e/e8/Spr_HGSS_Red.png,Spr_HGSS_Red.png,
Spr HGSS Rocket Grunt F.png,https://archives.bulbagarden.net/media/upload/c/cd/Spr_HGSS_Rocket_Grunt_F.png,Spr_HGSS_Rocket_Grunt_F.png,
Spr HGSS Rocket Grunt M.png,https://archives.bulbagarden.net/media/upload/d/d6/Spr_HGSS_Rocket_Grunt_M.png,Spr_HGSS_Rocket_Grunt_M.png,
Spr HGSS Sabrina.png,https://archives.bulbagarden.net/media/upload/d/dc/Spr_HGSS_Sabrina.png,Spr_HGSS_Sabrina.png,
Spr HGSS Sage KO.png,https://archives.bulbagarden.net/media/upload/1/1c/Spr_HGSS_Sage_KO.png,Spr_HGSS_Sage_KO.png,
Spr HGSS Sage.png,https://archives.bulbagarden.net/media/upload/0/07/Spr_HGSS_Sage.png,Spr_HGSS_Sage.png,
Spr HGSS School Kid.png,https://archives.bulbagarden.net/media/upload/f/f4/Spr_HGSS_School_Kid.png,Spr_HGSS_School_Kid.png,
Spr HGSS Scientist.png,https://archives.bulbagarden.net/media/upload/2/2b/Spr_HGSS_Scientist.png,Spr_HGSS_Scientist.png,
Spr HGSS Silver Beta.png,https://archives.bulbagarden.net/media/upload/4/44/Spr_HGSS_Silver_Beta.png,Spr_HGSS_Silver_Beta.png,
Spr HGSS Silver.png,https://archives.bulbagarden.net/media/upload/9/95/Spr_HGSS_Silver.png,Spr_HGSS_Silver.png,
