encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_PKMN_BREEDER_F_ADELAIDE,ADELAIDE,TRAINER_CLASS_PKMN_BREEDER_F,8,,,,,,"blackwhite_trainer_index=20; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=18; ai=5; healer=false; money=12; prize=155; map_refs=Route 3[zone=321]; matched_location=Route 3",11,6,
TRAINER_PKMN_RANGER_M_FORREST,FORREST,TRAINER_CLASS_PKMN_RANGER_M,237,,,,,,"blackwhite_trainer_index=26; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=24; ai=7; healer=false; money=15; prize=150; map_refs=Pinwheel Forest[zone=155]; matched_location=Pinwheel Forest",11,6,
TRAINER_SCHOOL_KID_M_SAMMY,SAMMY,TRAINER_CLASS_SCHOOL_KID_M,237,,,,,,"blackwhite_trainer_index=30; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=4; ai=5; healer=false; money=5; prize=0; map_refs=Pinwheel Forest[zone=155]; matched_location=Pinwheel Forest",11,6,
TRAINER_SCHOOL_KID_F_MILLIE,MILLIE,TRAINER_CLASS_SCHOOL_KID_F,237,,,,,,"blackwhite_trainer_index=31; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=5; ai=5; healer=false; money=5; prize=0; map_refs=Pinwheel Forest[zone=155]; matched_location=Pinwheel Forest",11,6,
TRAINER_TWINS_MAYO_MAY,MAYO & MAY,TRAINER_CLASS_TWINS,237,,,,,1,"blackwhite_trainer_index=32; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=1; trainer_class_id=16; ai=128; healer=false; money=4; prize=0; map_refs=Pinwheel Forest[zone=155]; matched_location=Pinwheel Forest",11,6,
TRAINER_YOUNGSTER_NICHOLAS,NICHOLAS,TRAINER_CLASS_YOUNGSTER,237,,,,,,"blackwhite_trainer_index=33; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Pinwheel Forest[zone=155]; matched_location=Pinwheel Forest",11,6,
TRAINER_LASS_EVA,EVA,TRAINER_CLASS_LASS,237,,,,,,"blackwhite_trainer_index=34; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=3; ai=0; healer=false; money=4; prize=0; map_refs=Pinwheel Forest[zone=155]; matched_location=Pinwheel Forest",11,6,
TRAINER_WORKER_SHELBY,SHELBY,TRAINER_CLASS_WORKER,9,,,,,,"blackwhite_trainer_index=36; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=26; ai=1; healer=false; money=10; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_WORKER_ZACK,ZACK,TRAINER_CLASS_WORKER,9,,,,,,"blackwhite_trainer_index=37; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=26; ai=1; healer=false; money=10; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_BACKPACKER_M_WAYLON,WAYLON,TRAINER_CLASS_BACKPACKER_M,9,,,,,,"blackwhite_trainer_index=39; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_BACKPACKER_F_JILL,JILL,TRAINER_CLASS_BACKPACKER_F,9,,,,,,"blackwhite_trainer_index=40; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=28; ai=1; healer=false; money=6; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_FISHERMAN_HUBERT,HUBERT,TRAINER_CLASS_FISHERMAN,9,,,,,,"blackwhite_trainer_index=41; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=29; ai=1; healer=false; money=8; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_FISHERMAN_ANDREW,ANDREW,TRAINER_CLASS_FISHERMAN,9,,,,,,"blackwhite_trainer_index=42; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=29; ai=1; healer=false; money=8; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_BACKPACKER_M_MICHAEL,MICHAEL,TRAINER_CLASS_BACKPACKER_M,14,,,,,,"blackwhite_trainer_index=44; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; map_refs=Route 5[zone=329]; matched_location=Route 5",11,6,
TRAINER_BACKPACKER_F_LOIS,LOIS,TRAINER_CLASS_BACKPACKER_F,14,,,,,,"blackwhite_trainer_index=45; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=28; ai=1; healer=false; money=6; prize=0; map_refs=Route 5[zone=329]; matched_location=Route 5",11,6,
TRAINER_DANCER_BRIAN,BRIAN,TRAINER_CLASS_DANCER,14,,,,,,"blackwhite_trainer_index=47; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=31; ai=1; healer=false; money=8; prize=0; map_refs=Route 5[zone=329]; matched_location=Route 5",11,6,
TRAINER_ARTIST_HORTON,HORTON,TRAINER_CLASS_ARTIST,14,,,,,,"blackwhite_trainer_index=49; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=33; ai=1; healer=false; money=12; prize=0; map_refs=Route 5[zone=329]; matched_location=Route 5",11,6,
TRAINER_BAKER_JENN,JENN,TRAINER_CLASS_BAKER,14,,,,,,"blackwhite_trainer_index=50; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=34; ai=1; healer=false; money=10; prize=0; map_refs=Route 5[zone=329]; matched_location=Route 5",11,6,
TRAINER_PSYCHIC_M_PERRY,PERRY,TRAINER_CLASS_PSYCHIC_M,240,,,,,,"blackwhite_trainer_index=51; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=35; ai=5; healer=false; money=8; prize=0; map_refs=Relic Castle[zone=160]; matched_location=Relic Castle",11,6,
TRAINER_PSYCHIC_F_DUA,DUA,TRAINER_CLASS_PSYCHIC_F,240,,,,,,"blackwhite_trainer_index=52; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=36; ai=5; healer=false; money=8; prize=0; map_refs=Relic Castle[zone=160]; matched_location=Relic Castle",11,6,
TRAINER_WORKER_VICTOR,VICTOR,TRAINER_CLASS_WORKER,242,,,,,,"blackwhite_trainer_index=72; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=44; ai=1; healer=false; money=10; prize=0; map_refs=Cold Storage[zone=192]; matched_location=Cold Storage",11,6,
TRAINER_WORKER_FILIPE,FILIPE,TRAINER_CLASS_WORKER,242,,,,,,"blackwhite_trainer_index=73; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=44; ai=1; healer=false; money=10; prize=0; map_refs=Cold Storage[zone=192]; matched_location=Cold Storage",11,6,
TRAINER_WORKER_GLENN,GLENN,TRAINER_CLASS_WORKER,242,,,,,,"blackwhite_trainer_index=74; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=44; ai=1; healer=false; money=10; prize=0; map_refs=Cold Storage[zone=192]; matched_location=Cold Storage",11,6,
TRAINER_WORKER_RYAN,RYAN,TRAINER_CLASS_WORKER,242,,,,,,"blackwhite_trainer_index=75; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=44; ai=1; healer=false; money=10; prize=0; map_refs=Cold Storage[zone=192]; matched_location=Cold Storage",11,6,
TRAINER_WORKER_PATTON,PATTON,TRAINER_CLASS_WORKER,242,,,,,,"blackwhite_trainer_index=76; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=44; ai=1; healer=false; money=10; prize=0; map_refs=Cold Storage[zone=192]; matched_location=Cold Storage",11,6,
TRAINER_WORKER_EDDIE,EDDIE,TRAINER_CLASS_WORKER,242,,,,,,"blackwhite_trainer_index=77; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=44; ai=1; healer=false; money=10; prize=0; map_refs=Cold Storage[zone=191]; matched_location=Cold Storage",11,6,
TRAINER_SCHOOL_KID_M_EDGAR,EDGAR,TRAINER_CLASS_SCHOOL_KID_M,8,,,,,,"blackwhite_trainer_index=84; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=4; ai=5; healer=false; money=5; prize=0; map_refs=Route 3[zone=321]; matched_location=Route 3",11,6,
TRAINER_YOUNGSTER_ROLAND,ROLAND,TRAINER_CLASS_YOUNGSTER,6,,,,,,"blackwhite_trainer_index=85; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Route 2[zone=319]; matched_location=Route 2",11,6,
TRAINER_SCHOOL_KID_M_CARTER,CARTER,TRAINER_CLASS_SCHOOL_KID_M,236,,,,,,"blackwhite_trainer_index=86; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=4; ai=5; healer=false; money=5; prize=0; map_refs=Nacrene City[zone=18]; matched_location=Nacrene City",11,6,
TRAINER_CLERK_F_INGRID,INGRID,TRAINER_CLASS_CLERK_F,238,,,,,,"blackwhite_trainer_index=93; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=48; ai=1; healer=false; money=10; prize=0; map_refs=Castelia City[zone=45]; matched_location=Castelia City",11,6,
TRAINER_CLERK_F_ALBERTA,ALBERTA,TRAINER_CLASS_CLERK_F,238,,,,,,"blackwhite_trainer_index=94; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=48; ai=1; healer=false; money=10; prize=0; map_refs=Castelia City[zone=45]; matched_location=Castelia City",11,6,
TRAINER_CLERK_F_KATIE,KATIE,TRAINER_CLASS_CLERK_F,241,,,,,,"blackwhite_trainer_index=95; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=48; ai=1; healer=false; money=10; prize=0; map_refs=Driftveil City[zone=97]; matched_location=Driftveil City",11,6,
TRAINER_ACE_TRAINER_M_CHEYENNE,CHEYENNE,TRAINER_CLASS_ACE_TRAINER_M,20,,,,,,"blackwhite_trainer_index=99; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=49; ai=7; healer=false; money=15; prize=0; map_refs=Route 10[zone=355]; matched_location=Route 10",11,6,
TRAINER_ACE_TRAINER_M_ALLISON,ALLISON,TRAINER_CLASS_ACE_TRAINER_M,244,,,,,,"blackwhite_trainer_index=101; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=49; ai=7; healer=false; money=15; prize=0; map_refs=Chargestone Cave[zone=197]; matched_location=Chargestone Cave",11,6,
TRAINER_ACE_TRAINER_M_JAMIE,JAMIE,TRAINER_CLASS_ACE_TRAINER_M,249,,,,,,"blackwhite_trainer_index=102; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=49; ai=7; healer=false; money=15; prize=0; map_refs=Dragonspiral Tower[zone=206]; matched_location=Dragonspiral Tower",11,6,
TRAINER_ACE_TRAINER_F_JOHAN,JOHAN,TRAINER_CLASS_ACE_TRAINER_F,20,,,,,,"blackwhite_trainer_index=103; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=50; ai=7; healer=false; money=15; prize=0; map_refs=Route 10[zone=355]; matched_location=Route 10",11,6,
TRAINER_ACE_TRAINER_F_CORKY,CORKY,TRAINER_CLASS_ACE_TRAINER_F,244,,,,,,"blackwhite_trainer_index=104; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=50; ai=7; healer=false; money=15; prize=0; map_refs=Chargestone Cave[zone=195]; matched_location=Chargestone Cave",11,6,
TRAINER_ACE_TRAINER_F_JESSE,JESSE,TRAINER_CLASS_ACE_TRAINER_F,249,,,,,,"blackwhite_trainer_index=106; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=50; ai=7; healer=false; money=15; prize=0; map_refs=Dragonspiral Tower[zone=206]; matched_location=Dragonspiral Tower",11,6,
TRAINER_BLACK_BELT_KENTARO,KENTARO,TRAINER_CLASS_BLACK_BELT,237,,,,,,"blackwhite_trainer_index=111; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=51; ai=3; healer=false; money=8; prize=0; map_refs=Pinwheel Forest[zone=154]; matched_location=Pinwheel Forest",11,6,
TRAINER_SCIENTIST_WILLIAM,WILLIAM,TRAINER_CLASS_SCIENTIST,15,,,X_DEFEND,,,"blackwhite_trainer_index=112; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=52; ai=5; healer=false; money=12; prize=0; map_refs=Route 6[zone=331]; matched_location=Route 6",11,6,
TRAINER_SCIENTIST_RANDALL,RANDALL,TRAINER_CLASS_SCIENTIST,238,,,X_SP_DEF,,,"blackwhite_trainer_index=113; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=52; ai=5; healer=false; money=12; prize=0; map_refs=Castelia City[zone=45]; matched_location=Castelia City",11,6,
TRAINER_SCIENTIST_STEVE,STEVE,TRAINER_CLASS_SCIENTIST,238,,,DIRE_HIT,,,"blackwhite_trainer_index=114; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=52; ai=5; healer=false; money=12; prize=0; map_refs=Castelia City[zone=46]; matched_location=Castelia City",11,6,
TRAINER_SCIENTIST_ORVILLE,ORVILLE,TRAINER_CLASS_SCIENTIST,244,,,DIRE_HIT,,,"blackwhite_trainer_index=115; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=52; ai=5; healer=false; money=12; prize=0; map_refs=Chargestone Cave[zone=195]; matched_location=Chargestone Cave",11,6,
TRAINER_SCIENTIST_SAMANTHA,SAMANTHA,TRAINER_CLASS_SCIENTIST,238,,,X_SPECIAL,,,"blackwhite_trainer_index=116; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=46; ai=5; healer=false; money=12; prize=0; map_refs=Castelia City[zone=46]; matched_location=Castelia City",11,6,
TRAINER_SCIENTIST_NAOKO,NAOKO,TRAINER_CLASS_SCIENTIST,244,,,X_SPECIAL,,,"blackwhite_trainer_index=117; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=46; ai=5; healer=false; money=12; prize=0; map_refs=Chargestone Cave[zone=195]; matched_location=Chargestone Cave",11,6,
TRAINER_PSYCHIC_F_DOREEN,DOREEN,TRAINER_CLASS_PSYCHIC_F,246,,,,,,"blackwhite_trainer_index=120; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=36; ai=5; healer=false; money=8; prize=0; map_refs=Celestial Tower[zone=339]; matched_location=Celestial Tower",11,6,
TRAINER_ROUGHNECK_CHANCE,CHANCE,TRAINER_CLASS_ROUGHNECK,19,,,,,,"blackwhite_trainer_index=134; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=57; ai=1; healer=false; money=6; prize=0; map_refs=Route 9[zone=348]; matched_location=Route 9",11,6,
TRAINER_ROUGHNECK_REESE,REESE,TRAINER_CLASS_ROUGHNECK,19,,,,,,"blackwhite_trainer_index=135; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=57; ai=1; healer=false; money=6; prize=0; map_refs=Route 9[zone=348]; matched_location=Route 9",11,6,
TRAINER_POKEFAN_M_JUDE,JUDE,TRAINER_CLASS_POKEFAN_M,246,,,HYPER_POTION,,,"blackwhite_trainer_index=138; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=59; ai=1; healer=false; money=16; prize=0; map_refs=Celestial Tower[zone=339]; matched_location=Celestial Tower",11,6,
TRAINER_POKEFAN_F_GEORGIA,GEORGIA,TRAINER_CLASS_POKEFAN_F,246,,,HYPER_POTION,,,"blackwhite_trainer_index=139; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=60; ai=1; healer=false; money=16; prize=0; map_refs=Celestial Tower[zone=339]; matched_location=Celestial Tower",11,6,
TRAINER_YOUNGSTER_ALBERT,ALBERT,TRAINER_CLASS_YOUNGSTER,242,,,,,,"blackwhite_trainer_index=140; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Cold Storage[zone=191]; matched_location=Cold Storage",11,6,
TRAINER_YOUNGSTER_KENNETH,KENNETH,TRAINER_CLASS_YOUNGSTER,242,,,,,,"blackwhite_trainer_index=141; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Cold Storage[zone=191]; matched_location=Cold Storage",11,6,
TRAINER_YOUNGSTER_MIKEY,MIKEY,TRAINER_CLASS_YOUNGSTER,25,,,,,,"blackwhite_trainer_index=142; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Route 7[zone=337]; matched_location=Route 7",11,6,
TRAINER_YOUNGSTER_PARKER,PARKER,TRAINER_CLASS_YOUNGSTER,25,,,,,,"blackwhite_trainer_index=143; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Route 7[zone=337]; matched_location=Route 7",11,6,
TRAINER_YOUNGSTER_ZACHARY,ZACHARY,TRAINER_CLASS_YOUNGSTER,237,,,,,,"blackwhite_trainer_index=144; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Pinwheel Forest[zone=154]; matched_location=Pinwheel Forest",11,6,
TRAINER_YOUNGSTER_KEITA,KEITA,TRAINER_CLASS_YOUNGSTER,237,,,,,,"blackwhite_trainer_index=145; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; map_refs=Pinwheel Forest[zone=154]; matched_location=Pinwheel Forest",11,6,
TRAINER_FISHERMAN_BRUCE,BRUCE,TRAINER_CLASS_FISHERMAN,24,,,,,,"blackwhite_trainer_index=148; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=29; ai=1; healer=false; money=8; prize=0; map_refs=Route 8[zone=345]; matched_location=Route 8",11,6,
TRAINER_DOCTOR_WAYNE,WAYNE,TRAINER_CLASS_DOCTOR,244,,,"FULL_HEAL,HYPER_POTION",,,"blackwhite_trainer_index=150; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=61; ai=7; healer=true; money=15; prize=0; map_refs=Chargestone Cave[zone=196]; matched_location=Chargestone Cave",11,6,
TRAINER_DOCTOR_HANK,HANK,TRAINER_CLASS_DOCTOR,247,,,"FULL_HEAL,HYPER_POTION",,,"blackwhite_trainer_index=151; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=61; ai=7; healer=true; money=15; prize=0; map_refs=Twist Mountain[zone=199]; matched_location=Twist Mountain",11,6,
TRAINER_NURSE_SACHIKO,SACHIKO,TRAINER_CLASS_NURSE,246,,,"FULL_HEAL,HYPER_POTION",,,"blackwhite_trainer_index=152; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=62; ai=7; healer=true; money=10; prize=0; map_refs=Celestial Tower[zone=340]; matched_location=Celestial Tower",11,6,
TRAINER_BACKPACKER_M_JEROME,JEROME,TRAINER_CLASS_BACKPACKER_M,9,,,,,,"blackwhite_trainer_index=153; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_BACKPACKER_M_TERRANCE,TERRANCE,TRAINER_CLASS_BACKPACKER_M,25,,,,,,"blackwhite_trainer_index=154; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; map_refs=Route 7[zone=337]; matched_location=Route 7",11,6,
TRAINER_BACKPACKER_F_RUTH,RUTH,TRAINER_CLASS_BACKPACKER_F,25,,,,,,"blackwhite_trainer_index=155; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=28; ai=1; healer=false; money=6; prize=0; map_refs=Route 7[zone=337]; matched_location=Route 7",11,6,
TRAINER_BACKPACKER_F_ANNA,ANNA,TRAINER_CLASS_BACKPACKER_F,9,,,,,,"blackwhite_trainer_index=156; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=28; ai=1; healer=false; money=6; prize=0; map_refs=Route 4[zone=326]; matched_location=Route 4",11,6,
TRAINER_HOOLIGANS_JIM_CAS,JIM & CAS,TRAINER_CLASS_HOOLIGANS,19,,,,,1,"blackwhite_trainer_index=157; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=1; trainer_class_id=63; ai=129; healer=false; money=16; prize=0; map_refs=Route 9[zone=348]; matched_location=Route 9",11,6,
TRAINER_BATTLE_GIRL_AMY,AMY,TRAINER_CLASS_BATTLE_GIRL,20,,,,,,"blackwhite_trainer_index=158; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=64; ai=3; healer=false; money=8; prize=0; map_refs=Route 10[zone=355]; matched_location=Route 10",11,6,
TRAINER_PARASOL_LADY_NICOLE,NICOLE,TRAINER_CLASS_PARASOL_LADY,15,,,,,,"blackwhite_trainer_index=161; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=65; ai=1; healer=false; money=8; prize=0; map_refs=Route 6[zone=331]; matched_location=Route 6",11,6,
TRAINER_PARASOL_LADY_TIHANA,TIHANA,TRAINER_CLASS_PARASOL_LADY,15,,,,,,"blackwhite_trainer_index=162; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=65; ai=1; healer=false; money=8; prize=0; map_refs=Route 6[zone=331]; matched_location=Route 6",11,6,
TRAINER_PARASOL_LADY_MELITA,MELITA,TRAINER_CLASS_PARASOL_LADY,24,,,,,,"blackwhite_trainer_index=163; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=65; ai=1; healer=false; money=8; prize=0; map_refs=Route 8[zone=345]; matched_location=Route 8",11,6,
TRAINER_PARASOL_LADY_LUMI,LUMI,TRAINER_CLASS_PARASOL_LADY,24,,,,,,"blackwhite_trainer_index=164; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=65; ai=1; healer=false; money=8; prize=0; map_refs=Route 8[zone=345]; matched_location=Route 8",11,6,
TRAINER_CLERK_M_CLEMENS,CLEMENS,TRAINER_CLASS_CLERK_M,238,,,,,,"blackwhite_trainer_index=165; source_rom_paths=a/0/9/2,a/0/9/3; battle_type=0; trainer_class_id=66; ai=1; healer=false; money=10; prize=0; map_refs=Castelia City[zone=45]; matched_location=Castelia City",11,6,
