encounter_name,species_name,lvl,moves,held_item,iv,version_group_id,load_build,slot
TRAINER_PKMN_RANGER_M_FORREST,HERDIER,18,,,100,11,6,1
TRAINER_PKMN_RANGER_F_IRENE,PANPOUR,18,,,100,11,6,1
TRAINER_PKMN_RANGER_M_MIGUEL,PANSEAR,18,,,100,11,6,1
TRAINER_PKMN_RANGER_F_AUDRA,PANSAGE,18,,,100,11,6,1
TRAINER_SCHOOL_KID_M_SAMMY,MUNNA,17,,,50,11,6,1
TRAINER_SCHOOL_KID_F_MILLIE,PIDOVE,16,,,50,11,6,1
TRAINER_SCHOOL_KID_F_MILLIE,PURRLOIN,16,,,50,11,6,2
TRAINER_TWINS_MAYO_MAY,SEWADDLE,16,,,0,11,6,1
TRAINER_TWINS_MAYO_MAY,SEWADDLE,16,,,0,11,6,2
TRAINER_YOUNGSTER_NICHOLAS,VENIPEDE,16,,,0,11,6,1
TRAINER_YOUNGSTER_NICHOLAS,TIMBURR,16,,,0,11,6,2
TRAINER_LASS_EVA,WOOBAT,15,,,0,11,6,1
TRAINER_LASS_EVA,WOOBAT,15,,,0,11,6,2
TRAINER_LASS_EVA,WOOBAT,15,,,0,11,6,3
TRAINER_WORKER_SCOTT,ROGGENROLA,18,,,0,11,6,1
TRAINER_WORKER_SCOTT,TIMBURR,18,,,0,11,6,2
TRAINER_WORKER_SHELBY,TIMBURR,19,,,0,11,6,1
TRAINER_WORKER_ZACK,TIMBURR,19,,,0,11,6,1
TRAINER_WORKER_CAIRN,EXCADRILL,35,,,0,11,6,1
TRAINER_BACKPACKER_M_WAYLON,BLITZLE,19,,,0,11,6,1
TRAINER_BACKPACKER_F_JILL,PETILIL,18,,,0,11,6,1
TRAINER_FISHERMAN_HUBERT,BASCULIN_BLUE_STRIPED,18,,,0,11,6,1
TRAINER_FISHERMAN_HUBERT,BASCULIN,18,,,0,11,6,2
TRAINER_FISHERMAN_ANDREW,BASCULIN,16,,,0,11,6,1
TRAINER_FISHERMAN_ANDREW,BASCULIN_BLUE_STRIPED,16,,,0,11,6,2
TRAINER_FISHERMAN_ANDREW,BASCULIN,16,,,0,11,6,3
TRAINER_FISHERMAN_ANDREW,BASCULIN_BLUE_STRIPED,16,,,0,11,6,4
TRAINER_SMASHER_ASPEN,WHIMSICOTT,40,,,100,11,6,1
TRAINER_SMASHER_ASPEN,LILLIGANT,40,,,100,11,6,2
TRAINER_BACKPACKER_M_MICHAEL,PALPITOAD,23,,,0,11,6,1
TRAINER_BACKPACKER_F_LOIS,MUNNA,23,,,0,11,6,1
TRAINER_MUSICIAN_PRESTON,BLITZLE,22,,,0,11,6,1
TRAINER_MUSICIAN_PRESTON,BLITZLE,22,,,0,11,6,2
TRAINER_DANCER_BRIAN,DARUMAKA,22,,,0,11,6,1
TRAINER_DANCER_BRIAN,DARUMAKA,22,,,0,11,6,2
TRAINER_HARLEQUIN_PAUL,WHIRLIPEDE,22,,,0,11,6,1
TRAINER_HARLEQUIN_PAUL,WHIRLIPEDE,22,,,0,11,6,2
TRAINER_ARTIST_HORTON,SIGILYPH,23,,,0,11,6,1
TRAINER_BAKER_JENN,PANSEAR,21,,,0,11,6,1
TRAINER_BAKER_JENN,PANPOUR,21,,,0,11,6,2
TRAINER_BAKER_JENN,PANSAGE,21,,,0,11,6,3
TRAINER_PSYCHIC_M_PERRY,SIGILYPH,24,,,100,11,6,1
TRAINER_PSYCHIC_F_DUA,WOOBAT,23,,,100,11,6,1
TRAINER_PSYCHIC_F_DUA,MUNNA,23,,,100,11,6,2
TRAINER_PKMN_TRAINER_CHEREN,TEPIG,5,,,0,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_2,OSHAWOTT,5,,,0,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_3,SNIVY,5,,,0,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_4,TEPIG,14,,ORAN_BERRY,50,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_4,PURRLOIN,12,,,50,11,6,2
TRAINER_PKMN_TRAINER_CHEREN_5,OSHAWOTT,14,,ORAN_BERRY,50,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_5,PURRLOIN,12,,,50,11,6,2
TRAINER_PKMN_TRAINER_CHEREN_6,SNIVY,14,,ORAN_BERRY,50,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_6,PURRLOIN,12,,,50,11,6,2
TRAINER_PKMN_TRAINER_BIANCA,OSHAWOTT,5,,,0,11,6,1
TRAINER_PKMN_TRAINER_BIANCA_2,SNIVY,5,,,0,11,6,1
TRAINER_PKMN_TRAINER_BIANCA_3,TEPIG,5,,,0,11,6,1
TRAINER_TEAM_PLASMA_GRUNT,PATRAT,12,,,0,11,6,1
TRAINER_TEAM_PLASMA_GRUNT_2,PATRAT,12,,,0,11,6,1
TRAINER_PKMN_TRAINER_N,PURRLOIN,7,"SCRATCH,GROWL",,50,11,6,1
TRAINER_PKMN_TRAINER_N_2,PIDOVE,13,,,100,11,6,1
TRAINER_PKMN_TRAINER_N_2,TYMPOLE,13,,,100,11,6,2
TRAINER_PKMN_TRAINER_N_2,TIMBURR,13,,,100,11,6,3
TRAINER_RICH_BOY_CODY,BLITZLE,25,,,50,11,6,1
TRAINER_RICH_BOY_ROLAN,BLITZLE,24,,,50,11,6,1
TRAINER_RICH_BOY_ROLAN,BLITZLE,24,,,50,11,6,2
TRAINER_LADY_MAGNOLIA,EMOLGA,24,,,50,11,6,1
TRAINER_LADY_MAGNOLIA,EMOLGA,24,,,50,11,6,2
TRAINER_LADY_COLETTE,EMOLGA,25,,,50,11,6,1
TRAINER_PILOT_TED,DUCKLETT,32,,,50,11,6,1
TRAINER_PILOT_TED,SIGILYPH,32,,,50,11,6,2
TRAINER_PILOT_CHASE,UNFEZANT,33,,,50,11,6,1
TRAINER_WORKER_VICTOR,PANSEAR,24,,,0,11,6,1
TRAINER_WORKER_VICTOR,TIMBURR,24,,,0,11,6,2
TRAINER_WORKER_FILIPE,GURDURR,25,,,0,11,6,1
TRAINER_WORKER_GLENN,PANPOUR,24,,,0,11,6,1
TRAINER_WORKER_GLENN,TIMBURR,24,,,0,11,6,2
TRAINER_WORKER_RYAN,TIMBURR,23,,,0,11,6,1
TRAINER_WORKER_RYAN,TIMBURR,23,,,0,11,6,2
TRAINER_WORKER_RYAN,VANILLITE,23,,,0,11,6,3
TRAINER_WORKER_PATTON,VANILLITE,24,,,0,11,6,1
TRAINER_WORKER_PATTON,TIMBURR,24,,,0,11,6,2
TRAINER_WORKER_EDDIE,PANSAGE,24,,,0,11,6,1
TRAINER_WORKER_EDDIE,TIMBURR,24,,,0,11,6,2
TRAINER_WORKER_MATTHEW,SEALEO,64,,,100,11,6,1
TRAINER_WORKER_MATTHEW,GLALIE,64,,,100,11,6,2
TRAINER_WORKER_TRAINER_79,PATRAT,10,,,0,11,6,1
TRAINER_TEAM_PLASMA_TRAINER_80,PATRAT,10,,,0,11,6,1
TRAINER_TEAM_PLASMA_GRUNT_3,SANDILE,23,,,0,11,6,1
TRAINER_TEAM_PLASMA_GRUNT_3,WATCHOG,23,,,0,11,6,2
TRAINER_HOOPSTER_BOBBY,WHIRLIPEDE,25,,,100,11,6,1
TRAINER_HOOPSTER_JOHN,STOUTLAND,40,,,100,11,6,1
TRAINER_HOOPSTER_JOHN,BOLDORE,40,,,100,11,6,2
TRAINER_SCHOOL_KID_M_EDGAR,PIDOVE,12,,,50,11,6,1
TRAINER_SCHOOL_KID_M_EDGAR,ROGGENROLA,12,,,50,11,6,2
TRAINER_YOUNGSTER_ROLAND,LILLIPUP,7,,,0,11,6,1
TRAINER_SCHOOL_KID_M_CARTER,PATRAT,17,,,50,11,6,1
TRAINER_SCHOOL_KID_F_LYDIA,LILLIPUP,15,"TACKLE,BITE,LEER",,50,11,6,1
TRAINER_SCHOOL_KID_F_LYDIA,LILLIPUP,15,"TACKLE,BITE,LEER",,50,11,6,2
TRAINER_SCHOOL_KID_F_LYDIA,LILLIPUP,15,"TACKLE,BITE,LEER",,50,11,6,3
TRAINER_SCIENTIST_SATOMI,HERDIER,17,"TACKLE,BITE,LEER",,100,11,6,1
TRAINER_TEAM_PLASMA_N,SANDILE,22,,,150,11,6,1
TRAINER_TEAM_PLASMA_N,DARUMAKA,22,,,150,11,6,2
TRAINER_TEAM_PLASMA_N,SCRAGGY,22,,,150,11,6,3
TRAINER_TEAM_PLASMA_N,SIGILYPH,22,,,150,11,6,4
TRAINER_PKMN_TRAINER_CHEREN_7,LIEPARD,24,,,100,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_7,PANSAGE,24,,MIRACLE_SEED,100,11,6,2
TRAINER_PKMN_TRAINER_CHEREN_7,TRANQUILL,24,,,100,11,6,3
TRAINER_PKMN_TRAINER_CHEREN_7,PIGNITE,26,,SITRUS_BERRY,100,11,6,4
TRAINER_PKMN_TRAINER_CHEREN_8,LIEPARD,24,,,100,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_8,PANSEAR,24,,CHARCOAL,100,11,6,2
TRAINER_PKMN_TRAINER_CHEREN_8,TRANQUILL,24,,,100,11,6,3
TRAINER_PKMN_TRAINER_CHEREN_8,DEWOTT,26,,SITRUS_BERRY,100,11,6,4
TRAINER_PKMN_TRAINER_CHEREN_9,LIEPARD,24,,,100,11,6,1
TRAINER_PKMN_TRAINER_CHEREN_9,PANPOUR,24,,MYSTIC_WATER,100,11,6,2
TRAINER_PKMN_TRAINER_CHEREN_9,TRANQUILL,24,,,100,11,6,3
TRAINER_PKMN_TRAINER_CHEREN_9,SERVINE,26,,SITRUS_BERRY,100,11,6,4
TRAINER_CLERK_F_INGRID,HERDIER,19,,,0,11,6,1
TRAINER_CLERK_F_ALBERTA,PETILIL,18,,,0,11,6,1
TRAINER_CLERK_F_ALBERTA,COTTONEE,18,,,0,11,6,2
TRAINER_CLERK_F_KATIE,DRILBUR,29,,,50,11,6,1
TRAINER_CLERK_F_TRISHA,MINCCINO,25,,,0,11,6,1
TRAINER_WAITER_BERT,MINCCINO,36,,,0,11,6,1
TRAINER_WAITER_BERT,LAMPENT,36,,,0,11,6,2
TRAINER_WAITRESS_FLO,MINCCINO,36,,,0,11,6,1
TRAINER_WAITRESS_FLO,LILLIGANT,36,,,0,11,6,2
TRAINER_ACE_TRAINER_M_CHEYENNE,SAWSBUCK,40,,,100,11,6,1
TRAINER_ACE_TRAINER_M_CHEYENNE,JELLICENT,40,,,100,11,6,2
TRAINER_ACE_TRAINER_M_STELLA,GOTHITA,29,,,100,11,6,1
TRAINER_ACE_TRAINER_M_STELLA,DUCKLETT,29,,,100,11,6,2
TRAINER_ACE_TRAINER_M_STELLA,LILLIGANT,29,,,100,11,6,3
TRAINER_ACE_TRAINER_M_ALLISON,DRILBUR,30,,,100,11,6,1
TRAINER_ACE_TRAINER_M_ALLISON,ZEBSTRIKA,30,,,100,11,6,2
TRAINER_ACE_TRAINER_M_JAMIE,CUBCHOO,35,,,100,11,6,1
TRAINER_ACE_TRAINER_M_JAMIE,LEAVANNY,35,,,100,11,6,2
TRAINER_ACE_TRAINER_M_JAMIE,DARMANITAN,35,,,100,11,6,3
TRAINER_ACE_TRAINER_F_JOHAN,FRAXURE,39,,,100,11,6,1
TRAINER_ACE_TRAINER_F_JOHAN,EELEKTRIK,39,,,100,11,6,2
TRAINER_ACE_TRAINER_F_JOHAN,ACCELGOR,39,,,100,11,6,3
TRAINER_ACE_TRAINER_F_CORKY,WHIMSICOTT,30,,,100,11,6,1
TRAINER_ACE_TRAINER_F_CORKY,TIRTOUGA,30,,,100,11,6,2
TRAINER_ACE_TRAINER_F_JARED,ARCHEN,31,,,100,11,6,1
TRAINER_ACE_TRAINER_F_JESSE,VANILLISH,36,,,100,11,6,1
TRAINER_ACE_TRAINER_F_JESSE,GALVANTULA,36,,,100,11,6,2
TRAINER_LADY_ISABEL,STOUTLAND,36,,,0,11,6,1
TRAINER_RICH_BOY_MANUEL,LIEPARD,36,,,0,11,6,1
TRAINER_BLACK_BELT_COREY,SAWK,40,,,100,11,6,1
TRAINER_BLACK_BELT_TEPPEI,SAWK,36,,,100,11,6,1
TRAINER_BLACK_BELT_KENTARO,TIMBURR,16,,,100,11,6,1
TRAINER_SCIENTIST_WILLIAM,DEERLING,27,,,100,11,6,1
TRAINER_SCIENTIST_RANDALL,ROGGENROLA,19,,,100,11,6,1
TRAINER_SCIENTIST_STEVE,SEWADDLE,20,,,100,11,6,1
TRAINER_SCIENTIST_ORVILLE,KLINK,29,,,100,11,6,1
TRAINER_SCIENTIST_SAMANTHA,MUNNA,20,,,100,11,6,1
TRAINER_SCIENTIST_NAOKO,KLINK,29,,,100,11,6,1
TRAINER_PSYCHIC_M_MICKI,YAMASK,31,,,100,11,6,1
TRAINER_PSYCHIC_M_MICKI,GOLETT,31,,,100,11,6,2
TRAINER_PSYCHIC_M_BRYCE,DUOSION,32,,,100,11,6,1
TRAINER_PSYCHIC_F_DOREEN,ELGYEM,30,,,100,11,6,1
TRAINER_PSYCHIC_F_DOREEN,SOLOSIS,30,,,100,11,6,2
TRAINER_PSYCHIC_F_DOREEN,SIGILYPH,30,,,100,11,6,3
TRAINER_PSYCHIC_F_LIN,LITWICK,31,,,100,11,6,1
TRAINER_PSYCHIC_F_LIN,SWOOBAT,31,,,100,11,6,2
TRAINER_WORKER_ROB,BOLDORE,33,,,0,11,6,1
TRAINER_WORKER_ROB,BOLDORE,33,,,0,11,6,2
TRAINER_WORKER_ROB,BOLDORE,33,,,0,11,6,3
TRAINER_WORKER_RICH,GURDURR,34,,,0,11,6,1
TRAINER_WORKER_RICH,BOLDORE,34,,,0,11,6,2
TRAINER_WORKER_HEATH,SWOOBAT,35,,,0,11,6,1
TRAINER_WORKER_CLIFF,TRANQUILL,32,,,50,11,6,1
TRAINER_WORKER_CLIFF,TRANQUILL,32,,,50,11,6,2
TRAINER_WORKER_TRAINER_126,PATRAT,10,,,0,11,6,1
TRAINER_WORKER_BRADY,DUCKLETT,32,,,50,11,6,1
TRAINER_WORKER_BRADY,WOOBAT,32,,,50,11,6,2
TRAINER_WORKER_ARNOLD,SWOOBAT,33,,,50,11,6,1
TRAINER_STRIKER_TONY,DUCKLETT,25,,,100,11,6,1
TRAINER_STRIKER_ROBERTO,LIEPARD,41,,,100,11,6,1
TRAINER_LEADER_BRYCEN,VANILLISH,37,"MIRROR_SHOT,ACID_ARMOR,FROST_BREATH,ASTONISH",,150,11,6,1
TRAINER_LEADER_BRYCEN,CRYOGONAL,37,"REFLECT,AURORA_BEAM,FROST_BREATH,RAPID_SPIN",,150,11,6,2
TRAINER_LEADER_BRYCEN,BEARTIC,39,"SLASH,BRINE,ICICLE_CRASH,SWAGGER",,200,11,6,3
TRAINER_LEADER_IRIS,FRAXURE,41,"DRAGON_DANCE,DRAGON_RAGE,DRAGON_TAIL,ASSURANCE",,150,11,6,1
TRAINER_LEADER_IRIS,DRUDDIGON,41,"CHIP_AWAY,REVENGE,DRAGON_TAIL,NIGHT_SLASH",,150,11,6,2
TRAINER_LEADER_IRIS,HAXORUS,43,"DRAGON_DANCE,SLASH,DRAGON_TAIL,ASSURANCE",,200,11,6,3
TRAINER_LEADER_DRAYDEN,FRAXURE,41,"DRAGON_DANCE,DRAGON_RAGE,DRAGON_TAIL,ASSURANCE",,150,11,6,1
TRAINER_LEADER_DRAYDEN,DRUDDIGON,41,"CHIP_AWAY,REVENGE,DRAGON_TAIL,NIGHT_SLASH",,150,11,6,2
TRAINER_LEADER_DRAYDEN,HAXORUS,43,"DRAGON_DANCE,SLASH,DRAGON_TAIL,ASSURANCE",,200,11,6,3
TRAINER_ROUGHNECK_CHANCE,SCRAGGY,37,,,0,11,6,1
TRAINER_ROUGHNECK_REESE,KROKOROK,36,,,0,11,6,1
TRAINER_ROUGHNECK_REESE,GARBODOR,36,,,0,11,6,2
TRAINER_ROUGHNECK_FLETCHER,MIGHTYENA,63,,,100,11,6,1
TRAINER_ROUGHNECK_FLETCHER,SKUNTANK,63,,,100,11,6,2
TRAINER_ROUGHNECK_FLETCHER,CRAWDAUNT,63,,,100,11,6,3
TRAINER_JANITOR_GEOFF,TRUBBISH,20,,,100,11,6,1
TRAINER_JANITOR_GEOFF,MINCCINO,20,,,100,11,6,2
TRAINER_POKEFAN_M_JUDE,EMOLGA,30,,,0,11,6,1
TRAINER_POKEFAN_M_JUDE,HERDIER,30,,,0,11,6,2
TRAINER_POKEFAN_F_GEORGIA,SWADLOON,31,,,0,11,6,1
TRAINER_YOUNGSTER_ALBERT,JOLTIK,24,"SCREECH,FURY_CUTTER,BUG_BITE,THUNDER_WAVE",,0,11,6,1
TRAINER_YOUNGSTER_ALBERT,DWEBBLE,24,"SMACK_DOWN,ROCK_POLISH,BUG_BITE,STEALTH_ROCK",,0,11,6,2
TRAINER_YOUNGSTER_KENNETH,WHIRLIPEDE,24,,,0,11,6,1
TRAINER_YOUNGSTER_KENNETH,KARRABLAST,24,,,0,11,6,2
TRAINER_YOUNGSTER_MIKEY,DWEBBLE,30,,,0,11,6,1
TRAINER_YOUNGSTER_MIKEY,SIMISAGE,30,,,0,11,6,2
TRAINER_YOUNGSTER_PARKER,PALPITOAD,29,,,0,11,6,1
TRAINER_YOUNGSTER_PARKER,SHELMET,29,,,0,11,6,2
TRAINER_YOUNGSTER_PARKER,SCOLIPEDE,29,,,0,11,6,3
TRAINER_YOUNGSTER_ZACHARY,VENIPEDE,14,,,0,11,6,1
TRAINER_YOUNGSTER_ZACHARY,LILLIPUP,14,,,0,11,6,2
TRAINER_YOUNGSTER_KEITA,TYMPOLE,13,,,0,11,6,1
TRAINER_YOUNGSTER_KEITA,TYMPOLE,13,,,0,11,6,2
TRAINER_YOUNGSTER_KEITA,TYMPOLE,13,,,0,11,6,3
TRAINER_YOUNGSTER_ABE,SPEAROW,63,,,0,11,6,1
TRAINER_YOUNGSTER_ABE,LINOONE,63,,,0,11,6,2
TRAINER_YOUNGSTER_ABE,FEAROW,63,,,0,11,6,3
TRAINER_YOUNGSTER_KEVIN,VENONAT,63,,,100,11,6,1
TRAINER_YOUNGSTER_KEVIN,RATICATE,63,,,100,11,6,2
TRAINER_YOUNGSTER_KEVIN,VENOMOTH,63,,,100,11,6,3
TRAINER_FISHERMAN_BRUCE,BASCULIN,34,,,0,11,6,1
TRAINER_FISHERMAN_BRUCE,BASCULIN_BLUE_STRIPED,34,,,0,11,6,2
TRAINER_FISHERMAN_DEVON,FINNEON,62,,,100,11,6,1
TRAINER_FISHERMAN_DEVON,GOREBYSS,62,,,100,11,6,2
TRAINER_FISHERMAN_DEVON,HUNTAIL,62,,,100,11,6,3
TRAINER_FISHERMAN_DEVON,LUMINEON,62,,,100,11,6,4
TRAINER_DOCTOR_WAYNE,SWADLOON,29,,,30,11,6,1
TRAINER_DOCTOR_HANK,DUOSION,34,,,30,11,6,1
TRAINER_DOCTOR_HANK,MUSHARNA,34,,,30,11,6,2
TRAINER_NURSE_SACHIKO,GOTHITA,31,,,0,11,6,1
TRAINER_NURSE_SACHIKO,ALOMOMOLA,31,,,0,11,6,2
TRAINER_BACKPACKER_M_JEROME,PIDOVE,19,,,0,11,6,1
TRAINER_BACKPACKER_M_TERRANCE,SIMISEAR,31,,,0,11,6,1
TRAINER_BACKPACKER_F_RUTH,MINCCINO,31,,,0,11,6,1
TRAINER_BACKPACKER_F_ANNA,COTTONEE,19,,,0,11,6,1
TRAINER_HOOLIGANS_JIM_CAS,SCRAGGY,37,,,0,11,6,1
TRAINER_HOOLIGANS_JIM_CAS,SCRAGGY,37,,,0,11,6,2
TRAINER_BATTLE_GIRL_AMY,SCRAFTY,39,,,100,11,6,1
TRAINER_BATTLE_GIRL_AMY,MIENFOO,39,,,100,11,6,2
TRAINER_BATTLE_GIRL_SHARON,THROH,36,,,100,11,6,1
TRAINER_BATTLE_GIRL_LEE,TIMBURR,16,,,100,11,6,1
TRAINER_PARASOL_LADY_NICOLE,TYMPOLE,24,ECHOED_VOICE,,0,11,6,1
TRAINER_PARASOL_LADY_NICOLE,TYMPOLE,24,ECHOED_VOICE,,0,11,6,2
TRAINER_PARASOL_LADY_NICOLE,TYMPOLE,24,ECHOED_VOICE,,0,11,6,3
TRAINER_PARASOL_LADY_NICOLE,TYMPOLE,24,ECHOED_VOICE,,0,11,6,4
TRAINER_PARASOL_LADY_TIHANA,VANILLITE,26,,,0,11,6,1
TRAINER_PARASOL_LADY_TIHANA,FRILLISH,26,,,0,11,6,2
TRAINER_PARASOL_LADY_MELITA,FRILLISH,34,,,0,11,6,1
TRAINER_PARASOL_LADY_MELITA,DUCKLETT,34,,,0,11,6,2
TRAINER_PARASOL_LADY_LUMI,ALOMOMOLA,35,,,0,11,6,1
TRAINER_CLERK_M_CLEMENS,TIMBURR,19,,,0,11,6,1
TRAINER_CLERK_M_WARREN,BASCULIN,17,,,0,11,6,1
TRAINER_CLERK_M_WARREN,BASCULIN_BLUE_STRIPED,17,,,0,11,6,2
TRAINER_CLERK_M_WARREN,BASCULIN,17,,,0,11,6,3
TRAINER_CLERK_M_IVAN,WOOBAT,20,,,0,11,6,1
TRAINER_CLERK_M_ISAAC,SANDILE,27,,,50,11,6,1
TRAINER_CLERK_M_ISAAC,SANDILE,27,,,50,11,6,2
TRAINER_CLERK_M_ISAAC,PALPITOAD,27,,,50,11,6,3
TRAINER_CLERK_M_CHAZ,ARIADOS,64,,,0,11,6,1
TRAINER_CLERK_M_CHAZ,FLOATZEL,64,,,0,11,6,2
TRAINER_CLERK_M_WADE,PANSEAR,19,,,50,11,6,1
TRAINER_CLERK_M_WADE,PANPOUR,19,,,50,11,6,2
TRAINER_CLERK_M_WADE,PANSAGE,19,,,50,11,6,3
TRAINER_CLERK_M_FREDRIC,PERSIAN,65,,,100,11,6,1
TRAINER_CLERK_M_FREDRIC,HONCHKROW,65,,,100,11,6,2
TRAINER_BACKERS_HAWK_DAR,DARUMAKA,31,,,100,11,6,1
TRAINER_BACKERS_HAWK_DAR,DARUMAKA,31,,,100,11,6,2
TRAINER_BACKERS_JOE_ROSS,ZEBSTRIKA,31,,,100,11,6,1
TRAINER_BACKERS_JOE_ROSS,ZEBSTRIKA,31,,,100,11,6,2
TRAINER_BACKERS_MASA_YAS,SCOLIPEDE,31,,,100,11,6,1
TRAINER_BACKERS_MASA_YAS,SCOLIPEDE,31,,,100,11,6,2
TRAINER_BACKERS_KAY_ALI,DUCKLETT,31,,,100,11,6,1
TRAINER_BACKERS_KAY_ALI,DUCKLETT,31,,,100,11,6,2
TRAINER_BACKERS_AMI_EIRA,PANPOUR,31,,,100,11,6,1
TRAINER_BACKERS_AMI_EIRA,PANSEAR,31,,,100,11,6,2
TRAINER_LINEBACKER_BOB,SAWK,40,,,100,11,6,1
TRAINER_LINEBACKER_BOB,THROH,40,,,100,11,6,2
