encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_BB_BLACK_BELT_KENTARO,KENTARO,TRAINER_CLASS_BLACK_BELT,237,,,,TRAINER_PIC_BW_BLACK_BELT,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_TWINS_MAYO_MAY,MAYO & MAY,TRAINER_CLASS_TWINS,237,,,,TRAINER_PIC_BW_TWINS,true,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,TEAM PLASMA GRUNT,TRAINER_CLASS_TEAM_PLASMA_GRUNT,237,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_2,TEAM PLASMA GRUNT,TRAINER_CLASS_TEAM_PLASMA_GRUNT,237,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_PKMN_RANGER_FORREST,FORREST,TRAINER_CLASS_PKMN_RANGER,237,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_YOUNGSTER_NICHOLAS,NICHOLAS,TRAINER_CLASS_YOUNGSTER,237,,,,TRAINER_PIC_BW_YOUNGSTER,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_PKMN_RANGER_AUDRA,AUDRA,TRAINER_CLASS_PKMN_RANGER,237,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_PKMN_RANGER_IRENE,IRENE,TRAINER_CLASS_PKMN_RANGER,237,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,TEAM PLASMA GRUNT,TRAINER_CLASS_TEAM_PLASMA_GRUNT,237,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_PKMN_RANGER_MIGUEL,MIGUEL,TRAINER_CLASS_PKMN_RANGER,237,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,TEAM PLASMA GRUNT,TRAINER_CLASS_TEAM_PLASMA_GRUNT,237,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_SCHOOL_KID_MILLIE,MILLIE,TRAINER_CLASS_SCHOOL_KID,237,,,,TRAINER_PIC_BW_SCHOOL_KID_F,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_LASS_EVA,EVA,TRAINER_CLASS_LASS,237,,,,TRAINER_PIC_BW_LASS,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_SCHOOL_KID_SAMMY,SAMMY,TRAINER_CLASS_SCHOOL_KID,237,,,,TRAINER_PIC_BW_SCHOOL_KID_M,,blazeblack_doc=trainer_rosters; location_header=Pinwheel Forest,1001,7,
TRAINER_BB_CLERK_INGRID,INGRID,TRAINER_CLASS_CLERK,238,,,,TRAINER_PIC_BW_CLERK_F,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_CLERK_CLEMENS,CLEMENS,TRAINER_CLASS_CLERK,238,,,,TRAINER_PIC_BW_CLERK_M_A,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_SCIENTIST_RANDALL,RANDALL,TRAINER_CLASS_SCIENTIST,238,,,,TRAINER_PIC_BW_SCIENTIST_M,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_CLERK_WARREN,WARREN,TRAINER_CLASS_CLERK,238,,,,TRAINER_PIC_BW_CLERK_M_A,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_CLERK_ALBERTA,ALBERTA,TRAINER_CLASS_CLERK,238,,,,TRAINER_PIC_BW_CLERK_F,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_CLERK_IVAN,IVAN,TRAINER_CLASS_CLERK,238,,,,TRAINER_PIC_BW_CLERK_M_A,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_SCIENTIST_SAMANTHA,SAMANTHA,TRAINER_CLASS_SCIENTIST,238,,,,TRAINER_PIC_BW_SCIENTIST_F,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_SCIENTIST_STEVE,STEVE,TRAINER_CLASS_SCIENTIST,238,,,,TRAINER_PIC_BW_SCIENTIST_M,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_CLERK_WADE,WADE,TRAINER_CLASS_CLERK,238,,,,TRAINER_PIC_BW_CLERK_M_B,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_JANITOR_GEOFF,GEOFF,TRAINER_CLASS_JANITOR,238,,,,TRAINER_PIC_BW_JANITOR,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_DANCER_EDMOND,EDMOND,TRAINER_CLASS_DANCER,238,,,,TRAINER_PIC_BW_DANCER,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_DANCER_RAYMOND,RAYMOND,TRAINER_CLASS_DANCER,238,,,,TRAINER_PIC_BW_DANCER,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_DANCER_MICKEY,MICKEY,TRAINER_CLASS_DANCER,238,,,,TRAINER_PIC_BW_DANCER,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_6,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,238,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_HARLEQUIN_JACK,JACK,TRAINER_CLASS_HARLEQUIN,238,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_HARLEQUIN_KERRY,KERRY,TRAINER_CLASS_HARLEQUIN,238,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_HARLEQUIN_RICK,RICK,TRAINER_CLASS_HARLEQUIN,238,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_HARLEQUIN_LOUIS,LOUIS,TRAINER_CLASS_HARLEQUIN,238,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Castelia City,1001,7,
TRAINER_BB_BACKPACKER_KEANE,KEANE,TRAINER_CLASS_BACKPACKER,9,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_WORKER_GUS,GUS,TRAINER_CLASS_WORKER,9,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_BACKPACKER_ANNA,ANNA,TRAINER_CLASS_BACKPACKER,9,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_BACKPACKER_JILL,JILL,TRAINER_CLASS_BACKPACKER,9,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_BACKPACKER_WAYLON,WAYLON,TRAINER_CLASS_BACKPACKER,9,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_WORKER_SCOTT,SCOTT,TRAINER_CLASS_WORKER,9,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_WORKER_ZACK,ZACK,TRAINER_CLASS_WORKER,9,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_BACKPACKER_JEROME,JEROME,TRAINER_CLASS_BACKPACKER,9,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_WORKER_SHELBY,SHELBY,TRAINER_CLASS_WORKER,9,,,,TRAINER_PIC_BW_WORKER,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_FISHERMAN_HUBERT,HUBERT,TRAINER_CLASS_FISHERMAN,9,,,,TRAINER_PIC_BW_FISHERMAN,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_FISHERMAN_ANDREW,ANDREW,TRAINER_CLASS_FISHERMAN,9,,,,TRAINER_PIC_BW_FISHERMAN,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_PARASOL_LADY_APRIL,APRIL,TRAINER_CLASS_PARASOL_LADY,9,,,,TRAINER_PIC_BW_PARASOL_LADY,,blazeblack_doc=trainer_rosters; location_header=Route 4,1001,7,
TRAINER_BB_DOCTOR_JERRY,JERRY,TRAINER_CLASS_DOCTOR,239,,,,TRAINER_PIC_BW_DOCTOR,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_BACKPACKER_KELSEY,KELSEY,TRAINER_CLASS_BACKPACKER,239,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_PKMN_RANGER_MYLENE,MYLENE,TRAINER_CLASS_PKMN_RANGER,239,,,,TRAINER_PIC_BW_POKEMON_RANGER_F,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_PKMN_RANGER_JADEN,JADEN,TRAINER_CLASS_PKMN_RANGER,239,,,,TRAINER_PIC_BW_POKEMON_RANGER_M,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_BACKPACKER_NATE,NATE,TRAINER_CLASS_BACKPACKER,239,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_BACKPACKER_LIZ,LIZ,TRAINER_CLASS_BACKPACKER,239,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_PSYCHIC_CYBIL,CYBIL,TRAINER_CLASS_PSYCHIC,239,,,,TRAINER_PIC_BW_PSYCHIC_F,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_PSYCHIC_LOW,LOW,TRAINER_CLASS_PSYCHIC,239,,,,TRAINER_PIC_BW_PSYCHIC_M,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_BACKPACKER_ELAINE,ELAINE,TRAINER_CLASS_BACKPACKER,239,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_PSYCHIC_GAVEN,GAVEN,TRAINER_CLASS_PSYCHIC,239,,,,TRAINER_PIC_BW_PSYCHIC_M,,blazeblack_doc=trainer_rosters; location_header=Desert Resort,1001,7,
TRAINER_BB_PSYCHIC_PERRY,PERRY,TRAINER_CLASS_PSYCHIC,240,,,,TRAINER_PIC_BW_PSYCHIC_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PSYCHIC_DUA,DUA,TRAINER_CLASS_PSYCHIC,240,,,,TRAINER_PIC_BW_PSYCHIC_F,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_7,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_8,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_9,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_10,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_11,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_12,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_13,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,240,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Relic Castle,1001,7,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_14,PLASMA GRUNT,TRAINER_CLASS_PLASMA_GRUNT,492,,,,TRAINER_PIC_BW_PLASMA_GRUNT_M,,blazeblack_doc=trainer_rosters; location_header=Nimbasa City,1001,7,
TRAINER_BB_LADY_MAGNOLIA,MAGNOLIA,TRAINER_CLASS_LADY,492,,,,TRAINER_PIC_BW_LADY,,blazeblack_doc=trainer_rosters; location_header=Nimbasa City,1001,7,
TRAINER_BB_RICH_BOY_CODY,CODY,TRAINER_CLASS_RICH_BOY,492,,,,TRAINER_PIC_BW_RICH_BOY,,blazeblack_doc=trainer_rosters; location_header=Nimbasa City,1001,7,
TRAINER_BB_RICH_BOY_ROLAN,ROLAN,TRAINER_CLASS_RICH_BOY,492,,,,TRAINER_PIC_BW_RICH_BOY,,blazeblack_doc=trainer_rosters; location_header=Nimbasa City,1001,7,
TRAINER_BB_LADY_COLETTE,COLETTE,TRAINER_CLASS_LADY,492,,,,TRAINER_PIC_BW_LADY,,blazeblack_doc=trainer_rosters; location_header=Nimbasa City,1001,7,
TRAINER_BB_CYCLING_HECTOR,HECTOR,TRAINER_CLASS_CYCLING,29,,,,TRAINER_PIC_BW_CYCLIST_M,,blazeblack_doc=trainer_rosters; location_header=Route 16,1001,7,
TRAINER_BB_BACKPACKER_PETER,PETER,TRAINER_CLASS_BACKPACKER,29,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 16,1001,7,
TRAINER_BB_CYCLING_KRISSA,KRISSA,TRAINER_CLASS_CYCLING,29,,,,TRAINER_PIC_BW_CYCLIST_F,,blazeblack_doc=trainer_rosters; location_header=Route 16,1001,7,
TRAINER_BB_POLICEMAN_DANIEL,DANIEL,TRAINER_CLASS_POLICEMAN,29,,,,TRAINER_PIC_BW_POLICEMAN,,blazeblack_doc=trainer_rosters; location_header=Route 16,1001,7,
TRAINER_BB_BACKPACKER_LORA,LORA,TRAINER_CLASS_BACKPACKER,29,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Route 16,1001,7,
TRAINER_BB_BACKPACKER_STEPHEN,STEPHEN,TRAINER_CLASS_BACKPACKER,29,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 16,1001,7,
TRAINER_BB_PRESCHOOLER_SARAH,SARAH,TRAINER_CLASS_PRESCHOOLER,14,,,,TRAINER_PIC_BW_PRESCHOOLER_F,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_PRESCHOOLER_BILLY,BILLY,TRAINER_CLASS_PRESCHOOLER,14,,,,TRAINER_PIC_BW_PRESCHOOLER_M,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_BAKER_JENN,JENN,TRAINER_CLASS_BAKER,14,,,,TRAINER_PIC_BW_BAKER,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_HARLEQUIN_PAUL,PAUL,TRAINER_CLASS_HARLEQUIN,14,,,,TRAINER_PIC_BW_HARLEQUIN,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_MUSICIAN_PRESTON,PRESTON,TRAINER_CLASS_MUSICIAN,14,,,,TRAINER_PIC_BW_MUSICIAN,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_DANCER_BRIAN,BRIAN,TRAINER_CLASS_DANCER,14,,,,TRAINER_PIC_BW_DANCER,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_ARIST_HORTON,HORTON,TRAINER_CLASS_ARIST,14,,,,TRAINER_PIC_BW_ARTIST,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_BACKPACKER_MICHAEL,MICHAEL,TRAINER_CLASS_BACKPACKER,14,,,,TRAINER_PIC_BW_BACKPACKER_M,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_BACKPACKER_LOIS,LOIS,TRAINER_CLASS_BACKPACKER,14,,,,TRAINER_PIC_BW_BACKPACKER_F,,blazeblack_doc=trainer_rosters; location_header=Route 5,1001,7,
TRAINER_BB_YOUNGSTER_KENNETH,KENNETH,TRAINER_CLASS_YOUNGSTER,242,,,,TRAINER_PIC_BW_YOUNGSTER,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_YOUNGSTER_ALBERT,ALBERT,TRAINER_CLASS_YOUNGSTER,242,,,,TRAINER_PIC_BW_YOUNGSTER,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
TRAINER_BB_WORKER_EDDIE,EDDIE,TRAINER_CLASS_WORKER,242,,,,TRAINER_PIC_BW_WORKERICE,,blazeblack_doc=trainer_rosters; location_header=Cold Storage,1001,7,
