encounter_name,species_name,lvl,moves,held_item,iv,version_group_id,load_build,slot,ability,ability_clean,nature
TRAINER_BB_LASS_ERI,SKITTY,10,,,,1001,7,2,,,
TRAINER_BB_LASS_ERI,STARLY,10,,,,1001,7,3,,,
TRAINER_BB_LASS_ERI,AZURILL,10,,,,1001,7,4,,,
TRAINER_BB_YOUNGSTER_JOEY,RATTATA,11,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,TRUBBISH,14,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,EKANS,14,,,,1001,7,2,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,DROWZEE,15,,,,1001,7,3,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_2,KOFFING,14,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_2,GRIMER,14,,,,1001,7,2,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_2,CACNEA,15,,,,1001,7,3,,,
TRAINER_BB_DUO_KUMI_AMY,NIDORAN M,14,,,,1001,7,1,,,
TRAINER_BB_DUO_KUMI_AMY,NIDORAN F,14,,,,1001,7,2,,,
TRAINER_BB_NURSERY_AIDE_AUTUMN,TOGEPI,14,,,,1001,7,1,,,
TRAINER_BB_NURSERY_AIDE_AUTUMN,NATU,14,,,,1001,7,2,,,
TRAINER_BB_NURSERY_AIDE_AUTUMN,RALTS,14,,,,1001,7,3,,,
TRAINER_BB_NURSERY_AIDE_AUTUMN,MUNNA,14,,,,1001,7,4,,,
TRAINER_BB_PRESCHOOLER_DOYLE,SQUIRTLE,14,,,,1001,7,1,,,
TRAINER_BB_PRESCHOOLER_DOYLE,OSHAWOTT,14,,,,1001,7,2,,,
TRAINER_BB_PRESCHOOLER_WENDY,TOTODILE,14,,,,1001,7,1,,,
TRAINER_BB_PRESCHOOLER_WENDY,PIPLUP,14,,,,1001,7,2,,,
TRAINER_BB_PRESCHOOLER_TULLY,MUDKIP,14,,,,1001,7,1,,,
TRAINER_BB_PRESCHOOLER_TULLY,PSYDUCK,14,,,,1001,7,2,,,
TRAINER_BB_PRESCHOOLER_TULLY,SHELLOS,14,,,,1001,7,3,,,
TRAINER_BB_PKMN_BREEDER_ADELAIDE,IGGLYBUFF,12,,,,1001,7,1,,,
TRAINER_BB_PKMN_BREEDER_ADELAIDE,CLEFFA,12,,,,1001,7,2,,,
TRAINER_BB_PKMN_BREEDER_ADELAIDE,PICHU,12,,,,1001,7,3,,,
TRAINER_BB_PKMN_BREEDER_ADELAIDE,MAGBY,12,,,,1001,7,4,,,
TRAINER_BB_PKMN_BREEDER_ADELAIDE,ELEKID,12,,,,1001,7,5,,,
TRAINER_BB_PKMN_BREEDER_ADELAIDE,SMOOCHUM,12,,,,1001,7,6,,,
TRAINER_BB_SCHOOL_KID_AL,BLITZLE,15,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_AL,MAREEP,15,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_AL,FLAAFFY,15,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_MARSHA,PHANPY,15,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_MARSHA,TEDDIURSA,15,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_MARSHA,WOOBAT,15,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_MARSHA,WHISMUR,15,,,,1001,7,4,,,
TRAINER_BB_SCHOOL_KID_GINA,WOOPER,16,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_GINA,TAILLOW,16,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_GINA,LOTAD,16,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_GINA,SEEDOT,16,,,,1001,7,4,,,
TRAINER_BB_SCHOOL_KID_EDGAR,SHINX,16,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_EDGAR,LUXIO,16,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_EDGAR,NUZLEAF,16,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_EDGAR,LOMBRE,16,,,,1001,7,4,,,
TRAINER_BB_PKMN_BREEDER_GALEN,SERPERIOR,50,,,,1001,7,1,,,
TRAINER_BB_PKMN_BREEDER_GALEN,SAMUROTT,50,,,,1001,7,2,,,
TRAINER_BB_PKMN_BREEDER_GALEN,EMBOAR,50,,,,1001,7,3,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_3,ZUBAT,15,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_3,TENTACOOL,15,,,,1001,7,2,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_3,POOCHYENA,15,,,,1001,7,3,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_4,VOLTORB,15,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_4,CARVANHA,15,,,,1001,7,2,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_4,PAWNIARD,15,,,,1001,7,3,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,GULPIN,15,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,NUMEL,15,,,,1001,7,2,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,HOUNDOUR,15,,,,1001,7,3,,,
TRAINER_BB_LASS_DYE,BRELOOM,85,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_CARTER,AIPOM,18,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_CARTER,SNUBBULL,18,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_CARTER,MINCCINO,18,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_CARTER,LICKITUNG,18,,,,1001,7,4,,,
TRAINER_BB_SCIENTIST_SATOMI,DITTO,18,,,,1001,7,1,,,
TRAINER_BB_SCIENTIST_SATOMI,SMEARGLE,18,,,,1001,7,2,,,
TRAINER_BB_SCIENTIST_SATOMI,PORYGON,18,,,,1001,7,3,,,
TRAINER_BB_SCIENTIST_SATOMI,CASTFORM,18,,,,1001,7,4,,,
TRAINER_BB_SCHOOL_KID_LYDIA,BUNEARY,18,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_LYDIA,CLEFAIRY,18,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_LYDIA,JIGGLYPUFF,18,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_LYDIA,DELCATTY,18,,,,1001,7,4,,,
TRAINER_BB_NURSE_SHERY,HAPPINY,18,,,,1001,7,1,,,
TRAINER_BB_NURSE_SHERY,AUDINO,18,,,,1001,7,2,,,
TRAINER_BB_PRESCHOOLER_JULIET,PANSAGE,18,,,,1001,7,1,,,
TRAINER_BB_PRESCHOOLER_JULIET,PANPOUR,18,,,,1001,7,2,,,
TRAINER_BB_PRESCHOOLER_JULIET,PANSEAR,18,,,,1001,7,3,,,
TRAINER_BB_PRESCHOOLER_HOMER,ROGGENROLA,18,,,,1001,7,1,,,
TRAINER_BB_PRESCHOOLER_HOMER,GEODUDE,18,,,,1001,7,2,,,
TRAINER_BB_PRESCHOOLER_HOMER,ARON,18,,,,1001,7,3,,,
TRAINER_BB_YOUNGSTER_KEITA,SPINARAK,18,,,,1001,7,1,,,
TRAINER_BB_YOUNGSTER_KEITA,DODUO,18,,,,1001,7,2,,,
TRAINER_BB_YOUNGSTER_KEITA,CHARMANDER,18,,,,1001,7,3,,,
TRAINER_BB_YOUNGSTER_ZACHARY,BURMY,18,,,,1001,7,1,,,
TRAINER_BB_YOUNGSTER_ZACHARY,TORCHIC,18,,,,1001,7,2,,,
TRAINER_BB_YOUNGSTER_ZACHARY,LEDYBA,18,,,,1001,7,3,,,
TRAINER_BB_BATTLE_GIRL_LEE,TIMBURR,18,,,,1001,7,1,,,
TRAINER_BB_BATTLE_GIRL_LEE,CROAGUNK,18,,,,1001,7,2,,,
TRAINER_BB_BATTLE_GIRL_LEE,TYROGUE,18,,,,1001,7,3,,,
TRAINER_BB_BATTLE_GIRL_LEE,THROH,18,,,,1001,7,4,,,
TRAINER_BB_BLACK_BELT_KENTARO,MACHOP,18,,,,1001,7,1,,,
TRAINER_BB_BLACK_BELT_KENTARO,MEDITITE,18,,,,1001,7,2,,,
TRAINER_BB_BLACK_BELT_KENTARO,RIOLU,18,,,,1001,7,3,,,
TRAINER_BB_BLACK_BELT_KENTARO,SAWK,18,,,,1001,7,4,,,
TRAINER_BB_TWINS_MAYO_MAY,SEWADDLE,20,,,,1001,7,1,,,
TRAINER_BB_TWINS_MAYO_MAY,VENIPEDE,20,,,,1001,7,2,,,
TRAINER_BB_TWINS_MAYO_MAY,COTTONEE,20,,,,1001,7,3,,,
TRAINER_BB_TWINS_MAYO_MAY,PETILIL,20,,,,1001,7,4,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,SANDILE,21,,,,1001,7,1,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,SKORUPI,21,,,,1001,7,2,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,FOONGUS,21,,,,1001,7,3,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_2,STUNKY,21,,,,1001,7,1,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_2,GLAMEOW,21,,,,1001,7,2,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_2,MIGHTYENA,21,,,,1001,7,3,,,
TRAINER_BB_PKMN_RANGER_FORREST,DUNSPARCE,22,,,,1001,7,1,,,
TRAINER_BB_PKMN_RANGER_FORREST,CHIMCHAR,22,,,,1001,7,2,,,
TRAINER_BB_PKMN_RANGER_FORREST,HERACROSS,22,,,,1001,7,3,,,
TRAINER_BB_YOUNGSTER_NICHOLAS,SHROOMISH,21,,,,1001,7,1,,,
TRAINER_BB_YOUNGSTER_NICHOLAS,CYNDAQUIL,21,,,,1001,7,2,,,
TRAINER_BB_YOUNGSTER_NICHOLAS,TREECKO,21,,,,1001,7,3,,,
TRAINER_BB_PKMN_RANGER_AUDRA,TANGELA,22,,,,1001,7,1,,,
TRAINER_BB_PKMN_RANGER_AUDRA,BULBASAUR,22,,,,1001,7,2,,,
TRAINER_BB_PKMN_RANGER_AUDRA,SCYTHER,22,,,,1001,7,3,,,
TRAINER_BB_PKMN_RANGER_IRENE,ROSELIA,22,,,,1001,7,1,,,
TRAINER_BB_PKMN_RANGER_IRENE,CHIKORITA,22,,,,1001,7,2,,,
TRAINER_BB_PKMN_RANGER_IRENE,PINSIR,22,,,,1001,7,3,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,MURKROW,22,,,,1001,7,1,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,LIEPARD,22,,,,1001,7,2,,,
TRAINER_BB_PKMN_RANGER_MIGUEL,VIGOROTH,22,,,,1001,7,1,,,
TRAINER_BB_PKMN_RANGER_MIGUEL,TURTWIG,22,,,,1001,7,2,,,
TRAINER_BB_PKMN_RANGER_MIGUEL,MOTHIM,22,,,,1001,7,3,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,GOLBAT,23,,,,1001,7,1,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,SCRAGGY,23,,,,1001,7,2,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,BEEDRILL,23,,,,1001,7,3,,,
TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,CARNIVINE,23,,,,1001,7,4,,,
TRAINER_BB_SCHOOL_KID_MILLIE,TRANQUILL,22,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_MILLIE,FURRET,22,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_MILLIE,IVYSAUR,22,,,,1001,7,3,,,
TRAINER_BB_LASS_EVA,ODDISH,22,,,,1001,7,1,,,
TRAINER_BB_LASS_EVA,BELLSPROUT,22,,,,1001,7,2,,,
TRAINER_BB_LASS_EVA,PIDGEOTTO,22,,,,1001,7,3,,,
TRAINER_BB_LASS_EVA,WARTORTLE,22,,,,1001,7,4,,,
TRAINER_BB_SCHOOL_KID_SAMMY,LINOONE,22,,,,1001,7,1,,,
TRAINER_BB_SCHOOL_KID_SAMMY,NOCTOWL,22,,,,1001,7,2,,,
TRAINER_BB_SCHOOL_KID_SAMMY,CHARMELEON,22,,,,1001,7,3,,,
TRAINER_BB_SCHOOL_KID_SAMMY,SANDSHREW,22,,,,1001,7,4,,,
TRAINER_BB_CLERK_INGRID,POLIWAG,23,,,,1001,7,1,,,
TRAINER_BB_CLERK_INGRID,GOLDEEN,23,,,,1001,7,2,,,
TRAINER_BB_CLERK_INGRID,STARYU,23,,,,1001,7,3,,,
TRAINER_BB_CLERK_INGRID,AZUMARILL,23,,,,1001,7,4,,,
TRAINER_BB_CLERK_CLEMENS,LOUDRED,23,,,,1001,7,1,,,
TRAINER_BB_CLERK_CLEMENS,KIRLIA,23,,,,1001,7,2,,,
TRAINER_BB_CLERK_CLEMENS,NIDORINA,23,,,,1001,7,3,,,
TRAINER_BB_CLERK_CLEMENS,NIDORINO,23,,,,1001,7,4,,,
TRAINER_BB_SCIENTIST_RANDALL,ABRA,23,,,,1001,7,1,,,
TRAINER_BB_SCIENTIST_RANDALL,SHUCKLE,23,,,,1001,7,2,,,
TRAINER_BB_SCIENTIST_RANDALL,SPINDA,23,,,,1001,7,3,,,
TRAINER_BB_SCIENTIST_RANDALL,MAGNEMITE,23,,,,1001,7,4,,,
TRAINER_BB_CLERK_WARREN,SLAKOTH,24,,,,1001,7,1,,,
TRAINER_BB_CLERK_WARREN,ONIX,24,,,,1001,7,2,,,
TRAINER_BB_CLERK_WARREN,QUAGSIRE,24,,,,1001,7,3,,,
TRAINER_BB_CLERK_ALBERTA,WORMADAM,23,,,,1001,7,1,,,
TRAINER_BB_CLERK_ALBERTA,WEEPINBELL,23,,,,1001,7,2,,,
TRAINER_BB_CLERK_ALBERTA,GLOOM,23,,,,1001,7,3,,,
TRAINER_BB_CLERK_ALBERTA,GROVYLE,23,,,,1001,7,4,,,
TRAINER_BB_CLERK_IVAN,CUBONE,24,,,,1001,7,1,,,
TRAINER_BB_CLERK_IVAN,LEDIAN,24,,,,1001,7,2,,,
TRAINER_BB_CLERK_IVAN,COMBUSKEN,24,,,,1001,7,3,,,
TRAINER_BB_SCIENTIST_SAMANTHA,PIKACHU,23,,,,1001,7,1,,,
TRAINER_BB_SCIENTIST_SAMANTHA,TRAPINCH,23,,,,1001,7,2,,,
TRAINER_BB_SCIENTIST_SAMANTHA,MIME-JR,23,,,,1001,7,3,,,
TRAINER_BB_SCIENTIST_SAMANTHA,SPOINK,23,,,,1001,7,4,,,
TRAINER_BB_SCIENTIST_STEVE,DRIFLOON,23,,,,1001,7,1,,,
TRAINER_BB_SCIENTIST_STEVE,SLUGMA,23,,,,1001,7,2,,,
TRAINER_BB_SCIENTIST_STEVE,CHINGLING,23,,,,1001,7,3,,,
TRAINER_BB_SCIENTIST_STEVE,BONSLY,23,,,,1001,7,4,,,
TRAINER_BB_CLERK_WADE,GOLETT,25,,,,1001,7,1,,,
TRAINER_BB_CLERK_WADE,CLAMPERL,25,,,,1001,7,2,,,
TRAINER_BB_CLERK_WADE,POLIWHIRL,25,,,,1001,7,3,,,
TRAINER_BB_CLERK_WADE,MARSHTOMP,25,,,,1001,7,4,,,
TRAINER_BB_JANITOR_GEOFF,GASTLY,26,,,,1001,7,1,,,
TRAINER_BB_JANITOR_GEOFF,SKIPLOOM,26,,,,1001,7,2,,,
TRAINER_BB_JANITOR_GEOFF,CINCCINO,26,,,,1001,7,3,,,
TRAINER_BB_JANITOR_GEOFF,LOPUNNY,26,,,,1001,7,4,,,
TRAINER_BB_DANCER_EDMOND,SIMIPOUR,25,,,,1001,7,1,,,
TRAINER_BB_DANCER_RAYMOND,SIMISEAR,25,,,,1001,7,1,,,
TRAINER_BB_DANCER_MICKEY,SIMISAGE,25,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_6,COMBEE,24,,,,1001,7,1,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_6,DUSTOX,24,,,,1001,7,2,,,
TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_6,SHEDINJA,24,,,,1001,7,3,,,
TRAINER_BB_HARLEQUIN_JACK,METAPOD,26,,,,1001,7,1,,,
TRAINER_BB_HARLEQUIN_JACK,KAKUNA,26,,,,1001,7,2,,,
TRAINER_BB_HARLEQUIN_JACK,SILCOON,26,,,,1001,7,3,,,
TRAINER_BB_HARLEQUIN_JACK,CASCOON,26,,,,1001,7,4,,,
TRAINER_BB_HARLEQUIN_JACK,KRICKETUNE,26,,,,1001,7,5,,,
TRAINER_BB_HARLEQUIN_KERRY,SURSKIT,26,,,,1001,7,1,,,
TRAINER_BB_HARLEQUIN_KERRY,BUTTERFREE,26,,,,1001,7,2,,,
TRAINER_BB_HARLEQUIN_KERRY,BEAUTIFLY,26,,,,1001,7,3,,,
TRAINER_BB_HARLEQUIN_KERRY,VOLBEAT,26,,,,1001,7,4,,,
TRAINER_BB_HARLEQUIN_KERRY,ILLUMISE,26,,,,1001,7,5,,,
TRAINER_BB_HARLEQUIN_RICK,DWEBBLE,26,,,,1001,7,1,,,
TRAINER_BB_HARLEQUIN_RICK,KARRABLAST,26,,,,1001,7,2,,,
TRAINER_BB_HARLEQUIN_RICK,SHELMET,26,,,,1001,7,3,,,
TRAINER_BB_HARLEQUIN_RICK,SWADLOON,26,,,,1001,7,4,,,
TRAINER_BB_HARLEQUIN_RICK,WHIRLIPEDE,26,,,,1001,7,5,,,
TRAINER_BB_HARLEQUIN_LOUIS,PARAS,26,,,,1001,7,1,,,
TRAINER_BB_HARLEQUIN_LOUIS,ANORITH,26,,,,1001,7,2,,,
TRAINER_BB_HARLEQUIN_LOUIS,PINECO,26,,,,1001,7,3,,,
TRAINER_BB_HARLEQUIN_LOUIS,YANMA,26,,,,1001,7,4,,,
TRAINER_BB_HARLEQUIN_LOUIS,VENONAT,26,,,,1001,7,5,,,
TRAINER_BB_BACKPACKER_KEANE,SANDSHREW,27,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_KEANE,EXEGGCUTE,27,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_KEANE,DIGLETT,27,,,,1001,7,3,,,
TRAINER_BB_BACKPACKER_KEANE,SUNKERN,27,,,,1001,7,4,,,
TRAINER_BB_BACKPACKER_KEANE,SWABLU,27,,,,1001,7,5,,,
TRAINER_BB_WORKER_GUS,MAKUHITA,25,,,,1001,7,1,,,
TRAINER_BB_WORKER_GUS,BALTOY,25,,,,1001,7,2,,,
TRAINER_BB_WORKER_GUS,SWINUB,25,,,,1001,7,3,,,
TRAINER_BB_WORKER_GUS,CRANIDOS,25,,,,1001,7,4,,,
TRAINER_BB_BACKPACKER_ANNA,WINGULL,27,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_ANNA,EEVEE,27,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_ANNA,SPEAROW,27,,,,1001,7,3,,,
TRAINER_BB_BACKPACKER_ANNA,ELECTRIKE,27,,,,1001,7,4,,,
TRAINER_BB_BACKPACKER_ANNA,BUIZEL,27,,,,1001,7,5,,,
TRAINER_BB_BACKPACKER_JILL,CHERUBI,27,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_JILL,SNIVY,27,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_JILL,PIDOVE,27,,,,1001,7,3,,,
TRAINER_BB_BACKPACKER_JILL,DARUMAKA,27,,,,1001,7,4,,,
TRAINER_BB_BACKPACKER_JILL,DEERLING,27,,,,1001,7,5,,,
TRAINER_BB_BACKPACKER_WAYLON,TEPIG,27,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_WAYLON,DUCKLETT,27,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_WAYLON,VANILLITE,27,,,,1001,7,3,,,
TRAINER_BB_BACKPACKER_WAYLON,FERROSEED,27,,,,1001,7,4,,,
TRAINER_BB_BACKPACKER_WAYLON,MIENFOO,27,,,,1001,7,5,,,
TRAINER_BB_WORKER_SCOTT,BOLDORE,26,,,,1001,7,1,,,
TRAINER_BB_WORKER_SCOTT,GRAVELER,26,,,,1001,7,2,,,
TRAINER_BB_WORKER_SCOTT,HIPPOPOTAS,26,,,,1001,7,3,,,
TRAINER_BB_WORKER_ZACK,RHYHORN,27,,,,1001,7,1,,,
TRAINER_BB_WORKER_ZACK,SANDSLASH,27,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_JEROME,LILEEP,28,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_JEROME,SNORUNT,28,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_JEROME,SPHEAL,28,,,,1001,7,3,,,
TRAINER_BB_WORKER_SHELBY,MACHOKE,28,,,,1001,7,1,,,
TRAINER_BB_FISHERMAN_HUBERT,OMANYTE,26,,,,1001,7,1,,,
TRAINER_BB_FISHERMAN_HUBERT,REMORAID,26,,,,1001,7,2,,,
TRAINER_BB_FISHERMAN_HUBERT,MAGIKARP,26,,,,1001,7,3,,,
TRAINER_BB_FISHERMAN_HUBERT,HORSEA,26,,,,1001,7,4,,,
TRAINER_BB_FISHERMAN_HUBERT,WAILMER,26,,,,1001,7,5,,,
TRAINER_BB_FISHERMAN_ANDREW,KABUTO,26,,,,1001,7,1,,,
TRAINER_BB_FISHERMAN_ANDREW,FINNEON,26,,,,1001,7,2,,,
TRAINER_BB_FISHERMAN_ANDREW,FRILLISH,26,,,,1001,7,3,,,
TRAINER_BB_FISHERMAN_ANDREW,CHINCHOU,26,,,,1001,7,4,,,
TRAINER_BB_FISHERMAN_ANDREW,FEEBAS,26,,,,1001,7,5,,,
TRAINER_BB_PARASOL_LADY_APRIL,MANTYKE,26,,,,1001,7,1,,,
TRAINER_BB_PARASOL_LADY_APRIL,MUNCHLAX,26,,,,1001,7,2,,,
TRAINER_BB_PARASOL_LADY_APRIL,SNOVER,26,,,,1001,7,3,,,
TRAINER_BB_PARASOL_LADY_APRIL,SHIELDON,26,,,,1001,7,4,,,
TRAINER_BB_DOCTOR_JERRY,CHANSEY,30,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_KELSEY,TOGETIC,29,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_KELSEY,SUNFLORA,29,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_KELSEY,LUVDISC,29,,,,1001,7,3,,,
TRAINER_BB_PKMN_RANGER_MYLENE,LAIRON,32,,,,1001,7,1,,,
TRAINER_BB_PKMN_RANGER_MYLENE,NINJASK,32,,,,1001,7,2,,,
TRAINER_BB_PKMN_RANGER_JADEN,SWELLOW,32,,,,1001,7,1,,,
TRAINER_BB_PKMN_RANGER_JADEN,SUDOWOODO,32,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_NATE,BARBOACH,29,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_NATE,KECLEON,29,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_NATE,GRANBULL,29,,,,1001,7,3,,,
TRAINER_BB_BACKPACKER_LIZ,SHELLDER,29,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_LIZ,RUFFLET,29,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_LIZ,VULLABY,29,,,,1001,7,3,,,
TRAINER_BB_PSYCHIC_CYBIL,GOTHITA,28,,,,1001,7,1,,,
TRAINER_BB_PSYCHIC_CYBIL,SOLOSIS,28,,,,1001,7,2,,,
TRAINER_BB_PSYCHIC_CYBIL,YAMASK,28,,,,1001,7,3,,,
TRAINER_BB_PSYCHIC_CYBIL,HAUNTER,28,,,,1001,7,4,,,
TRAINER_BB_PSYCHIC_LOW,WYNAUT,30,,,,1001,7,1,,,
TRAINER_BB_PSYCHIC_LOW,CHIMECHO,30,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_ELAINE,KRABBY,29,,,,1001,7,1,,,
TRAINER_BB_BACKPACKER_ELAINE,CUBCHOO,29,,,,1001,7,2,,,
TRAINER_BB_BACKPACKER_ELAINE,TIRTOUGA,29,,,,1001,7,3,,,
TRAINER_BB_PSYCHIC_GAVEN,DUSKULL,30,,,,1001,7,1,,,
TRAINER_BB_PSYCHIC_GAVEN,SHUPPET,30,,,,1001,7,2,,,
TRAINER_BB_PSYCHIC_PERRY,GOTHORITA,32,,,,1001,7,1,,,
TRAINER_BB_PSYCHIC_PERRY,DUOSION,32,,,,1001,7,2,,,
TRAINER_BB_PSYCHIC_DUA,LITWICK,31,,,,1001,7,1,,,
TRAINER_BB_PSYCHIC_DUA,ELGYEM,31,,,,1001,7,2,,,
TRAINER_BB_PSYCHIC_DUA,SIGILYPH,31,,,,1001,7,3,,,
