species_id,move_id,learn_method,learn_level,version_group_id
38,52,level-up,1,1001
38,98,level-up,1,1001
38,109,level-up,1,1001
38,219,level-up,1,1001
38,417,level-up,1,1001
38,466,level-up,23,1001
38,95,level-up,30,1001
38,257,level-up,37,1001
38,384,level-up,44,1001
38,234,level-up,51,1001
39,47,level-up,1,1001
39,118,level-up,1,1001
39,111,level-up,5,1001
39,1,level-up,9,1001
39,50,level-up,13,1001
39,496,level-up,17,1001
39,195,level-up,19,1001
39,205,level-up,21,1001
39,273,level-up,23,1001
39,3,level-up,25,1001
39,156,level-up,29,1001
39,34,level-up,33,1001
39,360,level-up,37,1001
39,358,level-up,41,1001
39,102,level-up,45,1001
39,304,level-up,49,1001
39,38,level-up,53,1001
40,3,level-up,1,1001
40,47,level-up,1,1001
40,50,level-up,1,1001
40,111,level-up,1,1001
40,356,level-up,23,1001
40,277,level-up,35,1001
40,215,level-up,47,1001
41,141,level-up,1,1001
41,175,level-up,1,1001
41,48,level-up,5,1001
41,310,level-up,9,1001
41,44,level-up,13,1001
41,17,level-up,16,1001
41,95,level-up,18,1001
41,109,level-up,21,1001
41,314,level-up,25,1001
41,212,level-up,29,1001
41,512,level-up,33,1001
41,305,level-up,37,1001
41,114,level-up,41,1001
41,403,level-up,45,1001
41,417,level-up,49,1001
41,413,level-up,53,1001
42,48,level-up,1,1001
42,103,level-up,1,1001
42,141,level-up,1,1001
42,310,level-up,1,1001
42,44,level-up,13,1001
42,17,level-up,16,1001
42,95,level-up,18,1001
42,109,level-up,21,1001
42,355,level-up,22,1001
42,314,level-up,27,1001
42,212,level-up,33,1001
42,512,level-up,39,1001
42,305,level-up,45,1001
42,114,level-up,51,1001
42,403,level-up,57,1001
42,417,level-up,63,1001
42,413,level-up,69,1001
43,71,level-up,1,1001
43,73,level-up,1,1001
43,230,level-up,5,1001
43,51,level-up,9,1001
43,75,level-up,11,1001
43,77,level-up,13,1001
43,78,level-up,15,1001
43,79,level-up,17,1001
43,267,level-up,19,1001
43,72,level-up,21,1001
43,298,level-up,23,1001
43,381,level-up,25,1001
43,363,level-up,29,1001
43,236,level-up,33,1001
43,202,level-up,37,1001
43,80,level-up,41,1001
44,51,level-up,1,1001
44,71,level-up,1,1001
44,230,level-up,1,1001
44,75,level-up,11,1001
44,77,level-up,13,1001
44,78,level-up,15,1001
44,79,level-up,17,1001
44,267,level-up,19,1001
44,409,level-up,21,1001
44,72,level-up,23,1001
44,298,level-up,26,1001
44,381,level-up,29,1001
44,363,level-up,35,1001
44,236,level-up,41,1001
44,202,level-up,47,1001
44,80,level-up,53,1001
45,72,level-up,1,1001
45,77,level-up,1,1001
45,78,level-up,1,1001
45,312,level-up,1,1001
45,414,level-up,38,1001
45,80,level-up,53,1001
45,76,level-up,65,1001
46,10,level-up,1,1001
46,210,level-up,1,1001
46,235,level-up,1,1001
46,77,level-up,6,1001
46,78,level-up,6,1001
46,141,level-up,11,1001
46,450,level-up,17,1001
46,73,level-up,22,1001
46,147,level-up,22,1001
46,163,level-up,27,1001
46,440,level-up,27,1001
46,74,level-up,33,1001
46,202,level-up,38,1001
46,312,level-up,43,1001
46,476,level-up,49,1001
46,404,level-up,54,1001
47,10,level-up,1,1001
47,77,level-up,1,1001
47,78,level-up,1,1001
47,141,level-up,1,1001
47,210,level-up,1,1001
47,450,level-up,17,1001
47,73,level-up,22,1001
47,147,level-up,22,1001
47,163,level-up,29,1001
47,440,level-up,29,1001
47,74,level-up,37,1001
47,202,level-up,44,1001
47,312,level-up,51,1001
47,476,level-up,59,1001
47,404,level-up,66,1001
48,33,level-up,1,1001
48,50,level-up,1,1001
48,141,level-up,1,1001
48,193,level-up,1,1001
48,48,level-up,5,1001
48,93,level-up,11,1001
48,77,level-up,13,1001
48,324,level-up,17,1001
48,78,level-up,23,1001
48,60,level-up,25,1001
48,79,level-up,29,1001
48,324,level-up,35,1001
48,428,level-up,37,1001
48,305,level-up,41,1001
48,94,level-up,47,1001
49,33,level-up,1,1001
49,48,level-up,1,1001
49,50,level-up,1,1001
49,141,level-up,1,1001
49,193,level-up,1,1001
49,318,level-up,1,1001
49,93,level-up,11,1001
49,77,level-up,13,1001
49,324,level-up,17,1001
49,78,level-up,23,1001
49,60,level-up,25,1001
49,79,level-up,29,1001
49,16,level-up,31,1001
49,324,level-up,37,1001
49,428,level-up,41,1001
49,305,level-up,47,1001
49,94,level-up,55,1001
49,405,level-up,59,1001
49,483,level-up,63,1001
52,10,level-up,1,1001
52,45,level-up,1,1001
52,44,level-up,6,1001
52,252,level-up,9,1001
52,95,level-up,12,1001
52,154,level-up,14,1001
52,103,level-up,17,1001
52,290,level-up,20,1001
52,185,level-up,22,1001
52,269,level-up,25,1001
52,492,level-up,28,1001
52,6,level-up,30,1001
52,163,level-up,33,1001
52,417,level-up,38,1001
52,372,level-up,41,1001
52,445,level-up,46,1001
52,400,level-up,49,1001
52,364,level-up,54,1001
53,10,level-up,1,1001
53,44,level-up,1,1001
53,45,level-up,1,1001
53,196,level-up,1,1001
53,252,level-up,1,1001
53,352,level-up,1,1001
53,415,level-up,1,1001
53,95,level-up,12,1001
53,154,level-up,14,1001
53,103,level-up,17,1001
53,290,level-up,20,1001
53,185,level-up,22,1001
53,269,level-up,25,1001
53,492,level-up,28,1001
53,408,level-up,32,1001
53,163,level-up,37,1001
53,417,level-up,44,1001
53,372,level-up,49,1001
53,445,level-up,56,1001
53,400,level-up,61,1001
53,364,level-up,68,1001
54,10,level-up,1,1001
54,80,level-up,1,1001
54,161,level-up,1,1001
54,346,level-up,1,1001
54,39,level-up,5,1001
54,55,level-up,9,1001
54,95,level-up,12,1001
54,50,level-up,14,1001
54,93,level-up,18,1001
54,352,level-up,22,1001
54,60,level-up,25,1001
54,154,level-up,27,1001
54,103,level-up,31,1001
54,487,level-up,35,1001
54,244,level-up,40,1001
54,428,level-up,44,1001
54,133,level-up,48,1001
54,56,level-up,53,1001
54,472,level-up,57,1001
55,10,level-up,1,1001
55,39,level-up,1,1001
55,55,level-up,1,1001
55,346,level-up,1,1001
55,453,level-up,1,1001
55,95,level-up,12,1001
55,50,level-up,14,1001
55,93,level-up,18,1001
55,352,level-up,22,1001
55,60,level-up,25,1001
55,154,level-up,27,1001
55,103,level-up,31,1001
55,238,level-up,33,1001
55,487,level-up,37,1001
55,244,level-up,44,1001
55,428,level-up,50,1001
55,133,level-up,56,1001
55,56,level-up,63,1001
55,472,level-up,69,1001
57,10,level-up,1,1001
57,43,level-up,1,1001
57,67,level-up,1,1001
57,116,level-up,1,1001
57,374,level-up,1,1001
57,154,level-up,9,1001
57,2,level-up,13,1001
57,69,level-up,17,1001
57,103,level-up,21,1001
57,372,level-up,25,1001
57,7,level-up,28,1001
57,8,level-up,28,1001
57,9,level-up,28,1001
57,99,level-up,28,1001
57,207,level-up,35,1001
57,238,level-up,41,1001
57,37,level-up,47,1001
57,386,level-up,53,1001
57,370,level-up,59,1001
57,515,level-up,63,1001
58,44,level-up,1,1001
58,46,level-up,1,1001
58,52,level-up,6,1001
58,43,level-up,9,1001
58,24,level-up,11,1001
58,316,level-up,14,1001
58,270,level-up,17,1001
58,172,level-up,20,1001
58,179,level-up,25,1001
58,424,level-up,28,1001
58,481,level-up,31,1001
58,36,level-up,34,1001
58,53,level-up,39,1001
58,97,level-up,42,1001
58,242,level-up,45,1001
58,514,level-up,48,1001
58,257,level-up,51,1001
58,394,level-up,56,1001
59,44,level-up,1,1001
59,46,level-up,1,1001
59,316,level-up,1,1001
59,406,level-up,1,1001
59,422,level-up,1,1001
59,424,level-up,1,1001
59,242,level-up,25,1001
59,234,level-up,32,1001
59,245,level-up,39,1001
59,370,level-up,47,1001
59,394,level-up,56,1001
60,74,level-up,1,1001
60,142,level-up,1,1001
60,186,level-up,1,1001
60,346,level-up,1,1001
60,145,level-up,5,1001
60,95,level-up,8,1001
60,55,level-up,11,1001
60,341,level-up,13,1001
60,3,level-up,15,1001
60,240,level-up,18,1001
60,34,level-up,21,1001
60,61,level-up,25,1001
60,341,level-up,28,1001
60,187,level-up,31,1001
60,358,level-up,35,1001
60,56,level-up,38,1001
60,426,level-up,41,1001
61,95,level-up,1,1001
61,145,level-up,1,1001
61,346,level-up,1,1001
61,55,level-up,11,1001
61,341,level-up,13,1001
61,3,level-up,15,1001
61,240,level-up,18,1001
61,34,level-up,21,1001
61,118,level-up,25,1001
61,61,level-up,27,1001
61,341,level-up,32,1001
61,187,level-up,37,1001
61,358,level-up,43,1001
61,56,level-up,48,1001
61,426,level-up,53,1001
62,3,level-up,1,1001
62,61,level-up,1,1001
62,66,level-up,1,1001
62,95,level-up,1,1001
62,410,level-up,1,1001
62,409,level-up,13,1001
62,8,level-up,22,1001
62,223,level-up,32,1001
62,170,level-up,43,1001
62,509,level-up,53,1001
62,370,level-up,60,1001
63,100,level-up,1,1001
63,118,level-up,1,1001
63,193,level-up,1,1001
64,93,level-up,1,1001
64,100,level-up,1,1001
64,134,level-up,1,1001
64,50,level-up,18,1001
64,351,level-up,20,1001
64,357,level-up,22,1001
64,502,level-up,24,1001
64,60,level-up,28,1001
64,115,level-up,30,1001
64,356,level-up,32,1001
64,477,level-up,34,1001
64,105,level-up,36,1001
64,427,level-up,40,1001
64,272,level-up,42,1001
64,94,level-up,46,1001
64,248,level-up,48,1001
64,271,level-up,52,1001
65,93,level-up,1,1001
65,100,level-up,1,1001
65,134,level-up,1,1001
65,356,level-up,1,1001
65,50,level-up,18,1001
65,351,level-up,20,1001
65,357,level-up,22,1001
65,502,level-up,24,1001
65,60,level-up,28,1001
65,115,level-up,30,1001
65,356,level-up,32,1001
65,477,level-up,34,1001
65,105,level-up,36,1001
65,427,level-up,40,1001
65,347,level-up,42,1001
65,94,level-up,46,1001
65,248,level-up,48,1001
65,271,level-up,52,1001
65,396,level-up,56,1001
66,37,level-up,1,1001
66,43,level-up,1,1001
66,67,level-up,1,1001
66,116,level-up,7,1001
66,2,level-up,10,1001
66,490,level-up,13,1001
66,118,level-up,16,1001
66,193,level-up,19,1001
66,69,level-up,22,1001
66,279,level-up,25,1001
66,233,level-up,31,1001
66,66,level-up,34,1001
66,358,level-up,37,1001
66,238,level-up,43,1001
66,184,level-up,46,1001
66,223,level-up,49,1001
66,370,level-up,52,1001
67,2,level-up,1,1001
67,43,level-up,1,1001
67,67,level-up,1,1001
67,116,level-up,1,1001
67,490,level-up,13,1001
67,118,level-up,16,1001
67,193,level-up,19,1001
67,69,level-up,22,1001
67,279,level-up,25,1001
67,233,level-up,32,1001
67,66,level-up,36,1001
67,358,level-up,40,1001
67,238,level-up,44,1001
67,184,level-up,51,1001
67,223,level-up,55,1001
67,370,level-up,59,1001
68,2,level-up,1,1001
68,7,level-up,1,1001
68,8,level-up,1,1001
68,9,level-up,1,1001
68,43,level-up,1,1001
68,67,level-up,1,1001
68,116,level-up,1,1001
68,418,level-up,1,1001
68,469,level-up,1,1001
68,490,level-up,13,1001
68,118,level-up,16,1001
68,193,level-up,19,1001
68,69,level-up,22,1001
68,279,level-up,25,1001
68,233,level-up,32,1001
68,66,level-up,36,1001
68,358,level-up,40,1001
68,238,level-up,44,1001
68,184,level-up,51,1001
68,223,level-up,55,1001
68,370,level-up,59,1001
69,22,level-up,1,1001
69,186,level-up,3,1001
69,142,level-up,5,1001
69,74,level-up,7,1001
69,141,level-up,9,1001
69,35,level-up,11,1001
69,79,level-up,13,1001
69,77,level-up,15,1001
69,78,level-up,17,1001
69,75,level-up,19,1001
69,499,level-up,21,1001
69,51,level-up,23,1001
69,282,level-up,27,1001
69,230,level-up,29,1001
69,380,level-up,35,1001
69,75,level-up,39,1001
69,21,level-up,41,1001
69,378,level-up,47,1001
69,438,level-up,51,1001
70,22,level-up,1,1001
70,35,level-up,1,1001
70,74,level-up,1,1001
70,141,level-up,9,1001
70,79,level-up,13,1001
70,77,level-up,15,1001
70,78,level-up,17,1001
70,75,level-up,19,1001
70,499,level-up,21,1001
70,51,level-up,23,1001
70,282,level-up,27,1001
70,230,level-up,29,1001
70,380,level-up,35,1001
70,75,level-up,39,1001
70,21,level-up,41,1001
70,378,level-up,47,1001
70,438,level-up,51,1001
71,22,level-up,1,1001
71,75,level-up,1,1001
71,79,level-up,1,1001
71,230,level-up,1,1001
71,254,level-up,1,1001
71,255,level-up,1,1001
71,256,level-up,1,1001
71,311,level-up,1,1001
71,389,level-up,17,1001
71,536,level-up,27,1001
71,242,level-up,37,1001
71,348,level-up,47,1001
71,437,level-up,47,1001
72,40,level-up,1,1001
72,109,level-up,1,1001
72,48,level-up,5,1001
72,132,level-up,8,1001
72,51,level-up,12,1001
72,390,level-up,15,1001
72,61,level-up,19,1001
72,35,level-up,22,1001
72,491,level-up,26,1001
72,112,level-up,29,1001
72,352,level-up,33,1001
72,398,level-up,36,1001
72,103,level-up,40,1001
72,506,level-up,43,1001
72,56,level-up,47,1001
72,482,level-up,50,1001
72,378,level-up,54,1001
72,367,level-up,59,1001
73,40,level-up,1,1001
73,48,level-up,1,1001
73,132,level-up,1,1001
73,51,level-up,12,1001
73,390,level-up,15,1001
73,61,level-up,19,1001
73,35,level-up,22,1001
73,491,level-up,26,1001
73,112,level-up,29,1001
73,352,level-up,34,1001
73,398,level-up,38,1001
73,103,level-up,43,1001
73,506,level-up,47,1001
73,56,level-up,52,1001
73,482,level-up,56,1001
73,378,level-up,61,1001
73,367,level-up,66,1001
74,33,level-up,1,1001
74,111,level-up,1,1001
74,229,level-up,1,1001
74,300,level-up,4,1001
74,397,level-up,8,1001
74,88,level-up,11,1001
74,222,level-up,15,1001
74,205,level-up,18,1001
74,350,level-up,22,1001
74,479,level-up,25,1001
74,120,level-up,29,1001
74,523,level-up,32,1001
74,446,level-up,36,1001
74,89,level-up,39,1001
74,153,level-up,43,1001
74,38,level-up,46,1001
74,444,level-up,50,1001
74,359,level-up,53,1001
75,33,level-up,1,1001
75,111,level-up,1,1001
75,300,level-up,1,1001
75,397,level-up,1,1001
75,88,level-up,11,1001
75,222,level-up,15,1001
75,205,level-up,18,1001
75,350,level-up,22,1001
