encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_CYCLIST_JAMES,JAMES,TRAINER_CLASS_CYCLIST_MALE,187,,,,TRAINER_PIC_CYCLIST_MALE,,platinum_trainer_index=26; source=res/trainers/data/cyclist_james.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_CYCLIST_JOHN,JOHN,TRAINER_CLASS_CYCLIST_MALE,187,,,,TRAINER_PIC_CYCLIST_MALE,,platinum_trainer_index=27; source=res/trainers/data/cyclist_john.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_CYCLIST_RYAN,RYAN,TRAINER_CLASS_CYCLIST_MALE,187,,,,TRAINER_PIC_CYCLIST_MALE,,platinum_trainer_index=28; source=res/trainers/data/cyclist_ryan.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_CYCLIST_MEGAN,MEGAN,TRAINER_CLASS_CYCLIST_FEMALE,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,platinum_trainer_index=29; source=res/trainers/data/cyclist_megan.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_CYCLIST_NICOLE,NICOLE,TRAINER_CLASS_CYCLIST_FEMALE,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,platinum_trainer_index=30; source=res/trainers/data/cyclist_nicole.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_CYCLIST_KAYLA,KAYLA,TRAINER_CLASS_CYCLIST_FEMALE,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,platinum_trainer_index=31; source=res/trainers/data/cyclist_kayla.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_CYCLIST_RACHEL,RACHEL,TRAINER_CLASS_CYCLIST_FEMALE,187,,,,TRAINER_PIC_CYCLIST_FEMALE,,platinum_trainer_index=32; source=res/trainers/data/cyclist_rachel.json; map_refs=route_206; matched_map=route_206,9,5,
TRAINER_YOUNGSTER_AUSTIN,AUSTIN,TRAINER_CLASS_YOUNGSTER,178,,,,TRAINER_PIC_YOUNGSTER,,platinum_trainer_index=33; source=res/trainers/data/youngster_austin.json; map_refs=route_207; matched_map=route_207,9,5,
TRAINER_CAMPER_ANTHONY,ANTHONY,TRAINER_CLASS_CAMPER,178,,,,TRAINER_PIC_CAMPER,,platinum_trainer_index=34; source=res/trainers/data/camper_anthony.json; map_refs=route_207; matched_map=route_207,9,5,
TRAINER_PICNICKER_LAUREN,LAUREN,TRAINER_CLASS_PICNICKER,178,,,,TRAINER_PIC_PICNICKER,,platinum_trainer_index=35; source=res/trainers/data/picnicker_lauren.json; map_refs=route_207; matched_map=route_207,9,5,
TRAINER_HIKER_KEVIN,KEVIN,TRAINER_CLASS_HIKER,178,,,,TRAINER_PIC_HIKER,,platinum_trainer_index=36; source=res/trainers/data/hiker_kevin.json; map_refs=route_207; matched_map=route_207,9,5,
TRAINER_HIKER_JUSTIN,JUSTIN,TRAINER_CLASS_HIKER,178,,,,TRAINER_PIC_HIKER,,platinum_trainer_index=37; source=res/trainers/data/hiker_justin.json; map_refs=route_207; matched_map=route_207,9,5,
TRAINER_BATTLE_GIRL_HELEN,HELEN,TRAINER_CLASS_BATTLE_GIRL,178,,,,TRAINER_PIC_BATTLE_GIRL,,platinum_trainer_index=38; source=res/trainers/data/battle_girl_helen.json; map_refs=route_207; matched_map=route_207,9,5,
TRAINER_HIKER_ROBERT,ROBERT,TRAINER_CLASS_HIKER,190,,,,TRAINER_PIC_HIKER,,platinum_trainer_index=39; source=res/trainers/data/hiker_robert.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_HIKER_ALEXANDER,ALEXANDER,TRAINER_CLASS_HIKER,190,,,,TRAINER_PIC_HIKER,,platinum_trainer_index=40; source=res/trainers/data/hiker_alexander.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_HIKER_JONATHAN,JONATHAN,TRAINER_CLASS_HIKER,190,,,,TRAINER_PIC_HIKER,,platinum_trainer_index=41; source=res/trainers/data/hiker_jonathan.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_BLACK_BELT_KYLE,KYLE,TRAINER_CLASS_BLACK_BELT,190,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=42; source=res/trainers/data/black_belt_kyle.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_FISHERMAN_CODY,CODY,TRAINER_CLASS_FISHERMAN,190,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=43; source=res/trainers/data/fisherman_cody.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_AROMA_LADY_HANNAH,HANNAH,TRAINER_CLASS_AROMA_LADY,190,,,,TRAINER_PIC_AROMA_LADY,,platinum_trainer_index=44; source=res/trainers/data/aroma_lady_hannah.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_ARTIST_WILLIAM,WILLIAM,TRAINER_CLASS_ARTIST,190,,,,TRAINER_PIC_ARTIST,,platinum_trainer_index=45; source=res/trainers/data/artist_william.json; map_refs=route_208; matched_map=route_208,9,5,
TRAINER_BREEDER_ALBERT,ALBERT,TRAINER_CLASS_BREEDER_MALE,192,,,,TRAINER_PIC_BREEDER_MALE,,platinum_trainer_index=46; source=res/trainers/data/breeder_albert.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_BREEDER_JENNIFER,JENNIFER,TRAINER_CLASS_BREEDER_FEMALE,192,,,,TRAINER_PIC_BREEDER_FEMALE,,platinum_trainer_index=47; source=res/trainers/data/breeder_jennifer.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_COWGIRL_SHELLEY,SHELLEY,TRAINER_CLASS_COWGIRL,192,,,,TRAINER_PIC_COWGIRL,,platinum_trainer_index=48; source=res/trainers/data/cowgirl_shelley.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_JOGGER_RICHARD,RICHARD,TRAINER_CLASS_JOGGER,192,,,,TRAINER_PIC_JOGGER,,platinum_trainer_index=49; source=res/trainers/data/jogger_richard.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_POKE_KID_DANIELLE,DANIELLE,TRAINER_CLASS_POKE_KID,192,,,,TRAINER_PIC_POKE_KID,,platinum_trainer_index=53; source=res/trainers/data/poke_kid_danielle.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_YOUNG_COUPLE_TY_AND_SUE,TY & SUE,TRAINER_CLASS_YOUNG_COUPLE,192,,,,TRAINER_PIC_YOUNG_COUPLE,True,platinum_trainer_index=55; source=res/trainers/data/young_couple_ty_and_sue.json; map_refs=route_209; matched_map=route_209,9,5,
TRAINER_BREEDER_KAHLIL,KAHLIL,TRAINER_CLASS_BREEDER_MALE,195,,,,TRAINER_PIC_BREEDER_MALE,,platinum_trainer_index=56; source=res/trainers/data/breeder_kahlil.json; map_refs=route_210_south; matched_map=route_210_south,9,5,
TRAINER_BREEDER_AMBER,AMBER,TRAINER_CLASS_BREEDER_FEMALE,195,,,,TRAINER_PIC_BREEDER_FEMALE,,platinum_trainer_index=57; source=res/trainers/data/breeder_amber.json; map_refs=route_210_south; matched_map=route_210_south,9,5,
TRAINER_TWINS_TERI_AND_TIA,TERI & TIA,TRAINER_CLASS_TWINS,195,,,,TRAINER_PIC_TWINS,True,platinum_trainer_index=65; source=res/trainers/data/twins_teri_and_tia.json; map_refs=route_210_south; matched_map=route_210_south,9,5,
TRAINER_ACE_TRAINER_ERNEST,ERNEST,TRAINER_CLASS_ACE_TRAINER_MALE,195,,,,TRAINER_PIC_ACE_TRAINER_MALE,,platinum_trainer_index=66; source=res/trainers/data/ace_trainer_ernest.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_ACE_TRAINER_ALYSSA,ALYSSA,TRAINER_CLASS_ACE_TRAINER_FEMALE,195,,,,TRAINER_PIC_ACE_TRAINER_FEMALE,,platinum_trainer_index=67; source=res/trainers/data/ace_trainer_alyssa.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_VETERAN_BRIAN,BRIAN,TRAINER_CLASS_VETERAN,195,,,,TRAINER_PIC_VETERAN,,platinum_trainer_index=68; source=res/trainers/data/veteran_brian.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_BLACK_BELT_ADAM,ADAM,TRAINER_CLASS_BLACK_BELT,195,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=69; source=res/trainers/data/black_belt_adam.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_NINJA_BOY_JOEL,JOEL,TRAINER_CLASS_NINJA_BOY,195,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=70; source=res/trainers/data/ninja_boy_joel.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_NINJA_BOY_NATHAN,NATHAN,TRAINER_CLASS_NINJA_BOY,195,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=71; source=res/trainers/data/ninja_boy_nathan.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_NINJA_BOY_DAVIDO,DAVIDO,TRAINER_CLASS_NINJA_BOY,195,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=72; source=res/trainers/data/ninja_boy_davido.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_DRAGON_TAMER_PATRICK,PATRICK,TRAINER_CLASS_DRAGON_TAMER,195,,,,TRAINER_PIC_DRAGON_TAMER,,platinum_trainer_index=73; source=res/trainers/data/dragon_tamer_patrick.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_BIRD_KEEPER_BRIANNA,BRIANNA,TRAINER_CLASS_BIRD_KEEPER,195,,,,TRAINER_PIC_BIRD_KEEPER,,platinum_trainer_index=74; source=res/trainers/data/bird_keeper_brianna.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_DOUBLE_TEAM_ZAC_AND_JEN,ZAC & JEN,TRAINER_CLASS_DOUBLE_TEAM,195,,,,TRAINER_PIC_DOUBLE_TEAM,True,platinum_trainer_index=75; source=res/trainers/data/double_team_zac_and_jen.json; map_refs=route_210_north; matched_map=route_210_north,9,5,
TRAINER_BIRD_KEEPER_ALEXANDRA,ALEXANDRA,TRAINER_CLASS_BIRD_KEEPER,217,,,,TRAINER_PIC_BIRD_KEEPER,,platinum_trainer_index=76; source=res/trainers/data/bird_keeper_alexandra.json; map_refs=route_211_west; matched_map=route_211_west,9,5,
TRAINER_NINJA_BOY_ZACH,ZACH,TRAINER_CLASS_NINJA_BOY,217,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=78; source=res/trainers/data/ninja_boy_zach.json; map_refs=route_211_west; matched_map=route_211_west,9,5,
TRAINER_BLACK_BELT_SEAN,SEAN,TRAINER_CLASS_BLACK_BELT,217,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=79; source=res/trainers/data/black_belt_sean.json; map_refs=route_211_east; matched_map=route_211_east,9,5,
TRAINER_NINJA_BOY_NICK,NICK,TRAINER_CLASS_NINJA_BOY,217,,,,TRAINER_PIC_NINJA_BOY,,platinum_trainer_index=80; source=res/trainers/data/ninja_boy_nick.json; map_refs=route_211_east; matched_map=route_211_east,9,5,
TRAINER_BIRD_KEEPER_KATHERINE,KATHERINE,TRAINER_CLASS_BIRD_KEEPER,217,,,,TRAINER_PIC_BIRD_KEEPER,,platinum_trainer_index=81; source=res/trainers/data/bird_keeper_katherine.json; map_refs=route_211_east; matched_map=route_211_east,9,5,
TRAINER_RICH_BOY_JASON,JASON,TRAINER_CLASS_RICH_BOY,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_RICH_BOY,,platinum_trainer_index=82; source=res/trainers/data/rich_boy_jason.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_LADY_MELISSA,MELISSA,TRAINER_CLASS_LADY,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_LADY,,platinum_trainer_index=83; source=res/trainers/data/lady_melissa.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_GENTLEMAN_JEREMY,JEREMY,TRAINER_CLASS_GENTLEMAN,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_GENTLEMAN,,platinum_trainer_index=84; source=res/trainers/data/gentleman_jeremy.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_SOCIALITE_REINA,REINA,TRAINER_CLASS_SOCIALITE,201,,,ITEM_FULL_RESTORE,TRAINER_PIC_SOCIALITE,,platinum_trainer_index=85; source=res/trainers/data/socialite_reina.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_POLICEMAN_BOBBY,BOBBY,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,platinum_trainer_index=88; source=res/trainers/data/policeman_bobby.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_POLICEMAN_ALEX,ALEX,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,platinum_trainer_index=89; source=res/trainers/data/policeman_alex.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_POLICEMAN_DYLAN,DYLAN,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,platinum_trainer_index=90; source=res/trainers/data/policeman_dylan.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_FISHERMAN_JUAN,JUAN,TRAINER_CLASS_FISHERMAN,201,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=91; source=res/trainers/data/fisherman_juan.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_FISHERMAN_JOSH,JOSH,TRAINER_CLASS_FISHERMAN,201,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=92; source=res/trainers/data/fisherman_josh.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_FISHERMAN_TRAVIS,TRAVIS,TRAINER_CLASS_FISHERMAN,201,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=93; source=res/trainers/data/fisherman_travis.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_RANGER_TAYLOR,TAYLOR,TRAINER_CLASS_RANGER_MALE,201,,,,TRAINER_PIC_RANGER_MALE,,platinum_trainer_index=94; source=res/trainers/data/ranger_taylor.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_RANGER_JEFFREY,JEFFREY,TRAINER_CLASS_RANGER_MALE,201,,,,TRAINER_PIC_RANGER_MALE,,platinum_trainer_index=95; source=res/trainers/data/ranger_jeffrey.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_RANGER_ALLISON,ALLISON,TRAINER_CLASS_RANGER_FEMALE,201,,,,TRAINER_PIC_RANGER_FEMALE,,platinum_trainer_index=96; source=res/trainers/data/ranger_allison.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_SCIENTIST_STEFANO,STEFANO,TRAINER_CLASS_SCIENTIST,201,,,ITEM_X_DEFENSE,TRAINER_PIC_SCIENTIST,,platinum_trainer_index=99; source=res/trainers/data/scientist_stefano.json; map_refs=route_212_south; matched_map=route_212_south,9,5,
TRAINER_POLICEMAN_CALEB,CALEB,TRAINER_CLASS_POLICEMAN,201,,,,TRAINER_PIC_POLICEMAN,,platinum_trainer_index=102; source=res/trainers/data/policeman_caleb.json; map_refs=route_212_north; matched_map=route_212_north,9,5,
TRAINER_SWIMMER_SHELTIN,SHELTIN,TRAINER_CLASS_SWIMMER_MALE,202,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=103; source=res/trainers/data/swimmer_sheltin.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_SWIMMER_EVAN,EVAN,TRAINER_CLASS_SWIMMER_MALE,202,,,,TRAINER_PIC_SWIMMER_MALE,,platinum_trainer_index=104; source=res/trainers/data/swimmer_evan.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_SWIMMER_HALEY,HALEY,TRAINER_CLASS_SWIMMER_FEMALE,202,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=105; source=res/trainers/data/swimmer_haley.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_SWIMMER_MARY,MARY,TRAINER_CLASS_SWIMMER_FEMALE,202,,,,TRAINER_PIC_SWIMMER_FEMALE,,platinum_trainer_index=106; source=res/trainers/data/swimmer_mary.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_TUBER_JARED,JARED,TRAINER_CLASS_TUBER_MALE,202,,,,TRAINER_PIC_TUBER_MALE,,platinum_trainer_index=107; source=res/trainers/data/tuber_jared.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_TUBER_CHELSEA,CHELSEA,TRAINER_CLASS_TUBER_FEMALE,202,,,,TRAINER_PIC_TUBER_FEMALE,,platinum_trainer_index=108; source=res/trainers/data/tuber_chelsea.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_SAILOR_PAUL,PAUL,TRAINER_CLASS_SAILOR,202,,,,TRAINER_PIC_SAILOR,,platinum_trainer_index=110; source=res/trainers/data/sailor_paul.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_FISHERMAN_KENNETH,KENNETH,TRAINER_CLASS_FISHERMAN,202,,,,TRAINER_PIC_FISHERMAN,,platinum_trainer_index=111; source=res/trainers/data/fisherman_kenneth.json; map_refs=route_213; matched_map=route_213,9,5,
TRAINER_RUIN_MANIAC_BRYAN,BRYAN,TRAINER_CLASS_RUIN_MANIAC,205,,,,TRAINER_PIC_RUIN_MANIAC,,platinum_trainer_index=113; source=res/trainers/data/ruin_maniac_bryan.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_RUIN_MANIAC_RONALD,RONALD,TRAINER_CLASS_RUIN_MANIAC,205,,,,TRAINER_PIC_RUIN_MANIAC,,platinum_trainer_index=114; source=res/trainers/data/ruin_maniac_ronald.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_PSYCHIC_MITCHELL,MITCHELL,TRAINER_CLASS_PSYCHIC_MALE,205,,,,TRAINER_PIC_PSYCHIC_MALE,,platinum_trainer_index=119; source=res/trainers/data/psychic_mitchell.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_PSYCHIC_ABIGAIL,ABIGAIL,TRAINER_CLASS_PSYCHIC_FEMALE,205,,,,TRAINER_PIC_PSYCHIC_FEMALE,,platinum_trainer_index=120; source=res/trainers/data/psychic_abigail.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_PI_CARLOS,CARLOS,TRAINER_CLASS_PI,205,,,,TRAINER_PIC_PI,,platinum_trainer_index=121; source=res/trainers/data/pi_carlos.json; map_refs=route_214; matched_map=route_214,9,5,
TRAINER_BLACK_BELT_GREGORY,GREGORY,TRAINER_CLASS_BLACK_BELT,196,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=127; source=res/trainers/data/black_belt_gregory.json; map_refs=route_215; matched_map=route_215,9,5,
TRAINER_BLACK_BELT_DEREK,DEREK,TRAINER_CLASS_BLACK_BELT,196,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=128; source=res/trainers/data/black_belt_derek.json; map_refs=route_215; matched_map=route_215,9,5,
TRAINER_BLACK_BELT_NATHANIEL,NATHANIEL,TRAINER_CLASS_BLACK_BELT,196,,,,TRAINER_PIC_BLACK_BELT,,platinum_trainer_index=129; source=res/trainers/data/black_belt_nathaniel.json; map_refs=route_215; matched_map=route_215,9,5,
TRAINER_JOGGER_SCOTT,SCOTT,TRAINER_CLASS_JOGGER,196,,,,TRAINER_PIC_JOGGER,,platinum_trainer_index=130; source=res/trainers/data/jogger_scott.json; map_refs=route_215; matched_map=route_215,9,5,
TRAINER_ACE_TRAINER_BLAKE,BLAKE,TRAINER_CLASS_ACE_TRAINER_SNOW_MALE,218,,,,TRAINER_PIC_ACE_TRAINER_SNOW_MALE,,platinum_trainer_index=132; source=res/trainers/data/ace_trainer_blake.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_ACE_TRAINER_GARRETT,GARRETT,TRAINER_CLASS_ACE_TRAINER_SNOW_MALE,218,,,,TRAINER_PIC_ACE_TRAINER_SNOW_MALE,,platinum_trainer_index=133; source=res/trainers/data/ace_trainer_garrett.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_ACE_TRAINER_LAURA,LAURA,TRAINER_CLASS_ACE_TRAINER_SNOW_FEMALE,218,,,,TRAINER_PIC_ACE_TRAINER_SNOW_FEMALE,,platinum_trainer_index=134; source=res/trainers/data/ace_trainer_laura.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_ACE_TRAINER_MARIA,MARIA,TRAINER_CLASS_ACE_TRAINER_SNOW_FEMALE,218,,,,TRAINER_PIC_ACE_TRAINER_SNOW_FEMALE,,platinum_trainer_index=135; source=res/trainers/data/ace_trainer_maria.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_SKIER_BRADLEY,BRADLEY,TRAINER_CLASS_SKIER_MALE,218,,,,TRAINER_PIC_SKIER_MALE,,platinum_trainer_index=136; source=res/trainers/data/skier_bradley.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_SKIER_EDWARD,EDWARD,TRAINER_CLASS_SKIER_MALE,218,,,,TRAINER_PIC_SKIER_MALE,,platinum_trainer_index=137; source=res/trainers/data/skier_edward.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_SKIER_KAITLYN,KAITLYN,TRAINER_CLASS_SKIER_FEMALE,218,,,,TRAINER_PIC_SKIER_FEMALE,,platinum_trainer_index=138; source=res/trainers/data/skier_kaitlyn.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_SKIER_ANDREA,ANDREA,TRAINER_CLASS_SKIER_FEMALE,218,,,,TRAINER_PIC_SKIER_FEMALE,,platinum_trainer_index=139; source=res/trainers/data/skier_andrea.json; map_refs=route_216; matched_map=route_216,9,5,
TRAINER_ACE_TRAINER_DALTON,DALTON,TRAINER_CLASS_ACE_TRAINER_SNOW_MALE,219,,,,TRAINER_PIC_ACE_TRAINER_SNOW_MALE,,platinum_trainer_index=140; source=res/trainers/data/ace_trainer_dalton.json; map_refs=route_217; matched_map=route_217,9,5,
TRAINER_ACE_TRAINER_OLIVIA,OLIVIA,TRAINER_CLASS_ACE_TRAINER_SNOW_FEMALE,219,,,,TRAINER_PIC_ACE_TRAINER_SNOW_FEMALE,,platinum_trainer_index=141; source=res/trainers/data/ace_trainer_olivia.json; map_refs=route_217; matched_map=route_217,9,5,
