encounter_name,trainer_name,trainer_class,canonical_location_id,is_rematch,is_event,trainer_items,trainer_pic,trainer_double,details,version_group_id,load_build,game_id
TRAINER_LASS_MOLLY,MOLLY,TRAINER_CLASS_LASS,262,,,,TRAINER_PIC_B2W2_LASS,,"black2white2_trainer_index=181; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=3; ai=1; healer=false; money=4; prize=0; location_reference=https://www.serebii.net/pokearth/unova/floccesyranch.shtml; matched_location=Floccesy Ranch",14,6,
TRAINER_JANITOR_ORVILLE,ORVILLE,TRAINER_CLASS_JANITOR,262,,,,TRAINER_PIC_B2W2_JANITOR,,"black2white2_trainer_index=182; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=58; ai=1; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/floccesyranch.shtml; matched_location=Floccesy Ranch",14,6,
TRAINER_HIKER_JEROME,JEROME,TRAINER_CLASS_HIKER,39,,,,TRAINER_PIC_B2W2_HIKER,,"black2white2_trainer_index=206; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=74; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route20.shtml; matched_location=Route 20",14,6,
TRAINER_FISHERMAN_HUBERT,HUBERT,TRAINER_CLASS_FISHERMAN,9,,,,TRAINER_PIC_B2W2_FISHERMAN,,"black2white2_trainer_index=210; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=29; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_FISHERMAN_ANDREW,ANDREW,TRAINER_CLASS_FISHERMAN,9,,,,TRAINER_PIC_B2W2_FISHERMAN,,"black2white2_trainer_index=211; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=29; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_POLICEMAN_BRAVEN,BRAVEN,TRAINER_CLASS_POLICEMAN,9,,,,TRAINER_PIC_B2W2_POLICEMAN,,"black2white2_trainer_index=212; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=86; ai=7; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_BACKPACKER_M_CLIFFORD,CLIFFORD,TRAINER_CLASS_BACKPACKER_M,9,,,,TRAINER_PIC_B2W2_BACKPACKER_M,,"black2white2_trainer_index=213; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_POLICEMAN_DELL,DELL,TRAINER_CLASS_POLICEMAN,9,,,,TRAINER_PIC_B2W2_POLICEMAN,,"black2white2_trainer_index=214; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=86; ai=7; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_POLICEMAN_NEAGLE,NEAGLE,TRAINER_CLASS_POLICEMAN,9,,,,TRAINER_PIC_B2W2_POLICEMAN,,"black2white2_trainer_index=215; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=86; ai=7; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_ROUGHNECK_JOEY,JOEY,TRAINER_CLASS_ROUGHNECK,9,,,,TRAINER_PIC_B2W2_ROUGHNECK,,"black2white2_trainer_index=216; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=57; ai=1; healer=false; money=6; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_ROUGHNECK_SILVESTER,SILVESTER,TRAINER_CLASS_ROUGHNECK,9,,,,TRAINER_PIC_B2W2_ROUGHNECK,,"black2white2_trainer_index=217; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=57; ai=1; healer=false; money=6; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_BIKER_STANLEY,STANLEY,TRAINER_CLASS_BIKER,9,,,,TRAINER_PIC_B2W2_BIKER,,"black2white2_trainer_index=218; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=72; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_BIKER_ZEKE,ZEKE,TRAINER_CLASS_BIKER,19,,,,TRAINER_PIC_B2W2_BIKER,,"black2white2_trainer_index=219; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=72; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route9.shtml; matched_location=Route 9",14,6,
TRAINER_HOOLIGANS_ROB_SAL,ROB & SAL,TRAINER_CLASS_HOOLIGANS,9,,,,TRAINER_PIC_B2W2_HOOLIGANS,1,"black2white2_trainer_index=220; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=1; trainer_class_id=63; ai=129; healer=false; money=16; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_RICH_BOY_KEENAN,KEENAN,TRAINER_CLASS_RICH_BOY,9,,,,TRAINER_PIC_B2W2_RICH_BOY,,"black2white2_trainer_index=221; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=41; ai=1; healer=false; money=40; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_BACKPACKER_M_ROLAND,ROLAND,TRAINER_CLASS_BACKPACKER_M,9,,,,TRAINER_PIC_B2W2_BACKPACKER_M,,"black2white2_trainer_index=222; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_BACKPACKER_F_RACHEL,RACHEL,TRAINER_CLASS_BACKPACKER_F,9,,,,TRAINER_PIC_B2W2_BACKPACKER_F,,"black2white2_trainer_index=223; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=28; ai=1; healer=false; money=6; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_POKEFAN_M_NORBERT,NORBERT,TRAINER_CLASS_POKEFAN_M,9,,,SUPER_POTION,TRAINER_PIC_B2W2_POKEFAN_M,,"black2white2_trainer_index=224; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=59; ai=1; healer=false; money=16; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_POKEFAN_F_SACHIKO,SACHIKO,TRAINER_CLASS_POKEFAN_F,9,,,SUPER_POTION,TRAINER_PIC_B2W2_POKEFAN_F,,"black2white2_trainer_index=225; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=60; ai=1; healer=false; money=16; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_TWINS_TARA_VAL,TARA & VAL,TRAINER_CLASS_TWINS,9,,,,TRAINER_PIC_B2W2_TWINS,1,"black2white2_trainer_index=226; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=1; trainer_class_id=16; ai=128; healer=false; money=4; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route4.shtml; matched_location=Route 4",14,6,
TRAINER_BACKERS_AVA_AYA,AVA & AYA,TRAINER_CLASS_BACKERS,14,,,,TRAINER_PIC_B2W2_BACKERS_F,1,"black2white2_trainer_index=252; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=1; trainer_class_id=69; ai=129; healer=false; money=12; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route5.shtml; matched_location=Route 5",14,6,
TRAINER_BAKER_JENN,JENN,TRAINER_CLASS_BAKER,14,,,,TRAINER_PIC_B2W2_BAKER,,"black2white2_trainer_index=253; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=34; ai=1; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route5.shtml; matched_location=Route 5",14,6,
TRAINER_ARTIST_HORTON,HORTON,TRAINER_CLASS_ARTIST,14,,,,TRAINER_PIC_B2W2_ARTIST,,"black2white2_trainer_index=254; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=33; ai=1; healer=false; money=12; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route5.shtml; matched_location=Route 5",14,6,
TRAINER_DANCER_BRIAN,BRIAN,TRAINER_CLASS_DANCER,14,,,,TRAINER_PIC_B2W2_DANCER,,"black2white2_trainer_index=255; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=31; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route5.shtml; matched_location=Route 5",14,6,
TRAINER_MUSICIAN_PRESTON,PRESTON,TRAINER_CLASS_MUSICIAN,14,,,,TRAINER_PIC_B2W2_MUSICIAN,,"black2white2_trainer_index=256; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=30; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route5.shtml; matched_location=Route 5",14,6,
TRAINER_BACKERS_STU_ART,STU & ART,TRAINER_CLASS_BACKERS,29,,,,TRAINER_PIC_B2W2_BACKERS_M,1,"black2white2_trainer_index=257; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=1; trainer_class_id=68; ai=129; healer=false; money=12; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route16.shtml; matched_location=Route 16",14,6,
TRAINER_BACKPACKER_M_IVAN,IVAN,TRAINER_CLASS_BACKPACKER_M,29,,,,TRAINER_PIC_B2W2_BACKPACKER_M,,"black2white2_trainer_index=258; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=27; ai=1; healer=false; money=6; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route16.shtml; matched_location=Route 16",14,6,
TRAINER_CYCLIST_M_HECTOR,HECTOR,TRAINER_CLASS_CYCLIST_M,29,,,,TRAINER_PIC_B2W2_CYCLIST_M,,"black2white2_trainer_index=260; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=90; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route16.shtml; matched_location=Route 16",14,6,
TRAINER_CYCLIST_F_KRISSA,KRISSA,TRAINER_CLASS_CYCLIST_F,29,,,,TRAINER_PIC_B2W2_CYCLIST_F,,"black2white2_trainer_index=261; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=91; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route16.shtml; matched_location=Route 16",14,6,
TRAINER_DEPOT_AGENT_HANK,HANK,TRAINER_CLASS_DEPOT_AGENT,29,,,,TRAINER_PIC_B2W2_DEPOT_AGENT,,"black2white2_trainer_index=262; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=83; ai=1; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route16.shtml; matched_location=Route 16",14,6,
TRAINER_SCIENTIST_JACQUES,JACQUES,TRAINER_CLASS_SCIENTIST,15,,,X_ATTACK,TRAINER_PIC_B2W2_SCIENTIST_M,,"black2white2_trainer_index=263; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=52; ai=5; healer=false; money=12; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route6.shtml; matched_location=Route 6",14,6,
TRAINER_SCIENTIST_MARISSA,MARISSA,TRAINER_CLASS_SCIENTIST,15,,,X_SPECIAL,TRAINER_PIC_B2W2_SCIENTIST_F,,"black2white2_trainer_index=264; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=46; ai=5; healer=false; money=12; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route6.shtml; matched_location=Route 6",14,6,
TRAINER_SCHOOL_KID_M_ALVIN,ALVIN,TRAINER_CLASS_SCHOOL_KID_M,15,,,,TRAINER_PIC_B2W2_SCHOOL_KID_M,,"black2white2_trainer_index=265; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=4; ai=5; healer=false; money=5; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route6.shtml; matched_location=Route 6",14,6,
TRAINER_SCHOOL_KID_F_MARA,MARA,TRAINER_CLASS_SCHOOL_KID_F,15,,,,TRAINER_PIC_B2W2_SCHOOL_KID_F,,"black2white2_trainer_index=266; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=5; ai=5; healer=false; money=5; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route6.shtml; matched_location=Route 6",14,6,
TRAINER_PARASOL_LADY_NICOLE,NICOLE,TRAINER_CLASS_PARASOL_LADY,15,,,,TRAINER_PIC_B2W2_PARASOL_LADY,,"black2white2_trainer_index=267; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=65; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route6.shtml; matched_location=Route 6",14,6,
TRAINER_PARASOL_LADY_TIHANA,TIHANA,TRAINER_CLASS_PARASOL_LADY,15,,,,TRAINER_PIC_B2W2_PARASOL_LADY,,"black2white2_trainer_index=268; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=65; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route6.shtml; matched_location=Route 6",14,6,
TRAINER_LASS_FLO,FLO,TRAINER_CLASS_LASS,25,,,,TRAINER_PIC_B2W2_LASS,,"black2white2_trainer_index=269; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=2; trainer_class_id=3; ai=129; healer=false; money=4; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_YOUNGSTER_CODY,CODY,TRAINER_CLASS_YOUNGSTER,25,,,,TRAINER_PIC_B2W2_YOUNGSTER,,"black2white2_trainer_index=270; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=3; trainer_class_id=2; ai=1; healer=false; money=4; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_NURSERY_AIDE_HOLLIE,HOLLIE,TRAINER_CLASS_NURSERY_AIDE,25,,,,TRAINER_PIC_B2W2_NURSERY_AIDE,,"black2white2_trainer_index=271; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=13; ai=1; healer=false; money=10; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_PRESCHOOLER_M_GREG,GREG,TRAINER_CLASS_PRESCHOOLER_M,25,,,,TRAINER_PIC_B2W2_PRESCHOOLER_M,,"black2white2_trainer_index=272; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=15; ai=0; healer=false; money=1; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_PRESCHOOLER_F_CHRISSY,CHRISSY,TRAINER_CLASS_PRESCHOOLER_F,25,,,,TRAINER_PIC_B2W2_PRESCHOOLER_F,,"black2white2_trainer_index=273; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=14; ai=0; healer=false; money=1; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_TWINS_SOLA_ANA,SOLA & ANA,TRAINER_CLASS_TWINS,25,,,,TRAINER_PIC_B2W2_TWINS,1,"black2white2_trainer_index=274; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=1; trainer_class_id=16; ai=128; healer=false; money=4; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_HARLEQUIN_PAT,PAT,TRAINER_CLASS_HARLEQUIN,25,,,,TRAINER_PIC_B2W2_HARLEQUIN,,"black2white2_trainer_index=275; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=32; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_HARLEQUIN_IAN,IAN,TRAINER_CLASS_HARLEQUIN,25,,,,TRAINER_PIC_B2W2_HARLEQUIN,,"black2white2_trainer_index=276; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=32; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route7.shtml; matched_location=Route 7",14,6,
TRAINER_GENTLEMAN_SHELDON,SHELDON,TRAINER_CLASS_GENTLEMAN,35,,,,TRAINER_PIC_B2W2_GENTLEMAN,,"black2white2_trainer_index=277; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=76; ai=1; healer=false; money=50; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
TRAINER_SOCIALITE_MARIAN,MARIAN,TRAINER_CLASS_SOCIALITE,35,,,,TRAINER_PIC_B2W2_SOCIALITE,,"black2white2_trainer_index=278; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=75; ai=1; healer=false; money=50; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
TRAINER_ACE_TRAINER_M_KIPP,KIPP,TRAINER_CLASS_ACE_TRAINER_M,35,,,,TRAINER_PIC_B2W2_ACE_TRAINER_M,,"black2white2_trainer_index=279; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=3; trainer_class_id=50; ai=7; healer=false; money=15; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
TRAINER_ACE_TRAINER_F_JUNKO,JUNKO,TRAINER_CLASS_ACE_TRAINER_F,35,,,,TRAINER_PIC_B2W2_ACE_TRAINER_F,,"black2white2_trainer_index=280; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=2; trainer_class_id=49; ai=135; healer=false; money=15; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
TRAINER_BLACK_BELT_JAY,JAY,TRAINER_CLASS_BLACK_BELT,35,,,,TRAINER_PIC_B2W2_BLACK_BELT,,"black2white2_trainer_index=281; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=51; ai=3; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
TRAINER_BATTLE_GIRL_GLINDA,GLINDA,TRAINER_CLASS_BATTLE_GIRL,35,,,,TRAINER_PIC_B2W2_BATTLE_GIRL,,"black2white2_trainer_index=282; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=64; ai=3; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
TRAINER_FISHERMAN_SID,SID,TRAINER_CLASS_FISHERMAN,35,,,,TRAINER_PIC_B2W2_FISHERMAN,,"black2white2_trainer_index=283; source_rom_paths=a/0/9/1,a/0/9/2; battle_type=0; trainer_class_id=29; ai=1; healer=false; money=8; prize=0; location_reference=https://www.serebii.net/pokearth/unova/route14.shtml; matched_location=Route 14",14,6,
