game,trainer_index,map_name,zone_index,map_script_index,npc_index,npc_script_id
black2,410,Humilau City,473,946,2,3410
black2,404,Route 23,475,950,2,3404
black2,401,Route 23,475,950,3,3401
black2,408,Route 23,475,950,4,3408
black2,402,Route 23,475,950,5,3402
black2,394,Route 23,477,954,1,3394
black2,399,Route 23,477,954,2,3399
black2,400,Route 23,477,954,3,3400
black2,396,Route 23,477,954,4,3396
black2,398,Route 23,477,954,5,3398
black2,397,Route 23,477,954,6,3397
black2,395,Route 23,477,954,7,3395
black2,393,Route 23,477,954,8,3393
black2,753,Route 23,477,954,22,3753
black2,337,Route 23,477,954,24,3337
black2,674,White Treehollow,480,960,2,3674
black2,675,White Treehollow,480,960,3,3675
black2,676,Black Tower,481,962,4,3676
black2,677,Black Tower,481,962,5,3677
black2,678,Black Tower,481,962,6,3678
black2,42,Black Tower,481,962,7,3042
black2,211,White Treehollow,482,964,0,3211
black2,210,White Treehollow,482,964,1,3210
black2,212,White Treehollow,482,964,2,3212
black2,220,White Treehollow,482,964,3,3220
black2,218,White Treehollow,482,964,5,3218
black2,284,White Treehollow,482,964,6,3284
black2,216,White Treehollow,482,964,7,3216
black2,217,White Treehollow,482,964,8,3217
black2,214,White Treehollow,482,964,9,3214
black2,215,White Treehollow,482,964,10,3215
black2,296,White Treehollow,482,964,11,3296
black2,210,Castelia Sewers,497,994,0,3210
black2,211,Castelia Sewers,497,994,1,3211
black2,296,Castelia Sewers,497,994,2,3296
black2,213,Castelia Sewers,497,994,3,3213
black2,221,Castelia Sewers,497,994,4,3221
black2,226,Castelia Sewers,497,994,5,3226
black2,223,Castelia Sewers,497,994,7,3223
black2,224,Castelia Sewers,497,994,8,3224
black2,225,Castelia Sewers,497,994,9,3225
black2,147,Castelia Sewers,497,994,10,3147
black2,222,Castelia Sewers,497,994,11,3222
black2,253,Castelia Sewers,498,996,1,3253
black2,252,Castelia Sewers,498,996,4,3252
black2,254,Castelia Sewers,498,996,6,3254
black2,293,Castelia Sewers,498,996,7,3293
black2,752,Castelia City,500,1000,0,3752
black2,267,Castelia City,500,1000,1,3267
black2,266,Castelia City,500,1000,2,3266
black2,263,Castelia City,500,1000,3,3263
black2,264,Castelia City,500,1000,4,3264
black2,268,Castelia City,500,1000,5,3268
black2,265,Castelia City,500,1000,6,3265
black2,292,Castelia City,500,1000,7,3292
black2,680,Virbank City,502,1004,3,3680
black2,681,Virbank City,502,1004,4,3681
black2,682,Relic Passage,503,1006,3,3682
black2,683,Relic Passage,503,1006,4,3683
black2,269,Clay Tunnel,506,1012,0,3269
black2,302,Clay Tunnel,506,1012,1,3302
black2,272,Clay Tunnel,506,1012,2,3272
black2,273,Clay Tunnel,506,1012,3,3273
black2,274,Clay Tunnel,506,1012,4,3274
black2,276,Clay Tunnel,506,1012,7,3276
black2,271,Clay Tunnel,506,1012,8,3271
black2,554,Clay Tunnel,508,1016,4,3554
black2,549,Clay Tunnel,508,1016,5,3549
black2,555,Twist Mountain,509,1018,3,3555
black2,550,Twist Mountain,509,1018,4,3550
black2,673,Twist Mountain,509,1018,5,3673
black2,552,Strange House,510,1020,3,3552
black2,551,Strange House,510,1020,4,3551
black2,556,Strange House,510,1020,5,3556
black2,572,Strange House,514,1028,6,3572
black2,574,Strange House,514,1028,7,3574
black2,575,Strange House,514,1028,8,3575
black2,573,Strange House,514,1028,9,3573
black2,576,Seaside Cave,515,1030,2,3576
black2,578,Seaside Cave,515,1030,4,3578
black2,579,Seaside Cave,515,1030,9,3579
black2,577,Seaside Cave,515,1030,10,3577
black2,329,Cave of Being,517,1034,0,3329
black2,330,Cave of Being,517,1034,3,3330
black2,328,Cave of Being,517,1034,4,3328
black2,12,Route 4,519,1038,10,3012
black2,11,Route 4,519,1038,11,3011
black2,303,Reversal Mountain,534,1068,4,3303
black2,305,Reversal Mountain,534,1068,5,3305
black2,304,Reversal Mountain,534,1068,6,3304
black2,291,Reversal Mountain,537,1074,0,3291
black2,300,Reversal Mountain,537,1074,2,3300
black2,301,Reversal Mountain,537,1074,3,3301
black2,133,Reversal Mountain,539,1078,5,3133
black2,286,Reversal Mountain,539,1078,6,3286
black2,287,Reversal Mountain,539,1078,7,3287
black2,294,Reversal Mountain,539,1078,8,3294
black2,289,Reversal Mountain,539,1078,9,3289
black2,134,Reversal Mountain,539,1078,10,3134
black2,288,Reversal Mountain,539,1078,11,3288
black2,290,Reversal Mountain,539,1078,12,3290
black2,731,Reversal Mountain,539,1078,24,3731
black2,730,Reversal Mountain,539,1078,25,3730
black2,282,Driftveil City,543,1086,0,3282
black2,283,Driftveil City,543,1086,1,3283
black2,281,Driftveil City,543,1086,2,3281
black2,277,Driftveil City,543,1086,3,3277
black2,278,Driftveil City,543,1086,4,3278
black2,279,Driftveil City,543,1086,5,3279
black2,280,Driftveil City,543,1086,6,3280
black2,285,Driftveil City,543,1086,7,3285
black2,558,Driftveil City,545,1090,6,3558
black2,560,Driftveil City,545,1090,7,3560
black2,559,Driftveil City,545,1090,9,3559
black2,654,Driftveil City,547,1094,5,3654
black2,653,Driftveil City,547,1094,6,3653
black2,655,Driftveil City,547,1094,7,3655
black2,257,Plasma Frigate,552,1104,2,3257
black2,259,Plasma Frigate,552,1104,6,3259
black2,258,Plasma Frigate,552,1104,7,3258
black2,262,Plasma Frigate,552,1104,8,3262
black2,299,Plasma Frigate,554,1108,0,3299
black2,142,Plasma Frigate,554,1108,3,3142
black2,423,Plasma Frigate,556,1112,3,3423
black2,420,Plasma Frigate,556,1112,4,3420
black2,424,Plasma Frigate,556,1112,5,3424
black2,419,Plasma Frigate,556,1112,6,3419
black2,421,Plasma Frigate,556,1112,7,3421
black2,422,Plasma Frigate,556,1112,9,3422
black2,392,Plasma Frigate,560,1120,1,3392
black2,175,Plasma Frigate,560,1120,2,3175
black2,173,Plasma Frigate,560,1120,4,3173
black2,174,Plasma Frigate,560,1120,5,3174
black2,176,Plasma Frigate,560,1120,6,3176
black2,164,Plasma Frigate,560,1120,7,3164
black2,165,Plasma Frigate,560,1120,12,3165
black2,44,Plasma Frigate,562,1124,0,3044
black2,306,Plasma Frigate,562,1124,1,3306
black2,333,Plasma Frigate,562,1124,2,3333
black2,43,Plasma Frigate,562,1124,3,3043
black2,307,Plasma Frigate,562,1124,4,3307
black2,334,Plasma Frigate,562,1124,5,3334
black2,483,Plasma Frigate,563,1126,0,3483
black2,476,Plasma Frigate,563,1126,1,3476
black2,485,Plasma Frigate,563,1126,2,3485
black2,486,Plasma Frigate,563,1126,3,3486
black2,481,Plasma Frigate,563,1126,4,3481
black2,482,Plasma Frigate,563,1126,5,3482
black2,479,Plasma Frigate,563,1126,23,3479
black2,480,Plasma Frigate,563,1126,28,3480
black2,478,Plasma Frigate,563,1126,31,3478
black2,414,Underground Ruins,610,1220,0,3414
black2,413,Underground Ruins,610,1220,1,3413
black2,417,Underground Ruins,610,1220,2,3417
black2,415,Underground Ruins,610,1220,3,3415
black2,418,Underground Ruins,610,1220,5,3418
black2,309,Rock Peak Chamber,611,1222,0,3309
black2,308,Rock Peak Chamber,611,1222,1,3308
black2,310,Rock Peak Chamber,611,1222,2,3310
black2,311,Rock Peak Chamber,611,1222,3,3311
black2,312,Rock Peak Chamber,611,1222,4,3312
black2,327,Rock Peak Chamber,611,1222,5,3327
black2,326,Rock Peak Chamber,611,1222,6,3326
white2,734,Castelia City,29,58,1,3734
white2,736,Castelia City,29,58,2,3736
white2,737,Castelia City,29,58,3,3737
white2,692,Castelia City,48,96,4,3692
white2,691,Castelia City,48,96,5,3691
white2,97,Nimbasa City,85,170,0,3097
white2,97,Nimbasa City,85,170,1,3097
white2,97,Nimbasa City,85,170,2,3097
white2,74,Nimbasa City,85,170,3,3074
white2,66,Nimbasa City,85,170,5,3066
white2,67,Nimbasa City,85,170,6,3067
white2,63,Nimbasa City,85,170,7,3063
white2,85,Nimbasa City,85,170,24,3085
white2,57,Nimbasa City,86,172,0,3057
white2,53,Nimbasa City,86,172,1,3053
white2,84,Nimbasa City,86,172,2,3084
white2,80,Nimbasa City,86,172,3,3080
white2,97,Nimbasa City,86,172,4,3097
white2,97,Nimbasa City,86,172,5,3097
white2,97,Nimbasa City,86,172,6,3097
white2,56,Nimbasa City,86,172,15,3056
white2,61,Nimbasa City,87,174,9,3061
white2,62,Nimbasa City,87,174,10,3062
white2,58,Nimbasa City,87,174,11,3058
white2,82,Nimbasa City,87,174,12,3082
white2,79,Nimbasa City,87,174,13,3079
white2,97,Nimbasa City,87,174,14,3097
white2,97,Nimbasa City,87,174,15,3097
white2,97,Nimbasa City,87,174,16,3097
white2,51,Nimbasa Gate,90,180,0,3051
white2,52,Nimbasa Gate,90,180,1,3052
white2,48,Nimbasa Gate,90,180,2,3048
white2,76,Nimbasa Gate,90,180,3,3076
white2,86,Nimbasa Gate,90,180,4,3086
white2,97,Nimbasa Gate,90,180,5,3097
white2,97,Nimbasa Gate,90,180,6,3097
white2,97,Nimbasa Gate,90,180,7,3097
white2,71,Nimbasa Gate,91,182,0,3071
white2,72,Nimbasa Gate,91,182,1,3072
white2,68,Nimbasa Gate,91,182,2,3068
white2,78,Nimbasa Gate,91,182,3,3078
white2,87,Nimbasa Gate,91,182,4,3087
white2,97,Nimbasa Gate,91,182,5,3097
white2,97,Nimbasa Gate,91,182,6,3097
white2,97,Nimbasa Gate,91,182,7,3097
white2,149,Opelucid City,121,242,0,3149
white2,150,Opelucid City,121,242,1,3150
white2,151,Opelucid City,121,242,2,3151
white2,152,Opelucid City,121,242,4,3152
white2,332,Opelucid City,121,242,6,3332
white2,350,Relic Castle,184,368,1,3350
white2,354,Relic Castle,184,368,3,3354
white2,355,Relic Castle,184,368,5,3355
white2,739,Twist Mountain,201,402,8,3739
white2,740,Twist Mountain,201,402,9,3740
white2,593,Twist Mountain,201,402,10,3593
white2,637,Twist Mountain,203,406,5,3637
white2,635,Twist Mountain,203,406,7,3635
white2,633,Twist Mountain,203,406,9,3633
white2,634,Twist Mountain,203,406,10,3634
white2,651,Twist Mountain,204,408,7,3651
white2,647,Twist Mountain,204,408,10,3647
white2,650,Twist Mountain,204,408,11,3650
white2,645,Twist Mountain,204,408,13,3645
white2,643,Twist Mountain,204,408,16,3643
white2,644,Twist Mountain,204,408,18,3644
white2,646,Twist Mountain,204,408,19,3646
white2,790,Twist Mountain,204,408,25,3790
white2,791,Twist Mountain,204,408,26,3791
white2,793,Twist Mountain,204,408,27,3793
white2,792,Twist Mountain,204,408,28,3792
white2,668,Dragonspiral Tower,207,414,1,3668
white2,664,Dragonspiral Tower,207,414,2,3664
white2,666,Dragonspiral Tower,207,414,4,3666
white2,670,Dragonspiral Tower,207,414,5,3670
white2,662,Dragonspiral Tower,207,414,7,3662
white2,663,Dragonspiral Tower,207,414,8,3663
white2,511,Dragonspiral Tower,209,418,0,3511
white2,510,Dragonspiral Tower,210,420,0,3510
white2,512,Dragonspiral Tower,210,420,1,3512
white2,537,Abyssal Ruins,244,488,4,3537
white2,546,Abyssal Ruins,244,488,5,3546
white2,544,Abyssal Ruins,244,488,7,3544
white2,539,Abyssal Ruins,244,488,10,3539
white2,543,Abyssal Ruins,245,490,5,3543
white2,671,Abyssal Ruins,245,490,7,3671
white2,540,Abyssal Ruins,246,492,3,3540
white2,545,Abyssal Ruins,246,492,4,3545
white2,538,Abyssal Ruins,246,492,5,3538
white2,492,Abyssal Ruins,248,496,5,3492
white2,534,Abyssal Ruins,248,496,6,3534
white2,531,Abyssal Ruins,248,496,7,3531
white2,725,Abyssal Ruins,248,496,8,3725
white2,525,Skyarrow Bridge,249,498,1,3525
white2,533,Skyarrow Bridge,249,498,2,3533
white2,526,Skyarrow Bridge,249,498,3,3526
white2,535,Bridge Gate,250,500,4,3535
white2,529,Bridge Gate,250,500,6,3529
white2,527,Bridge Gate,251,502,5,3527
white2,532,Bridge Gate,251,502,6,3532
white2,679,Entree Forest,286,572,12,3679
white2,465,Entree Forest,286,572,14,3465
white2,464,Entree Forest,286,572,15,3464
white2,466,Entree Forest,286,572,16,3466
white2,463,Entree Forest,286,572,17,3463
white2,462,Entree Forest,286,572,18,3462
white2,313,Cold Storage,296,592,0,3313
white2,317,Cold Storage,296,592,1,3317
white2,314,Cold Storage,296,592,2,3314
white2,316,Cold Storage,296,592,5,3316
white2,182,Route 7,306,612,5,3182
white2,180,Route 7,306,612,6,3180
white2,745,Route 9,308,616,0,3745
white2,738,Route 9,308,616,1,3738
white2,746,Route 9,308,616,2,3746
white2,521,Route 14,312,624,1,3521
white2,523,Route 14,312,624,2,3523
white2,520,Route 14,312,624,3,3520
white2,789,Route 14,312,624,4,3789
white2,524,Route 14,312,624,5,3524
white2,786,Route 14,312,624,6,3786
white2,672,Route 14,312,624,7,3672
white2,513,Route 14,312,624,14,3513
white2,522,Route 14,312,624,15,3522
white2,518,Route 1,317,634,0,3518
white2,524,Route Gate,318,636,0,3524
white2,788,Route Gate,318,636,1,3788
white2,523,Route Gate,318,636,2,3523
white2,522,Route Gate,318,636,3,3522
white2,787,Route Gate,318,636,5,3787
white2,519,Route Gate,318,636,6,3519
white2,672,Route Gate,318,636,7,3672
white2,514,Route Gate,318,636,14,3514
white2,521,Route Gate,318,636,15,3521
white2,390,Route 5,329,658,0,3390
white2,391,Route 5,330,660,0,3391
white2,614,Mistralton Cave,334,668,2,3614
white2,615,Mistralton Cave,334,668,3,3615
white2,594,Mistralton Cave,334,668,4,3594
white2,596,Mistralton Cave,334,668,5,3596
white2,595,Mistralton Cave,334,668,6,3595
white2,597,Mistralton Cave,334,668,7,3597
white2,598,Guidance Chamber,335,670,2,3598
white2,599,Guidance Chamber,335,670,3,3599
white2,611,Guidance Chamber,335,670,6,3611
white2,613,Route 6,336,672,0,3613
white2,601,Route 6,336,672,1,3601
white2,598,Route 6,336,672,3,3598
white2,600,Route 6,336,672,4,3600
white2,610,Route 6,336,672,5,3610
white2,602,Route 7,337,674,4,3602
white2,603,Route 7,337,674,5,3603
white2,657,Route 7,337,674,6,3657
white2,603,Route 7,337,674,9,3603
white2,602,Route 7,337,674,10,3602
white2,604,Celestial Tower,339,678,0,3604
white2,606,Celestial Tower,339,678,1,3606
white2,608,Celestial Tower,339,678,3,3608
white2,609,Celestial Tower,339,678,4,3609
white2,605,Celestial Tower,339,678,5,3605
white2,612,Celestial Tower,340,680,0,3612
white2,614,Celestial Tower,341,682,2,3614
white2,615,Celestial Tower,341,682,3,3615
white2,596,Celestial Tower,341,682,4,3596
white2,597,Celestial Tower,341,682,5,3597
white2,595,Celestial Tower,341,682,6,3595
white2,613,Celestial Tower,342,684,0,3613
white2,601,Celestial Tower,342,684,1,3601
white2,600,Celestial Tower,342,684,2,3600
white2,610,Celestial Tower,342,684,3,3610
white2,807,Moor of Icirrus,346,692,0,3807
white2,809,Moor of Icirrus,346,692,1,3809
white2,426,Shopping Mall,351,702,0,3426
white2,427,Shopping Mall,351,702,1,3427
white2,431,Challenger's Cave,353,706,3,3431
white2,808,Challenger's Cave,353,706,19,3808
white2,810,Challenger's Cave,353,706,20,3810
white2,811,Challenger's Cave,353,706,21,3811
white2,445,Route 10,356,712,0,3445
white2,446,Route 10,356,712,1,3446
white2,447,Route 10,356,712,2,3447
white2,448,Route 10,356,712,3,3448
white2,452,Route 10,356,712,4,3452
white2,453,Route 10,356,712,5,3453
white2,454,Route 10,356,712,6,3454
white2,449,Route 10,356,712,7,3449
white2,811,Route 10,356,712,19,3811
white2,343,Route 10,357,714,0,3343
white2,436,Route 10,357,714,1,3436
white2,429,Route 10,359,718,0,3429
white2,428,Route 10,359,718,1,3428
white2,437,Route 10,360,720,0,3437
white2,563,Bridge Gate,366,732,3,3563
white2,568,Bridge Gate,366,732,4,3568
white2,565,Route 11,367,734,4,3565
white2,570,Route 11,367,734,5,3570
white2,569,Route 11,367,734,6,3569
white2,561,Route 11,367,734,7,3561
white2,566,Route 12,368,736,1,3566
white2,564,Route 12,368,736,2,3564
white2,562,Route 12,368,736,3,3562
white2,487,Bridge Gate,369,738,0,3487
white2,489,Bridge Gate,369,738,1,3489
white2,488,Route 13,370,740,0,3488
white2,491,Route 13,370,740,2,3491
white2,506,Route 13,371,742,1,3506
white2,507,Route 13,371,742,2,3507
white2,509,Route 13,371,742,3,3509
white2,473,Nuvema Town,390,780,4,3473
white2,470,Nuvema Town,390,780,5,3470
white2,474,Nuvema Town,390,780,6,3474
white2,469,Nuvema Town,390,780,7,3469
white2,472,Nuvema Town,391,782,2,3472
white2,471,Nuvema Town,391,782,3,3471
white2,336,Accumula Town,401,802,5,3336
white2,349,Accumula Town,401,802,6,3349
white2,338,Accumula Town,401,802,7,3338
white2,405,Humilau City,473,946,1,3405
white2,410,Humilau City,473,946,2,3410
white2,404,Route 23,475,950,2,3404
white2,401,Route 23,475,950,3,3401
white2,408,Route 23,475,950,4,3408
white2,402,Route 23,475,950,5,3402
white2,394,Route 23,477,954,1,3394
white2,399,Route 23,477,954,2,3399
white2,400,Route 23,477,954,3,3400
white2,396,Route 23,477,954,4,3396
white2,398,Route 23,477,954,5,3398
white2,397,Route 23,477,954,6,3397
white2,395,Route 23,477,954,7,3395
white2,393,Route 23,477,954,8,3393
white2,753,Route 23,477,954,22,3753
white2,337,Route 23,477,954,24,3337
white2,674,White Treehollow,480,960,2,3674
white2,675,White Treehollow,480,960,3,3675
white2,676,Black Tower,481,962,4,3676
white2,677,Black Tower,481,962,5,3677
white2,678,Black Tower,481,962,6,3678
white2,42,Black Tower,481,962,7,3042
white2,211,White Treehollow,482,964,0,3211
white2,210,White Treehollow,482,964,1,3210
white2,212,White Treehollow,482,964,2,3212
white2,220,White Treehollow,482,964,3,3220
white2,218,White Treehollow,482,964,5,3218
white2,284,White Treehollow,482,964,6,3284
white2,216,White Treehollow,482,964,7,3216
white2,217,White Treehollow,482,964,8,3217
white2,214,White Treehollow,482,964,9,3214
white2,215,White Treehollow,482,964,10,3215
white2,296,White Treehollow,482,964,11,3296
white2,210,Castelia Sewers,497,994,0,3210
white2,211,Castelia Sewers,497,994,1,3211
white2,296,Castelia Sewers,497,994,2,3296
white2,213,Castelia Sewers,497,994,3,3213
white2,221,Castelia Sewers,497,994,4,3221
white2,226,Castelia Sewers,497,994,5,3226
white2,223,Castelia Sewers,497,994,7,3223
white2,224,Castelia Sewers,497,994,8,3224
white2,225,Castelia Sewers,497,994,9,3225
white2,147,Castelia Sewers,497,994,10,3147
