version_group_id,trainer_key,slot,species_name,move_name,noted_at,note
1001,TRAINER_BB_LASS_ERI,2,SKITTY,Tackle,2026-08-27 16:42:58.798038-05,
1001,TRAINER_BB_LASS_ERI,2,SKITTY,Tail Whip,2026-08-27 16:42:58.799694-05,
1001,TRAINER_BB_LASS_ERI,3,STARLY,Growl,2026-08-27 16:42:58.801204-05,
1001,TRAINER_BB_LASS_ERI,3,STARLY,Quick Attack,2026-08-27 16:42:58.802735-05,
1001,TRAINER_BB_LASS_ERI,3,STARLY,Tackle,2026-08-27 16:42:58.804187-05,
1001,TRAINER_BB_LASS_ERI,3,STARLY,Wing Attack,2026-08-27 16:42:58.805706-05,
1001,TRAINER_BB_LASS_ERI,4,AZURILL,Bubble,2026-08-27 16:42:58.807195-05,
1001,TRAINER_BB_LASS_ERI,4,AZURILL,Charm,2026-08-27 16:42:58.810909-05,
1001,TRAINER_BB_LASS_ERI,4,AZURILL,Splash,2026-08-27 16:42:58.809166-05,
1001,TRAINER_BB_LASS_MAIL,2,MEOWTH,Scratch,2026-08-27 16:42:58.781951-05,
1001,TRAINER_BB_LASS_MAIL,3,PIDGEY,Sand Attack,2026-08-27 16:42:58.783409-05,
1001,TRAINER_BB_LASS_MAIL,4,CATERPIE,Snore,2026-08-27 16:42:58.78482-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,1,TOGEPI,Magic Room,2026-08-27 16:42:58.857455-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,1,TOGEPI,Metronome,2026-08-27 16:42:58.859347-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,1,TOGEPI,Sweet Kiss,2026-08-27 16:42:58.862532-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,1,TOGEPI,Yawn,2026-08-27 16:42:58.861015-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,2,NATU,Lucky Chant,2026-08-27 16:42:58.864104-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,4,MUNNA,Imprison,2026-08-27 16:42:58.867294-05,
1001,TRAINER_BB_NURSERY_AIDE_AUTUMN,4,MUNNA,Psybeam,2026-08-27 16:42:58.865871-05,
1001,TRAINER_BB_PKMN_BREEDER_ADELAIDE,1,IGGLYBUFF,Charm,2026-08-27 16:42:58.874582-05,
1001,TRAINER_BB_PKMN_BREEDER_ADELAIDE,1,IGGLYBUFF,Defense Curl,2026-08-27 16:42:58.876638-05,
1001,TRAINER_BB_PKMN_BREEDER_ADELAIDE,4,MAGBY,Ember,2026-08-27 16:42:58.878235-05,
1001,TRAINER_BB_PKMN_RANGER_AUDRA,3,SCYTHER,Wing Attack,2026-08-27 16:42:58.990611-05,
1001,TRAINER_BB_PKMN_RANGER_MIGUEL,1,VIGOROTH,Night Slash,2026-08-27 16:42:58.997773-05,
1001,TRAINER_BB_PKMN_RANGER_MIGUEL,1,VIGOROTH,Uproar,2026-08-27 16:42:58.995943-05,
1001,TRAINER_BB_PKMN_RANGER_MIGUEL,2,TURTWIG,Curse,2026-08-27 16:42:58.999221-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,1,TRUBBISH,Acid Spray,2026-08-27 16:42:58.817169-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,1,TRUBBISH,Double Slap,2026-08-27 16:42:58.818588-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,1,TRUBBISH,Toxic Spikes,2026-08-27 16:42:58.820168-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,2,EKANS,Bite,2026-08-27 16:42:58.821573-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,3,DROWZEE,Confusion,2026-08-27 16:42:58.823166-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT,3,DROWZEE,Zen Headbutt,2026-08-27 16:42:58.825119-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_2,1,KOFFING,Smokescreen,2026-08-27 16:42:58.827062-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_2,2,GRIMER,Harden,2026-08-27 16:42:58.828649-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_2,2,GRIMER,Mud Slap,2026-08-27 16:42:58.830349-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_3,2,TENTACOOL,Acid,2026-08-27 16:42:58.926451-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_3,2,TENTACOOL,Constrict,2026-08-27 16:42:58.928227-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_3,3,POOCHYENA,Bite,2026-08-27 16:42:58.929632-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_4,1,VOLTORB,Spark,2026-08-27 16:42:58.931185-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_4,3,PAWNIARD,Scratch,2026-08-27 16:42:58.932572-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,1,GULPIN,Poison Gas,2026-08-27 16:42:58.921464-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,1,GULPIN,Sludge,2026-08-27 16:42:58.919903-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,2,NUMEL,Focus Energy,2026-08-27 16:42:58.922886-05,
1001,TRAINER_BB_PLASMA_GRUNT_PLASMA_GRUNT_5,3,HOUNDOUR,Howl,2026-08-27 16:42:58.924453-05,
1001,TRAINER_BB_PRESCHOOLER_DOYLE,1,SQUIRTLE,Withdraw,2026-08-27 16:42:58.868687-05,
1001,TRAINER_BB_PRESCHOOLER_DOYLE,2,OSHAWOTT,Water Sport,2026-08-27 16:42:58.870081-05,
1001,TRAINER_BB_PRESCHOOLER_TULLY,2,PSYDUCK,Water Gun,2026-08-27 16:42:58.873157-05,
1001,TRAINER_BB_PRESCHOOLER_WENDY,1,TOTODILE,Leer,2026-08-27 16:42:58.871667-05,
1001,TRAINER_BB_SCHOOL_KID_AL,1,BLITZLE,Charge,2026-08-27 16:42:58.879739-05,
1001,TRAINER_BB_SCHOOL_KID_AL,1,BLITZLE,Double Kick,2026-08-27 16:42:58.882776-05,
1001,TRAINER_BB_SCHOOL_KID_AL,1,BLITZLE,Shock Wave,2026-08-27 16:42:58.88431-05,
1001,TRAINER_BB_SCHOOL_KID_AL,1,BLITZLE,Thunder Wave,2026-08-27 16:42:58.881246-05,
1001,TRAINER_BB_SCHOOL_KID_AL,2,MAREEP,Thunder Shock,2026-08-27 16:42:58.885746-05,
1001,TRAINER_BB_SCHOOL_KID_AL,3,FLAAFFY,Tackle,2026-08-27 16:42:58.888823-05,
1001,TRAINER_BB_SCHOOL_KID_AL,3,FLAAFFY,Thunder Shock,2026-08-27 16:42:58.887415-05,
1001,TRAINER_BB_SCHOOL_KID_CARTER,2,SNUBBULL,Bite,2026-08-27 16:42:58.934159-05,
1001,TRAINER_BB_SCHOOL_KID_CARTER,3,MINCCINO,Double Slap,2026-08-27 16:42:58.935631-05,
1001,TRAINER_BB_SCHOOL_KID_CARTER,4,LICKITUNG,Defense Curl,2026-08-27 16:42:58.938583-05,
1001,TRAINER_BB_SCHOOL_KID_CARTER,4,LICKITUNG,Wrap,2026-08-27 16:42:58.937183-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,1,SHINX,Bite,2026-08-27 16:42:58.904783-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,1,SHINX,Charge,2026-08-27 16:42:58.901355-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,1,SHINX,Spark,2026-08-27 16:42:58.903106-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,2,LUXIO,Bite,2026-08-27 16:42:58.910833-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,2,LUXIO,Double Kick,2026-08-27 16:42:58.908793-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,2,LUXIO,Spark,2026-08-27 16:42:58.907056-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,3,NUZLEAF,Foul Play,2026-08-27 16:42:58.912378-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,3,NUZLEAF,Growth,2026-08-27 16:42:58.913837-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,4,LOMBRE,Fake Out,2026-08-27 16:42:58.918444-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,4,LOMBRE,Leech Seed,2026-08-27 16:42:58.915389-05,
1001,TRAINER_BB_SCHOOL_KID_EDGAR,4,LOMBRE,Water Gun,2026-08-27 16:42:58.916883-05,
1001,TRAINER_BB_SCHOOL_KID_GINA,1,WOOPER,Acid Spray,2026-08-27 16:42:58.893878-05,
1001,TRAINER_BB_SCHOOL_KID_GINA,1,WOOPER,Mud Shot,2026-08-27 16:42:58.89176-05,
1001,TRAINER_BB_SCHOOL_KID_GINA,2,TAILLOW,Focus Energy,2026-08-27 16:42:58.896881-05,
1001,TRAINER_BB_SCHOOL_KID_GINA,2,TAILLOW,Mirror Move,2026-08-27 16:42:58.898288-05,
1001,TRAINER_BB_SCHOOL_KID_GINA,2,TAILLOW,Wing Attack,2026-08-27 16:42:58.895355-05,
1001,TRAINER_BB_SCHOOL_KID_GINA,3,LOTAD,Leech Seed,2026-08-27 16:42:58.899849-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,1,BUNEARY,Frustration,2026-08-27 16:42:58.955323-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,1,BUNEARY,Quick Attack,2026-08-27 16:42:58.957082-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,2,CLEFAIRY,Defense Curl,2026-08-27 16:42:58.960872-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,2,CLEFAIRY,Double Slap,2026-08-27 16:42:58.958999-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,4,DELCATTY,Double Slap,2026-08-27 16:42:58.965394-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,4,DELCATTY,Fake Out,2026-08-27 16:42:58.962396-05,
1001,TRAINER_BB_SCHOOL_KID_LYDIA,4,DELCATTY,Sing,2026-08-27 16:42:58.9638-05,
1001,TRAINER_BB_SCHOOL_KID_MARSHA,2,TEDDIURSA,Lick,2026-08-27 16:42:58.890213-05,
1001,TRAINER_BB_SCIENTIST_RANDALL,4,MAGNEMITE,Sonic Boom,2026-08-27 16:42:59.032675-05,
1001,TRAINER_BB_SCIENTIST_SAMANTHA,2,TRAPINCH,Bug Bite,2026-08-27 16:42:59.037193-05,
1001,TRAINER_BB_SCIENTIST_SAMANTHA,3,MIME-JR,Light Screen,2026-08-27 16:42:59.038743-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,2,SMEARGLE,Aeroblast,2026-08-27 16:42:58.940133-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,2,SMEARGLE,Hypnosis,2026-08-27 16:42:58.943993-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,2,SMEARGLE,Sacred Fire,2026-08-27 16:42:58.941892-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,3,PORYGON,Ice Beam,2026-08-27 16:42:58.949013-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,3,PORYGON,Psybeam,2026-08-27 16:42:58.947389-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,3,PORYGON,Sharpen,2026-08-27 16:42:58.945554-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,4,CASTFORM,Ember,2026-08-27 16:42:58.953765-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,4,CASTFORM,Powder Snow,2026-08-27 16:42:58.95076-05,
1001,TRAINER_BB_SCIENTIST_SATOMI,4,CASTFORM,Weather Ball,2026-08-27 16:42:58.952333-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,2,SKORUPI,Leer,2026-08-27 16:42:58.97322-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,3,FOONGUS,Bide,2026-08-27 16:42:58.974918-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT,3,FOONGUS,Mega Drain,2026-08-27 16:42:58.976885-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_2,3,MIGHTYENA,Ice Fang,2026-08-27 16:42:58.992553-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_2,3,MIGHTYENA,Thunder Fang,2026-08-27 16:42:58.994298-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,1,MURKROW,Pursuit,2026-08-27 16:42:58.978481-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,1,MURKROW,Wing Attack,2026-08-27 16:42:58.980079-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,2,LIEPARD,Night Slash,2026-08-27 16:42:58.984546-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,2,LIEPARD,Pursuit,2026-08-27 16:42:58.98163-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_3,2,LIEPARD,Torment,2026-08-27 16:42:58.986137-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,1,GOLBAT,Confuse Ray,2026-08-27 16:42:59.005191-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,1,GOLBAT,Hypnosis,2026-08-27 16:42:59.000644-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,1,GOLBAT,Roost,2026-08-27 16:42:59.002286-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,1,GOLBAT,Wing Attack,2026-08-27 16:42:59.003682-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,2,SCRAGGY,Brick Break,2026-08-27 16:42:59.006619-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,2,SCRAGGY,Payback,2026-08-27 16:42:59.010011-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,2,SCRAGGY,Swagger,2026-08-27 16:42:59.008009-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,3,BEEDRILL,Focus Energy,2026-08-27 16:42:59.011797-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,3,BEEDRILL,Twineedle,2026-08-27 16:42:59.013214-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,4,CARNIVINE,Bullet Seed,2026-08-27 16:42:59.016014-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,4,CARNIVINE,Sweet Scent,2026-08-27 16:42:59.017459-05,
1001,TRAINER_BB_TEAM_PLASMA_GRUNT_TEAM_PLASMA_GRUNT_4,4,CARNIVINE,Vine Whip,2026-08-27 16:42:59.014607-05,
1001,TRAINER_BB_TWINS_MAYO_MAY,3,COTTONEE,Cotton Spore,2026-08-27 16:42:58.970114-05,
1001,TRAINER_BB_TWINS_MAYO_MAY,4,PETILIL,Extrasensory,2026-08-27 16:42:58.971667-05,
1001,TRAINER_BB_WAITER_MAXWELL,1,SLOWPOKE,Growl,2026-08-27 16:42:58.836294-05,
1001,TRAINER_BB_WAITER_MAXWELL,1,SLOWPOKE,Tackle,2026-08-27 16:42:58.83332-05,
1001,TRAINER_BB_WAITER_MAXWELL,1,SLOWPOKE,Water Gun,2026-08-27 16:42:58.834738-05,
1001,TRAINER_BB_WAITER_MAXWELL,1,SLOWPOKE,Yawn,2026-08-27 16:42:58.831766-05,
1001,TRAINER_BB_WAITER_MAXWELL,2,GROWLITHE,Ember,2026-08-27 16:42:58.840813-05,
1001,TRAINER_BB_WAITER_MAXWELL,2,GROWLITHE,Leer,2026-08-27 16:42:58.837797-05,
1001,TRAINER_BB_WAITER_MAXWELL,2,GROWLITHE,Roar,2026-08-27 16:42:58.83938-05,
1001,TRAINER_BB_WAITER_MAXWELL,3,BUDEW,Water Sport,2026-08-27 16:42:58.842852-05,
1001,TRAINER_BB_WAITRESS_TIA,1,HOPPIP,Poison Powder,2026-08-27 16:42:58.844676-05,
1001,TRAINER_BB_WAITRESS_TIA,1,HOPPIP,Tackle,2026-08-27 16:42:58.84777-05,
1001,TRAINER_BB_WAITRESS_TIA,1,HOPPIP,Tail Whip,2026-08-27 16:42:58.84619-05,
1001,TRAINER_BB_WAITRESS_TIA,2,SLUGMA,Ember,2026-08-27 16:42:58.849299-05,
1001,TRAINER_BB_WAITRESS_TIA,2,SLUGMA,Rock Throw,2026-08-27 16:42:58.850867-05,
1001,TRAINER_BB_WAITRESS_TIA,3,MARILL,Defense Curl,2026-08-27 16:42:58.853974-05,
1001,TRAINER_BB_WAITRESS_TIA,3,MARILL,Leer,2026-08-27 16:42:58.855624-05,
1001,TRAINER_BB_WAITRESS_TIA,3,MARILL,Water Gun,2026-08-27 16:42:58.852407-05,
1001,TRAINER_BB_YOUNGSTER_JIMMY,1,HOOTHOOT,Growl,2026-08-27 16:42:58.77615-05,
1001,TRAINER_BB_YOUNGSTER_JIMMY,1,HOOTHOOT,Hypnosis,2026-08-27 16:42:58.774266-05,
1001,TRAINER_BB_YOUNGSTER_JIMMY,1,HOOTHOOT,Tackle,2026-08-27 16:42:58.772003-05,
1001,TRAINER_BB_YOUNGSTER_JIMMY,2,WURMPLE,Poison Sting,2026-08-27 16:42:58.778371-05,
1001,TRAINER_BB_YOUNGSTER_JIMMY,3,PATRAT,Bite,2026-08-27 16:42:58.780054-05,
1001,TRAINER_BB_YOUNGSTER_JOEY,1,RATTATA,Bite,2026-08-27 16:42:58.812446-05,
1001,TRAINER_BB_YOUNGSTER_JOEY,1,RATTATA,Flame Wheel,2026-08-27 16:42:58.815545-05,
1001,TRAINER_BB_YOUNGSTER_JOEY,1,RATTATA,Focus Energy,2026-08-27 16:42:58.813861-05,
1001,TRAINER_BB_YOUNGSTER_NICHOLAS,1,SHROOMISH,Bullet Seed,2026-08-27 16:42:58.989204-05,
1001,TRAINER_BB_YOUNGSTER_NICHOLAS,1,SHROOMISH,Mega Drain,2026-08-27 16:42:58.987733-05,
1001,TRAINER_BB_YOUNGSTER_ROLAND,2,BIDOOF,Tackle,2026-08-27 16:42:58.78645-05,
1001,TRAINER_BB_YOUNGSTER_ROLAND,4,WEEDLE,Bug Bite,2026-08-27 16:42:58.787922-05,
1001,TRAINER_BB_YOUNGSTER_ZACHARY,1,BURMY,Tackle,2026-08-27 16:42:58.967028-05,
1001,TRAINER_BB_YOUNGSTER_ZACHARY,2,TORCHIC,Ember,2026-08-27 16:42:58.968559-05,
