version_group_id,trainer_key,canonical_location_id,area_name,status,is_rematch,is_event,game_id,note
11,TRAINER_BACKPACKER_M_ALEXANDER,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_BACKPACKER_M_CARLOS,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Backpacker Carlos, Staraptor L30"
11,TRAINER_BACKPACKER_M_HERMAN,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Backpacker Herman, Porygon-Z L30"
11,TRAINER_BACKPACKER_M_KIYO,503,,placed,f,f,17,"Bulbapedia Black_City + Backpacker class page: Kiyo is a one-time Rotation Battle in Black City's marketplace (alongside Roughneck Johnny), exact Lv.65 party. battle_type=3 = rotation = BLACK (Bulbapedia Rotation_Battle page confirms rotation is Black's format; brief's mapping is inverted). Black-only → game_id=17. [one-time marketplace battle, not a daily resident]"
11,TRAINER_BACKPACKER_M_TORU,495,,placed,,,,
11,TRAINER_BAKER_CHRIS,251,,placed,f,f,,Bulbapedia Village_Bridge: Baker Chris with Combee L64 + Ursaring L64 (exact match).
11,TRAINER_BAKER_LILLY,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer, party/levels match exactly; rotates into either arena"
11,TRAINER_BATTLE_GIRL_HILLARY,31,,placed,f,f,,Bulbapedia Battle Girl class page: BW Hillary on Unova Route 18; L35 fits Route 18 mid-game band
11,TRAINER_BATTLE_GIRL_JANIE,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer, Hitmonchan L66 confirmed; rotates into either arena"
11,TRAINER_BATTLE_GIRL_KARENNA,503,,placed,t,f,17,"Bulbapedia Black_City resident (Slaking Lv.56, exact match). Black-only city; residents are re-battleable (daily, tied to point system)."
11,TRAINER_BATTLE_GIRL_LEE,237,,placed,f,f,,Bulbapedia Pinwheel Forest / BW walkthrough Part 4: Battle Girl Lee stands near the Challenge Rock stairway (PP Max); Timburr L16 matches the badge-2 stage
11,TRAINER_BATTLE_GIRL_MAGGIE,235,B1F,placed,f,f,,"Bulbapedia Wellspring_Cave B1F trainer, exact party match (Gurdurr/Sawk L35)"
11,TRAINER_BATTLE_GIRL_SHARON,247,,placed,f,f,,"Bulbapedia Twist Mountain BW: Battle Girl Sharon, Throh L36"
11,TRAINER_BATTLE_GIRL_SUSIE,34,,placed,f,f,,Bulbapedia Battle Girl class page: BW Susie on Unova Route 15; L64 fits post-game route band
11,TRAINER_BATTLE_GIRL_XIAO,235,B1F,placed,f,f,,"Bulbapedia Wellspring_Cave B1F trainer, exact party match (Gurdurr/Throh L35); Serebii Throh list agrees"
11,TRAINER_BIKER_JEREMY,500,,placed,f,f,,"Bulbapedia Biker_(Trainer_class): Biker Jeremy, Tubeline Bridge, Joltik/Scraggy/Krokorok (page lists Krokorok L37; same trainer). Adjacent rom_index to Morgann."
11,TRAINER_BIKER_MORGANN,500,,placed,f,f,,"Bulbapedia Biker_(Trainer_class): Biker Morgann, Tubeline Bridge, Bouffalant L37."
11,TRAINER_BIKER_PHILLIP,19,,placed,f,f,,Bulbapedia Unova_Route_9 BW trainer list confirms Biker Phillip (Krokorok/Scraggy L36)
11,TRAINER_BIKER_TRAINER_527,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_BIKER_ZEKE,19,,placed,f,f,,Bulbapedia Unova_Route_9 BW trainer list confirms Biker Zeke (Pawniard L37)
11,TRAINER_BLACK_BELT_COREY,20,,placed,f,f,,"Bulbapedia Unova Route 10 BW and Serebii Sawk trainer list: Black Belt Corey, Sawk L40, Route 10"
11,TRAINER_BLACK_BELT_EDWARD,235,B1F,placed,f,f,,"Bulbapedia Wellspring_Cave: B1F (Surf-required area) trainer, exact party match; Serebii Sawk/Throh trainer lists agree"
11,TRAINER_BLACK_BELT_LAO,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer, party/levels match exactly; rotates into either arena"
11,TRAINER_BLACK_BELT_RYDER,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Black Belt Ryder, Machamp L56"
11,TRAINER_BLACK_BELT_TEPPEI,247,1F,placed,f,f,,"Serebii BW Sawk trainer list: Black Belt Teppei, Twist Mountain 1F, Sawk L36"
11,TRAINER_CLERK_F_BRITNEY,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Clerk Britney, Jumpluff L40; Black-exclusive daily battle"
11,TRAINER_CLERK_F_PIPER,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Clerk Piper, Victreebel L40"
11,TRAINER_CLERK_F_TRISHA,492,Ferris Wheel,placed,t,f,,"Bulbapedia Nimbasa City: Ferris Wheel ride partner, autumn, male protagonist; battled daily after defeating Elesa"
11,TRAINER_CLERK_F_WREN,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_CLERK_M_CHAZ,501,,placed,f,t,,Bulbapedia Royal_Unova BW passenger list confirms Clerk♂ Chaz (Ariados/Floatzel L64); evening cruise battle
11,TRAINER_CLERK_M_COLLIN,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Clerk Collin, Alakazam L40"
11,TRAINER_CLERK_M_DOUG,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Clerk Doug, Luxray L40"
11,TRAINER_CLERK_M_FREDRIC,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional rotating trainer, appears in either arena (three at a time, no set order)"
11,TRAINER_CLERK_M_NELSON,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_CLERK_M_TRAINER_282,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_CYCLIST_F_KRISSA,29,,placed,f,f,,Bulbapedia Cyclist class page: BW Krissa on Unova Route 16 with L22 Ducklett and L22 Liepard (exact match)
11,TRAINER_CYCLIST_M_HECTOR,29,,placed,f,f,,Bulbapedia Cyclist class page: BW Hector on Unova Route 16 with two L22 Whirlipede (exact match)
11,TRAINER_DANCER_DAVEY,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_DANCER_DIRK,492,Rondez-View Ferris Wheel,placed,t,f,,"Bulbapedia Dancer_(Trainer_class)/Nimbasa_City: Ferris Wheel seasonal trainer, spring (female player), Darumaka L25; battled daily."
11,TRAINER_DANCER_EDMOND,238,,placed,f,f,,Castelia City dance-trio sidequest; Edmond is battled on Narrow Street.
11,TRAINER_DANCER_MICKEY,238,,placed,f,f,,Castelia City dance-trio sidequest (Bulbapedia Dancer class / BW walkthrough Part 4): Mickey by the fountain asks the player to recruit Edmond and Raymond; reward Amulet Coin.
11,TRAINER_DANCER_RAYMOND,238,,placed,f,f,,Castelia City dance-trio sidequest; Raymond is battled on Unity Pier.
11,TRAINER_DEPOT_AGENT_JOSH,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_DOCTOR_JULES,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_ELITE_FOUR_CAITLIN_2,226,,placed,t,f,,Elite Four rematch team (post-game L71-73 six-Pokemon version) at the Pokemon League.
11,TRAINER_ELITE_FOUR_GRIMSLEY_2,226,,placed,t,f,,Elite Four rematch team (post-game L71-73 six-Pokemon version) at the Pokemon League.
11,TRAINER_ELITE_FOUR_MARSHAL_2,226,,placed,t,f,,Elite Four rematch team (post-game L71-73 six-Pokemon version) at the Pokemon League.
11,TRAINER_ELITE_FOUR_SHAUNTAL_2,226,,placed,t,f,,Elite Four rematch team (post-game L71-73 six-Pokemon version) at the Pokemon League.
11,TRAINER_FISHERMAN_DEVON,502,,placed,t,f,,"Serebii BW Lumineon trainer list: Fisherman Devon, Nimbasa City Dome; post-game additional trainer, either arena"
11,TRAINER_GENTLEMAN_FREDERIC,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Gentleman Frederic, Roserade L40"
11,TRAINER_GENTLEMAN_RENAUD,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_GENTLEMAN_ROBERT,501,,placed,f,t,,Bulbapedia Royal_Unova confirms Gentleman Robert (Houndour/Noctowl/Houndoom L63) passenger battle
11,TRAINER_HARLEQUIN_CHARLEY,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game 'additional trainers' set, appears daily in either arena (three at a time), party matches exactly"
11,TRAINER_HARLEQUIN_KERRY,238,Castelia Gym,placed,f,f,,Bulbapedia Castelia_Gym BW trainer list confirms Harlequin Kerry (Sewaddle/Dwebble L20)
11,TRAINER_HARLEQUIN_PAUL,14,,placed,f,f,,"Bulbapedia Unova_Route_5 BW trainer list: Harlequin Paul, two Whirlipede L22"
11,TRAINER_HARLEQUIN_RICK,238,Castelia Gym,placed,f,f,,Bulbapedia Castelia_Gym BW trainer list confirms Harlequin Rick (Sewaddle L21)
11,TRAINER_HARLEQUIN_TRAINER_197,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_HIKER_ANDY,492,Rondez-View Ferris Wheel,placed,t,f,,"Bulbapedia Nimbasa_City: Rondez-View Ferris Wheel seasonal trainer, summer (male player), Boldore L25; battled daily after defeating Elesa."
11,TRAINER_HIKER_GENE,503,,placed,t,f,17,"Bulbapedia Black_City resident (Aggron Lv.40, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_HIKER_RUSSEL,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional trainer, either arena, party matches"
11,TRAINER_HOOPSTER_BOBBY,502,Small Court,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Small Court Hoopster, base tier Whirlipede L25 (Scolipede L33/41/67 later); rotating daily re-battleable"
11,TRAINER_HOOPSTER_BOBBY_2,502,Small Court,placed,t,f,,"Bulbapedia BW stadium subpage: Hoopster Bobby (basketball, Small Court), tier 2 L33"
11,TRAINER_HOOPSTER_BOBBY_3,502,Small Court,placed,t,f,,"Bulbapedia BW stadium subpage: Hoopster Bobby tier 3 L41, Small Court"
11,TRAINER_HOOPSTER_BOBBY_4,502,Small Court,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_HOOPSTER_JOHN,502,Small Court,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Small Court Hoopster, 7+ badge tier Stoutland/Boldore L40 (Stoutland/Gigalith L67 post-game); rotating daily re-battleable"
11,TRAINER_HOOPSTER_JOHN_2,502,Small Court,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_HOOPSTER_LAMARCUS,502,Small Court,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_INFIELDER_ALEX,502,Big Stadium,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Big Stadium, 3-4 badge tier, Sun/Mon/Thu rotation"
11,TRAINER_INFIELDER_ALEX_2,502,Big Stadium,placed,t,f,,"Bulbapedia BW stadium subpage: Infielder Alex (baseball, Big Stadium), tier 2 L31 elemental monkeys"
11,TRAINER_INFIELDER_ALEX_3,502,Big Stadium,placed,t,f,,"Bulbapedia BW stadium subpage: Infielder Alex tier 3 (L39 evolved monkeys), Big Stadium"
11,TRAINER_INFIELDER_ALEX_4,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_INFIELDER_CONNOR,502,Big Stadium,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Big Stadium, 7-8 badge tier, Sun/Mon/Thu rotation"
11,TRAINER_INFIELDER_CONNOR_2,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_INFIELDER_TODD,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_JANITOR_CALEB,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_JANITOR_GEOFF,238,Battle Company,placed,f,f,,"Bulbapedia Battle Company (Castelia City): Janitor Geoff, 55F, Trubbish/Minccino L20"
11,TRAINER_LADY_COLETTE,492,Nimbasa Gym,placed,f,f,,"Bulbapedia Nimbasa_Gym BW trainer list: Lady Colette, Emolga L25"
11,TRAINER_LADY_ELIZANDRA,501,,placed,f,t,,Bulbapedia Royal_Unova confirms Lady Elizandra (Meowth/Vulpix/Eevee L63) passenger battle
11,TRAINER_LADY_ISABEL,19,Shopping Mall Nine,placed,,,,
11,TRAINER_LADY_LYNETTE,503,,placed,t,f,17,"Bulbapedia Black_City resident trainer: Lady Lynette, Vileplume/Bellossom L34"
11,TRAINER_LADY_MAGNOLIA,492,Nimbasa Gym,placed,f,f,, [Nimbasa Gym trainer]
11,TRAINER_LADY_SOPHIE,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_LADY_TRAINER_286,,,excluded,,,,unused ROM placeholder (nameless Patrat L10 template)
11,TRAINER_LASS_DANA,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_LASS_DYE,236,,placed,f,f,18,"Bulbapedia Lass class page + Nacrene_City: Dye battles after the Cottonee/Petilil in-game trade; she uses LILLIGANT in White, Whimsicott in Black. Level scales with the traded Pokémon (L10 = ROM baseline). White copy → game_id=18."
11,TRAINER_LASS_DYE_2,236,,placed,f,f,17,Same Nacrene City post-trade battle; WHIMSICOTT is her team in Black (Bulbapedia Lass class page). Level scales at runtime (L10 = ROM baseline). Black copy → game_id=17.
11,TRAINER_LASS_MAYA,492,,placed,t,f,,"Nimbasa Ferris Wheel companion (male player, seasonal), daily-repeatable; Serebii Gothita list and Bulbapedia Nimbasa_City confirm Gothita L25"
11,TRAINER_LASS_MIKI,503,,placed,t,f,17,"Bulbapedia Black_City resident (Togekiss Lv.30, exact match); Lass class page also places Miki in Black City. Re-battleable resident."
11,TRAINER_LASS_SIBYL,501,,placed,f,t,,Bulbapedia Royal_Unova BW passenger list confirms Lass Sibyl (Chingling/Wormadam L64)
11,TRAINER_LINEBACKER_BOB,502,Big Stadium,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Big Stadium, 7-8 badge tier, Wed/Sat rotation"
11,TRAINER_LINEBACKER_BOB_2,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_LINEBACKER_DAN,502,Big Stadium,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: Big Stadium Linebacker, base tier Darumaka/Timburr L24; rotating daily re-battleable"
11,TRAINER_LINEBACKER_DAN_2,502,Big Stadium,placed,t,f,,"Bulbapedia BW stadium subpage: Linebacker Dan (football, Big Stadium), tier 2 L32"
11,TRAINER_LINEBACKER_DAN_3,502,Big Stadium,placed,t,f,,"Bulbapedia BW stadium subpage: Linebacker Dan tier 3 L40, Big Stadium"
11,TRAINER_LINEBACKER_DAN_4,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_LINEBACKER_JONAH,502,Big Stadium,placed,t,f,," [moved from Nimbasa City: Big Stadium & Small Court roster, daily rematch]"
11,TRAINER_MAID_ALICA,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional trainer, either arena, party matches"
11,TRAINER_MAID_TANYA,501,,placed,f,t,,"Bulbapedia Maid_(Trainer_class): Maid Tanya, Royal Unova, Emolga L65 — post-game cruise passenger battle."
11,TRAINER_MOTORCYCLIST_CHARLES,241,,placed,f,f,18,"Charles 'the Heartbreaker', Driftveil City (Bulbapedia Driftveil_City, exact party L27). Bulbapedia Rotation_Battle + Driftveil pages confirm the spot is a Rotation Battle in BLACK and Triple Battle in WHITE, so this battle_type=2 (triple) row is the White copy — the brief's 2=Black/3=White mapping is inverted."
11,TRAINER_MOTORCYCLIST_CHARLES_2,241,,placed,f,f,17,"Charles is battled in Driftveil City (Bulbapedia Charles; Serebii), NOT Castelia. battle_type=3 = ROM rotation flag; Charles's Rotation Battle is the BLACK version (his Triple is White-only per Bulbapedia Triple Battle page), so this row is Black. Counterpart rom_index 506 (bt=2 triple) is the White row — the generic bt2=Black/bt3=White rule is inverted for Charles."
11,TRAINER_MUSICIAN_BORIS,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_MUSICIAN_PRESTON,14,,placed,f,f,,"Bulbapedia Unova_Route_5 BW trainer list: Musician Preston, two Blitzle L22"
11,TRAINER_NURSE_KIRSTEN,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_NURSERY_AIDE_BRIANA,254,,placed,t,f,18,Bulbapedia Nursery_Aide_(Trainer_class) and Triple_Battle: Briana is a White Forest resident (White exclusive) with Chandelure/Cinccino/Vanilluxe L65; triple battle in White (BW1 triples are White-side).
11,TRAINER_NURSERY_AIDE_LEAH,502,,placed,t,f,,Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer; rotates into either arena
11,TRAINER_NURSERY_AIDE_MIHO,503,,placed,t,f,17,"Bulbapedia Black_City resident (Shiftry Lv.40, exact match). Re-battleable resident battle, Black version only."
11,TRAINER_PARASOL_LADY_GWYNETH,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game additional trainer, either arena, Castform L65 matches"
11,TRAINER_PILOT_CHASE,493,,placed,,,,
11,TRAINER_PILOT_LEONARD,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White: post-game Additional Trainer, party/levels match exactly; rotates into either arena"
11,TRAINER_PILOT_TED,493,,placed,,,,
11,TRAINER_PKMN_BREEDER_F_BROOKE,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
11,TRAINER_PKMN_BREEDER_M_OWEN,502,,placed,t,f,,"Bulbapedia Big_Stadium_and_Small_Court/Black_and_White 'Additional Trainers': post-game, appears at either venue in random groups of three, daily"
